scope,route_resolution_state,rows,sessions,stock_sessions,stocks,months,weight_sum,mean_absolute_log_return_15m,median_absolute_log_return_15m,mean_iv_expected_absolute_15m,mean_iv_absolute_residual_15m,median_iv_absolute_residual_15m,mean_iv_sigma_ratio_15m,exceed_iv_expected_rate,exceed_one_iv_sigma_rate,mean_realised_range_15m,mean_maximum_absolute_excursion_15m,mean_realised_variance_15m,absolute_log_return_10m_available_rows,mean_absolute_log_return_10m,absolute_log_return_30m_available_rows,mean_absolute_log_return_30m,absolute_log_return_60m_available_rows,mean_absolute_log_return_60m,registered_completion_in_bars_2_or_3_rows,registered_completion_in_bars_2_or_3_rate,movement_before_completion_available_rows,mean_movement_before_completion,movement_from_completion_to_horizon_end_available_rows,mean_movement_from_completion_to_horizon_end
pooled,ALL,86,3,8,3,3,0.40789473684210525,0.007152845891082652,0.003431631673707481,0.007794499667012471,-0.0006416537759298213,-0.0025052751617251593,0.7039883630481467,0.2789964157706093,0.21466461853558627,0.013949626785865398,0.011344197184003585,0.00012138628630007316,86,0.005618981257034496,83,0.010075628709202861,67,0.01623873654700704,1,0.015322580645161291,1,0.001772417721369358,1,0.00012520973554836748
development,ALL,47,2,5,3,2,0.24999999999999992,0.006839580240775019,0.0035008315120268604,0.008770730302718526,-0.0019311500619435022,-0.003153723391725184,0.5511063790900403,0.2400000000000001,0.1771428571428572,0.012665443675112364,0.010644925657484249,9.096349995793336e-05,47,0.0051942098047506316,46,0.01038553088213905,38,0.017334292400922477,1,0.02500000000000001,1,0.001772417721369358,1,0.00012520973554836748
assessment,ALL,39,1,3,3,1,0.15789473684210537,0.007648849837403068,0.003396211125439893,0.0062488011604778975,0.0014000486769251714,-0.001655733343499504,0.9460515043151481,0.34074074074074046,0.27407407407407386,0.01598291671122436,0.012451377100992526,0.00016955569800846103,39,0.006291536056483945,37,0.009572398029545421,29,0.014309359253533193,0,0.0,0,,0,
