record_type,draw,population,comparison,sampled_session_count,log_loss_improvement,brier_improvement,top_two_change,top_one_change,realised_class_probability_change,prediction_entropy_reduction,effective_candidate_count_change,metric,interval_level,lower,upper
draw,0,pooled,T1_minus_T0,157.0,0.0009080902773397348,0.0010112750944529236,-0.001587700674190673,0.002237214586359726,0.001320539815650501,0.003277534263710913,-0.006759981325746622,,,,
draw,0,pooled,T2_minus_T1,157.0,7.4249878563859e-05,0.00015471454066534607,-7.961783439502934e-05,0.0007528774164710095,0.00017893516574729595,0.0003380556008258928,-0.0006959869293168275,,,,
draw,0,opening,T1_minus_T0,157.0,0.005329633424071334,0.0038868597512454195,-0.0004777070063693989,5.307855626324187e-05,0.0023133794701929444,0.0020032453184944954,-0.0040548330622778295,,,,
draw,0,opening,T2_minus_T1,157.0,0.00017305216269036805,0.00018811230661636147,-0.0003184713375796733,0.0025393898759638045,0.00018750032374348358,0.00044662786890703465,-0.000902926936329429,,,,
draw,0,later,T1_minus_T0,157.0,-0.0035134528693917533,-0.0018643095623393502,-0.002697694342012391,0.00442135061645621,0.0003277001611082797,0.00455182320892733,-0.009566280554938356,,,,
draw,0,later,T2_minus_T1,157.0,-2.455240556276106e-05,0.00012131677471416413,0.00015923566879005868,-0.0010336350430215635,0.0001703700077509973,0.00022948333274475097,-0.0004811386602434631,,,,
draw,0,late_no_open,T1_minus_T0,157.0,-0.003449509223593661,-0.001947252730660931,-0.0022980616137908694,0.00496272109214968,0.0003388075426298265,0.004714633969682525,-0.009899308269597729,,,,
draw,0,late_no_open,T2_minus_T1,157.0,-0.00010553341768138047,7.21098620931615e-05,0.00016672402883244342,-0.0010822436959304627,0.0001457220201765974,0.00022746738949896983,-0.0004764336702809402,,,,
draw,1,pooled,T1_minus_T0,157.0,0.0016919620867987817,0.0016434334742917445,-0.002396915856520354,0.004083789622676637,0.0023083593805343083,0.004716204680743519,-0.00971678367963058,,,,
draw,1,pooled,T2_minus_T1,157.0,0.000217819175099776,0.00021811626444140364,0.0005531344284278594,-7.868663165355727e-05,0.00017356727022443952,0.0002294195364703766,-0.0004715046250249877,,,,
draw,1,opening,T1_minus_T0,157.0,0.0064781041854540256,0.004502140546211619,-0.0004777070063693989,0.0055648675829701455,0.0033119532225275305,0.003397325891691172,-0.006841154360809565,,,,
draw,1,opening,T2_minus_T1,157.0,0.0002220399122213612,0.00026897692413230256,0.00015923566878972562,-0.0006369426751592355,0.00014590640800304921,0.00024342933258314492,-0.0004892989698594974,,,,
draw,1,later,T1_minus_T0,157.0,-0.0030941800118566842,-0.001215273597628297,-0.004316124706670976,0.002602711662383128,0.0013047655385410861,0.0060350834697959765,-0.0127218696661493,,,,
draw,1,later,T2_minus_T1,157.0,0.00021359843797796874,0.00016725560475050472,0.0009470331880657712,0.00047956941185245405,0.00020122813244582982,0.00021540974035749727,-0.00045266306792690614,,,,
draw,1,late_no_open,T1_minus_T0,157.0,-0.002775823593058835,-0.0010636136097854632,-0.004161179978377505,0.003386373133280607,0.0014220903922733674,0.006176881418488822,-0.013030636172599586,,,,
draw,1,late_no_open,T2_minus_T1,157.0,0.00017993323825815644,0.00014297565656673505,0.000989922815909039,0.000501288348272344,0.0001887329662082493,0.00020179018384280933,-0.00042433669591845913,,,,
draw,2,pooled,T1_minus_T0,157.0,0.0009854016838103385,0.0010535478457365799,-0.0006285618504862089,0.003055276194733114,0.0017023689192232627,0.004287559649785666,-0.008814975201228759,,,,
draw,2,pooled,T2_minus_T1,157.0,0.00010893920035193183,0.00015101814679541192,-0.0004860878310425365,0.0013092710544939656,0.0001367061792869606,0.00022483499111392025,-0.0004612056674777598,,,,
draw,2,opening,T1_minus_T0,157.0,0.003657136946219719,0.002871593358338531,-0.0003184713375796733,-0.0002123142250529675,0.002047418359245823,0.0025512759653574246,-0.005126595736992812,,,,
