breakdown,value,arm,comparison,rows,sessions,stocks,outcome_rate,brier_improvement,log_loss_improvement
movement_probability_quintile,5,closure,A3_vs_A2,805,143,20,0.39751552795031053,-6.9268507937675e-05,0.0002691723263939961
movement_probability_quintile,5,joint,C1_vs_C0,805,143,20,0.13291925465838508,0.0005940415637649403,0.0031185773512814124
movement_probability_quintile,5,movement,B1_vs_B0,805,143,20,0.3341614906832298,0.00010107140221820981,0.00018814336494653538
pair_age_quartile,1,closure,A3_vs_A2,1686,157,20,0.3612099644128114,-0.00024586621599492086,-0.0003327994694106299
pair_age_quartile,1,joint,C1_vs_C0,1686,157,20,0.05931198102016608,-0.0010143192055066944,-0.0057288709260846764
pair_age_quartile,1,movement,B1_vs_B0,1686,157,20,0.17200474495848161,-2.699374849860329e-06,-1.9086654947814847e-05
pair_age_quartile,2,closure,A3_vs_A2,619,152,20,0.3247172859450727,-0.00021460315684812854,-0.0008206600686488085
pair_age_quartile,2,joint,C1_vs_C0,619,152,20,0.06946688206785137,-0.0016713160879105271,-0.008356727834715793
pair_age_quartile,2,movement,B1_vs_B0,619,152,20,0.17609046849757673,-4.603618740124473e-05,-0.00013958851502317215
pair_age_quartile,3,closure,A3_vs_A2,1051,157,20,0.28924833491912466,0.0010769851468303091,0.0026898065946098257
pair_age_quartile,3,joint,C1_vs_C0,1051,157,20,0.047573739295908656,-0.0004869277862589953,-0.0023656093131847683
pair_age_quartile,3,movement,B1_vs_B0,1051,157,20,0.17887725975261656,7.253001293758367e-05,0.00020850667596113528
pair_age_quartile,4,closure,A3_vs_A2,1093,155,20,0.262580054894785,0.00037598150376637904,0.0011488723265314896
pair_age_quartile,4,joint,C1_vs_C0,1093,155,20,0.04940530649588289,0.0019232984231914152,0.007549244081191118
pair_age_quartile,4,movement,B1_vs_B0,1093,155,20,0.19030192131747484,-2.7552285510100242e-05,-8.621384609852175e-05
stock,AAL,closure,A3_vs_A2,240,144,1,0.3958333333333333,0.0006716974721944406,0.0017144553071071073
stock,AAL,joint,C1_vs_C0,240,144,1,0.05416666666666667,-0.0008164805489144363,-0.0031067435151545743
stock,AAL,movement,B1_vs_B0,240,144,1,0.13333333333333333,2.0940201200633993e-05,8.197335166156443e-05
stock,AAOI,closure,A3_vs_A2,237,143,1,0.2911392405063291,0.0031319226609880725,0.007386237078528014
stock,AAOI,joint,C1_vs_C0,237,143,1,0.11814345991561181,-0.0014848867943372784,-0.006000226278594829
stock,AAOI,movement,B1_vs_B0,237,143,1,0.3206751054852321,-9.71215483888474e-07,-2.7300575531772816e-05
stock,APLD,closure,A3_vs_A2,131,93,1,0.4122137404580153,-0.0005708094601268566,-0.001175231809786227
stock,APLD,joint,C1_vs_C0,131,93,1,0.0916030534351145,0.0007267215800001851,0.000766130969066955
stock,APLD,movement,B1_vs_B0,131,93,1,0.1984732824427481,1.605219923552078e-05,2.125054946109145e-05
stock,ASTS,closure,A3_vs_A2,260,153,1,0.3346153846153846,-0.0003420301489230876,-1.327458125150585e-05
stock,ASTS,joint,C1_vs_C0,260,153,1,0.05,0.0017859348148366683,0.006357598731930009
stock,ASTS,movement,B1_vs_B0,260,153,1,0.14615384615384616,-0.00013095584189208286,-0.0003032632995666705
stock,CIFR,closure,A3_vs_A2,226,141,1,0.33185840707964603,-0.0015354786466284603,-0.002667396400758865
stock,CIFR,joint,C1_vs_C0,226,141,1,0.07964601769911504,0.00046954475251052944,0.004476998649912829
stock,CIFR,movement,B1_vs_B0,226,141,1,0.2610619469026549,2.642667629640819e-05,5.465303936431973e-05
stock,HIMS,closure,A3_vs_A2,181,120,1,0.292817679558011,-0.0011502480345284916,-0.0037372365501343527
stock,HIMS,joint,C1_vs_C0,181,120,1,0.08287292817679558,-0.0004599656818172115,-0.0008441338323402677
stock,HIMS,movement,B1_vs_B0,181,120,1,0.2596685082872928,0.00029221181806342577,0.0006405651956613814
stock,IONQ,closure,A3_vs_A2,207,121,1,0.3671497584541063,0.0011503728491416452,0.0025514398134609305
stock,IONQ,joint,C1_vs_C0,207,121,1,0.07246376811594203,-0.0007139880197701638,-0.0025709754912771493
stock,IONQ,movement,B1_vs_B0,207,121,1,0.1932367149758454,-2.8090442060089266e-05,-0.00010528589185183237
stock,IREN,closure,A3_vs_A2,262,152,1,0.29389312977099236,0.0007777539137736188,0.0019468360613364348
