model,target,brier_score,log_loss,auc,calibration_intercept,calibration_slope,expected_calibration_error,outcome_rate,mean_prediction,row_count,session_count,stock_count,comparison_baseline,brier_improvement,log_loss_improvement
A0,immediate_pair_closure,0.19678925818791113,0.5794666302446478,0.7083046352422071,-0.3065837683595033,1.2471266770548128,0.08027109378274125,0.31369167607779547,0.3937069043250262,4449,157,20,,,
A1,immediate_pair_closure,0.19705101673359007,0.5796400434417194,0.7107112225458367,-0.37200275203780214,1.088702495353607,0.08133623739327644,0.31369167607779547,0.3950279134710719,4449,157,20,A0,-0.00026175854567894545,-0.00017341319707146424
A2,immediate_pair_closure,0.18904540272855364,0.5608234298953728,0.717267645262079,-0.12948469188083414,1.0095581303885626,0.03751437119572199,0.31369167607779547,0.33970093060218937,4449,157,20,,,
A3,immediate_pair_closure,0.1888214190550636,0.5601449997959476,0.7173439114468007,-0.12333027072625032,1.009491219306822,0.0369498555594862,0.31369167607779547,0.33846305792839054,4449,157,20,A2,0.00022398367349003542,0.0006784300994253573
