null,draw,population,decision_ordinal,membership_hash,membership_size,session_blocks,shiftable_blocks,unshiftable_blocks
whole_session_shift_feasibility,-1,assessment_2025,36,c42b49bb04ddd684,13,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,c59356bf91fb2d4d,18,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,c5bf15ed5d6d17c8,13,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,c666a1623d6f06f0,18,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,c87a2d1c0a60820a,14,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,c87ec072ec2eb41e,13,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,cc8e241a5076a98f,12,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,cda27587090c1338,14,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,ceaa73f256b20133,16,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,d31a1389692f10f8,15,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,d731c338e7f3e2c1,16,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,da13d7a3d682ac28,15,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,db8ba8de8d894c88,14,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,dbd1abaa7c28a3e2,17,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,de994485b2df408b,17,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,deddf0556356b0fc,16,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,e238fca0cf665f0f,15,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,e3beacbc6dd0d651,17,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,e3c1fb01916a82f0,16,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,e3d0f951830ec7a5,17,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,e4e432601bfc4b3f,15,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,e8640449b60fabdd,15,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,e97d1757ed7dd6cc,17,2,2,0
whole_session_shift_feasibility,-1,assessment_2025,36,e9e9000f744a5ae7,18,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,ea0c6111cb1ad543,17,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,ea74d5052dd53176,15,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,ed861146129bbb6a,16,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,ed9ea1477515dc83,16,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,ee1f42255364efd7,19,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,f121352697de9beb,12,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,f186db28dbe00350,17,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,f1b787132969e842,14,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,f1e8c3e169344634,12,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,f209a0f34951a892,13,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,f22f8ef6b507442a,12,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,f24be76542317cc4,13,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,f3024b807fa7fb52,13,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,f36f0d798c9bb14f,13,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,f4775ba6b0de116f,17,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,f8d197a61698fb6a,15,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,fb1e60e4cf2dfdea,15,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,fb39915f64b6093f,17,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,fba56ad044fcea7a,15,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,fed7c9dcf61712d2,11,1,0,1
whole_session_shift_feasibility,-1,assessment_2025,36,ff1fa76e33e45e68,14,1,0,1
