group_type,group_value,model,brier_score,log_loss,auc,average_precision,calibration_intercept,calibration_slope,expected_calibration_error,base_rate,rows,sessions,stocks,predicted_positive_rate,mean_probability_realised_class,probability_distribution_overlap,top_decile_threshold,top_decile_precision,top_decile_lift,top_quintile_threshold,top_quintile_precision,top_quintile_lift
population,POOLED_OPENING,U0,0.17253811015004417,0.519242576141015,0.7155351213879461,0.458900696462335,-0.12577564840568844,0.9897394265973728,0.021973948941875272,0.262019964986777,6261,157,20,0.10901776734830707,0.649299492474973,0.6920559391087904,0.5432270117461249,0.5571166907473349,2.1262375589411677,0.42695349330743865,0.49848734346877044,1.9024784752334691
population,POOLED_OPENING,U1,0.17107640465778534,0.5150271725843609,0.7247416763339964,0.46579826113533596,-0.12143083764703326,1.0045257870956228,0.028012363830739566,0.262019964986777,6261,157,20,0.11539464372183114,0.6515051556270353,0.671452508671484,0.5476725194483318,0.5632038535984515,2.1494692346320785,0.4318235594956362,0.4974685110756003,1.8985900982801267
