year,period,family_id,hidden_family_class,selected_on_development,canonical_path,motif_type,repeat_depth,transition_length,v2_compatible,outcomes,sessions,stocks,months,maximum_stock_share
2024,development,unregistered_primitive_like__1-5-3-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 5, 3, 1]",primitive_like,1,3,True,7,6,7,5,0.14285714285714285
2024,development,unregistered_primitive_like__4-6-5-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 6, 5, 4]",primitive_like,1,3,True,7,7,6,6,0.2857142857142857
2024,development,unregistered_primitive_like__0-5-6-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 5, 6, 0]",primitive_like,1,3,True,6,6,5,5,0.3333333333333333
2024,development,unregistered_primitive_like__1-2-3-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 2, 3, 1]",primitive_like,1,3,True,6,6,4,6,0.3333333333333333
2024,development,unregistered_primitive_like__1-4-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 4, 1]",primitive_like,1,2,True,6,6,3,5,0.5
2024,development,unregistered_primitive_like__4-6-7-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 6, 7, 4]",primitive_like,1,3,True,6,5,4,5,0.3333333333333333
2024,development,unregistered_primitive_like__4-7-6-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 7, 6, 4]",primitive_like,1,3,True,6,6,6,3,0.16666666666666666
2024,development,unregistered_composite_like__2-1-2-3-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 1, 2, 3, 2]",composite_like,1,4,True,5,5,5,4,0.2
2024,development,unregistered_composite_like__3-0-3-2-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 0, 3, 2, 3]",composite_like,1,4,True,5,5,3,5,0.6
2024,development,unregistered_primitive_like__0-2-5-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 2, 5, 0]",primitive_like,1,3,True,5,5,5,5,0.2
2024,development,unregistered_primitive_like__0-3-1-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 3, 1, 0]",primitive_like,1,3,True,5,5,4,4,0.4
2024,development,unregistered_primitive_like__0-5-1-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 5, 1, 0]",primitive_like,1,3,True,5,5,3,3,0.4
2024,development,unregistered_primitive_like__1-2-5-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 2, 5, 1]",primitive_like,1,3,True,5,5,3,4,0.6
2024,development,unregistered_primitive_like__2-5-6-3-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 5, 6, 3, 2]",primitive_like,1,4,True,5,5,4,4,0.4
2024,development,unregistered_primitive_like__4-5-7-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 5, 7, 4]",primitive_like,1,3,True,5,4,3,4,0.6
2024,development,unregistered_primitive_like__5-6-7-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 6, 7, 5]",primitive_like,1,3,True,5,4,4,4,0.4
2024,development,unregistered_composite_like__2-0-2-3-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 0, 2, 3, 2]",composite_like,1,4,True,4,4,2,3,0.75
2024,development,unregistered_composite_like__5-3-5-6-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 3, 5, 6, 5]",composite_like,1,4,True,4,4,3,3,0.5
2024,development,unregistered_composite_like__5-6-5-7-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 6, 5, 7, 5]",composite_like,1,4,True,4,3,2,3,0.5
2024,development,unregistered_primitive_like__0-6-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 6, 0]",primitive_like,1,2,True,4,4,3,4,0.5
2024,development,unregistered_primitive_like__1-5-6-2-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 5, 6, 2, 1]",primitive_like,1,4,True,4,4,3,4,0.5
2024,development,unregistered_composite_like__3-1-3-5-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 1, 3, 5, 3]",composite_like,1,4,True,3,2,2,2,0.6666666666666666
2024,development,unregistered_composite_like__3-2-3-5-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 2, 3, 5, 3]",composite_like,1,4,True,3,3,3,3,0.3333333333333333
2024,development,unregistered_composite_like__3-2-3-6-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 2, 3, 6, 3]",composite_like,1,4,True,3,3,3,3,0.3333333333333333
2024,development,unregistered_composite_like__5-0-5-6-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 0, 5, 6, 5]",composite_like,1,4,True,3,3,3,3,0.3333333333333333
2024,development,unregistered_composite_like__5-1-5-3-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 1, 5, 3, 5]",composite_like,1,4,True,3,3,3,3,0.3333333333333333
2024,development,unregistered_primitive_like__0-3-5-1-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 3, 5, 1, 0]",primitive_like,1,4,True,3,2,3,2,0.3333333333333333
2024,development,unregistered_primitive_like__1-2-3-5-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 2, 3, 5, 1]",primitive_like,1,4,True,3,3,3,3,0.3333333333333333
2024,development,unregistered_primitive_like__1-3-2-5-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 3, 2, 5, 1]",primitive_like,1,4,True,3,3,3,3,0.3333333333333333
2024,development,unregistered_primitive_like__4-5-6-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 5, 6, 4]",primitive_like,1,3,True,3,3,3,3,0.3333333333333333
2024,development,unregistered_composite_like__1-0-1-2-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 0, 1, 2, 1]",composite_like,1,4,True,2,2,1,2,1.0
2024,development,unregistered_composite_like__1-3-1-5-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 3, 1, 5, 1]",composite_like,1,4,True,2,2,2,1,0.5
2024,development,unregistered_composite_like__2-0-2-1-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 0, 2, 1, 2]",composite_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_composite_like__2-0-3-2-3-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 0, 3, 2, 3, 2]",composite_like,1,5,True,2,2,2,2,0.5
2024,development,unregistered_composite_like__3-1-3-6-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 1, 3, 6, 3]",composite_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_composite_like__3-2-3-5-6-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 2, 3, 5, 6, 3]",composite_like,1,5,True,2,2,2,2,0.5
2024,development,unregistered_composite_like__5-0-5-1-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 0, 5, 1, 5]",composite_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_composite_like__5-6-2-5-6-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 6, 2, 5, 6, 5]",composite_like,1,5,True,2,2,2,2,0.5
2024,development,unregistered_composite_like__6-0-2-6-5-6,OTHER_UNREGISTERED_FAMILY,False,"[6, 0, 2, 6, 5, 6]",composite_like,1,5,True,2,2,2,2,0.5
2024,development,unregistered_composite_like__6-2-6-3-5-6,OTHER_UNREGISTERED_FAMILY,False,"[6, 2, 6, 3, 5, 6]",composite_like,1,5,True,2,2,2,1,0.5
2024,development,unregistered_composite_like__6-5-6-7-6,OTHER_UNREGISTERED_FAMILY,False,"[6, 5, 6, 7, 6]",composite_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__0-1-3-5-2-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 1, 3, 5, 2, 0]",primitive_like,1,5,True,2,2,2,1,0.5
2024,development,unregistered_primitive_like__0-1-5-2-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 1, 5, 2, 0]",primitive_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__0-1-5-6-2-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 1, 5, 6, 2, 0]",primitive_like,1,5,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__0-2-5-1-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 2, 5, 1, 0]",primitive_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__0-2-6-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 2, 6, 0]",primitive_like,1,3,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__0-3-6-2-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 3, 6, 2, 0]",primitive_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__0-4-5-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 4, 5, 0]",primitive_like,1,3,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__0-5-2-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 5, 2, 0]",primitive_like,1,3,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__0-5-4-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 5, 4, 0]",primitive_like,1,3,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__1-5-3-2-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 5, 3, 2, 1]",primitive_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__2-4-5-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 4, 5, 2]",primitive_like,1,3,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__2-6-5-3-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 6, 5, 3, 2]",primitive_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__3-5-4-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 5, 4, 3]",primitive_like,1,3,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__3-6-5-4-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 6, 5, 4, 3]",primitive_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__4-6-5-7-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 6, 5, 7, 4]",primitive_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__4-7-5-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 7, 5, 4]",primitive_like,1,3,True,2,2,2,2,0.5
2024,development,unregistered_primitive_like__4-7-6-5-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 7, 6, 5, 4]",primitive_like,1,4,True,2,2,2,2,0.5
2024,development,unregistered_composite_like__0-1-0-2-3-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 1, 0, 2, 3, 0]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__0-1-0-3-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 1, 0, 3, 0]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__0-2-0-3-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 2, 0, 3, 0]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__0-2-0-4-1-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 2, 0, 4, 1, 0]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__0-3-0-3-2-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 3, 0, 3, 2, 0]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__0-3-5-4-5-1-3-2-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 3, 5, 4, 5, 1, 3, 2, 0]",composite_like,1,8,False,1,1,1,1,1.0
2024,development,unregistered_composite_like__0-5-2-0-6-5-0,OTHER_UNREGISTERED_FAMILY,False,"[0, 5, 2, 0, 6, 5, 0]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-0-1-3-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 0, 1, 3, 1]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-0-1-3-2-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 0, 1, 3, 2, 1]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-0-1-3-2-5-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 0, 1, 3, 2, 5, 1]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-0-1-5-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 0, 1, 5, 1]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-0-1-5-1-2-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 0, 1, 5, 1, 2, 1]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-0-1-5-2-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 0, 1, 5, 2, 1]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-2-0-1-5-3-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 2, 0, 1, 5, 3, 1]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-2-1-2-5-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 2, 1, 2, 5, 1]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-2-1-3-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 2, 1, 3, 1]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-2-1-5-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 2, 1, 5, 1]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-3-1-5-3-2-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 3, 1, 5, 3, 2, 1]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-3-5-1-5-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 3, 5, 1, 5, 1]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__1-5-0-1-5-1,OTHER_UNREGISTERED_FAMILY,False,"[1, 5, 0, 1, 5, 1]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__2-0-2-1-3-5-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 0, 2, 1, 3, 5, 2]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__2-0-2-3-6-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 0, 2, 3, 6, 2]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__2-0-2-5-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 0, 2, 5, 2]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__2-0-2-5-3-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 0, 2, 5, 3, 2]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__2-0-2-6-3-2-3-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 0, 2, 6, 3, 2, 3, 2]",composite_like,1,7,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__2-0-3-2-3-0-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 0, 3, 2, 3, 0, 2]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__2-1-0-2-3-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 1, 0, 2, 3, 2]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__2-1-3-2-3-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 1, 3, 2, 3, 2]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__2-3-2-5-0-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 3, 2, 5, 0, 2]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__2-3-2-5-1-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 3, 2, 5, 1, 2]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__2-3-5-2-5-3-2,OTHER_UNREGISTERED_FAMILY,False,"[2, 3, 5, 2, 5, 3, 2]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-0-1-3-6-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 0, 1, 3, 6, 3]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-0-2-3-6-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 0, 2, 3, 6, 3]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-0-3-5-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 0, 3, 5, 3]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-0-3-5-3-2-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 0, 3, 5, 3, 2, 3]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-0-3-6-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 0, 3, 6, 3]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-1-3-2-5-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 1, 3, 2, 5, 3]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-1-5-3-2-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 1, 5, 3, 2, 3]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-2-3-2-3-6-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 2, 3, 2, 3, 6, 3]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-2-3-5-1-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 2, 3, 5, 1, 3]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-5-1-3-6-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 5, 1, 3, 6, 3]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-5-3-6-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 5, 3, 6, 3]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-5-6-3-6-2-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 5, 6, 3, 6, 2, 3]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__3-6-3-6-5-3,OTHER_UNREGISTERED_FAMILY,False,"[3, 6, 3, 6, 5, 3]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__4-0-1-4-3-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 0, 1, 4, 3, 4]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__4-2-4-6-5-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 2, 4, 6, 5, 4]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__4-5-4-6-3-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 5, 4, 6, 3, 4]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__4-5-4-6-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 5, 4, 6, 4]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__4-6-4-6-5-4,OTHER_UNREGISTERED_FAMILY,False,"[4, 6, 4, 6, 5, 4]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-0-5-3-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 0, 5, 3, 5]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-0-5-4-2-3-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 0, 5, 4, 2, 3, 5]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-0-6-5-6-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 0, 6, 5, 6, 5]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-1-3-5-6-3-2-1-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 1, 3, 5, 6, 3, 2, 1, 5]",composite_like,1,8,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-1-5-2-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 1, 5, 2, 5]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-1-5-3-2-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 1, 5, 3, 2, 5]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-2-0-3-5-6-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 2, 0, 3, 5, 6, 5]",composite_like,1,6,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-2-1-5-3-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 2, 1, 5, 3, 5]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-2-5-3-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 2, 5, 3, 5]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-2-5-6-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 2, 5, 6, 5]",composite_like,1,4,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-3-2-0-5-6-5-6-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 3, 2, 0, 5, 6, 5, 6, 5]",composite_like,1,8,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-3-2-5-6-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 3, 2, 5, 6, 5]",composite_like,1,5,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-3-2-5-6-5-6-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 3, 2, 5, 6, 5, 6, 5]",composite_like,1,7,True,1,1,1,1,1.0
2024,development,unregistered_composite_like__5-6-3-5-6-5,OTHER_UNREGISTERED_FAMILY,False,"[5, 6, 3, 5, 6, 5]",composite_like,1,5,True,1,1,1,1,1.0
