record_type,trajectory_group,permutation_draw,sum_absolute_standardised_coefficients,signed_standardised_coefficient_sum,log_loss_deterioration,brier_deterioration,auc_deterioration
permutation_draw,CONVICTION_TRAJECTORY,4.0,,,0.003966212574361583,0.001603325269266015,0.00722782216263862
permutation_draw,CONVICTION_TRAJECTORY,5.0,,,0.0029035213260244497,0.001174835164611393,0.0049079288943914
permutation_draw,CONVICTION_TRAJECTORY,6.0,,,0.003133661049722569,0.0013332105384198378,0.005286776033196494
permutation_draw,CONVICTION_TRAJECTORY,7.0,,,0.0037364274598139513,0.001538901240583701,0.006906183148283396
permutation_draw,CONVICTION_TRAJECTORY,8.0,,,0.0033059713527342494,0.0013104390995480608,0.006068631257534873
permutation_draw,CONVICTION_TRAJECTORY,9.0,,,0.003331139389482707,0.0014362159289575405,0.00596780828761756
permutation_draw,CONVICTION_TRAJECTORY,10.0,,,0.004213222564131591,0.0018019925883683563,0.007151102330363646
permutation_draw,CONVICTION_TRAJECTORY,11.0,,,0.003458363134427822,0.0014543464282056329,0.006634674679105057
permutation_draw,CONVICTION_TRAJECTORY,12.0,,,0.002842306673593753,0.0011825394480845797,0.005153538036501204
permutation_draw,CONVICTION_TRAJECTORY,13.0,,,0.0036208534864102804,0.0015312550476983267,0.006426214841361744
permutation_draw,CONVICTION_TRAJECTORY,14.0,,,0.0028253588752770176,0.001150647178916886,0.004648035822664376
permutation_draw,CONVICTION_TRAJECTORY,15.0,,,0.002369158386724135,0.0009717199653344055,0.004132113654484515
permutation_draw,CONVICTION_TRAJECTORY,16.0,,,0.003294256358551406,0.0013342621809211141,0.00603553468356155
permutation_draw,CONVICTION_TRAJECTORY,17.0,,,0.003432292728132169,0.0013582547009087786,0.006085728096288601
permutation_draw,CONVICTION_TRAJECTORY,18.0,,,0.0030115181180072614,0.0012291730061619877,0.004677412574110917
permutation_draw,CONVICTION_TRAJECTORY,19.0,,,0.0029830118862326227,0.0012142799500554635,0.005425115871201092
permutation_summary,CONVICTION_TRAJECTORY,,0.1621303459817347,0.1621303459817347,0.0032408291430735593,0.0013381840753380544,0.005781929146378278
coefficient_summary,FRUSTRATION_TRAJECTORY,,0.1301906211509179,-0.030586864345091364,,,
permutation_draw,FRUSTRATION_TRAJECTORY,0.0,,,0.0004991907464254597,0.000234920558998708,0.0008093085579379267
permutation_draw,FRUSTRATION_TRAJECTORY,1.0,,,0.00078329714086256,0.00031856074074704255,0.0010507135700306147
permutation_draw,FRUSTRATION_TRAJECTORY,2.0,,,0.0005012000612281131,0.00020523574386593912,0.001280709030042182
