period,mechanism,policy,evaluation_scope,eligible_episode_count,acted_episode_count,abstention_count,unique_session_count,unique_transition_event_count,stock_count,call_count,put_count,material_up_count,material_down_count,no_material_move_count,material_direction_accuracy,accuracy_counting_no_move_as_failure,material_prediction_following_rate,material_prediction_opposing_rate,material_following_minus_opposing_rate,mean_aligned_return,median_aligned_return,mean_raw_signed_return,positive_session_rate,positive_month_rate,maximum_stock_share,maximum_month_share,maximum_session_share,maximum_transition_event_share,regime,mean_market_aligned_return,material_following_rate,material_opposing_rate,no_move_rate,iv_excess_rate,mean_absolute_movement
assessment,severe_vs_normal,market_direction,severe_opening,130.0,130,0.0,43.0,43.0,20.0,68.0,62.0,51.0,15.0,64.0,0.42424242424242425,0.2153846153846154,0.42424242424242425,0.5757575757575758,-0.15151515151515155,-0.00136467595868738,0.00046129641931257217,0.005125113477205651,0.4418604651162791,0.25,0.11538461538461539,0.23076923076923078,0.06153846153846154,0.06153846153846154,severe_opening,-0.00136467595868738,0.42424242424242425,0.5757575757575758,0.49230769230769234,0.5076923076923077,0.011164029178213275
assessment,severe_vs_normal,market_direction,normal_opening,168.0,168,0.0,59.0,0.0,20.0,79.0,89.0,46.0,37.0,85.0,0.4578313253012048,0.2261904761904762,0.4578313253012048,0.5421686746987951,-0.08433734939759036,0.0001869674180304783,-0.0006620032435262707,0.0009555705647418745,0.4915254237288136,0.5714285714285714,0.08928571428571429,0.27976190476190477,0.041666666666666664,,normal_opening,0.0001869674180304783,0.4578313253012048,0.5421686746987951,0.5059523809523809,0.49404761904761907,0.011237456253735104
assessment,severe_vs_normal,market_direction,severe_minus_normal,,298,,,,,,,,,,-0.03358890105878054,-0.010805860805860795,,,,,,,,,,,,,severe_minus_normal,-0.0015516433767178584,-0.03358890105878054,0.03358890105878065,-0.013644688644688596,0.013644688644688596,-7.342707552182928e-05
stress,severe_vs_normal,market_direction,severe_opening,101.0,101,0.0,13.0,13.0,20.0,63.0,38.0,19.0,38.0,44.0,0.17543859649122806,0.09900990099009901,0.17543859649122806,0.8245614035087719,-0.6491228070175439,-0.010307735846495818,-0.008613008410907598,-0.006536215793650222,0.23076923076923078,0.0,0.0891089108910891,0.5742574257425742,0.13861386138613863,0.13861386138613863,severe_opening,-0.010307735846495818,0.17543859649122806,0.8245614035087719,0.43564356435643564,0.5643564356435643,0.016722835749649435
stress,severe_vs_normal,market_direction,normal_opening,267.0,267,0.0,45.0,0.0,20.0,119.0,148.0,56.0,76.0,135.0,0.4772727272727273,0.23595505617977527,0.4772727272727273,0.5227272727272727,-0.045454545454545414,-0.0006229317057164706,-0.00037394457959731255,-0.0015556401977484108,0.4222222222222222,0.5,0.10861423220973783,0.32209737827715357,0.04868913857677903,,normal_opening,-0.0006229317057164706,0.4772727272727273,0.5227272727272727,0.5056179775280899,0.4943820224719101,0.011230173122607528
stress,severe_vs_normal,market_direction,severe_minus_normal,,368,,,,,,,,,,-0.30183413078149923,-0.13694515518967626,,,,,,,,,,,,,severe_minus_normal,-0.009684804140779348,-0.30183413078149923,0.30183413078149923,-0.06997441317165426,0.0699744131716542,0.005492662627041907
