checkpoint,calibration_start,calibration_end,predictors_only,quantile_method,checkpoint_v1,market_opening_return_q10_v1,market_opening_return_q90_v1,market_opening_range_q75_v1,market_overnight_gap_q10_v1,market_overnight_gap_q90_v1,market_total_transition_q10_v1,market_total_transition_q90_v1,market_opening_return_support_v1,market_opening_range_support_v1,market_overnight_gap_support_v1,market_total_transition_support_v1,calibration_complete_v1,calibration_missing_reason_v1
6,2024-01-01,2024-12-31,True,numpy_linear,6,-0.0028896373389661863,0.002255226760464915,0.003848181718348481,-0.0038205689075119717,0.006379685630897604,-0.005360609443825508,0.006437555177674593,247,247,247,247,True,
