period,mechanism,policy,evaluation_scope,eligible_episode_count,acted_episode_count,abstention_count,unique_session_count,unique_transition_event_count,stock_count,call_count,put_count,material_up_count,material_down_count,no_material_move_count,material_direction_accuracy,accuracy_counting_no_move_as_failure,material_prediction_following_rate,material_prediction_opposing_rate,material_following_minus_opposing_rate,mean_aligned_return,median_aligned_return,mean_raw_signed_return,positive_session_rate,positive_month_rate,maximum_stock_share,maximum_month_share,maximum_session_share,maximum_transition_event_share,raw_mean_aligned_return,winsorised_1pct_mean_aligned_return,support_status,support_checks_json,session_cluster_lower_95,session_cluster_upper_95,event_cluster_lower_95,event_cluster_upper_95,assessment_null_p_value,holm_adjusted_assessment_null_p_value
assessment,amplification_continuation,amplification_continuation,fixed_acted_population,83,83,0,35,35,20,41,42,35,12,36,0.40425531914893614,0.2289156626506024,0.40425531914893614,0.5957446808510638,-0.19148936170212766,-0.0015411013733613367,-0.002634408491173292,0.00508615114929997,0.4,0.375,0.13253012048192772,0.2289156626506024,0.07228915662650602,0.07228915662650602,-0.0015411013733613367,-0.0016988795229460484,pass,"{""maximum_event_share_20pct"":true,""maximum_session_share_20pct"":true,""maximum_stock_share_25pct"":true,""minimum_15_sessions"":true,""minimum_15_transition_events"":true,""minimum_30_episodes"":true,""minimum_8_call_predictions"":true,""minimum_8_put_predictions"":true,""minimum_8_stocks"":true}",-0.00658116672889963,0.0031613138097319913,-0.006318069152242435,0.003199712459615512,0.8031968031968032,0.8031968031968032
stress,amplification_continuation,amplification_continuation,fixed_acted_population,69,69,0,13,13,19,45,24,11,28,30,0.1794871794871795,0.10144927536231885,0.1794871794871795,0.8205128205128205,-0.641025641025641,-0.011238809154258166,-0.008819764460364135,-0.009767697962254041,0.23076923076923078,0.25,0.11594202898550725,0.6231884057971014,0.17391304347826086,0.17391304347826086,-0.011238809154258166,-0.011560878096583425,blocked_insufficient_support,"{""maximum_event_share_20pct"":true,""maximum_session_share_20pct"":true,""maximum_stock_share_25pct"":true,""minimum_15_sessions"":false,""minimum_15_transition_events"":false,""minimum_30_episodes"":true,""minimum_8_call_predictions"":true,""minimum_8_put_predictions"":true,""minimum_8_stocks"":true}",-0.02316619959651825,6.849965170877368e-05,-0.022800891922287226,-5.756983312242408e-06,,
