scope_type,scope_value,model,multiclass_log_loss,multiclass_brier,top_one_accuracy,top_two_accuracy,mean_reciprocal_rank,mean_probability_realised_class,expected_calibration_error,prediction_entropy,effective_candidate_count,rows,unique_candidates,sessions,stocks,target_class_support,weight_sum
prefix_state,CONFLICTING_PREFIX_ACTIVE,C0,0.48239509588471,0.28186828295963,0.824508684097998,0.994905251979035,0.911389502548422,0.675883721687642,0.0716107535717873,0.637131459727673,1.89104854269015,4913,929,154,20,"{""NO_REGISTERED_COMPLETION"": 4155, ""OTHER_REGISTERED_COMPLETION"": 758}",37.8774749373434
prefix_state,CONFLICTING_PREFIX_ACTIVE,C1,0.480839817757978,0.2825207643021,0.821507151488484,0.995008969859782,0.909921737387539,0.676231573855515,0.0692806747060569,0.632515741108609,1.88234010802511,4913,929,154,20,"{""NO_REGISTERED_COMPLETION"": 4155, ""OTHER_REGISTERED_COMPLETION"": 758}",37.8774749373434
prefix_state,CONFLICTING_PREFIX_ACTIVE,C2,0.480658752139326,0.28299940084362,0.821381432845154,0.995668992737267,0.909953167048372,0.676845241108385,0.0683449970696372,0.628377727188205,1.87456705205367,4913,929,154,20,"{""NO_REGISTERED_COMPLETION"": 4155, ""OTHER_REGISTERED_COMPLETION"": 758}",37.8774749373434
prefix_state,MATCHING_TARGET_PREFIX_ACTIVE,C0,1.85499993352254,1.06036930893739,0.0492096085297215,0.603542157126816,0.449631127326661,0.200554603153714,0.558263255591099,1.02817488577858,2.79595823200601,277,75,46,19,"{""loop_p_2-5-6-2"": 64, ""loop_p_2-6-2"": 69, ""loop_p_4-6-4"": 144}",2.98528613199666
prefix_state,MATCHING_TARGET_PREFIX_ACTIVE,C1,1.78641593072128,1.00221855411345,0.195057211119701,0.607569847938406,0.522038611821416,0.237177209580116,0.435350593790134,0.988157374756389,2.68628010170003,277,75,46,19,"{""loop_p_2-5-6-2"": 64, ""loop_p_2-6-2"": 69, ""loop_p_4-6-4"": 144}",2.98528613199666
prefix_state,MATCHING_TARGET_PREFIX_ACTIVE,C2,1.78392122072619,0.998401126941101,0.189474273361061,0.601588128911292,0.518250189770911,0.237997497262773,0.438162068138842,0.992486113415087,2.69793351030775,277,75,46,19,"{""loop_p_2-5-6-2"": 64, ""loop_p_2-6-2"": 69, ""loop_p_4-6-4"": 144}",2.98528613199666
prefix_state,NO_ACTIVE_PREFIX,C0,0.214039188629814,0.0959711116335171,0.950276865484103,0.99703636946594,0.974562171249318,0.888504530003052,0.0198620139430658,0.253567037306573,1.28861376178564,999,375,121,20,"{""NO_REGISTERED_COMPLETION"": 949, ""OTHER_REGISTERED_COMPLETION"": 47, ""loop_p_2-6-2"": 2, ""loop_p_4-6-4"": 1}",7.23051378446115
prefix_state,NO_ACTIVE_PREFIX,C1,0.214317607230621,0.0960777623721157,0.950276865484103,0.99703636946594,0.974644494319708,0.887920332554169,0.0204385250359831,0.255721043438697,1.291392435296,999,375,121,20,"{""NO_REGISTERED_COMPLETION"": 949, ""OTHER_REGISTERED_COMPLETION"": 47, ""loop_p_2-6-2"": 2, ""loop_p_4-6-4"": 1}",7.23051378446115
prefix_state,NO_ACTIVE_PREFIX,C2,0.216620978825384,0.0971604980794839,0.950276865484103,0.99703636946594,0.974644494319708,0.886560744803677,0.0217063176474777,0.256661871913341,1.29260798579366,999,375,121,20,"{""NO_REGISTERED_COMPLETION"": 949, ""OTHER_REGISTERED_COMPLETION"": 47, ""loop_p_2-6-2"": 2, ""loop_p_4-6-4"": 1}",7.23051378446115
current_transition_half,HIGH,C0,0.566807439662442,0.328575273307726,0.775343955802437,0.958230201058409,0.879735886554893,0.651342050174763,0.0318464121799436,0.649733935918353,1.91503124019701,2319,676,145,20,"{""NO_REGISTERED_COMPLETION"": 1893, ""OTHER_REGISTERED_COMPLETION"": 346, ""loop_p_2-5-6-2"": 40, ""loop_p_2-6-2"": 33, ""loop_p_4-6-4"": 7}",18.5020238095238
current_transition_half,HIGH,C1,0.565850604437007,0.327006795219983,0.777911242521393,0.957014117875746,0.880657402851344,0.652309145684257,0.0387746354765459,0.648139753817575,1.91198076382492,2319,676,145,20,"{""NO_REGISTERED_COMPLETION"": 1893, ""OTHER_REGISTERED_COMPLETION"": 346, ""loop_p_2-5-6-2"": 40, ""loop_p_2-6-2"": 33, ""loop_p_4-6-4"": 7}",18.5020238095238
current_transition_half,HIGH,C2,0.565636286093328,0.327298206837119,0.777332155291553,0.957014117875746,0.880335687723656,0.652470150026107,0.0347190940432746,0.646393647971345,1.90864515604494,2319,676,145,20,"{""NO_REGISTERED_COMPLETION"": 1893, ""OTHER_REGISTERED_COMPLETION"": 346, ""loop_p_2-5-6-2"": 40, ""loop_p_2-6-2"": 33, ""loop_p_4-6-4"": 7}",18.5020238095238
current_transition_half,LOW,C0,0.502518202700279,0.285779655586828,0.807764747350263,0.978874869241463,0.900032967984636,0.695228454679653,0.0403603305934264,0.574979216196861,1.77709359176684,3870,864,153,20,"{""NO_REGISTERED_COMPLETION"": 3211, ""OTHER_REGISTERED_COMPLETION"": 459, ""loop_p_2-5-6-2"": 24, ""loop_p_2-6-2"": 38, ""loop_p_4-6-4"": 138}",29.5912510442774
current_transition_half,LOW,C1,0.494274672114617,0.281755116796404,0.817031214279831,0.98017432024794,0.904902891957823,0.698620925273508,0.0354442241281201,0.566556952453614,1.76218929291083,3870,864,153,20,"{""NO_REGISTERED_COMPLETION"": 3211, ""OTHER_REGISTERED_COMPLETION"": 459, ""loop_p_2-5-6-2"": 24, ""loop_p_2-6-2"": 38, ""loop_p_4-6-4"": 138}",29.5912510442774
current_transition_half,LOW,C2,0.494488051115409,0.282065021300702,0.816669138147995,0.98041570433583,0.904762084573221,0.699056308531789,0.0315908247062902,0.563018547479746,1.7559649721299,3870,864,153,20,"{""NO_REGISTERED_COMPLETION"": 3211, ""OTHER_REGISTERED_COMPLETION"": 459, ""loop_p_2-5-6-2"": 24, ""loop_p_2-6-2"": 38, ""loop_p_4-6-4"": 138}",29.5912510442774
