scope_type,scope_value,model,multiclass_log_loss,multiclass_brier,top_one_accuracy,top_two_accuracy,mean_reciprocal_rank,mean_probability_realised_class,expected_calibration_error,prediction_entropy,effective_candidate_count,rows,unique_candidates,sessions,stocks,target_class_support,weight_sum
target_class,NO_REGISTERED_COMPLETION,C0,0.242447326208347,0.0979227602064578,0.99087215375993,1,0.995436076879965,0.793645672740888,0.196226290344051,0.561576972212623,1.75343544014958,5104,826,153,20,"{""NO_REGISTERED_COMPLETION"": 5104}",37.8877255639098
target_class,NO_REGISTERED_COMPLETION,C1,0.244106151885373,0.100353220165525,0.987321562967751,1,0.993660781483876,0.793038091510799,0.19254576272666,0.557564123682098,1.74641326819954,5104,826,153,20,"{""NO_REGISTERED_COMPLETION"": 5104}",37.8877255639098
target_class,NO_REGISTERED_COMPLETION,C2,0.244286954594599,0.101282784830895,0.987623206079299,1,0.99381160303965,0.793312226395296,0.192643989714458,0.553565870785738,1.73944460681044,5104,826,153,20,"{""NO_REGISTERED_COMPLETION"": 5104}",37.8877255639098
target_class,OTHER_REGISTERED_COMPLETION,C0,1.45527545331665,1.05842566426621,0.0777076838182176,0.973193412328297,0.53430339195579,0.271664542558671,0.636717112763304,0.650828139449741,1.91712782097662,805,161,88,20,"{""OTHER_REGISTERED_COMPLETION"": 805}",7.19883458646617
target_class,OTHER_REGISTERED_COMPLETION,C1,1.43875679534242,1.04918814781115,0.0806016707661188,0.97373913558133,0.535924024646614,0.276105658234629,0.628441816890528,0.649801352837154,1.91516035005468,805,161,88,20,"{""OTHER_REGISTERED_COMPLETION"": 805}",7.19883458646617
target_class,OTHER_REGISTERED_COMPLETION,C2,1.43976737716243,1.04793668366194,0.0783526294808927,0.977211919918812,0.535295616052213,0.276525729435464,0.629678424286724,0.649955962867823,1.91545647594657,805,161,88,20,"{""OTHER_REGISTERED_COMPLETION"": 805}",7.19883458646617
target_class,loop_p_2-5-6-2,C0,2.3230333285727,1.24792261043753,0,0.431603773584906,0.391228661275831,0.124403923611209,0.660426070683886,0.986251110669372,2.68116422007439,64,19,13,12,"{""loop_p_2-5-6-2"": 64}",0.706666666666667
target_class,loop_p_2-5-6-2,C1,2.28110992394609,1.24390807103873,0,0.476415094339623,0.398697214734951,0.128283103997033,0.661882731666584,0.978015649071351,2.65917426808946,64,19,13,12,"{""loop_p_2-5-6-2"": 64}",0.706666666666667
target_class,loop_p_2-5-6-2,C2,2.29886603305293,1.24001222977246,0,0.476415094339623,0.398697214734951,0.129574136939855,0.659654385213939,0.97976725834214,2.66383618412581,64,19,13,12,"{""loop_p_2-5-6-2"": 64}",0.706666666666667
target_class,loop_p_2-6-2,C0,2.24916647399123,1.22816196995615,0,0.392735677728248,0.381877717241759,0.12475924677892,0.647652281691794,1.01491215047419,2.75912099925772,71,26,21,14,"{""loop_p_2-6-2"": 71}",0.948778195488722
target_class,loop_p_2-6-2,C1,2.27976586724489,1.22194261509106,0,0.328116229156348,0.367371085796049,0.129981937759086,0.646188650474945,0.994172697577339,2.70248764162038,71,26,21,14,"{""loop_p_2-6-2"": 71}",0.948778195488722
target_class,loop_p_2-6-2,C2,2.26369292702568,1.21801508033756,0,0.309295030543173,0.364234219360519,0.130914706124409,0.643726068578424,0.997886709878781,2.71254337596741,71,26,21,14,"{""loop_p_2-6-2"": 71}",0.948778195488722
target_class,loop_p_4-6-4,C0,1.42058353053077,0.857907483085152,0.108716081287443,0.831904146599319,0.525461059555973,0.290428555655579,0.448316672894137,1.04626878426633,2.84700847260043,145,30,22,15,"{""loop_p_4-6-4"": 145}",1.35126984126984
target_class,loop_p_4-6-4,C1,1.26888919451591,0.73583070087393,0.430929167156114,0.862739339833196,0.692147304123106,0.365641678170555,0.191288372208861,0.976856535592003,2.65609376902028,145,30,22,15,"{""loop_p_4-6-4"": 145}",1.35126984126984
target_class,loop_p_4-6-4,C2,1.26217374713061,0.732005839092926,0.418595089862563,0.862739339833196,0.685980265476331,0.366126223040294,0.211788208951082,0.983219289041092,2.67304771851269,145,30,22,15,"{""loop_p_4-6-4"": 145}",1.35126984126984
