period,candidate,rows,auc_negative_hazard,ci_lower,ci_upper,p_one_sided,draws_valid,sessions,holm_adjusted_p,passes_holm_0_05
2023,cycle_04|state4,132,0.5447761194029851,0.4609375,0.6306292157410966,0.14757048590281943,5000,93,0.5902819436112777,False
2023,cycle_07|state5,722,0.4973536031710671,0.4634327008999229,0.531981963334528,0.5556888622275545,5000,178,1.0,False
2025,cycle_04|state4,96,0.4971478718736288,0.42916666666666664,0.5642596040189125,0.5390921815636872,5000,51,1.0,False
2025,cycle_07|state5,713,0.49528613699320073,0.45928630300615003,0.5324404793550773,0.5964807038592281,5000,165,1.0,False
