year_month,lookback_bars,precursor_type,events,observed_prevalence,mean_null_prevalence,enrichment
2025-04,12,other_prefix_any,63,1,1,0
2025-04,12,any_regime_transition,63,1,0.876825396825397,0.123174603174603
2025-04,12,no_identified_structural_precursor,63,0,0,0
2025-05,3,same_registered_identity,76,0.223684210526316,0.0215789473684211,0.202105263157895
2025-05,3,same_registered_broad_family_different_identity,76,0.0263157894736842,0.0184210526315789,0.00789473684210526
2025-05,3,different_registered_broad_family,76,0.0263157894736842,0.00263157894736842,0.0236842105263158
2025-05,3,any_prior_registered_completion,76,0.276315789473684,0.0405263157894737,0.235789473684211
2025-05,3,hidden_5_6_5,76,0,0.0315789473684211,-0.0315789473684211
2025-05,3,hidden_2_3_2,76,0,0.0231578947368421,-0.0231578947368421
2025-05,3,hidden_2_5_2,76,0.0394736842105263,0.0110526315789474,0.0284210526315789
2025-05,3,hidden_4_7_4,76,0,0.00789473684210526,-0.00789473684210526
2025-05,3,hidden_other_unregistered_family,76,0.171052631578947,0.163157894736842,0.00789473684210526
2025-05,3,any_hidden_unregistered_completion,76,0.197368421052632,0.206315789473684,-0.00894736842105262
2025-05,3,active_prefix_immediately_before_completion,76,1,0.835263157894737,0.164736842105263
2025-05,3,active_prefix_any,76,1,0.927368421052632,0.0726315789473684
2025-05,3,matching_prefix_any,76,1,0.415263157894737,0.584736842105263
2025-05,3,other_prefix_any,76,0.986842105263158,0.917368421052632,0.0694736842105262
2025-05,3,any_regime_transition,76,0.75,0.484736842105263,0.265263157894737
2025-05,3,no_identified_structural_precursor,76,0,0.0478947368421053,-0.0478947368421053
2025-05,6,same_registered_identity,76,0.263157894736842,0.0268421052631579,0.236315789473684
2025-05,6,same_registered_broad_family_different_identity,76,0.0263157894736842,0.0357894736842105,-0.00947368421052631
2025-05,6,different_registered_broad_family,76,0.0263157894736842,0.00263157894736842,0.0236842105263158
2025-05,6,any_prior_registered_completion,76,0.315789473684211,0.061578947368421,0.254210526315789
2025-05,6,hidden_5_6_5,76,0.0131578947368421,0.0563157894736842,-0.0431578947368421
2025-05,6,hidden_2_3_2,76,0,0.0384210526315789,-0.0384210526315789
2025-05,6,hidden_2_5_2,76,0.0394736842105263,0.0152631578947368,0.0242105263157895
2025-05,6,hidden_4_7_4,76,0,0.0110526315789474,-0.0110526315789474
2025-05,6,hidden_other_unregistered_family,76,0.25,0.229473684210526,0.0205263157894737
2025-05,6,any_hidden_unregistered_completion,76,0.276315789473684,0.294736842105263,-0.0184210526315789
2025-05,6,active_prefix_immediately_before_completion,76,1,0.835263157894737,0.164736842105263
2025-05,6,active_prefix_any,76,1,0.982105263157895,0.0178947368421053
2025-05,6,matching_prefix_any,76,1,0.498421052631579,0.501578947368421
2025-05,6,other_prefix_any,76,1,0.972105263157895,0.0278947368421053
2025-05,6,any_regime_transition,76,0.934210526315789,0.674736842105263,0.259473684210526
2025-05,6,no_identified_structural_precursor,76,0,0.00947368421052631,-0.00947368421052631
2025-05,12,same_registered_identity,76,0.302631578947368,0.03,0.272631578947368
2025-05,12,same_registered_broad_family_different_identity,76,0.0394736842105263,0.0668421052631579,-0.0273684210526316
2025-05,12,different_registered_broad_family,76,0.0263157894736842,0.00263157894736842,0.0236842105263158
2025-05,12,any_prior_registered_completion,76,0.368421052631579,0.0942105263157895,0.274210526315789
2025-05,12,hidden_5_6_5,76,0.0526315789473684,0.105263157894737,-0.0526315789473684
2025-05,12,hidden_2_3_2,76,0.0263157894736842,0.0547368421052632,-0.028421052631579
2025-05,12,hidden_2_5_2,76,0.0657894736842105,0.0247368421052632,0.0410526315789474
2025-05,12,hidden_4_7_4,76,0,0.0152631578947368,-0.0152631578947368
2025-05,12,hidden_other_unregistered_family,76,0.276315789473684,0.283157894736842,-0.00684210526315787
2025-05,12,any_hidden_unregistered_completion,76,0.355263157894737,0.382631578947368,-0.0273684210526317
2025-05,12,active_prefix_immediately_before_completion,76,1,0.835263157894737,0.164736842105263
2025-05,12,active_prefix_any,76,1,0.999473684210526,0.000526315789473708
2025-05,12,matching_prefix_any,76,1,0.626315789473684,0.373684210526316
2025-05,12,other_prefix_any,76,1,0.989473684210526,0.0105263157894737
2025-05,12,any_regime_transition,76,1,0.835263157894737,0.164736842105263
2025-05,12,no_identified_structural_precursor,76,0,0,0
2025-06,3,same_registered_identity,79,0.215189873417722,0.030379746835443,0.184810126582278
2025-06,3,same_registered_broad_family_different_identity,79,0.0126582278481013,0.0410126582278481,-0.0283544303797468
2025-06,3,different_registered_broad_family,79,0.0506329113924051,0.00810126582278481,0.0425316455696203
2025-06,3,any_prior_registered_completion,79,0.278481012658228,0.0754430379746835,0.203037974683544
2025-06,3,hidden_5_6_5,79,0.0126582278481013,0.0146835443037975,-0.0020253164556962
2025-06,3,hidden_2_3_2,79,0.0126582278481013,0.0470886075949367,-0.0344303797468354
2025-06,3,hidden_2_5_2,79,0,0.00556962025316456,-0.00556962025316456
2025-06,3,hidden_4_7_4,79,0,0.00405063291139241,-0.00405063291139241
2025-06,3,hidden_other_unregistered_family,79,0.291139240506329,0.144810126582278,0.146329113924051
2025-06,3,any_hidden_unregistered_completion,79,0.316455696202532,0.194430379746835,0.122025316455696
2025-06,3,active_prefix_immediately_before_completion,79,1,0.820253164556962,0.179746835443038
2025-06,3,active_prefix_any,79,1,0.898227848101266,0.101772151898734
2025-06,3,matching_prefix_any,79,1,0.555443037974684,0.444556962025316
2025-06,3,other_prefix_any,79,1,0.898227848101266,0.101772151898734
2025-06,3,any_regime_transition,79,0.759493670886076,0.444050632911392,0.315443037974684
2025-06,3,no_identified_structural_precursor,79,0,0.069873417721519,-0.069873417721519
2025-06,6,same_registered_identity,79,0.265822784810127,0.0475949367088608,0.218227848101266
2025-06,6,same_registered_broad_family_different_identity,79,0.0126582278481013,0.0546835443037975,-0.0420253164556962
2025-06,6,different_registered_broad_family,79,0.0632911392405063,0.0116455696202532,0.0516455696202532
