record_type,draw,lookback_bars,precursor_type,observed_prevalence,null_prevalence,mean_null_prevalence,observed_minus_null_enrichment,null_percentile,null_90th_percentile
draw,14,3,hidden_4_7_4,0,0.0104790419161677,,-0.0104790419161677,,
draw,15,3,hidden_4_7_4,0,0.0029940119760479,,-0.0029940119760479,,
draw,16,3,hidden_4_7_4,0,0.00449101796407186,,-0.00449101796407186,,
draw,17,3,hidden_4_7_4,0,0.00898203592814371,,-0.00898203592814371,,
draw,18,3,hidden_4_7_4,0,0.0104790419161677,,-0.0104790419161677,,
draw,19,3,hidden_4_7_4,0,0.0134730538922156,,-0.0134730538922156,,
draw,20,3,hidden_4_7_4,0,0.00598802395209581,,-0.00598802395209581,,
draw,21,3,hidden_4_7_4,0,0.00898203592814371,,-0.00898203592814371,,
draw,22,3,hidden_4_7_4,0,0.00748502994011976,,-0.00748502994011976,,
draw,23,3,hidden_4_7_4,0,0.00748502994011976,,-0.00748502994011976,,
draw,24,3,hidden_4_7_4,0,0.0104790419161677,,-0.0104790419161677,,
summary,-1,3,hidden_4_7_4,0,,0.00820359281437126,-0.00820359281437126,0,0.011377245508982
draw,0,3,hidden_other_unregistered_family,0.215568862275449,0.158682634730539,,0.0568862275449102,,
draw,1,3,hidden_other_unregistered_family,0.215568862275449,0.160179640718563,,0.0553892215568862,,
draw,2,3,hidden_other_unregistered_family,0.215568862275449,0.149700598802395,,0.0658682634730539,,
draw,3,3,hidden_other_unregistered_family,0.215568862275449,0.157185628742515,,0.0583832335329341,,
draw,4,3,hidden_other_unregistered_family,0.215568862275449,0.127245508982036,,0.0883233532934132,,
draw,5,3,hidden_other_unregistered_family,0.215568862275449,0.181137724550898,,0.0344311377245509,,
draw,6,3,hidden_other_unregistered_family,0.215568862275449,0.148203592814371,,0.0673652694610778,,
draw,7,3,hidden_other_unregistered_family,0.215568862275449,0.172155688622754,,0.0434131736526946,,
draw,8,3,hidden_other_unregistered_family,0.215568862275449,0.134730538922156,,0.0808383233532934,,
draw,9,3,hidden_other_unregistered_family,0.215568862275449,0.13622754491018,,0.0793413173652695,,
draw,10,3,hidden_other_unregistered_family,0.215568862275449,0.152694610778443,,0.062874251497006,,
draw,11,3,hidden_other_unregistered_family,0.215568862275449,0.166167664670659,,0.0494011976047904,,
draw,12,3,hidden_other_unregistered_family,0.215568862275449,0.130239520958084,,0.0853293413173653,,
draw,13,3,hidden_other_unregistered_family,0.215568862275449,0.146706586826347,,0.0688622754491018,,
draw,14,3,hidden_other_unregistered_family,0.215568862275449,0.152694610778443,,0.062874251497006,,
draw,15,3,hidden_other_unregistered_family,0.215568862275449,0.154191616766467,,0.061377245508982,,
draw,16,3,hidden_other_unregistered_family,0.215568862275449,0.155688622754491,,0.0598802395209581,,
draw,17,3,hidden_other_unregistered_family,0.215568862275449,0.146706586826347,,0.0688622754491018,,
draw,18,3,hidden_other_unregistered_family,0.215568862275449,0.145209580838323,,0.0703592814371257,,
draw,19,3,hidden_other_unregistered_family,0.215568862275449,0.125748502994012,,0.0898203592814371,,
draw,20,3,hidden_other_unregistered_family,0.215568862275449,0.161676646706587,,0.0538922155688623,,
draw,21,3,hidden_other_unregistered_family,0.215568862275449,0.139221556886228,,0.0763473053892216,,
draw,22,3,hidden_other_unregistered_family,0.215568862275449,0.146706586826347,,0.0688622754491018,,
draw,23,3,hidden_other_unregistered_family,0.215568862275449,0.151197604790419,,0.0643712574850299,,
draw,24,3,hidden_other_unregistered_family,0.215568862275449,0.170658682634731,,0.0449101796407186,,
summary,-1,3,hidden_other_unregistered_family,0.215568862275449,,0.150838323353293,0.0647305389221557,100,0.168862275449102
draw,0,3,any_hidden_unregistered_completion,0.238023952095808,0.226047904191617,,0.0119760479041916,,
draw,1,3,any_hidden_unregistered_completion,0.238023952095808,0.236526946107784,,0.00149700598802394,,
draw,2,3,any_hidden_unregistered_completion,0.238023952095808,0.203592814371257,,0.0344311377245509,,
draw,3,3,any_hidden_unregistered_completion,0.238023952095808,0.221556886227545,,0.0164670658682635,,
draw,4,3,any_hidden_unregistered_completion,0.238023952095808,0.184131736526946,,0.0538922155688623,,
draw,5,3,any_hidden_unregistered_completion,0.238023952095808,0.248502994011976,,-0.0104790419161677,,
draw,6,3,any_hidden_unregistered_completion,0.238023952095808,0.206586826347305,,0.031437125748503,,
draw,7,3,any_hidden_unregistered_completion,0.238023952095808,0.232035928143713,,0.0059880239520958,,
draw,8,3,any_hidden_unregistered_completion,0.238023952095808,0.203592814371257,,0.0344311377245509,,
draw,9,3,any_hidden_unregistered_completion,0.238023952095808,0.205089820359281,,0.0329341317365269,,
draw,10,3,any_hidden_unregistered_completion,0.238023952095808,0.214071856287425,,0.0239520958083832,,
draw,11,3,any_hidden_unregistered_completion,0.238023952095808,0.229041916167665,,0.0089820359281437,,
draw,12,3,any_hidden_unregistered_completion,0.238023952095808,0.20059880239521,,0.0374251497005988,,
draw,13,3,any_hidden_unregistered_completion,0.238023952095808,0.196107784431138,,0.0419161676646707,,
draw,14,3,any_hidden_unregistered_completion,0.238023952095808,0.218562874251497,,0.0194610778443114,,
draw,15,3,any_hidden_unregistered_completion,0.238023952095808,0.206586826347305,,0.031437125748503,,
draw,16,3,any_hidden_unregistered_completion,0.238023952095808,0.205089820359281,,0.0329341317365269,,
draw,17,3,any_hidden_unregistered_completion,0.238023952095808,0.206586826347305,,0.031437125748503,,
draw,18,3,any_hidden_unregistered_completion,0.238023952095808,0.211077844311377,,0.0269461077844311,,
draw,19,3,any_hidden_unregistered_completion,0.238023952095808,0.194610778443114,,0.0434131736526946,,
draw,20,3,any_hidden_unregistered_completion,0.238023952095808,0.215568862275449,,0.0224550898203593,,
draw,21,3,any_hidden_unregistered_completion,0.238023952095808,0.190119760479042,,0.0479041916167665,,
draw,22,3,any_hidden_unregistered_completion,0.238023952095808,0.209580838323353,,0.0284431137724551,,
draw,23,3,any_hidden_unregistered_completion,0.238023952095808,0.221556886227545,,0.0164670658682635,,
draw,24,3,any_hidden_unregistered_completion,0.238023952095808,0.252994011976048,,-0.0149700598802396,,
summary,-1,3,any_hidden_unregistered_completion,0.238023952095808,,0.213592814371258,0.0244311377245509,92,0.234730538922156
draw,0,3,active_prefix_immediately_before_completion,1,0.823353293413174,,0.176646706586826,,
draw,1,3,active_prefix_immediately_before_completion,1,0.848802395209581,,0.151197604790419,,
draw,2,3,active_prefix_immediately_before_completion,1,0.839820359281437,,0.160179640718563,,
draw,3,3,active_prefix_immediately_before_completion,1,0.857784431137725,,0.142215568862275,,
draw,4,3,active_prefix_immediately_before_completion,1,0.850299401197605,,0.149700598802395,,
draw,5,3,active_prefix_immediately_before_completion,1,0.824850299401198,,0.175149700598802,,
draw,6,3,active_prefix_immediately_before_completion,1,0.835329341317365,,0.164670658682635,,
draw,7,3,active_prefix_immediately_before_completion,1,0.830838323353293,,0.169161676646707,,
draw,8,3,active_prefix_immediately_before_completion,1,0.839820359281437,,0.160179640718563,,
draw,9,3,active_prefix_immediately_before_completion,1,0.827844311377245,,0.172155688622755,,
draw,10,3,active_prefix_immediately_before_completion,1,0.835329341317365,,0.164670658682635,,
draw,11,3,active_prefix_immediately_before_completion,1,0.82185628742515,,0.17814371257485,,
draw,12,3,active_prefix_immediately_before_completion,1,0.835329341317365,,0.164670658682635,,
draw,13,3,active_prefix_immediately_before_completion,1,0.809880239520958,,0.190119760479042,,
draw,14,3,active_prefix_immediately_before_completion,1,0.842814371257485,,0.157185628742515,,
draw,15,3,active_prefix_immediately_before_completion,1,0.857784431137725,,0.142215568862275,,
draw,16,3,active_prefix_immediately_before_completion,1,0.835329341317365,,0.164670658682635,,
draw,17,3,active_prefix_immediately_before_completion,1,0.836826347305389,,0.163173652694611,,
draw,18,3,active_prefix_immediately_before_completion,1,0.82934131736527,,0.17065868263473,,
draw,19,3,active_prefix_immediately_before_completion,1,0.839820359281437,,0.160179640718563,,
draw,20,3,active_prefix_immediately_before_completion,1,0.838323353293413,,0.161676646706587,,
draw,21,3,active_prefix_immediately_before_completion,1,0.841317365269461,,0.158682634730539,,
draw,22,3,active_prefix_immediately_before_completion,1,0.841317365269461,,0.158682634730539,,
draw,23,3,active_prefix_immediately_before_completion,1,0.833832335329341,,0.166167664670659,,
draw,24,3,active_prefix_immediately_before_completion,1,0.82185628742515,,0.17814371257485,,
summary,-1,3,active_prefix_immediately_before_completion,1,,0.835988023952096,0.164011976047904,100,0.849700598802395
draw,0,3,active_prefix_any,1,0.917664670658683,,0.0823353293413174,,
draw,1,3,active_prefix_any,1,0.938622754491018,,0.061377245508982,,
draw,2,3,active_prefix_any,1,0.916167664670659,,0.0838323353293413,,
draw,3,3,active_prefix_any,1,0.937125748502994,,0.062874251497006,,
draw,4,3,active_prefix_any,1,0.92814371257485,,0.0718562874251497,,
draw,5,3,active_prefix_any,1,0.914670658682635,,0.0853293413173652,,
