period,lookback_bars,precursor_kind,precursor_identity,target_semantic_loop_id,occurrences,eligible_events,prevalence,sessions,stocks,months,maximum_stock_share,maximum_month_share
development,3,hidden,unregistered_primitive_like__5-6-5,loop_p_4-5-4,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,3,hidden,unregistered_primitive_like__5-6-5,loop_p_4-6-4,2,1355,0.0014760147601476,1,1,1,1,1
development,3,registered,loop_p_0-1-0,loop_c_929da7e5,2,1355,0.0014760147601476,2,1,2,1,0.5
development,3,registered,loop_p_0-1-0,loop_p_0-1-0,62,1355,0.0457564575645756,41,8,12,0.451612903225806,0.258064516129032
development,3,registered,loop_p_0-1-0,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_p_0-1-0,loop_r2_0-1-0,18,1355,0.0132841328413284,12,5,6,0.5,0.388888888888889
development,3,registered,loop_p_0-1-0,loop_r3_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_p_0-2-0,loop_p_0-2-0,31,1355,0.0228782287822878,19,13,9,0.225806451612903,0.193548387096774
development,3,registered,loop_p_0-2-0,loop_p_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_p_1-2-1,loop_p_0-1-0,4,1355,0.0029520295202952,4,3,3,0.5,0.5
development,3,registered,loop_p_1-2-1,loop_p_0-2-0,3,1355,0.0022140221402214,3,3,3,0.333333333333333,0.333333333333333
development,3,registered,loop_p_1-2-1,loop_p_1-2-1,52,1355,0.0383763837638376,35,13,11,0.211538461538462,0.173076923076923
development,3,registered,loop_p_1-2-1,loop_r2_1-2-1,14,1355,0.0103321033210332,11,8,8,0.214285714285714,0.285714285714286
development,3,registered,loop_p_1-2-1,loop_r3_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_p_2-4-2,loop_p_0-4-0,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_p_2-4-2,loop_p_2-4-2,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,3,registered,loop_p_2-5-6-2,loop_p_2-5-6-2,6,1355,0.0044280442804428,6,6,4,0.166666666666667,0.333333333333333
development,3,registered,loop_p_2-5-6-2,loop_p_4-5-4,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_p_2-6-2,loop_p_0-2-0,2,1355,0.0014760147601476,2,1,2,1,0.5
development,3,registered,loop_p_2-6-2,loop_p_2-6-2,28,1355,0.0206642066420664,25,15,11,0.142857142857143,0.178571428571429
development,3,registered,loop_p_2-6-2,loop_p_2-6-5-2,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_p_2-6-5-2,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_p_2-6-5-2,loop_p_2-6-2,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_p_2-6-5-2,loop_p_2-6-5-2,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_p_4-5-4,loop_p_4-5-4,16,1355,0.0118081180811808,14,10,8,0.25,0.1875
development,3,registered,loop_p_4-5-4,loop_p_4-6-4,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,3,registered,loop_p_4-5-4,loop_r2_4-5-4,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,3,registered,loop_p_4-6-4,loop_p_4-5-4,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,3,registered,loop_p_4-6-4,loop_p_4-6-4,21,1355,0.0154981549815498,18,9,10,0.19047619047619,0.19047619047619
development,3,registered,loop_p_4-6-4,loop_r2_4-6-4,4,1355,0.0029520295202952,3,3,3,0.5,0.5
development,3,registered,loop_p_6-7-6,loop_p_6-7-6,12,1355,0.00885608856088561,9,8,7,0.25,0.25
development,3,registered,loop_r2_0-1-0,loop_p_0-1-0,6,1355,0.0044280442804428,6,3,3,0.5,0.5
development,3,registered,loop_r2_0-1-0,loop_r2_0-1-0,6,1355,0.0044280442804428,6,3,3,0.5,0.5
development,3,registered,loop_r2_0-1-0,loop_r3_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_r2_1-2-1,loop_p_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_r2_1-2-1,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_r2_1-2-1,loop_p_1-2-1,3,1355,0.0022140221402214,2,2,2,0.666666666666667,0.666666666666667
development,3,registered,loop_r2_1-2-1,loop_r2_1-2-1,3,1355,0.0022140221402214,2,2,2,0.666666666666667,0.666666666666667
development,3,registered,loop_r2_1-2-1,loop_r3_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_r2_4-6-4,loop_p_4-6-4,1,1355,0.000738007380073801,1,1,1,1,1
development,3,registered,loop_r2_4-6-4,loop_r2_4-6-4,1,1355,0.000738007380073801,1,1,1,1,1
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_c_929da7e5,2,1355,0.0014760147601476,2,1,2,1,0.5
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_0-1-0,95,1355,0.0701107011070111,52,12,12,0.273684210526316,0.284210526315789
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_0-2-0,71,1355,0.0523985239852399,53,14,12,0.211267605633803,0.154929577464789
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_0-4-0,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_1-2-1,74,1355,0.0546125461254613,51,16,12,0.175675675675676,0.162162162162162
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_2-5-6-2,11,1355,0.00811808118081181,11,8,9,0.181818181818182,0.181818181818182
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_2-6-2,18,1355,0.0132841328413284,16,11,10,0.277777777777778,0.222222222222222
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_2-6-5-2,8,1355,0.00590405904059041,8,8,7,0.125,0.25
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_4-5-4,22,1355,0.0162361623616236,19,13,9,0.181818181818182,0.363636363636364
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_4-6-4,22,1355,0.0162361623616236,17,10,8,0.181818181818182,0.363636363636364
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_6-7-6,7,1355,0.00516605166051661,6,6,6,0.285714285714286,0.285714285714286
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_r2_0-1-0,6,1355,0.0044280442804428,5,4,3,0.5,0.666666666666667
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_r2_1-2-1,3,1355,0.0022140221402214,3,3,3,0.333333333333333,0.333333333333333
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_r2_4-5-4,1,1355,0.000738007380073801,1,1,1,1,1
development,6,hidden,OTHER_UNREGISTERED_FAMILY,loop_r2_4-6-4,1,1355,0.000738007380073801,1,1,1,1,1
development,6,hidden,unregistered_primitive_like__2-3-2,loop_p_0-1-0,8,1355,0.00590405904059041,7,5,5,0.25,0.375
development,6,hidden,unregistered_primitive_like__2-3-2,loop_p_0-2-0,20,1355,0.014760147601476,16,9,9,0.45,0.15
development,6,hidden,unregistered_primitive_like__2-3-2,loop_p_1-2-1,19,1355,0.0140221402214022,15,6,9,0.421052631578947,0.263157894736842
development,6,hidden,unregistered_primitive_like__2-5-2,loop_p_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,hidden,unregistered_primitive_like__2-5-2,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,hidden,unregistered_primitive_like__2-5-2,loop_p_1-2-1,5,1355,0.003690036900369,5,2,4,0.6,0.4
development,6,hidden,unregistered_primitive_like__2-5-2,loop_p_2-5-6-2,1,1355,0.000738007380073801,1,1,1,1,1
development,6,hidden,unregistered_primitive_like__2-5-2,loop_p_4-5-4,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,6,hidden,unregistered_primitive_like__4-7-4,loop_p_4-5-4,1,1355,0.000738007380073801,1,1,1,1,1
development,6,hidden,unregistered_primitive_like__4-7-4,loop_p_4-6-4,2,1355,0.0014760147601476,2,1,2,1,0.5
development,6,hidden,unregistered_primitive_like__4-7-4,loop_p_6-7-6,1,1355,0.000738007380073801,1,1,1,1,1
development,6,hidden,unregistered_primitive_like__5-6-5,loop_p_0-2-0,6,1355,0.0044280442804428,6,5,6,0.333333333333333,0.166666666666667
development,6,hidden,unregistered_primitive_like__5-6-5,loop_p_0-4-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,hidden,unregistered_primitive_like__5-6-5,loop_p_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,6,hidden,unregistered_primitive_like__5-6-5,loop_p_2-5-6-2,26,1355,0.0191881918819188,22,12,11,0.153846153846154,0.153846153846154
development,6,hidden,unregistered_primitive_like__5-6-5,loop_p_2-6-2,20,1355,0.014760147601476,17,12,7,0.2,0.25
development,6,hidden,unregistered_primitive_like__5-6-5,loop_p_2-6-5-2,6,1355,0.0044280442804428,6,4,5,0.5,0.333333333333333
development,6,hidden,unregistered_primitive_like__5-6-5,loop_p_4-5-4,6,1355,0.0044280442804428,6,6,4,0.166666666666667,0.5
development,6,hidden,unregistered_primitive_like__5-6-5,loop_p_4-6-4,6,1355,0.0044280442804428,4,3,4,0.5,0.333333333333333
development,6,hidden,unregistered_primitive_like__5-6-5,loop_p_6-7-6,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_c_929da7e5,loop_p_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_c_929da7e5,loop_r2_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_0-1-0,loop_c_929da7e5,2,1355,0.0014760147601476,2,1,2,1,0.5
development,6,registered,loop_p_0-1-0,loop_p_0-1-0,77,1355,0.0568265682656827,45,9,12,0.467532467532468,0.272727272727273
development,6,registered,loop_p_0-1-0,loop_p_0-2-0,4,1355,0.0029520295202952,3,3,3,0.5,0.5
development,6,registered,loop_p_0-1-0,loop_p_1-2-1,4,1355,0.0029520295202952,4,4,4,0.25,0.25
development,6,registered,loop_p_0-1-0,loop_r2_0-1-0,24,1355,0.0177121771217712,14,6,7,0.583333333333333,0.333333333333333
development,6,registered,loop_p_0-1-0,loop_r3_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_0-2-0,loop_p_0-1-0,4,1355,0.0029520295202952,2,3,2,0.5,0.75
development,6,registered,loop_p_0-2-0,loop_p_0-2-0,40,1355,0.029520295202952,25,13,10,0.225,0.2
development,6,registered,loop_p_0-2-0,loop_p_1-2-1,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,6,registered,loop_p_1-2-1,loop_p_0-1-0,7,1355,0.00516605166051661,6,3,4,0.571428571428571,0.285714285714286
development,6,registered,loop_p_1-2-1,loop_p_0-2-0,3,1355,0.0022140221402214,3,3,3,0.333333333333333,0.333333333333333
development,6,registered,loop_p_1-2-1,loop_p_1-2-1,57,1355,0.0420664206642066,37,13,11,0.228070175438596,0.175438596491228
development,6,registered,loop_p_1-2-1,loop_r2_1-2-1,15,1355,0.011070110701107,11,8,8,0.2,0.266666666666667
development,6,registered,loop_p_1-2-1,loop_r3_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_2-4-2,loop_p_0-4-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_2-4-2,loop_p_2-4-2,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,6,registered,loop_p_2-5-6-2,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_2-5-6-2,loop_p_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_2-5-6-2,loop_p_2-5-6-2,6,1355,0.0044280442804428,6,6,4,0.166666666666667,0.333333333333333
development,6,registered,loop_p_2-5-6-2,loop_p_4-5-4,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_2-6-2,loop_p_0-2-0,3,1355,0.0022140221402214,3,2,3,0.666666666666667,0.333333333333333
development,6,registered,loop_p_2-6-2,loop_p_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_2-6-2,loop_p_2-6-2,36,1355,0.0265682656826568,29,16,11,0.138888888888889,0.138888888888889
development,6,registered,loop_p_2-6-2,loop_p_2-6-5-2,5,1355,0.003690036900369,4,5,4,0.2,0.4
development,6,registered,loop_p_2-6-5-2,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_2-6-5-2,loop_p_2-6-2,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_2-6-5-2,loop_p_2-6-5-2,4,1355,0.0029520295202952,4,4,3,0.25,0.5
development,6,registered,loop_p_4-5-4,loop_p_4-5-4,17,1355,0.0125461254612546,15,10,8,0.235294117647059,0.235294117647059
development,6,registered,loop_p_4-5-4,loop_p_4-6-4,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,6,registered,loop_p_4-5-4,loop_r2_4-5-4,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,6,registered,loop_p_4-6-4,loop_p_4-5-4,3,1355,0.0022140221402214,3,3,2,0.333333333333333,0.666666666666667
development,6,registered,loop_p_4-6-4,loop_p_4-6-4,32,1355,0.0236162361623616,26,13,11,0.15625,0.15625
development,6,registered,loop_p_4-6-4,loop_p_6-7-6,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_4-6-4,loop_r2_4-6-4,6,1355,0.0044280442804428,5,5,5,0.333333333333333,0.333333333333333
development,6,registered,loop_p_6-7-6,loop_p_4-5-4,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_6-7-6,loop_p_4-6-4,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_p_6-7-6,loop_p_6-7-6,16,1355,0.0118081180811808,11,8,8,0.1875,0.25
development,6,registered,loop_r2_0-1-0,loop_p_0-1-0,9,1355,0.00664206642066421,8,3,4,0.666666666666667,0.333333333333333
development,6,registered,loop_r2_0-1-0,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_r2_0-1-0,loop_r2_0-1-0,9,1355,0.00664206642066421,8,3,4,0.666666666666667,0.333333333333333
development,6,registered,loop_r2_0-1-0,loop_r3_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_r2_1-2-1,loop_p_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_r2_1-2-1,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_r2_1-2-1,loop_p_1-2-1,4,1355,0.0029520295202952,3,3,3,0.5,0.5
development,6,registered,loop_r2_1-2-1,loop_r2_1-2-1,4,1355,0.0029520295202952,3,3,3,0.5,0.5
development,6,registered,loop_r2_1-2-1,loop_r3_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_r2_4-6-4,loop_p_4-6-4,1,1355,0.000738007380073801,1,1,1,1,1
development,6,registered,loop_r2_4-6-4,loop_r2_4-6-4,1,1355,0.000738007380073801,1,1,1,1,1
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_c_929da7e5,2,1355,0.0014760147601476,2,1,2,1,0.5
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_0-1-0,108,1355,0.0797047970479705,58,12,12,0.296296296296296,0.25
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_0-2-0,81,1355,0.0597785977859779,59,14,12,0.197530864197531,0.148148148148148
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_0-4-0,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_1-2-1,86,1355,0.0634686346863469,58,16,12,0.162790697674419,0.162790697674419
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_2-4-2,1,1355,0.000738007380073801,1,1,1,1,1
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_2-5-6-2,12,1355,0.00885608856088561,12,9,9,0.166666666666667,0.166666666666667
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_2-6-2,18,1355,0.0132841328413284,16,11,10,0.277777777777778,0.222222222222222
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_2-6-5-2,8,1355,0.00590405904059041,8,8,7,0.125,0.25
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_4-5-4,24,1355,0.0177121771217712,21,13,9,0.166666666666667,0.375
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_4-6-4,28,1355,0.0206642066420664,21,11,11,0.214285714285714,0.321428571428571
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_p_6-7-6,7,1355,0.00516605166051661,6,6,6,0.285714285714286,0.285714285714286
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_r2_0-1-0,8,1355,0.00590405904059041,6,4,4,0.625,0.5
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_r2_1-2-1,4,1355,0.0029520295202952,3,3,3,0.5,0.5
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_r2_4-5-4,1,1355,0.000738007380073801,1,1,1,1,1
development,12,hidden,OTHER_UNREGISTERED_FAMILY,loop_r2_4-6-4,1,1355,0.000738007380073801,1,1,1,1,1
development,12,hidden,unregistered_primitive_like__2-3-2,loop_p_0-1-0,19,1355,0.0140221402214022,14,6,7,0.368421052631579,0.263157894736842
development,12,hidden,unregistered_primitive_like__2-3-2,loop_p_0-2-0,25,1355,0.018450184501845,19,9,10,0.4,0.16
development,12,hidden,unregistered_primitive_like__2-3-2,loop_p_1-2-1,33,1355,0.0243542435424354,22,8,9,0.303030303030303,0.181818181818182
development,12,hidden,unregistered_primitive_like__2-3-2,loop_r2_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,12,hidden,unregistered_primitive_like__2-5-2,loop_p_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,hidden,unregistered_primitive_like__2-5-2,loop_p_0-2-0,4,1355,0.0029520295202952,4,3,4,0.5,0.25
development,12,hidden,unregistered_primitive_like__2-5-2,loop_p_1-2-1,12,1355,0.00885608856088561,9,6,5,0.25,0.333333333333333
development,12,hidden,unregistered_primitive_like__2-5-2,loop_p_2-5-6-2,1,1355,0.000738007380073801,1,1,1,1,1
development,12,hidden,unregistered_primitive_like__2-5-2,loop_p_4-5-4,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,12,hidden,unregistered_primitive_like__2-5-2,loop_r2_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,12,hidden,unregistered_primitive_like__4-7-4,loop_p_4-5-4,1,1355,0.000738007380073801,1,1,1,1,1
development,12,hidden,unregistered_primitive_like__4-7-4,loop_p_4-6-4,3,1355,0.0022140221402214,3,2,2,0.666666666666667,0.666666666666667
development,12,hidden,unregistered_primitive_like__4-7-4,loop_p_6-7-6,3,1355,0.0022140221402214,2,2,2,0.666666666666667,0.666666666666667
development,12,hidden,unregistered_primitive_like__5-6-5,loop_p_0-1-0,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,12,hidden,unregistered_primitive_like__5-6-5,loop_p_0-2-0,16,1355,0.0118081180811808,15,10,9,0.125,0.1875
development,12,hidden,unregistered_primitive_like__5-6-5,loop_p_0-4-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,hidden,unregistered_primitive_like__5-6-5,loop_p_1-2-1,13,1355,0.00959409594095941,12,7,8,0.307692307692308,0.230769230769231
development,12,hidden,unregistered_primitive_like__5-6-5,loop_p_2-5-6-2,42,1355,0.0309963099630996,34,16,12,0.119047619047619,0.19047619047619
development,12,hidden,unregistered_primitive_like__5-6-5,loop_p_2-6-2,34,1355,0.0250922509225092,24,15,10,0.176470588235294,0.205882352941176
development,12,hidden,unregistered_primitive_like__5-6-5,loop_p_2-6-5-2,9,1355,0.00664206642066421,9,6,7,0.333333333333333,0.222222222222222
development,12,hidden,unregistered_primitive_like__5-6-5,loop_p_4-5-4,17,1355,0.0125461254612546,11,9,7,0.294117647058824,0.529411764705882
development,12,hidden,unregistered_primitive_like__5-6-5,loop_p_4-6-4,8,1355,0.00590405904059041,6,5,6,0.375,0.25
development,12,hidden,unregistered_primitive_like__5-6-5,loop_p_6-7-6,3,1355,0.0022140221402214,2,2,2,0.666666666666667,0.666666666666667
development,12,hidden,unregistered_primitive_like__5-6-5,loop_r2_4-5-4,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_c_929da7e5,loop_p_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_c_929da7e5,loop_r2_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_0-1-0,loop_c_929da7e5,2,1355,0.0014760147601476,2,1,2,1,0.5
development,12,registered,loop_p_0-1-0,loop_p_0-1-0,82,1355,0.0605166051660517,46,9,12,0.463414634146341,0.268292682926829
development,12,registered,loop_p_0-1-0,loop_p_0-2-0,6,1355,0.0044280442804428,5,3,5,0.666666666666667,0.333333333333333
development,12,registered,loop_p_0-1-0,loop_p_1-2-1,9,1355,0.00664206642066421,7,6,6,0.333333333333333,0.333333333333333
development,12,registered,loop_p_0-1-0,loop_r2_0-1-0,26,1355,0.0191881918819188,15,6,7,0.576923076923077,0.346153846153846
development,12,registered,loop_p_0-1-0,loop_r3_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_0-2-0,loop_p_0-1-0,13,1355,0.00959409594095941,7,5,4,0.307692307692308,0.461538461538462
development,12,registered,loop_p_0-2-0,loop_p_0-2-0,42,1355,0.0309963099630996,27,13,10,0.238095238095238,0.19047619047619
development,12,registered,loop_p_0-2-0,loop_p_1-2-1,5,1355,0.003690036900369,4,4,4,0.4,0.4
development,12,registered,loop_p_1-2-1,loop_c_929da7e5,2,1355,0.0014760147601476,2,1,2,1,0.5
development,12,registered,loop_p_1-2-1,loop_p_0-1-0,19,1355,0.0140221402214022,13,3,6,0.789473684210526,0.263157894736842
development,12,registered,loop_p_1-2-1,loop_p_0-2-0,9,1355,0.00664206642066421,7,5,7,0.333333333333333,0.222222222222222
development,12,registered,loop_p_1-2-1,loop_p_1-2-1,63,1355,0.0464944649446494,39,13,11,0.206349206349206,0.206349206349206
development,12,registered,loop_p_1-2-1,loop_p_2-6-2,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_1-2-1,loop_r2_0-1-0,2,1355,0.0014760147601476,1,1,1,1,1
development,12,registered,loop_p_1-2-1,loop_r2_1-2-1,16,1355,0.0118081180811808,11,8,8,0.1875,0.25
development,12,registered,loop_p_1-2-1,loop_r3_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_2-4-2,loop_p_0-4-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_2-4-2,loop_p_2-4-2,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,12,registered,loop_p_2-4-2,loop_p_4-6-4,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_2-5-6-2,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_2-5-6-2,loop_p_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_2-5-6-2,loop_p_2-5-6-2,7,1355,0.00516605166051661,7,7,4,0.142857142857143,0.285714285714286
development,12,registered,loop_p_2-5-6-2,loop_p_4-5-4,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_2-6-2,loop_p_0-1-0,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,12,registered,loop_p_2-6-2,loop_p_0-2-0,4,1355,0.0029520295202952,4,3,4,0.5,0.25
development,12,registered,loop_p_2-6-2,loop_p_1-2-1,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,12,registered,loop_p_2-6-2,loop_p_2-6-2,37,1355,0.0273062730627306,30,16,11,0.135135135135135,0.162162162162162
development,12,registered,loop_p_2-6-2,loop_p_2-6-5-2,8,1355,0.00590405904059041,7,7,6,0.25,0.25
development,12,registered,loop_p_2-6-5-2,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_2-6-5-2,loop_p_2-6-2,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_2-6-5-2,loop_p_2-6-5-2,5,1355,0.003690036900369,5,5,3,0.2,0.4
development,12,registered,loop_p_4-5-4,loop_p_1-2-1,3,1355,0.0022140221402214,1,1,1,1,1
development,12,registered,loop_p_4-5-4,loop_p_4-5-4,19,1355,0.0140221402214022,17,11,9,0.263157894736842,0.263157894736842
development,12,registered,loop_p_4-5-4,loop_p_4-6-4,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,12,registered,loop_p_4-5-4,loop_r2_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_4-5-4,loop_r2_4-5-4,2,1355,0.0014760147601476,2,2,2,0.5,0.5
development,12,registered,loop_p_4-6-4,loop_p_2-6-2,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_4-6-4,loop_p_4-5-4,3,1355,0.0022140221402214,3,3,2,0.333333333333333,0.666666666666667
development,12,registered,loop_p_4-6-4,loop_p_4-6-4,35,1355,0.025830258302583,27,13,11,0.142857142857143,0.142857142857143
development,12,registered,loop_p_4-6-4,loop_p_6-7-6,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_4-6-4,loop_r2_4-6-4,6,1355,0.0044280442804428,5,5,5,0.333333333333333,0.333333333333333
development,12,registered,loop_p_6-7-6,loop_p_2-4-2,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_p_6-7-6,loop_p_4-5-4,2,1355,0.0014760147601476,1,1,1,1,1
development,12,registered,loop_p_6-7-6,loop_p_4-6-4,5,1355,0.003690036900369,3,3,3,0.4,0.4
development,12,registered,loop_p_6-7-6,loop_p_6-7-6,17,1355,0.0125461254612546,11,8,8,0.176470588235294,0.294117647058824
development,12,registered,loop_r2_0-1-0,loop_p_0-1-0,9,1355,0.00664206642066421,8,3,4,0.666666666666667,0.333333333333333
development,12,registered,loop_r2_0-1-0,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_r2_0-1-0,loop_r2_0-1-0,9,1355,0.00664206642066421,8,3,4,0.666666666666667,0.333333333333333
development,12,registered,loop_r2_0-1-0,loop_r3_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_r2_1-2-1,loop_p_0-1-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_r2_1-2-1,loop_p_0-2-0,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_r2_1-2-1,loop_p_1-2-1,5,1355,0.003690036900369,4,4,4,0.4,0.4
development,12,registered,loop_r2_1-2-1,loop_r2_1-2-1,5,1355,0.003690036900369,4,4,4,0.4,0.4
development,12,registered,loop_r2_1-2-1,loop_r3_1-2-1,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_r2_4-6-4,loop_p_4-6-4,1,1355,0.000738007380073801,1,1,1,1,1
development,12,registered,loop_r2_4-6-4,loop_r2_4-6-4,1,1355,0.000738007380073801,1,1,1,1,1
