decision_ordinal,model,log_loss,brier_score,auc,average_precision,calibration_intercept,calibration_slope,expected_calibration_error,base_rate,rows_x,mean_probability_realised_class,rows_y,high_minus_low_completion_rate,failed_minus_successful_hidden_event_rate
6,V0,0.517532992333952,0.166704039409954,0.5883977568114,0.267246909964853,0.0131462669711428,1.58436776990883,0.0944333160935871,0.201625649130729,233,0.628116349388588,233,-0.054469696969697,0.377779917204197
12,V0,0.562337445199891,0.187611189286536,0.590410375594435,0.353132311584797,0.11817581328364,1.41831562547446,0.0488445577350404,0.256054502559823,727,0.604971449629348,727,0.0449244278919234,0.24717388284813
6,V1,0.517617664346327,0.166733319895486,0.58588259362665,0.26593216279943,0.00815575376969488,1.57596338282075,0.0942094537044588,0.201625649130729,233,0.628159251498892,233,-0.054469696969697,0.377779917204197
12,V1,0.562035052458259,0.18749440107126,0.591546347982713,0.353736503029875,0.123044914768204,1.41976138139123,0.0482830970198692,0.256054502559823,727,0.605350719110148,727,0.0449244278919234,0.24717388284813
