record_type,draw,metric,value,lower_90,upper_90,lower_95,upper_95
draw,3,A3_minus_A2_brier_improvement,-0.00463042648741,,,,
draw,4,A3_minus_A2_brier_improvement,-0.00230352073831,,,,
draw,5,A3_minus_A2_brier_improvement,-0.00219090506483,,,,
draw,6,A3_minus_A2_brier_improvement,-0.00123331793878,,,,
draw,7,A3_minus_A2_brier_improvement,-0.00350867006052,,,,
draw,8,A3_minus_A2_brier_improvement,-0.00197903315004,,,,
draw,9,A3_minus_A2_brier_improvement,0.000624252731529,,,,
draw,10,A3_minus_A2_brier_improvement,-0.00126282205775,,,,
draw,11,A3_minus_A2_brier_improvement,-0.00231457604689,,,,
draw,12,A3_minus_A2_brier_improvement,0.000314744418405,,,,
draw,13,A3_minus_A2_brier_improvement,-0.000260955921847,,,,
draw,14,A3_minus_A2_brier_improvement,-0.00208120180483,,,,
draw,15,A3_minus_A2_brier_improvement,0.00161637890258,,,,
draw,16,A3_minus_A2_brier_improvement,-0.00202044695184,,,,
draw,17,A3_minus_A2_brier_improvement,-0.00169951483101,,,,
draw,18,A3_minus_A2_brier_improvement,-0.0035976366895,,,,
draw,19,A3_minus_A2_brier_improvement,-0.0022793065337,,,,
draw,20,A3_minus_A2_brier_improvement,-0.00339812718477,,,,
draw,21,A3_minus_A2_brier_improvement,-0.00320714246664,,,,
draw,22,A3_minus_A2_brier_improvement,0.00070712779658,,,,
draw,23,A3_minus_A2_brier_improvement,-0.00332281084982,,,,
draw,24,A3_minus_A2_brier_improvement,-0.000580121047709,,,,
draw,25,A3_minus_A2_brier_improvement,-0.00201842967909,,,,
draw,26,A3_minus_A2_brier_improvement,-0.000877267503277,,,,
draw,27,A3_minus_A2_brier_improvement,-0.000127669642497,,,,
draw,28,A3_minus_A2_brier_improvement,-0.00161107412922,,,,
draw,29,A3_minus_A2_brier_improvement,-0.00460062331512,,,,
draw,30,A3_minus_A2_brier_improvement,-0.000924492659025,,,,
draw,31,A3_minus_A2_brier_improvement,-0.00225238783587,,,,
draw,32,A3_minus_A2_brier_improvement,-0.00392266120729,,,,
draw,33,A3_minus_A2_brier_improvement,-0.00431219912826,,,,
draw,34,A3_minus_A2_brier_improvement,-0.00481288179351,,,,
draw,35,A3_minus_A2_brier_improvement,-0.00195026632379,,,,
draw,36,A3_minus_A2_brier_improvement,0.000696757797827,,,,
draw,37,A3_minus_A2_brier_improvement,-0.00436120694166,,,,
draw,38,A3_minus_A2_brier_improvement,-0.000256532840745,,,,
draw,39,A3_minus_A2_brier_improvement,-0.00499375080925,,,,
draw,40,A3_minus_A2_brier_improvement,-0.00286685536213,,,,
draw,41,A3_minus_A2_brier_improvement,-0.00190746136844,,,,
draw,42,A3_minus_A2_brier_improvement,-0.00488711963883,,,,
draw,43,A3_minus_A2_brier_improvement,-0.000505442023373,,,,
draw,44,A3_minus_A2_brier_improvement,0.000346076541735,,,,
draw,45,A3_minus_A2_brier_improvement,-0.000420875082128,,,,
draw,46,A3_minus_A2_brier_improvement,-0.00115006223433,,,,
draw,47,A3_minus_A2_brier_improvement,-0.000616105095015,,,,
draw,48,A3_minus_A2_brier_improvement,-0.00255076548735,,,,
draw,49,A3_minus_A2_brier_improvement,-0.00318301951601,,,,
draw,50,A3_minus_A2_brier_improvement,-0.00202809812184,,,,
draw,51,A3_minus_A2_brier_improvement,-0.0033712989107,,,,
draw,52,A3_minus_A2_brier_improvement,3.04616751254e-06,,,,
draw,53,A3_minus_A2_brier_improvement,-0.0031597017425,,,,
draw,54,A3_minus_A2_brier_improvement,0.00114054959979,,,,
draw,55,A3_minus_A2_brier_improvement,0.00104010618734,,,,
draw,56,A3_minus_A2_brier_improvement,-0.000790894193032,,,,
draw,57,A3_minus_A2_brier_improvement,-0.00257768901643,,,,
draw,58,A3_minus_A2_brier_improvement,-0.000669995984481,,,,
draw,59,A3_minus_A2_brier_improvement,-0.00457150727736,,,,
draw,60,A3_minus_A2_brier_improvement,0.0007651923441,,,,
draw,61,A3_minus_A2_brier_improvement,-0.00488483850716,,,,
draw,62,A3_minus_A2_brier_improvement,-0.00247617538212,,,,
draw,63,A3_minus_A2_brier_improvement,0.00049910563038,,,,
draw,64,A3_minus_A2_brier_improvement,-0.00526567216015,,,,
draw,65,A3_minus_A2_brier_improvement,0.000851541079368,,,,
draw,66,A3_minus_A2_brier_improvement,-0.00165055054459,,,,
draw,67,A3_minus_A2_brier_improvement,-0.00254519221263,,,,
draw,68,A3_minus_A2_brier_improvement,0.0018190316427,,,,
draw,69,A3_minus_A2_brier_improvement,-0.00270882369884,,,,
draw,70,A3_minus_A2_brier_improvement,-0.00450417047795,,,,
draw,71,A3_minus_A2_brier_improvement,0.000479184926205,,,,
draw,72,A3_minus_A2_brier_improvement,0.000177217927811,,,,
draw,73,A3_minus_A2_brier_improvement,-0.00263885752844,,,,
draw,74,A3_minus_A2_brier_improvement,-0.00373006880831,,,,
draw,75,A3_minus_A2_brier_improvement,-0.00239847142064,,,,
draw,76,A3_minus_A2_brier_improvement,-0.00288233775434,,,,
draw,77,A3_minus_A2_brier_improvement,-0.00578922917396,,,,
draw,78,A3_minus_A2_brier_improvement,-0.00110258307921,,,,
draw,79,A3_minus_A2_brier_improvement,-0.00168379687104,,,,
draw,80,A3_minus_A2_brier_improvement,-0.00132611736824,,,,
draw,81,A3_minus_A2_brier_improvement,6.39008335754e-05,,,,
draw,82,A3_minus_A2_brier_improvement,-0.000280912675877,,,,
draw,83,A3_minus_A2_brier_improvement,-0.00437981805652,,,,
draw,84,A3_minus_A2_brier_improvement,-0.00137688671326,,,,
draw,85,A3_minus_A2_brier_improvement,0.000795240737297,,,,
draw,86,A3_minus_A2_brier_improvement,-0.00338330994902,,,,
draw,87,A3_minus_A2_brier_improvement,-0.00452115751428,,,,
draw,88,A3_minus_A2_brier_improvement,-0.00324549766616,,,,
draw,89,A3_minus_A2_brier_improvement,-0.00373608472544,,,,
draw,90,A3_minus_A2_brier_improvement,-0.00235700535537,,,,
draw,91,A3_minus_A2_brier_improvement,-0.00105309359008,,,,
draw,92,A3_minus_A2_brier_improvement,-0.000750456018539,,,,
draw,93,A3_minus_A2_brier_improvement,-0.00477962140465,,,,
draw,94,A3_minus_A2_brier_improvement,-0.000589601810336,,,,
draw,95,A3_minus_A2_brier_improvement,-0.00337292625469,,,,
draw,96,A3_minus_A2_brier_improvement,-0.00304983851515,,,,
draw,97,A3_minus_A2_brier_improvement,-0.00158836803626,,,,
draw,98,A3_minus_A2_brier_improvement,-0.00177861712404,,,,
draw,99,A3_minus_A2_brier_improvement,-0.00197530229669,,,,
draw,100,A3_minus_A2_brier_improvement,0.00139101178083,,,,
draw,101,A3_minus_A2_brier_improvement,-0.0030401757556,,,,
draw,102,A3_minus_A2_brier_improvement,-0.00245199134535,,,,
draw,103,A3_minus_A2_brier_improvement,-0.000336080877423,,,,
draw,104,A3_minus_A2_brier_improvement,-0.00148514194546,,,,
draw,105,A3_minus_A2_brier_improvement,-0.00257786137,,,,
draw,106,A3_minus_A2_brier_improvement,-0.00130439269443,,,,
draw,107,A3_minus_A2_brier_improvement,-0.00237620444845,,,,
draw,108,A3_minus_A2_brier_improvement,-0.00324632920134,,,,
draw,109,A3_minus_A2_brier_improvement,-0.00296848767886,,,,
draw,110,A3_minus_A2_brier_improvement,-0.00226871916372,,,,
draw,111,A3_minus_A2_brier_improvement,-0.000593003041696,,,,
draw,112,A3_minus_A2_brier_improvement,-0.00138952501301,,,,
draw,113,A3_minus_A2_brier_improvement,-0.000565757944136,,,,
draw,114,A3_minus_A2_brier_improvement,-0.000677305236772,,,,
draw,115,A3_minus_A2_brier_improvement,-0.00350505880461,,,,
draw,116,A3_minus_A2_brier_improvement,-0.00243404195826,,,,
draw,117,A3_minus_A2_brier_improvement,-4.40459078054e-05,,,,
draw,118,A3_minus_A2_brier_improvement,-0.00339952078537,,,,
draw,119,A3_minus_A2_brier_improvement,-0.00221567918344,,,,
draw,120,A3_minus_A2_brier_improvement,-0.00207777328231,,,,
draw,121,A3_minus_A2_brier_improvement,-0.00297192540596,,,,
draw,122,A3_minus_A2_brier_improvement,-0.0027440735442,,,,
draw,123,A3_minus_A2_brier_improvement,-0.00290349921752,,,,
draw,124,A3_minus_A2_brier_improvement,-0.00339199165132,,,,
draw,125,A3_minus_A2_brier_improvement,-0.00352357374805,,,,
draw,126,A3_minus_A2_brier_improvement,-0.00176660263085,,,,
draw,127,A3_minus_A2_brier_improvement,-0.000115762017569,,,,
draw,128,A3_minus_A2_brier_improvement,-0.00374477888091,,,,
draw,129,A3_minus_A2_brier_improvement,0.00146108078366,,,,
draw,130,A3_minus_A2_brier_improvement,-0.00274618928698,,,,
draw,131,A3_minus_A2_brier_improvement,-0.000808236785028,,,,
draw,132,A3_minus_A2_brier_improvement,-0.000299860832458,,,,
draw,133,A3_minus_A2_brier_improvement,-0.00221669896606,,,,
draw,134,A3_minus_A2_brier_improvement,-0.00383985386412,,,,
draw,135,A3_minus_A2_brier_improvement,-0.00187200876694,,,,
draw,136,A3_minus_A2_brier_improvement,-0.000393222836611,,,,
draw,137,A3_minus_A2_brier_improvement,-0.00437314488322,,,,
draw,138,A3_minus_A2_brier_improvement,-0.000528096137518,,,,
draw,139,A3_minus_A2_brier_improvement,-0.000700261662663,,,,
draw,140,A3_minus_A2_brier_improvement,-0.00128077066355,,,,
draw,141,A3_minus_A2_brier_improvement,-0.00418627197418,,,,
draw,142,A3_minus_A2_brier_improvement,-0.00369789869179,,,,
draw,143,A3_minus_A2_brier_improvement,-0.000597818909856,,,,
draw,144,A3_minus_A2_brier_improvement,-0.00171275400115,,,,
draw,145,A3_minus_A2_brier_improvement,-0.00260507319018,,,,
draw,146,A3_minus_A2_brier_improvement,-0.000782347828076,,,,
draw,147,A3_minus_A2_brier_improvement,-0.000360059153807,,,,
draw,148,A3_minus_A2_brier_improvement,-0.00348226809173,,,,
draw,149,A3_minus_A2_brier_improvement,-0.00332702158801,,,,
draw,150,A3_minus_A2_brier_improvement,-0.00199395438454,,,,
draw,151,A3_minus_A2_brier_improvement,-0.00500525621378,,,,
draw,152,A3_minus_A2_brier_improvement,-0.000365018186146,,,,
draw,153,A3_minus_A2_brier_improvement,-0.00319567776823,,,,
draw,154,A3_minus_A2_brier_improvement,-0.00409884511156,,,,
draw,155,A3_minus_A2_brier_improvement,-0.000679760711655,,,,
draw,156,A3_minus_A2_brier_improvement,-0.00198957641099,,,,
draw,157,A3_minus_A2_brier_improvement,-0.00313681510867,,,,
draw,158,A3_minus_A2_brier_improvement,-0.0004452914112,,,,
draw,159,A3_minus_A2_brier_improvement,0.00178191466659,,,,
draw,160,A3_minus_A2_brier_improvement,-0.000359590833933,,,,
draw,161,A3_minus_A2_brier_improvement,-0.000769425051918,,,,
draw,162,A3_minus_A2_brier_improvement,-0.00388741025433,,,,
draw,163,A3_minus_A2_brier_improvement,-0.00339321423075,,,,
draw,164,A3_minus_A2_brier_improvement,0.000954044665486,,,,
draw,165,A3_minus_A2_brier_improvement,0.000143308547922,,,,
draw,166,A3_minus_A2_brier_improvement,-0.000111944536341,,,,
draw,167,A3_minus_A2_brier_improvement,-0.00376597725063,,,,
draw,168,A3_minus_A2_brier_improvement,-0.00104189861665,,,,
draw,169,A3_minus_A2_brier_improvement,0.000161971937266,,,,
draw,170,A3_minus_A2_brier_improvement,-0.00377080864952,,,,
draw,171,A3_minus_A2_brier_improvement,-0.00202625482958,,,,
draw,172,A3_minus_A2_brier_improvement,0.00180962487099,,,,
draw,173,A3_minus_A2_brier_improvement,-0.000526086350992,,,,
draw,174,A3_minus_A2_brier_improvement,-0.00211501508093,,,,
draw,175,A3_minus_A2_brier_improvement,0.000944899709953,,,,
draw,176,A3_minus_A2_brier_improvement,-0.000802204419421,,,,
draw,177,A3_minus_A2_brier_improvement,0.00111519371444,,,,
draw,178,A3_minus_A2_brier_improvement,-0.00244478513567,,,,
draw,179,A3_minus_A2_brier_improvement,-0.00371995236365,,,,
draw,180,A3_minus_A2_brier_improvement,-0.00385052885495,,,,
draw,181,A3_minus_A2_brier_improvement,-0.00292212043476,,,,
draw,182,A3_minus_A2_brier_improvement,-0.00199601017952,,,,
draw,183,A3_minus_A2_brier_improvement,-0.00105748153737,,,,
draw,184,A3_minus_A2_brier_improvement,-0.000738972546143,,,,
draw,185,A3_minus_A2_brier_improvement,0.000292951538935,,,,
draw,186,A3_minus_A2_brier_improvement,-0.000299448575699,,,,
draw,187,A3_minus_A2_brier_improvement,-0.00378309774052,,,,
draw,188,A3_minus_A2_brier_improvement,-0.00225844535196,,,,
draw,189,A3_minus_A2_brier_improvement,-0.00338351726364,,,,
draw,190,A3_minus_A2_brier_improvement,-0.00329620512816,,,,
draw,191,A3_minus_A2_brier_improvement,-0.00343775576797,,,,
draw,192,A3_minus_A2_brier_improvement,-0.00105634784856,,,,
draw,193,A3_minus_A2_brier_improvement,-0.00335261441602,,,,
draw,194,A3_minus_A2_brier_improvement,-0.00457587284426,,,,
draw,195,A3_minus_A2_brier_improvement,-0.00372548628497,,,,
draw,196,A3_minus_A2_brier_improvement,-0.00173746397775,,,,
draw,197,A3_minus_A2_brier_improvement,-0.00187769023074,,,,
draw,198,A3_minus_A2_brier_improvement,-0.000607199644664,,,,
draw,199,A3_minus_A2_brier_improvement,-0.0049079588398,,,,
draw,0,D2_minus_D1_brier_improvement,-0.0205497919498,,,,
draw,1,D2_minus_D1_brier_improvement,-0.0176878816023,,,,
draw,2,D2_minus_D1_brier_improvement,-0.0267314635876,,,,
draw,3,D2_minus_D1_brier_improvement,-0.0101318436025,,,,
draw,4,D2_minus_D1_brier_improvement,-0.0162010010996,,,,
draw,5,D2_minus_D1_brier_improvement,-0.0145841507787,,,,
draw,6,D2_minus_D1_brier_improvement,-0.01538321785,,,,
draw,7,D2_minus_D1_brier_improvement,-0.0128293222409,,,,
draw,8,D2_minus_D1_brier_improvement,-0.0123540382849,,,,
draw,9,D2_minus_D1_brier_improvement,-0.00598250165572,,,,
draw,10,D2_minus_D1_brier_improvement,-0.021978552913,,,,
draw,11,D2_minus_D1_brier_improvement,-0.0164518345537,,,,
draw,12,D2_minus_D1_brier_improvement,-0.0210579162329,,,,
draw,13,D2_minus_D1_brier_improvement,-0.0225155294251,,,,
draw,14,D2_minus_D1_brier_improvement,-0.0245162295364,,,,
draw,15,D2_minus_D1_brier_improvement,-0.0192326599253,,,,
draw,16,D2_minus_D1_brier_improvement,-0.0235416011697,,,,
draw,17,D2_minus_D1_brier_improvement,-0.0147084605454,,,,
draw,18,D2_minus_D1_brier_improvement,-0.0230363964445,,,,
draw,19,D2_minus_D1_brier_improvement,-0.0179553547851,,,,
draw,20,D2_minus_D1_brier_improvement,-0.0145220935741,,,,
draw,21,D2_minus_D1_brier_improvement,-0.0152699738133,,,,
draw,22,D2_minus_D1_brier_improvement,-0.0118951215269,,,,
draw,23,D2_minus_D1_brier_improvement,-0.0172382017032,,,,
draw,24,D2_minus_D1_brier_improvement,-0.0201467733652,,,,
draw,25,D2_minus_D1_brier_improvement,-0.0167678463391,,,,
draw,26,D2_minus_D1_brier_improvement,-0.0158011722061,,,,
draw,27,D2_minus_D1_brier_improvement,-0.018110298001,,,,
draw,28,D2_minus_D1_brier_improvement,-0.0105284046859,,,,
draw,29,D2_minus_D1_brier_improvement,-0.0122060185649,,,,
draw,30,D2_minus_D1_brier_improvement,-0.0140690623095,,,,
draw,31,D2_minus_D1_brier_improvement,-0.0109746038875,,,,
draw,32,D2_minus_D1_brier_improvement,-0.0147107647734,,,,
draw,33,D2_minus_D1_brier_improvement,-0.0231087643907,,,,
draw,34,D2_minus_D1_brier_improvement,-0.0229307652,,,,
draw,35,D2_minus_D1_brier_improvement,-0.0159706114097,,,,
draw,36,D2_minus_D1_brier_improvement,-0.0167827798319,,,,
draw,37,D2_minus_D1_brier_improvement,-0.0167843007113,,,,
draw,38,D2_minus_D1_brier_improvement,-0.0265225822758,,,,
draw,39,D2_minus_D1_brier_improvement,-0.0219131651674,,,,
draw,40,D2_minus_D1_brier_improvement,-0.0224393976991,,,,
draw,41,D2_minus_D1_brier_improvement,-0.0112758445462,,,,
draw,42,D2_minus_D1_brier_improvement,-0.022094804905,,,,
draw,43,D2_minus_D1_brier_improvement,-0.0117454320007,,,,
draw,44,D2_minus_D1_brier_improvement,-0.0123952273253,,,,
draw,45,D2_minus_D1_brier_improvement,-0.0156345956342,,,,
draw,46,D2_minus_D1_brier_improvement,-0.00946147142505,,,,
draw,47,D2_minus_D1_brier_improvement,-0.020021458848,,,,
draw,48,D2_minus_D1_brier_improvement,-0.0117614594256,,,,
draw,49,D2_minus_D1_brier_improvement,-0.0145555771539,,,,
draw,50,D2_minus_D1_brier_improvement,-0.0167824385026,,,,
draw,51,D2_minus_D1_brier_improvement,-0.0245825088079,,,,
draw,52,D2_minus_D1_brier_improvement,-0.0142155761007,,,,
draw,53,D2_minus_D1_brier_improvement,-0.0205658288224,,,,
draw,54,D2_minus_D1_brier_improvement,-0.01840001572,,,,
draw,55,D2_minus_D1_brier_improvement,-0.0182810874718,,,,
draw,56,D2_minus_D1_brier_improvement,-0.020419257277,,,,
draw,57,D2_minus_D1_brier_improvement,-0.0229274137,,,,
draw,58,D2_minus_D1_brier_improvement,-0.0226259174766,,,,
draw,59,D2_minus_D1_brier_improvement,-0.0217298504933,,,,
draw,60,D2_minus_D1_brier_improvement,-0.0116213409296,,,,
draw,61,D2_minus_D1_brier_improvement,-0.0165564779088,,,,
draw,62,D2_minus_D1_brier_improvement,-0.0126695495126,,,,
draw,63,D2_minus_D1_brier_improvement,-0.0154029698288,,,,
draw,64,D2_minus_D1_brier_improvement,-0.0201946718918,,,,
draw,65,D2_minus_D1_brier_improvement,-0.0181072148902,,,,
draw,66,D2_minus_D1_brier_improvement,-0.0210345131431,,,,
draw,67,D2_minus_D1_brier_improvement,-0.016446416565,,,,
draw,68,D2_minus_D1_brier_improvement,-0.014700925195,,,,
draw,69,D2_minus_D1_brier_improvement,-0.015311293739,,,,
draw,70,D2_minus_D1_brier_improvement,-0.0152776399513,,,,
draw,71,D2_minus_D1_brier_improvement,-0.00831099885504,,,,
draw,72,D2_minus_D1_brier_improvement,-0.0150208642036,,,,
draw,73,D2_minus_D1_brier_improvement,-0.0145999129986,,,,
draw,74,D2_minus_D1_brier_improvement,-0.0198730085627,,,,
draw,75,D2_minus_D1_brier_improvement,-0.0172906937043,,,,
draw,76,D2_minus_D1_brier_improvement,-0.00994563912946,,,,
draw,77,D2_minus_D1_brier_improvement,-0.0170237481798,,,,
draw,78,D2_minus_D1_brier_improvement,-0.0170582185314,,,,
draw,79,D2_minus_D1_brier_improvement,-0.0204329723634,,,,
draw,80,D2_minus_D1_brier_improvement,-0.018000276244,,,,
draw,81,D2_minus_D1_brier_improvement,-0.0205060499198,,,,
draw,82,D2_minus_D1_brier_improvement,-0.0198141365065,,,,
draw,83,D2_minus_D1_brier_improvement,-0.0133250702424,,,,
draw,84,D2_minus_D1_brier_improvement,-0.0165330540611,,,,
draw,85,D2_minus_D1_brier_improvement,-0.0190108792655,,,,
draw,86,D2_minus_D1_brier_improvement,-0.00954773363509,,,,
draw,87,D2_minus_D1_brier_improvement,-0.0165533062002,,,,
draw,88,D2_minus_D1_brier_improvement,-0.018929834289,,,,
draw,89,D2_minus_D1_brier_improvement,-0.0184089624084,,,,
draw,90,D2_minus_D1_brier_improvement,-0.0190425412324,,,,
draw,91,D2_minus_D1_brier_improvement,-0.0172862396213,,,,
draw,92,D2_minus_D1_brier_improvement,-0.0134160389868,,,,
draw,93,D2_minus_D1_brier_improvement,-0.012444709916,,,,
draw,94,D2_minus_D1_brier_improvement,-0.0160610064373,,,,
draw,95,D2_minus_D1_brier_improvement,-0.016179476937,,,,
draw,96,D2_minus_D1_brier_improvement,-0.0223845454501,,,,
draw,97,D2_minus_D1_brier_improvement,-0.0223736307477,,,,
draw,98,D2_minus_D1_brier_improvement,-0.0178223895301,,,,
draw,99,D2_minus_D1_brier_improvement,-0.0206099407132,,,,
draw,100,D2_minus_D1_brier_improvement,-0.0200085445554,,,,
draw,101,D2_minus_D1_brier_improvement,-0.00849779205651,,,,
draw,102,D2_minus_D1_brier_improvement,-0.0201360495953,,,,
draw,103,D2_minus_D1_brier_improvement,-0.018787156488,,,,
draw,104,D2_minus_D1_brier_improvement,-0.0155908777876,,,,
draw,105,D2_minus_D1_brier_improvement,-0.0109562966398,,,,
draw,106,D2_minus_D1_brier_improvement,-0.0156370096554,,,,
draw,107,D2_minus_D1_brier_improvement,-0.0135005018942,,,,
draw,108,D2_minus_D1_brier_improvement,-0.0135651492947,,,,
draw,109,D2_minus_D1_brier_improvement,-0.0134200199202,,,,
draw,110,D2_minus_D1_brier_improvement,-0.0088449648608,,,,
draw,111,D2_minus_D1_brier_improvement,-0.0160068259725,,,,
draw,112,D2_minus_D1_brier_improvement,-0.0196522712689,,,,
draw,113,D2_minus_D1_brier_improvement,-0.0246210424737,,,,
draw,114,D2_minus_D1_brier_improvement,-0.0165901367956,,,,
draw,115,D2_minus_D1_brier_improvement,-0.0194197691435,,,,
draw,116,D2_minus_D1_brier_improvement,-0.0115515795896,,,,
draw,117,D2_minus_D1_brier_improvement,-0.0298521116309,,,,
draw,118,D2_minus_D1_brier_improvement,-0.0170324932194,,,,
draw,119,D2_minus_D1_brier_improvement,-0.0162912079753,,,,
draw,120,D2_minus_D1_brier_improvement,-0.015765796298,,,,
draw,121,D2_minus_D1_brier_improvement,-0.0195762132473,,,,
draw,122,D2_minus_D1_brier_improvement,-0.0192627414467,,,,
draw,123,D2_minus_D1_brier_improvement,-0.0234607874226,,,,
draw,124,D2_minus_D1_brier_improvement,-0.0116239407117,,,,
draw,125,D2_minus_D1_brier_improvement,-0.0145688933319,,,,
draw,126,D2_minus_D1_brier_improvement,-0.0183479538141,,,,
draw,127,D2_minus_D1_brier_improvement,-0.0238297866711,,,,
draw,128,D2_minus_D1_brier_improvement,-0.0103101464474,,,,
draw,129,D2_minus_D1_brier_improvement,-0.0188594550694,,,,
draw,130,D2_minus_D1_brier_improvement,-0.0202838321998,,,,
draw,131,D2_minus_D1_brier_improvement,-0.0103302871907,,,,
draw,132,D2_minus_D1_brier_improvement,-0.0146237703913,,,,
draw,133,D2_minus_D1_brier_improvement,-0.0249436919979,,,,
draw,134,D2_minus_D1_brier_improvement,-0.0219402904431,,,,
draw,135,D2_minus_D1_brier_improvement,-0.0268408561004,,,,
draw,136,D2_minus_D1_brier_improvement,-0.0173492377457,,,,
draw,137,D2_minus_D1_brier_improvement,-0.0205682023072,,,,
draw,138,D2_minus_D1_brier_improvement,-0.0171135077326,,,,
draw,139,D2_minus_D1_brier_improvement,-0.0123953335892,,,,
draw,140,D2_minus_D1_brier_improvement,-0.011281525871,,,,
draw,141,D2_minus_D1_brier_improvement,-0.0217648255054,,,,
draw,142,D2_minus_D1_brier_improvement,-0.01965748046,,,,
draw,143,D2_minus_D1_brier_improvement,-0.00789436043881,,,,
draw,144,D2_minus_D1_brier_improvement,-0.0239695278108,,,,
draw,145,D2_minus_D1_brier_improvement,-0.0176320051031,,,,
draw,146,D2_minus_D1_brier_improvement,-0.0189334420708,,,,
draw,147,D2_minus_D1_brier_improvement,-0.0130091506677,,,,
draw,148,D2_minus_D1_brier_improvement,-0.0228740293074,,,,
draw,149,D2_minus_D1_brier_improvement,-0.0173890646927,,,,
draw,150,D2_minus_D1_brier_improvement,-0.0174399063497,,,,
draw,151,D2_minus_D1_brier_improvement,-0.0200585606813,,,,
draw,152,D2_minus_D1_brier_improvement,-0.00393161216562,,,,
draw,153,D2_minus_D1_brier_improvement,-0.0159838951468,,,,
draw,154,D2_minus_D1_brier_improvement,-0.0118490665602,,,,
draw,155,D2_minus_D1_brier_improvement,-0.00809047439963,,,,
draw,156,D2_minus_D1_brier_improvement,-0.0152078919999,,,,
draw,157,D2_minus_D1_brier_improvement,-0.018419619248,,,,
draw,158,D2_minus_D1_brier_improvement,-0.0201218388439,,,,
draw,159,D2_minus_D1_brier_improvement,-0.0212179716562,,,,
draw,160,D2_minus_D1_brier_improvement,-0.0183131757077,,,,
draw,161,D2_minus_D1_brier_improvement,-0.0216718890814,,,,
draw,162,D2_minus_D1_brier_improvement,-0.0163215789335,,,,
draw,163,D2_minus_D1_brier_improvement,-0.0208875311859,,,,
draw,164,D2_minus_D1_brier_improvement,-0.0246669108738,,,,
draw,165,D2_minus_D1_brier_improvement,-0.0168718762972,,,,
draw,166,D2_minus_D1_brier_improvement,-0.0162581637908,,,,
draw,167,D2_minus_D1_brier_improvement,-0.0261986129801,,,,
draw,168,D2_minus_D1_brier_improvement,-0.0102276882851,,,,
draw,169,D2_minus_D1_brier_improvement,-0.0215970685906,,,,
draw,170,D2_minus_D1_brier_improvement,-0.0223511058007,,,,
draw,171,D2_minus_D1_brier_improvement,-0.0233180883561,,,,
draw,172,D2_minus_D1_brier_improvement,-0.017993760661,,,,
draw,173,D2_minus_D1_brier_improvement,-0.0171683925355,,,,
draw,174,D2_minus_D1_brier_improvement,-0.0210540848573,,,,
draw,175,D2_minus_D1_brier_improvement,-0.0167635745148,,,,
draw,176,D2_minus_D1_brier_improvement,-0.0264268324346,,,,
draw,177,D2_minus_D1_brier_improvement,-0.0228227253092,,,,
draw,178,D2_minus_D1_brier_improvement,-0.0181047888449,,,,
draw,179,D2_minus_D1_brier_improvement,-0.0141126814998,,,,
draw,180,D2_minus_D1_brier_improvement,-0.0142548467014,,,,
draw,181,D2_minus_D1_brier_improvement,-0.0146020066935,,,,
draw,182,D2_minus_D1_brier_improvement,-0.0165210547883,,,,
draw,183,D2_minus_D1_brier_improvement,-0.0199317737055,,,,
draw,184,D2_minus_D1_brier_improvement,-0.0247822830344,,,,
draw,185,D2_minus_D1_brier_improvement,-0.0202063588273,,,,
draw,186,D2_minus_D1_brier_improvement,-0.0154951848864,,,,
draw,187,D2_minus_D1_brier_improvement,-0.0259676274988,,,,
draw,188,D2_minus_D1_brier_improvement,-0.0138082300931,,,,
draw,189,D2_minus_D1_brier_improvement,-0.0163274593554,,,,
draw,190,D2_minus_D1_brier_improvement,-0.012691860663,,,,
draw,191,D2_minus_D1_brier_improvement,-0.023239840716,,,,
draw,192,D2_minus_D1_brier_improvement,-0.0252416489311,,,,
draw,193,D2_minus_D1_brier_improvement,-0.0195991589934,,,,
draw,194,D2_minus_D1_brier_improvement,-0.00975415850761,,,,
draw,195,D2_minus_D1_brier_improvement,-0.0207596034226,,,,
draw,196,D2_minus_D1_brier_improvement,-0.0169054205171,,,,
draw,197,D2_minus_D1_brier_improvement,-0.0267400310691,,,,
draw,198,D2_minus_D1_brier_improvement,-0.00671357017262,,,,
draw,199,D2_minus_D1_brier_improvement,-0.0133868158254,,,,
draw,0,D2_minus_D1_log_loss_improvement,-0.0490296849643,,,,
draw,1,D2_minus_D1_log_loss_improvement,-0.039838382672,,,,
draw,2,D2_minus_D1_log_loss_improvement,-0.0631124896854,,,,
draw,3,D2_minus_D1_log_loss_improvement,-0.0256938158224,,,,
draw,4,D2_minus_D1_log_loss_improvement,-0.0391174701745,,,,
draw,5,D2_minus_D1_log_loss_improvement,-0.0333442042068,,,,
draw,6,D2_minus_D1_log_loss_improvement,-0.0371341602493,,,,
draw,7,D2_minus_D1_log_loss_improvement,-0.0331542866361,,,,
draw,8,D2_minus_D1_log_loss_improvement,-0.0287872948918,,,,
draw,9,D2_minus_D1_log_loss_improvement,-0.0181618695009,,,,
draw,10,D2_minus_D1_log_loss_improvement,-0.0511347959745,,,,
draw,11,D2_minus_D1_log_loss_improvement,-0.0394409803099,,,,
draw,12,D2_minus_D1_log_loss_improvement,-0.0513164996004,,,,
draw,13,D2_minus_D1_log_loss_improvement,-0.0549070171016,,,,
