detector,period,deleted_symbol,rows,target_first_precision,precision_lift,dynamic_mean_net_bps
H1_downside_expansion_exhaustion_long,2026,IONQ,246,0.3983739837398374,0.016260162601626018,-15.24555123546603
H1_downside_expansion_exhaustion_long,2026,IREN,247,0.4008097165991903,0.004048582995951417,-15.216126557744667
H1_downside_expansion_exhaustion_long,2026,MARA,244,0.4098360655737705,0.02459016393442623,-14.65957117521322
H1_downside_expansion_exhaustion_long,2026,MP,256,0.40625,0.01171875,-14.684094018809537
H1_downside_expansion_exhaustion_long,2026,MRNA,255,0.403921568627451,0.0196078431372549,-14.800886197068897
H1_downside_expansion_exhaustion_long,2026,MSTR,255,0.4117647058823529,0.027450980392156862,-14.476099024129145
H1_downside_expansion_exhaustion_long,2026,NVTS,236,0.3898305084745763,-0.00423728813559322,-15.613867930622565
H1_downside_expansion_exhaustion_long,2026,QBTS,249,0.40963855421686746,0.024096385542168676,-14.641693662568134
H1_downside_expansion_exhaustion_long,2026,RGTI,246,0.3943089430894309,0.008130081300813009,-15.318238602907986
H1_downside_expansion_exhaustion_long,2026,RIOT,240,0.4041666666666667,0.03333333333333333,-14.78669015440518
H1_downside_expansion_exhaustion_long,2026,RIVN,259,0.40540540540540543,0.015444015444015444,-14.782808779351729
H1_downside_expansion_exhaustion_long,2026,SMCI,257,0.4085603112840467,0.023346303501945526,-14.630318179681536
H1_downside_expansion_exhaustion_long,2026,SOFI,260,0.4076923076923077,0.023076923076923078,-14.6585589154337
H1_downside_expansion_exhaustion_long,2026,WULF,246,0.4105691056910569,0.02032520325203252,-14.33512498820978
H2_failed_breakdown_reclaim_long,2025,AAL,2839,0.45861218738992604,-0.011976047904191617,-14.648929658646297
H2_failed_breakdown_reclaim_long,2025,AAOI,2806,0.46044191019244474,-0.009978617248752673,-14.426762192541844
H2_failed_breakdown_reclaim_long,2025,APLD,2788,0.4537302725968436,-0.020444763271162122,-14.660692034779412
H2_failed_breakdown_reclaim_long,2025,ASTS,2795,0.4554561717352415,-0.016100178890876567,-14.951262809368075
