symbol,con_id,original_opening_bars,recheck_complete,recheck_opening_bars,available_minutes_utc,checked_at_utc,broker_error
ITH,596698209,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:58.637292+00:00,
ITM,38715305,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:32.546091+00:00,
ITRK,16644346,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:28.443639+00:00,
ITV,909056,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:25.343393+00:00,
IWG,258999725,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:46.235266+00:00,
JAN,281129619,0,False,0,,2026-09-14T08:58:47.353911+00:00,IBKR historical data returned no bars for JAN
JD.,529672016,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:56.536238+00:00,
JDW,1509934,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:26.645131+00:00,
JET2,40340722,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:33.346051+00:00,
JIM,748086793,0,False,0,,2026-09-14T08:59:01.335190+00:00,IBKR historical data returned no bars for JIM
JLP,70100847,0,False,0,,2026-09-14T08:58:36.359683+00:00,IBKR historical data returned no bars for JLP
JMAT,910134737,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:07.036171+00:00,
JOG,203296332,0,False,0,,2026-09-14T08:58:44.140560+00:00,IBKR historical data returned no bars for JOG
JSE,484197223,0,False,0,,2026-09-14T08:58:54.539246+00:00,IBKR historical data returned no bars for JSE
JSG,35151501,2,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:30.494976+00:00,
JUP,76282550,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:37.238472+00:00,
KDR,804727484,0,False,0,,2026-09-14T08:59:03.638092+00:00,IBKR historical data returned no bars for KDR
KEFI,268332787,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:46.637289+00:00,
KEN,560786428,0,False,0,,2026-09-14T08:58:57.437640+00:00,IBKR historical data returned no bars for KEN
KEYS,297482835,0,False,0,,2026-09-14T08:58:47.738995+00:00,IBKR historical data returned no bars for KEYS
KGF,909096,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:25.440082+00:00,
KIE,35156787,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:31.539411+00:00,
KLR,35151535,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:30.639210+00:00,
KMK,136370758,0,False,0,,2026-09-14T08:58:41.240227+00:00,IBKR historical data returned no bars for KMK
KOD,141221963,0,False,0,,2026-09-14T08:58:41.452970+00:00,IBKR historical data returned no bars for KOD
KOO,443363790,0,False,0,,2026-09-14T08:58:52.455372+00:00,IBKR historical data returned no bars for KOO
KR1,804733283,0,False,0,,2026-09-14T08:59:04.737765+00:00,IBKR historical data returned no bars for KR1
KRS,575885534,0,False,0,,2026-09-14T08:58:58.238675+00:00,IBKR historical data returned no bars for KRS
LAND,288529684,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:47.453635+00:00,
LDG,274137876,0,False,0,,2026-09-14T08:58:47.038843+00:00,IBKR historical data returned no bars for LDG
LEX,804727439,0,False,0,,2026-09-14T08:59:03.436843+00:00,IBKR historical data returned no bars for LEX
LGEN,909110,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:25.543034+00:00,
LIKE,508973460,0,False,0,,2026-09-14T08:58:56.036710+00:00,IBKR historical data returned no bars for LIKE
LLOY,909301,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:26.240891+00:00,
LMP,79699121,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:38.043892+00:00,
LSEG,39234929,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:33.249409+00:00,
MAB,41257340,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:33.643599+00:00,
MAB1,173504912,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:42.636844+00:00,
MCB,35151585,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:30.741456+00:00,
MDH,893073362,0,False,0,,2026-09-14T08:59:06.640120+00:00,IBKR historical data returned no bars for MDH
MER,37099368,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:32.042752+00:00,
MET1,771547243,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:01.939986+00:00,
MGNS,35156804,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:31.644598+00:00,
MICC,837127026,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:05.338358+00:00,
MIND,324338470,0,False,0,,2026-09-14T08:58:49.339510+00:00,IBKR historical data returned no bars for MIND
MKA,236849475,0,False,0,,2026-09-14T08:58:45.445423+00:00,IBKR historical data returned no bars for MKA
MKS,909136,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:25.638407+00:00,
MNDI,680537912,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:59.244019+00:00,
MNG,387353678,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:51.836492+00:00,
MONY,46147099,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:34.939347+00:00,
MOON,469136346,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:54.037814+00:00,
MPAL,810077045,0,False,0,,2026-09-14T08:59:04.937207+00:00,IBKR historical data returned no bars for MPAL
MPE,37099382,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:32.146941+00:00,
MPL,513808576,0,False,0,,2026-09-14T08:58:56.138538+00:00,IBKR historical data returned no bars for MPL
MRO,618443784,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:58.740220+00:00,
MSLH,26652954,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:29.039273+00:00,
MTEC,518133534,0,False,0,,2026-09-14T08:58:56.238117+00:00,IBKR historical data returned no bars for MTEC
MTL,769638288,0,False,0,,2026-09-14T08:59:01.638285+00:00,IBKR historical data returned no bars for MTL
MTO,26652989,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:29.136738+00:00,
MUL,79000399,0,False,0,,2026-09-14T08:58:37.839861+00:00,IBKR historical data returned no bars for MUL
NCC,69361142,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:36.339228+00:00,
NG.,273234647,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:46.936764+00:00,
NTVO,764728506,0,False,0,,2026-09-14T08:59:01.538829+00:00,IBKR historical data returned no bars for NTVO
NWG,581444942,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:58.353215+00:00,
NXT,957975,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:26.536790+00:00,
OCDO,77478945,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:37.339990+00:00,
OHGR,770347874,0,False,0,,2026-09-14T08:59:01.742200+00:00,IBKR historical data returned no bars for OHGR
OMI,81852230,0,False,0,,2026-09-14T08:58:38.237568+00:00,IBKR historical data returned no bars for OMI
OMU,323607626,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:49.237176+00:00,
ONT,518133538,3,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:56.338382+00:00,
ORCP,90366108,0,False,0,,2026-09-14T08:58:38.936131+00:00,IBKR historical data returned no bars for ORCP
OSB,457960575,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:53.336245+00:00,
OXIG,35151630,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:30.846226+00:00,
PAF,79000163,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:37.641806+00:00,
PAGE,12605163,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:27.936850+00:00,
PAT,300777990,0,False,0,,2026-09-14T08:58:48.435484+00:00,IBKR historical data returned no bars for PAT
PEBB,394326260,0,False,0,,2026-09-14T08:58:51.936623+00:00,IBKR historical data returned no bars for PEBB
PETS,146065480,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:41.744889+00:00,
PHE,90368304,0,False,0,,2026-09-14T08:58:39.537943+00:00,IBKR historical data returned no bars for PHE
PHP,212281630,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:44.539473+00:00,
PINE,698998098,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:59.741419+00:00,
PLUS,132004661,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:40.839189+00:00,
PNN,500760856,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:55.356167+00:00,
POLB,503643354,0,False,0,,2026-09-14T08:58:55.637951+00:00,IBKR historical data returned no bars for POLB
POLN,679960318,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:59.139594+00:00,
POLR,45080754,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:34.544121+00:00,
POW,693595097,0,False,0,,2026-09-14T08:58:59.437009+00:00,IBKR historical data returned no bars for POW
PRE,432277932,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:52.239247+00:00,
PREM,822454665,0,False,0,,2026-09-14T08:59:05.135287+00:00,IBKR historical data returned no bars for PREM
PRTC,197339936,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:44.039762+00:00,
PRU,909164,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:25.748186+00:00,
PSN,12605003,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:27.538218+00:00,
PSON,909170,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:25.845126+00:00,
PWR,838259241,0,False,0,,2026-09-14T08:59:05.443377+00:00,IBKR historical data returned no bars for PWR
PXC,329658511,0,False,0,,2026-09-14T08:58:49.745540+00:00,IBKR historical data returned no bars for PXC
PXEN,430743469,0,False,0,,2026-09-14T08:58:52.137666+00:00,IBKR historical data returned no bars for PXEN
QBT,804727321,0,False,0,,2026-09-14T08:59:02.841266+00:00,IBKR historical data returned no bars for QBT
QED,141092628,0,False,0,,2026-09-14T08:58:41.435897+00:00,IBKR historical data returned no bars for QED
QHE,898245266,0,False,0,,2026-09-14T08:59:06.937309+00:00,IBKR historical data returned no bars for QHE
QLT,561593187,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:57.636155+00:00,
QQ.,37920799,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:32.440313+00:00,
QUBE,774092201,0,False,0,,2026-09-14T08:59:02.164820+00:00,IBKR historical data returned no bars for QUBE
RBW,264398316,0,False,0,,2026-09-14T08:58:46.334942+00:00,IBKR historical data returned no bars for RBW
RCGH,552704357,0,False,0,,2026-09-14T08:58:57.334928+00:00,IBKR historical data returned no bars for RCGH
REL,48005591,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:35.140040+00:00,
RENX,339807416,0,False,0,,2026-09-14T08:58:50.239461+00:00,IBKR historical data returned no bars for RENX
RESI,282153425,0,False,2,2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:47.437652+00:00,
RGG,807640416,0,False,0,,2026-09-14T08:59:04.835722+00:00,IBKR historical data returned no bars for RGG
RGL,718963268,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:00.238205+00:00,
RIO,2852762,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:26.940088+00:00,
RKH,70984424,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:36.447352+00:00,
RKT,851166531,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:05.841204+00:00,
RMV,331862780,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:49.837879+00:00,
RNK,43543987,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:34.140279+00:00,
RNWH,206661078,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:44.342617+00:00,
ROCK,103669942,0,False,0,,2026-09-14T08:58:40.137401+00:00,IBKR historical data returned no bars for ROCK
ROR,194372137,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:43.843151+00:00,
ROSE,801542680,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:02.538650+00:00,
RPI,709020613,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:00.037681+00:00,
RR.,88383131,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:38.544668+00:00,
RS1,12103838,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:27.239529+00:00,
RSW,26653065,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:29.239160+00:00,
RTO,909192,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:25.936564+00:00,
RUA,804727526,0,False,0,,2026-09-14T08:59:04.039857+00:00,IBKR historical data returned no bars for RUA
S32,194046487,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:43.742273+00:00,
SAGA,449716565,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:53.134728+00:00,
SAV,90366258,0,False,0,,2026-09-14T08:58:39.239509+00:00,IBKR historical data returned no bars for SAV
SBRY,29911784,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:29.539231+00:00,
SCGL,212738521,0,False,0,,2026-09-14T08:58:44.638696+00:00,IBKR historical data returned no bars for SCGL
SCLP,91713517,0,False,0,,2026-09-14T08:58:39.738184+00:00,IBKR historical data returned no bars for SCLP
SCT,212918795,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:44.739856+00:00,
SDLF,345366483,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:50.638406+00:00,
SDR,586245618,3,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:58.438558+00:00,
SEA,804727383,0,False,0,,2026-09-14T08:59:03.341941+00:00,IBKR historical data returned no bars for SEA
SEE,502415465,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:55.540465+00:00,
SEI,838927475,0,False,0,,2026-09-14T08:59:05.654798+00:00,IBKR historical data returned no bars for SEI
SFOR,335331317,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:49.941467+00:00,
SFT,720321361,0,False,0,,2026-09-14T08:59:00.352058+00:00,IBKR historical data returned no bars for SFT
SGE,129028068,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:40.740213+00:00,
SGRO,64769359,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:35.943625+00:00,
SHAW,827664351,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:05.236632+00:00,
SHC,73793147,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:36.736548+00:00,
SHEL,542125742,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:57.134599+00:00,
SLP,89258385,0,False,0,,2026-09-14T08:58:38.642091+00:00,IBKR historical data returned no bars for SLP
SMIN,44668420,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:34.365067+00:00,
SML,90366526,0,False,0,,2026-09-14T08:58:39.436452+00:00,IBKR historical data returned no bars for SML
SMWH,49280138,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:35.342315+00:00,
