symbol,con_id,original_opening_bars,recheck_complete,recheck_opening_bars,available_minutes_utc,checked_at_utc,broker_error
CDL,495237589,0,False,0,,2026-09-14T08:58:55.039780+00:00,IBKR historical data returned no bars for CDL
CEPS,691984374,0,False,0,,2026-09-14T08:58:59.354682+00:00,IBKR historical data returned no bars for CEPS
CER,225950637,0,False,0,,2026-09-14T08:58:45.036744+00:00,IBKR historical data returned no bars for CER
CGEO,319590393,2,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:49.038669+00:00,
CHAR,61673962,0,False,0,,2026-09-14T08:58:35.842356+00:00,IBKR historical data returned no bars for CHAR
CHG,86212388,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:38.356539+00:00,
CKI,724284182,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:00.439868+00:00,
CLCO,804727464,0,False,0,,2026-09-14T08:59:03.539691+00:00,IBKR historical data returned no bars for CLCO
CMCX,221635251,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:44.837510+00:00,
CNA,31765913,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:29.635845+00:00,
CNS,804727499,0,False,0,,2026-09-14T08:59:03.840545+00:00,IBKR historical data returned no bars for CNS
COA,90600021,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:39.640082+00:00,
COBR,341904425,0,False,0,,2026-09-14T08:58:50.345456+00:00,IBKR historical data returned no bars for COBR
CORO,848742697,0,False,0,,2026-09-14T08:59:05.749974+00:00,IBKR historical data returned no bars for CORO
COST,75044922,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:37.035522+00:00,
CPG,868482245,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:06.337448+00:00,
CPH2,544922234,0,False,0,,2026-09-14T08:58:57.236073+00:00,IBKR historical data returned no bars for CPH2
CRDA,362829916,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:51.036293+00:00,
CRE,458339378,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:53.355298+00:00,
CREI,147343380,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:41.937268+00:00,
CRN,464944834,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:53.835266+00:00,
CRTM,804486033,0,False,0,,2026-09-14T08:59:02.639707+00:00,IBKR historical data returned no bars for CRTM
CRTX,707038802,0,False,0,,2026-09-14T08:58:59.841820+00:00,IBKR historical data returned no bars for CRTX
CRW,81852227,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:38.138814+00:00,
CSN,35156751,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:31.359196+00:00,
CTEC,253381733,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:45.838196+00:00,
CTG,748086606,0,False,0,,2026-09-14T08:59:01.150748+00:00,IBKR historical data returned no bars for CTG
CTL,744660002,0,False,0,,2026-09-14T08:59:00.843642+00:00,IBKR historical data returned no bars for CTL
CURY,73814267,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:36.938516+00:00,
CVSG,78999748,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:37.438220+00:00,
CWK,3185818,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:27.043348+00:00,
CWR,328768119,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:49.637307+00:00,
DCC,123584215,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:40.438177+00:00,
DEBS,146256620,0,False,0,,2026-09-14T08:58:41.839001+00:00,IBKR historical data returned no bars for DEBS
DFS,186358324,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:43.362987+00:00,
DGE,3310674,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:27.138116+00:00,
DLN,26652807,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:28.844021+00:00,
DNLM,41962545,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:33.947337+00:00,
DOCS,468775053,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:53.937840+00:00,
DOM,236581278,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:45.341237+00:00,
DOTD,90366127,2,False,2,2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:39.038031+00:00,
DPLM,35151287,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:30.241744+00:00,
DRX,44035682,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:34.237374+00:00,
DSCV,37102382,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:32.246866+00:00,
DSG,90366425,0,False,0,,2026-09-14T08:58:39.354440+00:00,IBKR historical data returned no bars for DSG
EBQ,804727502,0,False,0,,2026-09-14T08:59:03.937639+00:00,IBKR historical data returned no bars for EBQ
ECEL,186022085,2,False,2,2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:43.337827+00:00,
ECO,265185140,0,False,3,2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:46.448514+00:00,
ECOR,37102402,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:32.337951+00:00,
ECR,804727549,0,False,0,,2026-09-14T08:59:04.444442+00:00,IBKR historical data returned no bars for ECR
EDV,496837103,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:55.242815+00:00,
EEE,408180964,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:52.037691+00:00,
EGT,695803842,0,False,0,,2026-09-14T08:58:59.546895+00:00,IBKR historical data returned no bars for EGT
ELIX,433059263,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:52.336033+00:00,
ELM,35151323,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:30.340631+00:00,
EMG,368285546,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:51.137017+00:00,
EMVC,441794421,0,False,0,,2026-09-14T08:58:52.437979+00:00,IBKR historical data returned no bars for EMVC
ENOG,310727935,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:48.645879+00:00,
ENQ,73793150,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:36.838978+00:00,
ENSI,564152830,0,False,0,,2026-09-14T08:58:57.837107+00:00,IBKR historical data returned no bars for ENSI
ENT,125005888,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:40.539308+00:00,
EST,489321844,0,False,0,,2026-09-14T08:58:54.742253+00:00,IBKR historical data returned no bars for EST
EUA,460103890,0,False,0,,2026-09-14T08:58:53.639889+00:00,IBKR historical data returned no bars for EUA
EXPN,41044864,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:33.449523+00:00,
EYE,148781170,0,False,0,,2026-09-14T08:58:42.237260+00:00,IBKR historical data returned no bars for EYE
EZJ,103665937,3,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:40.039170+00:00,
FAB,300328292,0,False,0,,2026-09-14T08:58:48.038008+00:00,IBKR historical data returned no bars for FAB
FAR,359126022,0,False,0,,2026-09-14T08:58:50.737013+00:00,IBKR historical data returned no bars for FAR
FCH,335610842,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:50.038290+00:00,
FCM,576945813,0,False,0,,2026-09-14T08:58:58.336751+00:00,IBKR historical data returned no bars for FCM
FEVR,173246158,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:42.537155+00:00,
FNTL,313128694,0,False,0,,2026-09-14T08:58:48.837288+00:00,IBKR historical data returned no bars for FNTL
FOXT,134810363,0,False,0,,2026-09-14T08:58:41.041222+00:00,IBKR historical data returned no bars for FOXT
FRAS,44650318,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:34.342590+00:00,
FRES,51069466,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:35.446934+00:00,
FRMI,819817946,0,False,0,,2026-09-14T08:59:05.037502+00:00,IBKR historical data returned no bars for FRMI
FSG,469676846,2,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:54.140217+00:00,
FTC,29622960,0,False,0,,2026-09-14T08:58:29.437608+00:00,IBKR historical data returned no bars for FTC
FUM,300356913,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:48.356789+00:00,
FUTR,264541229,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:46.355900+00:00,
FXPO,45004344,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:34.444046+00:00,
GANA,881108727,0,False,0,,2026-09-14T08:59:06.545589+00:00,IBKR historical data returned no bars for GANA
GATC,206661075,0,False,0,,2026-09-14T08:58:44.242659+00:00,IBKR historical data returned no bars for GATC
GAW,35151400,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:30.357254+00:00,
GBG,90366408,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:39.339768+00:00,
GCM,37099265,0,False,0,,2026-09-14T08:58:31.939853+00:00,IBKR historical data returned no bars for GCM
GDP,804727600,0,False,0,,2026-09-14T08:59:04.637263+00:00,IBKR historical data returned no bars for GDP
GDWN,78999714,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:37.358307+00:00,
GEMD,46147106,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:35.039936+00:00,
GEN,148510133,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:42.141219+00:00,
GENF,538613877,0,False,0,,2026-09-14T08:58:56.941120+00:00,IBKR historical data returned no bars for GENF
GENI,504485202,0,False,0,,2026-09-14T08:58:55.838288+00:00,IBKR historical data returned no bars for GENI
GEX,719245049,0,False,0,,2026-09-14T08:59:00.341874+00:00,IBKR historical data returned no bars for GEX
GFIN,178279057,0,False,0,,2026-09-14T08:58:42.843495+00:00,IBKR historical data returned no bars for GFIN
GGP,794335747,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:02.359468+00:00,
GKP,255718485,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:46.038047+00:00,
GLEN,88286963,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:38.451325+00:00,
GMET,630376935,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:58.841883+00:00,
GMR,132302882,0,False,3,2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:40.942850+00:00,
GNC,100813788,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:39.941013+00:00,
GPE,312176186,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:48.737205+00:00,
GRG,60215826,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:35.739130+00:00,
GRI,26652882,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:28.936960+00:00,
GRL,804727543,0,False,0,,2026-09-14T08:59:04.405553+00:00,IBKR historical data returned no bars for GRL
GROW,236849470,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:45.357303+00:00,
GRX,532790265,0,False,0,,2026-09-14T08:58:56.740302+00:00,IBKR historical data returned no bars for GRX
GSCU,534221195,0,False,0,,2026-09-14T08:58:56.839856+00:00,IBKR historical data returned no bars for GSCU
GSK,574757089,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:58.139917+00:00,
GST,377746645,0,False,0,,2026-09-14T08:58:51.534499+00:00,IBKR historical data returned no bars for GST
GWMO,772475191,0,False,0,,2026-09-14T08:59:02.049031+00:00,IBKR historical data returned no bars for GWMO
HAS,957694,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:26.445719+00:00,
HBR,499310945,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:55.339276+00:00,
HCM,368637530,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:51.238633+00:00,
HDD,804727389,0,False,0,,2026-09-14T08:59:03.360262+00:00,IBKR historical data returned no bars for HDD
HE1,459068980,0,False,0,,2026-09-14T08:58:53.438482+00:00,IBKR historical data returned no bars for HE1
HEX,695990101,0,False,0,,2026-09-14T08:58:59.650133+00:00,IBKR historical data returned no bars for HEX
HFD,37036678,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:31.840873+00:00,
HIK,38772742,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:32.743368+00:00,
HILS,37102528,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:32.359428+00:00,
HLMA,15824399,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:28.241371+00:00,
HLN,573136108,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:58.038996+00:00,
HMSO,732429770,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:59:00.637767+00:00,
HOC,41957241,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:33.837541+00:00,
HPOW,174076652,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:42.743439+00:00,
HSBA,909083,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:25.396398+00:00,
HSX,188614725,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:43.640929+00:00,
HTG,35151455,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:30.438347+00:00,
HTWS,387353627,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:51.739707+00:00,
HVO,118857148,0,False,0,,2026-09-14T08:58:40.345020+00:00,IBKR historical data returned no bars for HVO
HWDN,12605132,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:27.840703+00:00,
IAG,82965895,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:38.335531+00:00,
IBST,210810215,0,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:44.385115+00:00,
ICG,242485383,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:45.535465+00:00,
IES,753277222,0,False,0,,2026-09-14T08:59:01.441093+00:00,IBKR historical data returned no bars for IES
IGG,38772748,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:32.845424+00:00,
IHP,308832760,4,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:48.537269+00:00,
III,45145440,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:34.840651+00:00,
IMB,2117419,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:26.743179+00:00,
IMI,144206341,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:41.637356+00:00,
IMM,79000124,0,False,0,,2026-09-14T08:58:37.539648+00:00,IBKR historical data returned no bars for IMM
INCH,75259168,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:37.145313+00:00,
INF,152238054,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:42.438393+00:00,
INVP,40714473,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:33.363648+00:00,
IOF,72561416,0,False,0,,2026-09-14T08:58:36.639084+00:00,IBKR historical data returned no bars for IOF
IQE,14075064,5,True,5,2026-09-14T07:00:00+00:00;2026-09-14T07:01:00+00:00;2026-09-14T07:02:00+00:00;2026-09-14T07:03:00+00:00;2026-09-14T07:04:00+00:00,2026-09-14T08:58:28.138638+00:00,
