period,candidate,role,path_topology,payoff_class,rows,topology_share,cell_share,fixed_mean_net_bps
2023,cycle_04|state2,matched_control,expected_leg_then_diversion,final_positive,2,0.5,0.25,308.611138185037
2023,cycle_04|state2,matched_control,expected_leg_then_diversion,timing_failure,2,0.5,0.25,-77.1978377198046
2023,cycle_04|state2,matched_control,incompatible_first_transition,final_positive,2,0.5,0.25,392.7931851551991
2023,cycle_04|state2,matched_control,incompatible_first_transition,timing_failure,2,0.5,0.25,-339.1300040983142
2025,cycle_04|state2,matched_control,exact_parent_completion,timing_failure,1,1.0,0.16666666666666666,-403.7947494033422
2025,cycle_04|state2,matched_control,expected_leg_then_diversion,final_positive,1,1.0,0.16666666666666666,214.8064152814533
2025,cycle_04|state2,matched_control,incompatible_first_transition,final_positive,2,0.5,0.3333333333333333,245.32515469946117
2025,cycle_04|state2,matched_control,incompatible_first_transition,no_usable_move,1,0.25,0.16666666666666666,-402.4759431685931
2025,cycle_04|state2,matched_control,incompatible_first_transition,timing_failure,1,0.25,0.16666666666666666,-95.9442356144835
2023,cycle_07|state6,matched_control,exact_parent_completion,final_positive,19,0.3392857142857143,0.05740181268882175,174.17997075917944
2023,cycle_07|state6,matched_control,exact_parent_completion,no_usable_move,5,0.08928571428571429,0.015105740181268883,-226.99631084926455
2023,cycle_07|state6,matched_control,exact_parent_completion,timing_failure,32,0.5714285714285714,0.09667673716012085,-210.27823306180167
2023,cycle_07|state6,matched_control,expected_leg_partial,final_positive,4,0.23529411764705882,0.012084592145015106,150.6939145296049
2023,cycle_07|state6,matched_control,expected_leg_partial,no_usable_move,1,0.058823529411764705,0.0030211480362537764,-314.57027150089243
2023,cycle_07|state6,matched_control,expected_leg_partial,timing_failure,12,0.7058823529411765,0.03625377643504532,-212.1031709734657
2023,cycle_07|state6,matched_control,expected_leg_then_diversion,final_positive,36,0.391304347826087,0.10876132930513595,185.44192930489126
2023,cycle_07|state6,matched_control,expected_leg_then_diversion,no_usable_move,8,0.08695652173913043,0.02416918429003021,-411.4151047947971
2023,cycle_07|state6,matched_control,expected_leg_then_diversion,timing_failure,48,0.5217391304347826,0.14501510574018128,-159.53297155656463
2023,cycle_07|state6,matched_control,incompatible_first_transition,final_positive,74,0.4457831325301205,0.22356495468277945,201.4970513089409
2023,cycle_07|state6,matched_control,incompatible_first_transition,no_usable_move,7,0.04216867469879518,0.021148036253776436,-295.5483011099458
2023,cycle_07|state6,matched_control,incompatible_first_transition,timing_failure,85,0.5120481927710844,0.256797583081571,-158.97664288103906
2025,cycle_07|state6,matched_control,exact_parent_completion,final_positive,34,0.4594594594594595,0.11486486486486487,153.56177823512274
2025,cycle_07|state6,matched_control,exact_parent_completion,no_usable_move,2,0.02702702702702703,0.006756756756756757,-516.1833417671935
2025,cycle_07|state6,matched_control,exact_parent_completion,timing_failure,38,0.5135135135135135,0.12837837837837837,-155.94954785975605
2025,cycle_07|state6,matched_control,expected_leg_partial,final_positive,9,0.47368421052631576,0.030405405405405407,315.35619384833143
2025,cycle_07|state6,matched_control,expected_leg_partial,no_usable_move,1,0.05263157894736842,0.0033783783783783786,-590.3969027393885
2025,cycle_07|state6,matched_control,expected_leg_partial,timing_failure,9,0.47368421052631576,0.030405405405405407,-367.7482106687859
2025,cycle_07|state6,matched_control,expected_leg_then_diversion,final_positive,33,0.42857142857142855,0.11148648648648649,155.92338912118012
2025,cycle_07|state6,matched_control,expected_leg_then_diversion,no_usable_move,3,0.03896103896103896,0.010135135135135136,-313.30026915836527
2025,cycle_07|state6,matched_control,expected_leg_then_diversion,timing_failure,41,0.5324675324675324,0.13851351351351351,-246.03268091696967
2025,cycle_07|state6,matched_control,incompatible_first_transition,final_positive,64,0.512,0.21621621621621623,163.87320715290772
2025,cycle_07|state6,matched_control,incompatible_first_transition,timing_failure,61,0.488,0.20608108108108109,-184.34987334243417
2025,cycle_07|state6,matched_control,no_transition,timing_failure,1,1.0,0.0033783783783783786,-538.8470036430182
2023,cycle_04|state4,primary_candidate,exact_parent_completion,final_positive,7,0.5,0.05303030303030303,229.98765611959192
2023,cycle_04|state4,primary_candidate,exact_parent_completion,no_usable_move,1,0.07142857142857142,0.007575757575757576,-211.60483870967693
2023,cycle_04|state4,primary_candidate,exact_parent_completion,timing_failure,6,0.42857142857142855,0.045454545454545456,-172.75347386884133
2023,cycle_04|state4,primary_candidate,expected_leg_then_diversion,final_positive,6,0.2857142857142857,0.045454545454545456,194.99418282508177
2023,cycle_04|state4,primary_candidate,expected_leg_then_diversion,no_usable_move,3,0.14285714285714285,0.022727272727272728,-126.34492600594865
2023,cycle_04|state4,primary_candidate,expected_leg_then_diversion,timing_failure,12,0.5714285714285714,0.09090909090909091,-134.5509478427161
2023,cycle_04|state4,primary_candidate,incompatible_first_transition,final_positive,54,0.5567010309278351,0.4090909090909091,206.47503782363162
2023,cycle_04|state4,primary_candidate,incompatible_first_transition,no_usable_move,9,0.09278350515463918,0.06818181818181818,-212.35683072528434
2023,cycle_04|state4,primary_candidate,incompatible_first_transition,timing_failure,34,0.35051546391752575,0.25757575757575757,-155.09365509662334
2025,cycle_04|state4,primary_candidate,exact_parent_completion,final_positive,16,0.8,0.16666666666666666,196.33917404475858
2025,cycle_04|state4,primary_candidate,exact_parent_completion,no_usable_move,1,0.05,0.010416666666666666,-315.45134394649233
2025,cycle_04|state4,primary_candidate,exact_parent_completion,timing_failure,3,0.15,0.03125,-166.2041119945027
2025,cycle_04|state4,primary_candidate,expected_leg_then_diversion,final_positive,5,0.3333333333333333,0.052083333333333336,124.81278433980769
2025,cycle_04|state4,primary_candidate,expected_leg_then_diversion,no_usable_move,1,0.06666666666666667,0.010416666666666666,-363.9393939393942
2025,cycle_04|state4,primary_candidate,expected_leg_then_diversion,timing_failure,9,0.6,0.09375,-115.11855120887455
2025,cycle_04|state4,primary_candidate,incompatible_first_transition,final_positive,31,0.5166666666666667,0.3229166666666667,195.68461229388447
2025,cycle_04|state4,primary_candidate,incompatible_first_transition,no_usable_move,2,0.03333333333333333,0.020833333333333332,-298.3910904292542
2025,cycle_04|state4,primary_candidate,incompatible_first_transition,timing_failure,27,0.45,0.28125,-165.24388820494792
2025,cycle_04|state4,primary_candidate,no_transition,final_positive,1,1.0,0.010416666666666666,392.65486725663766
2023,cycle_07|state5,primary_candidate,exact_parent_completion,final_positive,69,0.375,0.09556786703601108,224.64900185175884
2023,cycle_07|state5,primary_candidate,exact_parent_completion,no_usable_move,7,0.03804347826086957,0.009695290858725761,-422.6028708525409
2023,cycle_07|state5,primary_candidate,exact_parent_completion,timing_failure,108,0.5869565217391305,0.14958448753462603,-259.85747610041346
2023,cycle_07|state5,primary_candidate,expected_leg_partial,final_positive,16,0.5333333333333333,0.0221606648199446,398.00169833416396
2023,cycle_07|state5,primary_candidate,expected_leg_partial,timing_failure,14,0.4666666666666667,0.019390581717451522,-320.9388494197865
2023,cycle_07|state5,primary_candidate,expected_leg_then_diversion,final_positive,47,0.3983050847457627,0.06509695290858726,206.97243233388377
2023,cycle_07|state5,primary_candidate,expected_leg_then_diversion,no_usable_move,6,0.05084745762711865,0.008310249307479225,-410.0004588574988
2023,cycle_07|state5,primary_candidate,expected_leg_then_diversion,timing_failure,65,0.5508474576271186,0.09002770083102493,-231.41208404441386
2023,cycle_07|state5,primary_candidate,incompatible_first_transition,final_positive,203,0.5413333333333333,0.28116343490304707,285.93175072764774
2023,cycle_07|state5,primary_candidate,incompatible_first_transition,no_usable_move,14,0.037333333333333336,0.019390581717451522,-360.37570403321075
2023,cycle_07|state5,primary_candidate,incompatible_first_transition,timing_failure,158,0.42133333333333334,0.2188365650969529,-213.2595929029286
2023,cycle_07|state5,primary_candidate,no_transition,final_positive,14,0.9333333333333333,0.019390581717451522,536.7356537761491
2023,cycle_07|state5,primary_candidate,no_transition,timing_failure,1,0.06666666666666667,0.0013850415512465374,-328.25800975846084
