record_type,draw,metric,null_value,real_value,null_q90,real_percentile
draw,40,D2_minus_D1_brier_improvement,-0.0017248786531032789,-0.0033672559176859962,,
draw,41,D2_minus_D1_brier_improvement,-0.0039509342699322048,-0.0033672559176859962,,
draw,42,D2_minus_D1_brier_improvement,-0.00012264439109210823,-0.0033672559176859962,,
draw,43,D2_minus_D1_brier_improvement,-0.002499244292861913,-0.0033672559176859962,,
draw,44,D2_minus_D1_brier_improvement,-0.00066244863829356682,-0.0033672559176859962,,
draw,45,D2_minus_D1_brier_improvement,-0.0030356421730696748,-0.0033672559176859962,,
draw,46,D2_minus_D1_brier_improvement,-0.00079552358966347714,-0.0033672559176859962,,
draw,47,D2_minus_D1_brier_improvement,-0.002754096595080302,-0.0033672559176859962,,
draw,48,D2_minus_D1_brier_improvement,-0.00065259236265793885,-0.0033672559176859962,,
draw,49,D2_minus_D1_brier_improvement,-0.0020482161961104528,-0.0033672559176859962,,
draw,0,D2_minus_D1_log_loss_improvement,-0.0027095560379342132,-0.0082053537481308059,,
draw,1,D2_minus_D1_log_loss_improvement,-0.0018576465970552292,-0.0082053537481308059,,
draw,2,D2_minus_D1_log_loss_improvement,-0.011635194166635388,-0.0082053537481308059,,
draw,3,D2_minus_D1_log_loss_improvement,-0.0040379322067130019,-0.0082053537481308059,,
draw,4,D2_minus_D1_log_loss_improvement,-0.0048989995097689087,-0.0082053537481308059,,
draw,5,D2_minus_D1_log_loss_improvement,-0.0070145312763437717,-0.0082053537481308059,,
draw,6,D2_minus_D1_log_loss_improvement,0.00039542753333277059,-0.0082053537481308059,,
draw,7,D2_minus_D1_log_loss_improvement,-0.0039840005892530783,-0.0082053537481308059,,
draw,8,D2_minus_D1_log_loss_improvement,0.00052826301993169622,-0.0082053537481308059,,
draw,9,D2_minus_D1_log_loss_improvement,-0.010226873566041461,-0.0082053537481308059,,
draw,10,D2_minus_D1_log_loss_improvement,-6.2021384713562e-05,-0.0082053537481308059,,
draw,11,D2_minus_D1_log_loss_improvement,-6.2777963613314114e-05,-0.0082053537481308059,,
draw,12,D2_minus_D1_log_loss_improvement,-0.0077862177418043244,-0.0082053537481308059,,
draw,13,D2_minus_D1_log_loss_improvement,-0.0052767807300272418,-0.0082053537481308059,,
draw,14,D2_minus_D1_log_loss_improvement,-0.0017996599187581896,-0.0082053537481308059,,
draw,15,D2_minus_D1_log_loss_improvement,-0.0041249759136394726,-0.0082053537481308059,,
draw,16,D2_minus_D1_log_loss_improvement,-0.0026297691696703929,-0.0082053537481308059,,
draw,17,D2_minus_D1_log_loss_improvement,0.0012341460734898169,-0.0082053537481308059,,
draw,18,D2_minus_D1_log_loss_improvement,-0.0049725273740408582,-0.0082053537481308059,,
draw,19,D2_minus_D1_log_loss_improvement,-0.004121967819512129,-0.0082053537481308059,,
draw,20,D2_minus_D1_log_loss_improvement,-0.0020814798576258564,-0.0082053537481308059,,
draw,21,D2_minus_D1_log_loss_improvement,-0.00450779179678229,-0.0082053537481308059,,
draw,22,D2_minus_D1_log_loss_improvement,-0.003105830727702652,-0.0082053537481308059,,
draw,23,D2_minus_D1_log_loss_improvement,-0.0075351736783275669,-0.0082053537481308059,,
draw,24,D2_minus_D1_log_loss_improvement,-0.0036710418848030502,-0.0082053537481308059,,
draw,25,D2_minus_D1_log_loss_improvement,-0.0034610474742285957,-0.0082053537481308059,,
draw,26,D2_minus_D1_log_loss_improvement,-0.001962949984897655,-0.0082053537481308059,,
draw,27,D2_minus_D1_log_loss_improvement,-0.00079276959264618085,-0.0082053537481308059,,
draw,28,D2_minus_D1_log_loss_improvement,-0.0017733756530322609,-0.0082053537481308059,,
draw,29,D2_minus_D1_log_loss_improvement,-0.0020880101991644917,-0.0082053537481308059,,
draw,30,D2_minus_D1_log_loss_improvement,-0.0062005322269559349,-0.0082053537481308059,,
draw,31,D2_minus_D1_log_loss_improvement,-0.0010360494982062374,-0.0082053537481308059,,
draw,32,D2_minus_D1_log_loss_improvement,-0.0051748907607495065,-0.0082053537481308059,,
draw,33,D2_minus_D1_log_loss_improvement,-0.00039048832944177381,-0.0082053537481308059,,
draw,34,D2_minus_D1_log_loss_improvement,-0.0059776437800894699,-0.0082053537481308059,,
draw,35,D2_minus_D1_log_loss_improvement,-0.0012085727812489733,-0.0082053537481308059,,
draw,36,D2_minus_D1_log_loss_improvement,-0.0024920995655357547,-0.0082053537481308059,,
draw,37,D2_minus_D1_log_loss_improvement,0.0004253097031782227,-0.0082053537481308059,,
draw,38,D2_minus_D1_log_loss_improvement,-0.0059756291753183532,-0.0082053537481308059,,
draw,39,D2_minus_D1_log_loss_improvement,-0.0047807809452716787,-0.0082053537481308059,,
draw,40,D2_minus_D1_log_loss_improvement,-0.0037702458639862213,-0.0082053537481308059,,
draw,41,D2_minus_D1_log_loss_improvement,-0.0086875184050446697,-0.0082053537481308059,,
draw,42,D2_minus_D1_log_loss_improvement,-0.00045765562764721324,-0.0082053537481308059,,
draw,43,D2_minus_D1_log_loss_improvement,-0.0053249466324117867,-0.0082053537481308059,,
draw,44,D2_minus_D1_log_loss_improvement,-0.0018630744048673265,-0.0082053537481308059,,
draw,45,D2_minus_D1_log_loss_improvement,-0.0067104152587906807,-0.0082053537481308059,,
draw,46,D2_minus_D1_log_loss_improvement,-0.0017191118095108981,-0.0082053537481308059,,
draw,47,D2_minus_D1_log_loss_improvement,-0.0057831157820438239,-0.0082053537481308059,,
draw,48,D2_minus_D1_log_loss_improvement,-0.0014309605269796632,-0.0082053537481308059,,
draw,49,D2_minus_D1_log_loss_improvement,-0.0042929440668155738,-0.0082053537481308059,,
draw,0,D3_minus_D2_brier_improvement,-0.0010719622226237346,-0.0013928276662612538,,
draw,1,D3_minus_D2_brier_improvement,-0.00058334294865969305,-0.0013928276662612538,,
draw,2,D3_minus_D2_brier_improvement,0.0010763285741677842,-0.0013928276662612538,,
draw,3,D3_minus_D2_brier_improvement,-0.0018070528021636445,-0.0013928276662612538,,
draw,4,D3_minus_D2_brier_improvement,-0.001707104363743106,-0.0013928276662612538,,
draw,5,D3_minus_D2_brier_improvement,-3.9965658996887754e-05,-0.0013928276662612538,,
draw,6,D3_minus_D2_brier_improvement,-0.00047553811644421295,-0.0013928276662612538,,
draw,7,D3_minus_D2_brier_improvement,0.00090118133849134696,-0.0013928276662612538,,
draw,8,D3_minus_D2_brier_improvement,-0.0014247765235425869,-0.0013928276662612538,,
draw,9,D3_minus_D2_brier_improvement,-0.00049065344586729509,-0.0013928276662612538,,
draw,10,D3_minus_D2_brier_improvement,-0.00090933309042859345,-0.0013928276662612538,,
draw,11,D3_minus_D2_brier_improvement,0.00019976006751484809,-0.0013928276662612538,,
draw,12,D3_minus_D2_brier_improvement,-0.001143398030081233,-0.0013928276662612538,,
draw,13,D3_minus_D2_brier_improvement,-0.0011442434657399358,-0.0013928276662612538,,
draw,14,D3_minus_D2_brier_improvement,-0.00036663450257959362,-0.0013928276662612538,,
draw,15,D3_minus_D2_brier_improvement,-0.00038505524533966051,-0.0013928276662612538,,
draw,16,D3_minus_D2_brier_improvement,-0.00073432400252637642,-0.0013928276662612538,,
draw,17,D3_minus_D2_brier_improvement,6.2376576445893894e-05,-0.0013928276662612538,,
draw,18,D3_minus_D2_brier_improvement,0.00022487111306473961,-0.0013928276662612538,,
draw,19,D3_minus_D2_brier_improvement,-0.00074047503809510085,-0.0013928276662612538,,
draw,20,D3_minus_D2_brier_improvement,-0.00024965867480827852,-0.0013928276662612538,,
draw,21,D3_minus_D2_brier_improvement,-0.001439577691967564,-0.0013928276662612538,,
draw,22,D3_minus_D2_brier_improvement,-0.0012559726933351056,-0.0013928276662612538,,
draw,23,D3_minus_D2_brier_improvement,-0.0027373114553141398,-0.0013928276662612538,,
draw,24,D3_minus_D2_brier_improvement,-0.0012649935704738269,-0.0013928276662612538,,
draw,25,D3_minus_D2_brier_improvement,-0.002489020034505518,-0.0013928276662612538,,
draw,26,D3_minus_D2_brier_improvement,-0.0012899728238057184,-0.0013928276662612538,,
draw,27,D3_minus_D2_brier_improvement,-0.00021389907395671925,-0.0013928276662612538,,
draw,28,D3_minus_D2_brier_improvement,-0.001563389549944505,-0.0013928276662612538,,
draw,29,D3_minus_D2_brier_improvement,-0.0015006497713898892,-0.0013928276662612538,,
draw,30,D3_minus_D2_brier_improvement,-0.00043132154964420355,-0.0013928276662612538,,
draw,31,D3_minus_D2_brier_improvement,0.00014670022444696063,-0.0013928276662612538,,
draw,32,D3_minus_D2_brier_improvement,-0.00012009845137478381,-0.0013928276662612538,,
draw,33,D3_minus_D2_brier_improvement,0.00012776330164471217,-0.0013928276662612538,,
draw,34,D3_minus_D2_brier_improvement,-4.8685605988807445e-05,-0.0013928276662612538,,
draw,35,D3_minus_D2_brier_improvement,0.00087022023866470399,-0.0013928276662612538,,
draw,36,D3_minus_D2_brier_improvement,0.00017233426023896548,-0.0013928276662612538,,
draw,37,D3_minus_D2_brier_improvement,0.00024381100927578503,-0.0013928276662612538,,
draw,38,D3_minus_D2_brier_improvement,1.7529634354584989e-05,-0.0013928276662612538,,
draw,39,D3_minus_D2_brier_improvement,-0.00057584487802225803,-0.0013928276662612538,,
draw,40,D3_minus_D2_brier_improvement,0.00024198451878221228,-0.0013928276662612538,,
draw,41,D3_minus_D2_brier_improvement,-0.00061504166102260838,-0.0013928276662612538,,
draw,42,D3_minus_D2_brier_improvement,-0.001738902405459708,-0.0013928276662612538,,
draw,43,D3_minus_D2_brier_improvement,-0.0002283587409453447,-0.0013928276662612538,,
draw,44,D3_minus_D2_brier_improvement,-0.001650517679175012,-0.0013928276662612538,,
draw,45,D3_minus_D2_brier_improvement,-0.0012745371170567177,-0.0013928276662612538,,
draw,46,D3_minus_D2_brier_improvement,0.00010278562720128503,-0.0013928276662612538,,
draw,47,D3_minus_D2_brier_improvement,-0.0013852139535548424,-0.0013928276662612538,,
draw,48,D3_minus_D2_brier_improvement,-0.0011850114567305836,-0.0013928276662612538,,
draw,49,D3_minus_D2_brier_improvement,-0.00020400441393592095,-0.0013928276662612538,,
draw,0,P2_minus_P1_brier_improvement,0.0008716614392035027,0.001245144215554439,,
draw,1,P2_minus_P1_brier_improvement,0.0013377920708755597,0.001245144215554439,,
draw,2,P2_minus_P1_brier_improvement,0.00064477247444325037,0.001245144215554439,,
draw,3,P2_minus_P1_brier_improvement,0.00086600553225593679,0.001245144215554439,,
draw,4,P2_minus_P1_brier_improvement,0.001010595520549995,0.001245144215554439,,
draw,5,P2_minus_P1_brier_improvement,0.0011782043592352409,0.001245144215554439,,
draw,6,P2_minus_P1_brier_improvement,0.0009011339449640221,0.001245144215554439,,
draw,7,P2_minus_P1_brier_improvement,0.0010481008444438167,0.001245144215554439,,
draw,8,P2_minus_P1_brier_improvement,0.00090576596869063053,0.001245144215554439,,
draw,9,P2_minus_P1_brier_improvement,0.00089180810349839823,0.001245144215554439,,
draw,10,P2_minus_P1_brier_improvement,0.00053797066169866681,0.001245144215554439,,
draw,11,P2_minus_P1_brier_improvement,0.0011009302160861767,0.001245144215554439,,
draw,12,P2_minus_P1_brier_improvement,0.0010379906361232261,0.001245144215554439,,
draw,13,P2_minus_P1_brier_improvement,0.0010001552090083687,0.001245144215554439,,
draw,14,P2_minus_P1_brier_improvement,0.0010073147450850028,0.001245144215554439,,
draw,15,P2_minus_P1_brier_improvement,0.00062022713486634129,0.001245144215554439,,
draw,16,P2_minus_P1_brier_improvement,0.00070738713233992057,0.001245144215554439,,
draw,17,P2_minus_P1_brier_improvement,0.001014709050464413,0.001245144215554439,,
draw,18,P2_minus_P1_brier_improvement,0.0010068685083286788,0.001245144215554439,,
draw,19,P2_minus_P1_brier_improvement,0.0012759246045735695,0.001245144215554439,,
draw,20,P2_minus_P1_brier_improvement,0.00063239867883863043,0.001245144215554439,,
draw,21,P2_minus_P1_brier_improvement,0.0010054344574579877,0.001245144215554439,,
draw,22,P2_minus_P1_brier_improvement,0.00081283089826758581,0.001245144215554439,,
draw,23,P2_minus_P1_brier_improvement,0.00099941328590641421,0.001245144215554439,,
draw,24,P2_minus_P1_brier_improvement,0.00078933915330184345,0.001245144215554439,,
draw,25,P2_minus_P1_brier_improvement,0.00076059063286659789,0.001245144215554439,,
draw,26,P2_minus_P1_brier_improvement,0.001183229011045478,0.001245144215554439,,
draw,27,P2_minus_P1_brier_improvement,0.00072043342210581507,0.001245144215554439,,
draw,28,P2_minus_P1_brier_improvement,0.0010617857727338309,0.001245144215554439,,
draw,29,P2_minus_P1_brier_improvement,0.0013101625847198317,0.001245144215554439,,
draw,30,P2_minus_P1_brier_improvement,0.00089896580602280562,0.001245144215554439,,
draw,31,P2_minus_P1_brier_improvement,0.00082016517495780983,0.001245144215554439,,
draw,32,P2_minus_P1_brier_improvement,0.00054981429937248083,0.001245144215554439,,
draw,33,P2_minus_P1_brier_improvement,0.00078622036567968512,0.001245144215554439,,
draw,34,P2_minus_P1_brier_improvement,0.0012337104989506575,0.001245144215554439,,
draw,35,P2_minus_P1_brier_improvement,0.0013596103502977186,0.001245144215554439,,
draw,36,P2_minus_P1_brier_improvement,0.00086008194146305894,0.001245144215554439,,
draw,37,P2_minus_P1_brier_improvement,0.0008683953400644151,0.001245144215554439,,
draw,38,P2_minus_P1_brier_improvement,0.00055194898056393216,0.001245144215554439,,
draw,39,P2_minus_P1_brier_improvement,0.0012964425886105579,0.001245144215554439,,
draw,40,P2_minus_P1_brier_improvement,0.0011058377707626188,0.001245144215554439,,
draw,41,P2_minus_P1_brier_improvement,0.0010490461122768802,0.001245144215554439,,
draw,42,P2_minus_P1_brier_improvement,0.0012609852490212958,0.001245144215554439,,
draw,43,P2_minus_P1_brier_improvement,0.0013600075013398549,0.001245144215554439,,
draw,44,P2_minus_P1_brier_improvement,0.0011864483913011092,0.001245144215554439,,
draw,45,P2_minus_P1_brier_improvement,0.0011682594723893547,0.001245144215554439,,
draw,46,P2_minus_P1_brier_improvement,0.00092638650877160944,0.001245144215554439,,
draw,47,P2_minus_P1_brier_improvement,0.00085777541512871425,0.001245144215554439,,
draw,48,P2_minus_P1_brier_improvement,0.0011654672740655514,0.001245144215554439,,
draw,49,P2_minus_P1_brier_improvement,0.0010774906595430178,0.001245144215554439,,
draw,0,P2_minus_P1_log_loss_improvement,0.0027560375425829675,0.0058384321569830422,,
draw,1,P2_minus_P1_log_loss_improvement,0.0038038199822290064,0.0058384321569830422,,
draw,2,P2_minus_P1_log_loss_improvement,0.0021968634356432371,0.0058384321569830422,,
draw,3,P2_minus_P1_log_loss_improvement,0.0027455731992145904,0.0058384321569830422,,
draw,4,P2_minus_P1_log_loss_improvement,0.0031271583253881796,0.0058384321569830422,,
draw,5,P2_minus_P1_log_loss_improvement,0.0035096608164156273,0.0058384321569830422,,
draw,6,P2_minus_P1_log_loss_improvement,0.0030173573064261605,0.0058384321569830422,,
draw,7,P2_minus_P1_log_loss_improvement,0.0032060555979211425,0.0058384321569830422,,
draw,8,P2_minus_P1_log_loss_improvement,0.0028569123264237106,0.0058384321569830422,,
draw,9,P2_minus_P1_log_loss_improvement,0.0025643824225264344,0.0058384321569830422,,
draw,10,P2_minus_P1_log_loss_improvement,0.0018303434921386752,0.0058384321569830422,,
draw,11,P2_minus_P1_log_loss_improvement,0.0033545379783784246,0.0058384321569830422,,
draw,12,P2_minus_P1_log_loss_improvement,0.0033202244445730278,0.0058384321569830422,,
draw,13,P2_minus_P1_log_loss_improvement,0.0030325628524521253,0.0058384321569830422,,
draw,14,P2_minus_P1_log_loss_improvement,0.0031315320912454481,0.0058384321569830422,,
draw,15,P2_minus_P1_log_loss_improvement,0.002041274802630666,0.0058384321569830422,,
draw,16,P2_minus_P1_log_loss_improvement,0.0021917368991781205,0.0058384321569830422,,
draw,17,P2_minus_P1_log_loss_improvement,0.0031113505697922816,0.0058384321569830422,,
draw,18,P2_minus_P1_log_loss_improvement,0.0029945127380246461,0.0058384321569830422,,
draw,19,P2_minus_P1_log_loss_improvement,0.003818822598187499,0.0058384321569830422,,
draw,20,P2_minus_P1_log_loss_improvement,0.002211841233919265,0.0058384321569830422,,
draw,21,P2_minus_P1_log_loss_improvement,0.0030709866884833237,0.0058384321569830422,,
draw,22,P2_minus_P1_log_loss_improvement,0.0025069521381799187,0.0058384321569830422,,
draw,23,P2_minus_P1_log_loss_improvement,0.0031022585920807977,0.0058384321569830422,,
draw,24,P2_minus_P1_log_loss_improvement,0.002540123454004839,0.0058384321569830422,,
draw,25,P2_minus_P1_log_loss_improvement,0.0024461523799190199,0.0058384321569830422,,
draw,26,P2_minus_P1_log_loss_improvement,0.0034488773695086072,0.0058384321569830422,,
draw,27,P2_minus_P1_log_loss_improvement,0.0023108834184808469,0.0058384321569830422,,
draw,28,P2_minus_P1_log_loss_improvement,0.0033022861137843029,0.0058384321569830422,,
draw,29,P2_minus_P1_log_loss_improvement,0.0039037567853097421,0.0058384321569830422,,
draw,30,P2_minus_P1_log_loss_improvement,0.0030836211381404244,0.0058384321569830422,,
draw,31,P2_minus_P1_log_loss_improvement,0.0024790081590948532,0.0058384321569830422,,
draw,32,P2_minus_P1_log_loss_improvement,0.0019667797650263497,0.0058384321569830422,,
draw,33,P2_minus_P1_log_loss_improvement,0.0026480520044371847,0.0058384321569830422,,
draw,34,P2_minus_P1_log_loss_improvement,0.0035070250208759646,0.0058384321569830422,,
draw,35,P2_minus_P1_log_loss_improvement,0.0039564957571842641,0.0058384321569830422,,
draw,36,P2_minus_P1_log_loss_improvement,0.0027842604852619801,0.0058384321569830422,,
draw,37,P2_minus_P1_log_loss_improvement,0.002985522682135755,0.0058384321569830422,,
draw,38,P2_minus_P1_log_loss_improvement,0.0018852259026105878,0.0058384321569830422,,
draw,39,P2_minus_P1_log_loss_improvement,0.0038531748548976674,0.0058384321569830422,,
draw,40,P2_minus_P1_log_loss_improvement,0.0034871012212145946,0.0058384321569830422,,
draw,41,P2_minus_P1_log_loss_improvement,0.0033157567520623599,0.0058384321569830422,,
draw,42,P2_minus_P1_log_loss_improvement,0.0037792052091621953,0.0058384321569830422,,
draw,43,P2_minus_P1_log_loss_improvement,0.0041962645105986796,0.0058384321569830422,,
draw,44,P2_minus_P1_log_loss_improvement,0.0035660888931354218,0.0058384321569830422,,
draw,45,P2_minus_P1_log_loss_improvement,0.0035166314351436356,0.0058384321569830422,,
draw,46,P2_minus_P1_log_loss_improvement,0.0029025949618600722,0.0058384321569830422,,
draw,47,P2_minus_P1_log_loss_improvement,0.0028053444902461089,0.0058384321569830422,,
draw,48,P2_minus_P1_log_loss_improvement,0.0034010718582197508,0.0058384321569830422,,
draw,49,P2_minus_P1_log_loss_improvement,0.0032892533710722205,0.0058384321569830422,,
draw,0,P3_minus_P2_brier_improvement,-0.00018668951207062578,-0.00038516517470746359,,
draw,1,P3_minus_P2_brier_improvement,-0.00023469474923554223,-0.00038516517470746359,,
draw,2,P3_minus_P2_brier_improvement,-6.8498238004477408e-06,-0.00038516517470746359,,
draw,3,P3_minus_P2_brier_improvement,-8.5136068304236812e-05,-0.00038516517470746359,,
draw,4,P3_minus_P2_brier_improvement,-0.00012576905900421598,-0.00038516517470746359,,
draw,5,P3_minus_P2_brier_improvement,0.00016115930777987897,-0.00038516517470746359,,
draw,6,P3_minus_P2_brier_improvement,-0.00011668740449086168,-0.00038516517470746359,,
draw,7,P3_minus_P2_brier_improvement,-3.4225875118754079e-06,-0.00038516517470746359,,
draw,8,P3_minus_P2_brier_improvement,-0.00014230043292903782,-0.00038516517470746359,,
draw,9,P3_minus_P2_brier_improvement,-0.00012035891263981191,-0.00038516517470746359,,
draw,10,P3_minus_P2_brier_improvement,-0.00021240312655726457,-0.00038516517470746359,,
draw,11,P3_minus_P2_brier_improvement,-0.00015327869303660702,-0.00038516517470746359,,
draw,12,P3_minus_P2_brier_improvement,-5.8418551819594544e-05,-0.00038516517470746359,,
draw,13,P3_minus_P2_brier_improvement,-3.8098516148638017e-05,-0.00038516517470746359,,
draw,14,P3_minus_P2_brier_improvement,-0.00015860641000808862,-0.00038516517470746359,,
draw,15,P3_minus_P2_brier_improvement,-7.5191240705763107e-05,-0.00038516517470746359,,
draw,16,P3_minus_P2_brier_improvement,-0.00018919641176012858,-0.00038516517470746359,,
draw,17,P3_minus_P2_brier_improvement,-0.00016209167996034113,-0.00038516517470746359,,
draw,18,P3_minus_P2_brier_improvement,0.00016175396208889525,-0.00038516517470746359,,
draw,19,P3_minus_P2_brier_improvement,-5.178280330409013e-05,-0.00038516517470746359,,
draw,20,P3_minus_P2_brier_improvement,6.4278105970039245e-05,-0.00038516517470746359,,
draw,21,P3_minus_P2_brier_improvement,-0.00012957937372590211,-0.00038516517470746359,,
draw,22,P3_minus_P2_brier_improvement,-0.000124415393482874,-0.00038516517470746359,,
draw,23,P3_minus_P2_brier_improvement,2.1806438178062493e-05,-0.00038516517470746359,,
draw,24,P3_minus_P2_brier_improvement,1.7741313080160692e-05,-0.00038516517470746359,,
draw,25,P3_minus_P2_brier_improvement,-0.00017889048038138844,-0.00038516517470746359,,
draw,26,P3_minus_P2_brier_improvement,1.773750067315949e-05,-0.00038516517470746359,,
draw,27,P3_minus_P2_brier_improvement,-0.00016832583166770387,-0.00038516517470746359,,
draw,28,P3_minus_P2_brier_improvement,-7.3842154161340989e-05,-0.00038516517470746359,,
draw,29,P3_minus_P2_brier_improvement,3.1728037141187659e-05,-0.00038516517470746359,,
draw,30,P3_minus_P2_brier_improvement,-1.5624005265835184e-05,-0.00038516517470746359,,
draw,31,P3_minus_P2_brier_improvement,-3.2165166138076184e-06,-0.00038516517470746359,,
draw,32,P3_minus_P2_brier_improvement,-2.4509446178683225e-05,-0.00038516517470746359,,
draw,33,P3_minus_P2_brier_improvement,2.7280992545564153e-05,-0.00038516517470746359,,
draw,34,P3_minus_P2_brier_improvement,0.00011921796165509368,-0.00038516517470746359,,
draw,35,P3_minus_P2_brier_improvement,-0.00011770888713405481,-0.00038516517470746359,,
draw,36,P3_minus_P2_brier_improvement,0.00011965272009811789,-0.00038516517470746359,,
draw,37,P3_minus_P2_brier_improvement,-0.00019457689046920024,-0.00038516517470746359,,
draw,38,P3_minus_P2_brier_improvement,2.2502377522382044e-05,-0.00038516517470746359,,
draw,39,P3_minus_P2_brier_improvement,-0.0001389142337687721,-0.00038516517470746359,,
draw,40,P3_minus_P2_brier_improvement,-3.767260515161186e-05,-0.00038516517470746359,,
draw,41,P3_minus_P2_brier_improvement,-1.8342901747292473e-05,-0.00038516517470746359,,
draw,42,P3_minus_P2_brier_improvement,-2.622004304186909e-05,-0.00038516517470746359,,
draw,43,P3_minus_P2_brier_improvement,-0.00030771037140939206,-0.00038516517470746359,,
draw,44,P3_minus_P2_brier_improvement,1.9580074125641334e-05,-0.00038516517470746359,,
draw,45,P3_minus_P2_brier_improvement,0.00011026653035381417,-0.00038516517470746359,,
draw,46,P3_minus_P2_brier_improvement,-6.3866088086506068e-05,-0.00038516517470746359,,
draw,47,P3_minus_P2_brier_improvement,6.042008947992894e-06,-0.00038516517470746359,,
draw,48,P3_minus_P2_brier_improvement,-7.8769365929487467e-05,-0.00038516517470746359,,
draw,49,P3_minus_P2_brier_improvement,5.226546554243372e-05,-0.00038516517470746359,,
draw,0,behavioural_system_minus_predecessor_delayed_return_after_20bps,-17.986676011370225,-25.380983515043376,,
draw,1,behavioural_system_minus_predecessor_delayed_return_after_20bps,13.564436811417043,-25.380983515043376,,
draw,2,behavioural_system_minus_predecessor_delayed_return_after_20bps,-15.909124255239789,-25.380983515043376,,
draw,3,behavioural_system_minus_predecessor_delayed_return_after_20bps,6.3336338813145012,-25.380983515043376,,
draw,4,behavioural_system_minus_predecessor_delayed_return_after_20bps,-22.781098136197418,-25.380983515043376,,
draw,5,behavioural_system_minus_predecessor_delayed_return_after_20bps,-5.1560472826160195,-25.380983515043376,,
draw,6,behavioural_system_minus_predecessor_delayed_return_after_20bps,11.803670054144598,-25.380983515043376,,
draw,7,behavioural_system_minus_predecessor_delayed_return_after_20bps,-33.475524378303582,-25.380983515043376,,
draw,8,behavioural_system_minus_predecessor_delayed_return_after_20bps,7.1758709154135154,-25.380983515043376,,
