scope_type,scope_value,target,model,bin,lower_bound,upper_bound,row_count,mean_probability,observed_rate
month,2025-01,large_remaining_move,P3,4,0.29999999999999999,0.40000000000000002,149,0.34517437637136988,0.30201342281879195
month,2025-01,large_remaining_move,P3,5,0.40000000000000002,0.5,75,0.4385208392323719,0.40000000000000002
month,2025-01,large_remaining_move,P3,6,0.5,0.59999999999999998,47,0.54068873822079155,0.51063829787234039
month,2025-01,large_remaining_move,P3,7,0.59999999999999998,0.69999999999999996,25,0.65836007373374028,0.64000000000000001
month,2025-01,large_remaining_move,P3,8,0.69999999999999996,0.80000000000000004,13,0.76237714567647419,0.69230769230769229
month,2025-01,large_remaining_move,P3,9,0.80000000000000004,0.90000000000000002,7,0.85228141640864508,0.5714285714285714
month,2025-01,large_remaining_move,P3,10,0.90000000000000002,1,0,,
month,2025-01,up_given_large_move,D0,1,0,0.10000000000000001,0,,
month,2025-01,up_given_large_move,D0,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-01,up_given_large_move,D0,3,0.20000000000000001,0.29999999999999999,0,,
month,2025-01,up_given_large_move,D0,4,0.29999999999999999,0.40000000000000002,0,,
month,2025-01,up_given_large_move,D0,5,0.40000000000000002,0.5,0,,
month,2025-01,up_given_large_move,D0,6,0.5,0.59999999999999998,208,0.55235829835551986,0.47115384615384615
month,2025-01,up_given_large_move,D0,7,0.59999999999999998,0.69999999999999996,0,,
month,2025-01,up_given_large_move,D0,8,0.69999999999999996,0.80000000000000004,0,,
month,2025-01,up_given_large_move,D0,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-01,up_given_large_move,D0,10,0.90000000000000002,1,0,,
month,2025-01,up_given_large_move,D1,1,0,0.10000000000000001,0,,
month,2025-01,up_given_large_move,D1,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-01,up_given_large_move,D1,3,0.20000000000000001,0.29999999999999999,1,0.25642896376448182,0
month,2025-01,up_given_large_move,D1,4,0.29999999999999999,0.40000000000000002,8,0.3766174326104112,0.25
month,2025-01,up_given_large_move,D1,5,0.40000000000000002,0.5,47,0.47118699999591396,0.51063829787234039
month,2025-01,up_given_large_move,D1,6,0.5,0.59999999999999998,98,0.55064996423031698,0.44897959183673469
month,2025-01,up_given_large_move,D1,7,0.59999999999999998,0.69999999999999996,49,0.63866504339424512,0.51020408163265307
month,2025-01,up_given_large_move,D1,8,0.69999999999999996,0.80000000000000004,5,0.74194063459555903,0.59999999999999998
month,2025-01,up_given_large_move,D1,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-01,up_given_large_move,D1,10,0.90000000000000002,1,0,,
month,2025-01,up_given_large_move,D2,1,0,0.10000000000000001,0,,
month,2025-01,up_given_large_move,D2,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-01,up_given_large_move,D2,3,0.20000000000000001,0.29999999999999999,3,0.2663446423871651,0
month,2025-01,up_given_large_move,D2,4,0.29999999999999999,0.40000000000000002,9,0.36863684284175807,0.33333333333333331
month,2025-01,up_given_large_move,D2,5,0.40000000000000002,0.5,59,0.45752661465224892,0.44067796610169491
month,2025-01,up_given_large_move,D2,6,0.5,0.59999999999999998,82,0.54575114482343745,0.48780487804878048
month,2025-01,up_given_large_move,D2,7,0.59999999999999998,0.69999999999999996,40,0.63835730190976825,0.52500000000000002
month,2025-01,up_given_large_move,D2,8,0.69999999999999996,0.80000000000000004,12,0.74275481668539955,0.5
month,2025-01,up_given_large_move,D2,9,0.80000000000000004,0.90000000000000002,3,0.84723502777937887,0.66666666666666663
month,2025-01,up_given_large_move,D2,10,0.90000000000000002,1,0,,
month,2025-01,up_given_large_move,D3,1,0,0.10000000000000001,0,,
month,2025-01,up_given_large_move,D3,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-01,up_given_large_move,D3,3,0.20000000000000001,0.29999999999999999,1,0.26888471831321481,0
month,2025-01,up_given_large_move,D3,4,0.29999999999999999,0.40000000000000002,6,0.35371279323927191,0.33333333333333331
month,2025-01,up_given_large_move,D3,5,0.40000000000000002,0.5,65,0.45858201507535246,0.47692307692307695
month,2025-01,up_given_large_move,D3,6,0.5,0.59999999999999998,82,0.54445080953601854,0.43902439024390244
month,2025-01,up_given_large_move,D3,7,0.59999999999999998,0.69999999999999996,38,0.63354372377026869,0.52631578947368418
month,2025-01,up_given_large_move,D3,8,0.69999999999999996,0.80000000000000004,13,0.74396507705350068,0.61538461538461542
month,2025-01,up_given_large_move,D3,9,0.80000000000000004,0.90000000000000002,3,0.85417373826042553,0.33333333333333331
month,2025-01,up_given_large_move,D3,10,0.90000000000000002,1,0,,
month,2025-02,large_remaining_move,P0,1,0,0.10000000000000001,0,,
month,2025-02,large_remaining_move,P0,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-02,large_remaining_move,P0,3,0.20000000000000001,0.29999999999999999,760,0.25080219577932439,0.22631578947368422
month,2025-02,large_remaining_move,P0,4,0.29999999999999999,0.40000000000000002,0,,
month,2025-02,large_remaining_move,P0,5,0.40000000000000002,0.5,0,,
month,2025-02,large_remaining_move,P0,6,0.5,0.59999999999999998,0,,
month,2025-02,large_remaining_move,P0,7,0.59999999999999998,0.69999999999999996,0,,
month,2025-02,large_remaining_move,P0,8,0.69999999999999996,0.80000000000000004,0,,
month,2025-02,large_remaining_move,P0,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-02,large_remaining_move,P0,10,0.90000000000000002,1,0,,
month,2025-02,large_remaining_move,P1,1,0,0.10000000000000001,0,,
month,2025-02,large_remaining_move,P1,2,0.10000000000000001,0.20000000000000001,205,0.17203473278784262,0.13658536585365855
month,2025-02,large_remaining_move,P1,3,0.20000000000000001,0.29999999999999999,288,0.24223007915479242,0.23958333333333334
month,2025-02,large_remaining_move,P1,4,0.29999999999999999,0.40000000000000002,145,0.34169481329689294,0.23448275862068965
month,2025-02,large_remaining_move,P1,5,0.40000000000000002,0.5,65,0.44341966133394073,0.27692307692307694
month,2025-02,large_remaining_move,P1,6,0.5,0.59999999999999998,37,0.54522278288401449,0.43243243243243246
month,2025-02,large_remaining_move,P1,7,0.59999999999999998,0.69999999999999996,12,0.64006590949808806,0.33333333333333331
month,2025-02,large_remaining_move,P1,8,0.69999999999999996,0.80000000000000004,8,0.750441499368938,0.375
month,2025-02,large_remaining_move,P1,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-02,large_remaining_move,P1,10,0.90000000000000002,1,0,,
month,2025-02,large_remaining_move,P2,1,0,0.10000000000000001,19,0.087086921909939094,0.26315789473684209
month,2025-02,large_remaining_move,P2,2,0.10000000000000001,0.20000000000000001,209,0.15679392271730444,0.15789473684210525
month,2025-02,large_remaining_move,P2,3,0.20000000000000001,0.29999999999999999,254,0.24712662778597339,0.20866141732283464
month,2025-02,large_remaining_move,P2,4,0.29999999999999999,0.40000000000000002,152,0.34633129957319148,0.25657894736842107
month,2025-02,large_remaining_move,P2,5,0.40000000000000002,0.5,74,0.43836853621087346,0.27027027027027029
month,2025-02,large_remaining_move,P2,6,0.5,0.59999999999999998,36,0.53587683552564847,0.5
month,2025-02,large_remaining_move,P2,7,0.59999999999999998,0.69999999999999996,11,0.64143309153330985,0.36363636363636365
month,2025-02,large_remaining_move,P2,8,0.69999999999999996,0.80000000000000004,5,0.7412323145484907,0
month,2025-02,large_remaining_move,P2,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-02,large_remaining_move,P2,10,0.90000000000000002,1,0,,
month,2025-02,large_remaining_move,P3,1,0,0.10000000000000001,17,0.085550055872817957,0.29411764705882354
month,2025-02,large_remaining_move,P3,2,0.10000000000000001,0.20000000000000001,213,0.15615523807782156,0.15962441314553991
month,2025-02,large_remaining_move,P3,3,0.20000000000000001,0.29999999999999999,252,0.24751651769409425,0.21428571428571427
month,2025-02,large_remaining_move,P3,4,0.29999999999999999,0.40000000000000002,146,0.34699457095771979,0.25342465753424659
month,2025-02,large_remaining_move,P3,5,0.40000000000000002,0.5,78,0.44232375106297384,0.25641025641025639
month,2025-02,large_remaining_move,P3,6,0.5,0.59999999999999998,41,0.54481721306837716,0.41463414634146339
month,2025-02,large_remaining_move,P3,7,0.59999999999999998,0.69999999999999996,9,0.65989645981479361,0.55555555555555558
month,2025-02,large_remaining_move,P3,8,0.69999999999999996,0.80000000000000004,4,0.71491557439768583,0
month,2025-02,large_remaining_move,P3,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-02,large_remaining_move,P3,10,0.90000000000000002,1,0,,
month,2025-02,up_given_large_move,D0,1,0,0.10000000000000001,0,,
month,2025-02,up_given_large_move,D0,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-02,up_given_large_move,D0,3,0.20000000000000001,0.29999999999999999,0,,
month,2025-02,up_given_large_move,D0,4,0.29999999999999999,0.40000000000000002,0,,
month,2025-02,up_given_large_move,D0,5,0.40000000000000002,0.5,0,,
month,2025-02,up_given_large_move,D0,6,0.5,0.59999999999999998,172,0.55221396797964606,0.56395348837209303
month,2025-02,up_given_large_move,D0,7,0.59999999999999998,0.69999999999999996,0,,
month,2025-02,up_given_large_move,D0,8,0.69999999999999996,0.80000000000000004,0,,
month,2025-02,up_given_large_move,D0,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-02,up_given_large_move,D0,10,0.90000000000000002,1,0,,
month,2025-02,up_given_large_move,D1,1,0,0.10000000000000001,0,,
month,2025-02,up_given_large_move,D1,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-02,up_given_large_move,D1,3,0.20000000000000001,0.29999999999999999,0,,
month,2025-02,up_given_large_move,D1,4,0.29999999999999999,0.40000000000000002,0,,
month,2025-02,up_given_large_move,D1,5,0.40000000000000002,0.5,35,0.46858793015339517,0.48571428571428571
month,2025-02,up_given_large_move,D1,6,0.5,0.59999999999999998,93,0.54858697893886887,0.60215053763440862
month,2025-02,up_given_large_move,D1,7,0.59999999999999998,0.69999999999999996,40,0.63734118240895499,0.5
month,2025-02,up_given_large_move,D1,8,0.69999999999999996,0.80000000000000004,4,0.74377090787701483,1
month,2025-02,up_given_large_move,D1,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-02,up_given_large_move,D1,10,0.90000000000000002,1,0,,
month,2025-02,up_given_large_move,D2,1,0,0.10000000000000001,0,,
month,2025-02,up_given_large_move,D2,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-02,up_given_large_move,D2,3,0.20000000000000001,0.29999999999999999,0,,
month,2025-02,up_given_large_move,D2,4,0.29999999999999999,0.40000000000000002,2,0.36066380968176576,0.5
month,2025-02,up_given_large_move,D2,5,0.40000000000000002,0.5,39,0.46658166120991706,0.5641025641025641
month,2025-02,up_given_large_move,D2,6,0.5,0.59999999999999998,85,0.54824356626636972,0.54117647058823526
month,2025-02,up_given_large_move,D2,7,0.59999999999999998,0.69999999999999996,40,0.63853211397135068,0.57499999999999996
month,2025-02,up_given_large_move,D2,8,0.69999999999999996,0.80000000000000004,5,0.73846446461650306,0.80000000000000004
month,2025-02,up_given_large_move,D2,9,0.80000000000000004,0.90000000000000002,1,0.83848034230316826,1
month,2025-02,up_given_large_move,D2,10,0.90000000000000002,1,0,,
month,2025-02,up_given_large_move,D3,1,0,0.10000000000000001,0,,
month,2025-02,up_given_large_move,D3,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-02,up_given_large_move,D3,3,0.20000000000000001,0.29999999999999999,0,,
month,2025-02,up_given_large_move,D3,4,0.29999999999999999,0.40000000000000002,2,0.38801607504000291,0.5
month,2025-02,up_given_large_move,D3,5,0.40000000000000002,0.5,41,0.46212888616102488,0.56097560975609762
month,2025-02,up_given_large_move,D3,6,0.5,0.59999999999999998,85,0.55019047331485449,0.52941176470588236
month,2025-02,up_given_large_move,D3,7,0.59999999999999998,0.69999999999999996,36,0.63251547139653153,0.61111111111111116
month,2025-02,up_given_large_move,D3,8,0.69999999999999996,0.80000000000000004,7,0.73009902511480929,0.7142857142857143
month,2025-02,up_given_large_move,D3,9,0.80000000000000004,0.90000000000000002,1,0.84743717248990247,1
month,2025-02,up_given_large_move,D3,10,0.90000000000000002,1,0,,
month,2025-03,large_remaining_move,P0,1,0,0.10000000000000001,0,,
month,2025-03,large_remaining_move,P0,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-03,large_remaining_move,P0,3,0.20000000000000001,0.29999999999999999,838,0.25080219577932439,0.20405727923627684
month,2025-03,large_remaining_move,P0,4,0.29999999999999999,0.40000000000000002,0,,
month,2025-03,large_remaining_move,P0,5,0.40000000000000002,0.5,0,,
month,2025-03,large_remaining_move,P0,6,0.5,0.59999999999999998,0,,
month,2025-03,large_remaining_move,P0,7,0.59999999999999998,0.69999999999999996,0,,
month,2025-03,large_remaining_move,P0,8,0.69999999999999996,0.80000000000000004,0,,
month,2025-03,large_remaining_move,P0,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-03,large_remaining_move,P0,10,0.90000000000000002,1,0,,
month,2025-03,large_remaining_move,P1,1,0,0.10000000000000001,0,,
month,2025-03,large_remaining_move,P1,2,0.10000000000000001,0.20000000000000001,247,0.173689411770381,0.1417004048582996
month,2025-03,large_remaining_move,P1,3,0.20000000000000001,0.29999999999999999,385,0.24359665166257605,0.16883116883116883
month,2025-03,large_remaining_move,P1,4,0.29999999999999999,0.40000000000000002,142,0.34311720782153932,0.28169014084507044
month,2025-03,large_remaining_move,P1,5,0.40000000000000002,0.5,36,0.44693717187733539,0.52777777777777779
month,2025-03,large_remaining_move,P1,6,0.5,0.59999999999999998,12,0.54592578454618368,0.25
month,2025-03,large_remaining_move,P1,7,0.59999999999999998,0.69999999999999996,8,0.64979760410339049,0.625
month,2025-03,large_remaining_move,P1,8,0.69999999999999996,0.80000000000000004,2,0.72957843252906684,0
month,2025-03,large_remaining_move,P1,9,0.80000000000000004,0.90000000000000002,4,0.83894350304452547,1
month,2025-03,large_remaining_move,P1,10,0.90000000000000002,1,2,0.97478955447146076,0
month,2025-03,large_remaining_move,P2,1,0,0.10000000000000001,15,0.090182649851993438,0.20000000000000001
month,2025-03,large_remaining_move,P2,2,0.10000000000000001,0.20000000000000001,268,0.15816562342797161,0.13059701492537312
month,2025-03,large_remaining_move,P2,3,0.20000000000000001,0.29999999999999999,314,0.24735167898546562,0.15923566878980891
month,2025-03,large_remaining_move,P2,4,0.29999999999999999,0.40000000000000002,177,0.33802003547616749,0.30508474576271188
month,2025-03,large_remaining_move,P2,5,0.40000000000000002,0.5,36,0.44636453493292233,0.47222222222222221
month,2025-03,large_remaining_move,P2,6,0.5,0.59999999999999998,13,0.54781570563284976,0.15384615384615385
month,2025-03,large_remaining_move,P2,7,0.59999999999999998,0.69999999999999996,9,0.65047342139397768,0.66666666666666663
month,2025-03,large_remaining_move,P2,8,0.69999999999999996,0.80000000000000004,2,0.72536134673553176,1
month,2025-03,large_remaining_move,P2,9,0.80000000000000004,0.90000000000000002,2,0.84485447299475813,1
month,2025-03,large_remaining_move,P2,10,0.90000000000000002,1,2,0.93589700411748855,0
month,2025-03,large_remaining_move,P3,1,0,0.10000000000000001,9,0.082639615247514453,0
month,2025-03,large_remaining_move,P3,2,0.10000000000000001,0.20000000000000001,280,0.15741692590945588,0.14642857142857144
month,2025-03,large_remaining_move,P3,3,0.20000000000000001,0.29999999999999999,311,0.24700666864336787,0.15434083601286175
month,2025-03,large_remaining_move,P3,4,0.29999999999999999,0.40000000000000002,172,0.34136303089462455,0.30813953488372092
month,2025-03,large_remaining_move,P3,5,0.40000000000000002,0.5,34,0.44553973536011676,0.44117647058823528
month,2025-03,large_remaining_move,P3,6,0.5,0.59999999999999998,19,0.5416453899728767,0.26315789473684209
month,2025-03,large_remaining_move,P3,7,0.59999999999999998,0.69999999999999996,7,0.6484944368674036,0.7142857142857143
month,2025-03,large_remaining_move,P3,8,0.69999999999999996,0.80000000000000004,2,0.71923727284153061,1
month,2025-03,large_remaining_move,P3,9,0.80000000000000004,0.90000000000000002,2,0.82170991356239342,1
month,2025-03,large_remaining_move,P3,10,0.90000000000000002,1,2,0.93032475644377388,0
month,2025-03,up_given_large_move,D0,1,0,0.10000000000000001,0,,
month,2025-03,up_given_large_move,D0,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-03,up_given_large_move,D0,3,0.20000000000000001,0.29999999999999999,0,,
month,2025-03,up_given_large_move,D0,4,0.29999999999999999,0.40000000000000002,0,,
month,2025-03,up_given_large_move,D0,5,0.40000000000000002,0.5,0,,
month,2025-03,up_given_large_move,D0,6,0.5,0.59999999999999998,171,0.55313279198262866,0.53801169590643272
month,2025-03,up_given_large_move,D0,7,0.59999999999999998,0.69999999999999996,0,,
month,2025-03,up_given_large_move,D0,8,0.69999999999999996,0.80000000000000004,0,,
month,2025-03,up_given_large_move,D0,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-03,up_given_large_move,D0,10,0.90000000000000002,1,0,,
month,2025-03,up_given_large_move,D1,1,0,0.10000000000000001,0,,
month,2025-03,up_given_large_move,D1,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-03,up_given_large_move,D1,3,0.20000000000000001,0.29999999999999999,0,,
month,2025-03,up_given_large_move,D1,4,0.29999999999999999,0.40000000000000002,0,,
month,2025-03,up_given_large_move,D1,5,0.40000000000000002,0.5,34,0.47064938186526001,0.44117647058823528
month,2025-03,up_given_large_move,D1,6,0.5,0.59999999999999998,95,0.55449505167479662,0.55789473684210522
month,2025-03,up_given_large_move,D1,7,0.59999999999999998,0.69999999999999996,41,0.63200851852805429,0.56097560975609762
month,2025-03,up_given_large_move,D1,8,0.69999999999999996,0.80000000000000004,1,0.70065370213435985,1
month,2025-03,up_given_large_move,D1,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-03,up_given_large_move,D1,10,0.90000000000000002,1,0,,
month,2025-03,up_given_large_move,D2,1,0,0.10000000000000001,0,,
month,2025-03,up_given_large_move,D2,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-03,up_given_large_move,D2,3,0.20000000000000001,0.29999999999999999,0,,
month,2025-03,up_given_large_move,D2,4,0.29999999999999999,0.40000000000000002,4,0.37663605633180813,0.5
month,2025-03,up_given_large_move,D2,5,0.40000000000000002,0.5,50,0.46446218772646397,0.52000000000000002
month,2025-03,up_given_large_move,D2,6,0.5,0.59999999999999998,70,0.56027959640671099,0.5
month,2025-03,up_given_large_move,D2,7,0.59999999999999998,0.69999999999999996,45,0.63363713387591514,0.64444444444444449
month,2025-03,up_given_large_move,D2,8,0.69999999999999996,0.80000000000000004,2,0.7115280891259288,0
month,2025-03,up_given_large_move,D2,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-03,up_given_large_move,D2,10,0.90000000000000002,1,0,,
month,2025-03,up_given_large_move,D3,1,0,0.10000000000000001,0,,
month,2025-03,up_given_large_move,D3,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-03,up_given_large_move,D3,3,0.20000000000000001,0.29999999999999999,0,,
month,2025-03,up_given_large_move,D3,4,0.29999999999999999,0.40000000000000002,6,0.38074411215233556,0.66666666666666663
month,2025-03,up_given_large_move,D3,5,0.40000000000000002,0.5,45,0.45889696669858981,0.51111111111111107
month,2025-03,up_given_large_move,D3,6,0.5,0.59999999999999998,74,0.55551273425555603,0.5
month,2025-03,up_given_large_move,D3,7,0.59999999999999998,0.69999999999999996,42,0.63122764077630522,0.61904761904761907
month,2025-03,up_given_large_move,D3,8,0.69999999999999996,0.80000000000000004,4,0.72968392209143529,0.5
month,2025-03,up_given_large_move,D3,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-03,up_given_large_move,D3,10,0.90000000000000002,1,0,,
month,2025-04,large_remaining_move,P0,1,0,0.10000000000000001,0,,
month,2025-04,large_remaining_move,P0,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-04,large_remaining_move,P0,3,0.20000000000000001,0.29999999999999999,788,0.25080219577932433,0.20431472081218274
month,2025-04,large_remaining_move,P0,4,0.29999999999999999,0.40000000000000002,0,,
month,2025-04,large_remaining_move,P0,5,0.40000000000000002,0.5,0,,
month,2025-04,large_remaining_move,P0,6,0.5,0.59999999999999998,0,,
month,2025-04,large_remaining_move,P0,7,0.59999999999999998,0.69999999999999996,0,,
month,2025-04,large_remaining_move,P0,8,0.69999999999999996,0.80000000000000004,0,,
month,2025-04,large_remaining_move,P0,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-04,large_remaining_move,P0,10,0.90000000000000002,1,0,,
month,2025-04,large_remaining_move,P1,1,0,0.10000000000000001,0,,
month,2025-04,large_remaining_move,P1,2,0.10000000000000001,0.20000000000000001,211,0.17681685444476136,0.11848341232227488
month,2025-04,large_remaining_move,P1,3,0.20000000000000001,0.29999999999999999,375,0.24373107865908744,0.20266666666666666
month,2025-04,large_remaining_move,P1,4,0.29999999999999999,0.40000000000000002,121,0.33829750670738029,0.24793388429752067
month,2025-04,large_remaining_move,P1,5,0.40000000000000002,0.5,24,0.44108239733522137,0.41666666666666669
month,2025-04,large_remaining_move,P1,6,0.5,0.59999999999999998,28,0.54726340952172736,0.35714285714285715
month,2025-04,large_remaining_move,P1,7,0.59999999999999998,0.69999999999999996,15,0.65295245814827441,0.33333333333333331
month,2025-04,large_remaining_move,P1,8,0.69999999999999996,0.80000000000000004,9,0.7504962115485303,0.33333333333333331
month,2025-04,large_remaining_move,P1,9,0.80000000000000004,0.90000000000000002,4,0.82776098755358163,0.5
month,2025-04,large_remaining_move,P1,10,0.90000000000000002,1,1,0.914042983900475,0
month,2025-04,large_remaining_move,P2,1,0,0.10000000000000001,3,0.084237143334855727,0
month,2025-04,large_remaining_move,P2,2,0.10000000000000001,0.20000000000000001,238,0.1618429121947525,0.13865546218487396
month,2025-04,large_remaining_move,P2,3,0.20000000000000001,0.29999999999999999,343,0.24393290459440475,0.19533527696793002
month,2025-04,large_remaining_move,P2,4,0.29999999999999999,0.40000000000000002,121,0.3391841846893664,0.23140495867768596
month,2025-04,large_remaining_move,P2,5,0.40000000000000002,0.5,44,0.44201065577838877,0.45454545454545453
month,2025-04,large_remaining_move,P2,6,0.5,0.59999999999999998,28,0.54413834771450287,0.35714285714285715
month,2025-04,large_remaining_move,P2,7,0.59999999999999998,0.69999999999999996,9,0.62755605264867464,0.33333333333333331
month,2025-04,large_remaining_move,P2,8,0.69999999999999996,0.80000000000000004,0,,
month,2025-04,large_remaining_move,P2,9,0.80000000000000004,0.90000000000000002,2,0.81091897123622947,0
month,2025-04,large_remaining_move,P2,10,0.90000000000000002,1,0,,
month,2025-04,large_remaining_move,P3,1,0,0.10000000000000001,3,0.087070559417287544,0
month,2025-04,large_remaining_move,P3,2,0.10000000000000001,0.20000000000000001,246,0.16204297568423104,0.13414634146341464
month,2025-04,large_remaining_move,P3,3,0.20000000000000001,0.29999999999999999,333,0.24326308611261668,0.19219219219219219
month,2025-04,large_remaining_move,P3,4,0.29999999999999999,0.40000000000000002,121,0.34170877760817936,0.256198347107438
month,2025-04,large_remaining_move,P3,5,0.40000000000000002,0.5,34,0.44457256710770854,0.44117647058823528
month,2025-04,large_remaining_move,P3,6,0.5,0.59999999999999998,31,0.53780683163630016,0.38709677419354838
month,2025-04,large_remaining_move,P3,7,0.59999999999999998,0.69999999999999996,16,0.63153706253157771,0.3125
month,2025-04,large_remaining_move,P3,8,0.69999999999999996,0.80000000000000004,2,0.72060154583302038,0.5
month,2025-04,large_remaining_move,P3,9,0.80000000000000004,0.90000000000000002,2,0.8494387200141672,0
month,2025-04,large_remaining_move,P3,10,0.90000000000000002,1,0,,
month,2025-04,up_given_large_move,D0,1,0,0.10000000000000001,0,,
month,2025-04,up_given_large_move,D0,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-04,up_given_large_move,D0,3,0.20000000000000001,0.29999999999999999,0,,
month,2025-04,up_given_large_move,D0,4,0.29999999999999999,0.40000000000000002,0,,
month,2025-04,up_given_large_move,D0,5,0.40000000000000002,0.5,0,,
month,2025-04,up_given_large_move,D0,6,0.5,0.59999999999999998,161,0.55195957189449885,0.44099378881987578
month,2025-04,up_given_large_move,D0,7,0.59999999999999998,0.69999999999999996,0,,
month,2025-04,up_given_large_move,D0,8,0.69999999999999996,0.80000000000000004,0,,
month,2025-04,up_given_large_move,D0,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-04,up_given_large_move,D0,10,0.90000000000000002,1,0,,
month,2025-04,up_given_large_move,D1,1,0,0.10000000000000001,0,,
month,2025-04,up_given_large_move,D1,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-04,up_given_large_move,D1,3,0.20000000000000001,0.29999999999999999,1,0.27789125497749656,0
month,2025-04,up_given_large_move,D1,4,0.29999999999999999,0.40000000000000002,6,0.34627214150367686,0.5
month,2025-04,up_given_large_move,D1,5,0.40000000000000002,0.5,30,0.4704529788508644,0.46666666666666667
month,2025-04,up_given_large_move,D1,6,0.5,0.59999999999999998,86,0.54874676921178012,0.41860465116279072
month,2025-04,up_given_large_move,D1,7,0.59999999999999998,0.69999999999999996,32,0.62961759969471087,0.375
month,2025-04,up_given_large_move,D1,8,0.69999999999999996,0.80000000000000004,6,0.72049408185796127,1
month,2025-04,up_given_large_move,D1,9,0.80000000000000004,0.90000000000000002,0,,
month,2025-04,up_given_large_move,D1,10,0.90000000000000002,1,0,,
month,2025-04,up_given_large_move,D2,1,0,0.10000000000000001,0,,
month,2025-04,up_given_large_move,D2,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-04,up_given_large_move,D2,3,0.20000000000000001,0.29999999999999999,2,0.28222620969788287,0.5
month,2025-04,up_given_large_move,D2,4,0.29999999999999999,0.40000000000000002,4,0.34254937133785346,0.5
month,2025-04,up_given_large_move,D2,5,0.40000000000000002,0.5,37,0.45917910341912749,0.45945945945945948
month,2025-04,up_given_large_move,D2,6,0.5,0.59999999999999998,70,0.54872358631855622,0.40000000000000002
month,2025-04,up_given_large_move,D2,7,0.59999999999999998,0.69999999999999996,42,0.63377431262336759,0.45238095238095238
month,2025-04,up_given_large_move,D2,8,0.69999999999999996,0.80000000000000004,5,0.73842468272913231,0.80000000000000004
month,2025-04,up_given_large_move,D2,9,0.80000000000000004,0.90000000000000002,1,0.8032168077843358,0
month,2025-04,up_given_large_move,D2,10,0.90000000000000002,1,0,,
month,2025-04,up_given_large_move,D3,1,0,0.10000000000000001,0,,
month,2025-04,up_given_large_move,D3,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-04,up_given_large_move,D3,3,0.20000000000000001,0.29999999999999999,0,,
month,2025-04,up_given_large_move,D3,4,0.29999999999999999,0.40000000000000002,6,0.347029502565742,0.5
month,2025-04,up_given_large_move,D3,5,0.40000000000000002,0.5,37,0.45661995615544482,0.48648648648648651
month,2025-04,up_given_large_move,D3,6,0.5,0.59999999999999998,77,0.55071289542493251,0.41558441558441561
month,2025-04,up_given_large_move,D3,7,0.59999999999999998,0.69999999999999996,33,0.63632241098077469,0.42424242424242425
month,2025-04,up_given_large_move,D3,8,0.69999999999999996,0.80000000000000004,7,0.71592709088513229,0.5714285714285714
month,2025-04,up_given_large_move,D3,9,0.80000000000000004,0.90000000000000002,1,0.80715533551143259,0
month,2025-04,up_given_large_move,D3,10,0.90000000000000002,1,0,,
month,2025-05,large_remaining_move,P0,1,0,0.10000000000000001,0,,
month,2025-05,large_remaining_move,P0,2,0.10000000000000001,0.20000000000000001,0,,
month,2025-05,large_remaining_move,P0,3,0.20000000000000001,0.29999999999999999,796,0.25080219577932439,0.19849246231155779
month,2025-05,large_remaining_move,P0,4,0.29999999999999999,0.40000000000000002,0,,
month,2025-05,large_remaining_move,P0,5,0.40000000000000002,0.5,0,,
month,2025-05,large_remaining_move,P0,6,0.5,0.59999999999999998,0,,
month,2025-05,large_remaining_move,P0,7,0.59999999999999998,0.69999999999999996,0,,
month,2025-05,large_remaining_move,P0,8,0.69999999999999996,0.80000000000000004,0,,
