symbol,con_id,original_opening_bars,recheck_complete,recheck_opening_bars,available_minutes_utc,checked_at_utc,broker_error
290690,852105237,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:16.583191+00:00,
293580,852100706,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:01:58.781112+00:00,
297570,852101457,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:09.179798+00:00,
299030,683186063,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:12.759276+00:00,
307870,852106730,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:11.563278+00:00,
317530,852102788,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:03.834120+00:00,
321820,852102208,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:01:57.581647+00:00,
330350,852102364,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:16.869914+00:00,
332290,852104440,,False,3,2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:07.424105+00:00,
340810,852100869,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:05.515475+00:00,
344860,852102355,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:04.391471+00:00,
351870,852102275,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:05.776231+00:00,
356680,852103681,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:01.638928+00:00,
356890,852104359,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:01:58.985992+00:00,
360350,852100534,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:03.435036+00:00,
361570,852103512,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:05.979546+00:00,
371950,852105935,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:01:59.709475+00:00,
382900,852104016,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:07.927992+00:00,
383930,852101552,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:05.252488+00:00,
386380,899700747,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:08.163610+00:00,
388050,852102361,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:08.668332+00:00,
389020,852105586,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:07.907508+00:00,
391710,852102919,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:01:56.815490+00:00,
411080,852102388,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:01:55.951021+00:00,
413630,852106260,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:16.882009+00:00,
430690,852103671,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:01:59.331347+00:00,
434480,852106267,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:01:56.378445+00:00,
439960,854489726,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:11.348513+00:00,
441270,852106077,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:00.944163+00:00,
443670,852102060,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:00.242698+00:00,
446540,852106146,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:00.917234+00:00,
452260,839403509,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:13.451829+00:00,
452450,852106151,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:07.664609+00:00,
460850,839403790,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:02.131191+00:00,
462980,852105337,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:06.261300+00:00,
463020,852101276,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:08.673131+00:00,
475040,877284492,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:17.548245+00:00,
475150,839403690,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:14.226337+00:00,
475580,852103759,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:02.867666+00:00,
480370,839404235,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:01:56.631114+00:00,
488280,852104200,,False,3,2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:01:59.488870+00:00,
494120,852103466,,True,5,2026-09-14T00:00:00+00:00;2026-09-14T00:01:00+00:00;2026-09-14T00:02:00+00:00;2026-09-14T00:03:00+00:00;2026-09-14T00:04:00+00:00,2026-09-14T09:02:11.797463+00:00,
