model,group,rows,signals,mae_bps,rmse_bps,spearman,calibration_slope,calibration_intercept_bps,positive_hold_share,negative_exit_share,unknown_share
sequential_route_plus_price_path,pooled,1200,400,147.3471886902208,217.18166800535045,0.05514010207188709,0.21117950952106343,15.800716035447127,0.0,0.0,1.0
sequential_route_plus_price_path,cycle_04|state4,336,112,99.28431216945731,141.92698328060615,-0.0369414758495775,-0.0602242847816042,-3.6869793521300025,0.0,0.0,1.0
sequential_route_plus_price_path,cycle_07|state5,864,288,166.03830733718442,240.1612933539229,0.07436058180017178,0.19801919373053867,23.683167363682433,0.0,0.0,1.0
sequential_route_state_only,pooled,1200,400,147.73328414087246,217.81505657138644,0.022571045559602074,-0.04748545260766203,19.520609769302627,0.0,0.0,1.0
sequential_route_state_only,cycle_04|state4,336,112,98.5151458867263,142.06232760319745,-0.037216542330568196,-0.29017047859096,-2.7628709622342846,0.0,0.0,1.0
sequential_route_state_only,cycle_07|state5,864,288,166.8736712397071,240.92564981080315,0.027804640202783802,-0.09737849607746342,29.539406989765357,0.0,0.0,1.0
