layer,comparison,log_loss_improvement,brier_improvement,auc_improvement,selective_accuracy_improvement,aligned_return_improvement,development_oof_log_loss_improvement,development_oof_brier_improvement,development_oof_auc_improvement,assessment_increment_non_adverse,development_oof_increment_consistent,adds_value
signed_behaviour,D1_minus_D0,0.0009519831984508009,0.0009932813453484846,0.023553907215824066,0.007690899102728466,2.068815961410041e-05,-0.008590230170841484,-0.0028803911042968866,-0.00326961770623746,True,False,False
route_orientation,D2_minus_D1,-0.006109319314759665,-0.0014092840316483612,-0.0018869152189472382,-0.004052149400986638,-0.0007804962120568966,-0.02569216935035301,-0.010829926996459904,-0.02721327967806836,False,False,False
