stock,session,checkpoint,action,return_realised_before_signal,return_signal_to_entry,return_after_entry_10m,return_after_entry_30m,fraction_eventual_10m_move_after_entry,fraction_eventual_30m_move_after_entry,mean_absolute_remaining_fraction_10m,late_direction_problem,signal_timestamp,prospective_entry_timestamp,predicted_side,time_of_maximum_favourable_excursion_10m,time_of_maximum_adverse_excursion_10m,time_of_maximum_favourable_excursion_30m,time_of_maximum_adverse_excursion_30m
APLD,2025-07-17,14,PUT,0.07854591413155063,-0.000682918004596357,0.018498249935393875,0.008163311379605579,0.18928478721847317,0.0934101287735794,,,2025-07-17 14:40:00+00:00,2025-07-17 14:40:00+00:00,-1.0,5.0,10.0,5.0,15.0
APLD,2025-08-11,6,CALL,0.004546187390944018,-0.0006980803563126065,-0.01300310055454123,-0.011589243782649096,0.7126014195296358,0.6884626396613758,,,2025-08-11 14:00:00+00:00,2025-08-11 14:00:00+00:00,1.0,5.0,10.0,20.0,30.0
APLD,2025-08-15,6,CALL,-0.0466444063659797,-0.0018021991470803971,0.01219090122684706,0.010050408003576075,0.20104555550309106,0.17181061731840047,,,2025-08-15 14:00:00+00:00,2025-08-15 14:00:00+00:00,1.0,10.0,5.0,25.0,5.0
APLD,2025-08-20,6,PUT,-0.0445332557169065,-0.0002707065627881011,-0.0014662402604604693,-0.002858098571168485,0.03168865014558796,0.05996590412050403,,,2025-08-20 14:00:00+00:00,2025-08-20 14:00:00+00:00,-1.0,10.0,5.0,20.0,5.0
APLD,2025-08-22,8,CALL,0.053281339580653814,-0.00029913082843160217,-0.008278508364140255,-0.010744539282977266,0.13382872669930707,0.1670351755003789,,,2025-08-22 14:10:00+00:00,2025-08-22 14:10:00+00:00,1.0,10.0,10.0,10.0,15.0
ASTS,2025-01-31,6,CALL,0.08944208773081676,8.09262049792687e-05,-0.002858553705888436,0.035058509797651106,0.030942901044673312,0.2814101862541174,,,2025-01-31 15:00:00+00:00,2025-01-31 15:00:00+00:00,1.0,5.0,5.0,30.0,5.0
ASTS,2025-02-03,6,CALL,0.09370149922019157,-0.0031670781553174918,-0.011673284304724621,0.021995200421706242,0.1075463800235372,0.18504544302159592,,,2025-02-03 15:00:00+00:00,2025-02-03 15:00:00+00:00,1.0,5.0,5.0,30.0,15.0
ASTS,2025-02-07,6,CALL,0.026834093900635892,-0.0015793633739867728,-0.027432893509437242,-0.03537424031512665,0.491220878791374,0.554562112315703,,,2025-02-07 15:00:00+00:00,2025-02-07 15:00:00+00:00,1.0,5.0,10.0,5.0,20.0
ASTS,2025-02-18,6,CALL,-0.003794319175532434,0.000625758370859079,-0.006751382519508482,-0.03070414595517157,0.6043420000324351,0.8741587114034048,,,2025-02-18 15:00:00+00:00,2025-02-18 15:00:00+00:00,1.0,5.0,5.0,5.0,15.0
ASTS,2025-02-26,6,CALL,0.07009126487522314,0.0,0.010733555992230843,-0.034939472043972575,0.132800244739583,0.3326594963420364,,,2025-02-26 15:00:00+00:00,2025-02-26 15:00:00+00:00,1.0,10.0,5.0,15.0,30.0
ASTS,2025-03-04,6,CALL,0.11068883569730037,-0.0018271154695075219,-0.0015703618536152134,-0.0025636344383063218,0.013764682300970634,0.02227705656764541,,,2025-03-04 15:00:00+00:00,2025-03-04 15:00:00+00:00,1.0,5.0,5.0,5.0,20.0
ASTS,2025-05-13,6,CALL,0.041262924739702306,0.00037112637278808024,-0.02363523211104326,-0.036656324603700455,0.36211876312625546,0.46820984403731436,,,2025-05-13 14:00:00+00:00,2025-05-13 14:00:00+00:00,1.0,5.0,10.0,5.0,30.0
ASTS,2025-06-09,22,PUT,0.09755702804721117,0.0,0.007834483383067149,0.02264337939907623,0.07433694874230973,0.18838022166600907,,,2025-06-09 15:20:00+00:00,2025-06-09 15:20:00+00:00,-1.0,5.0,5.0,5.0,30.0
ASTS,2025-07-11,6,CALL,0.03064637416637067,0.0,0.005331524465835312,0.018994337037645533,0.14818887896534189,0.38263627931480537,,,2025-07-11 14:00:00+00:00,2025-07-11 14:00:00+00:00,1.0,10.0,5.0,20.0,5.0
ASTS,2025-07-17,6,PUT,0.06961328310698871,0.0006199902661732582,-0.004792784493617597,-0.017146392720737962,0.06388159833917878,0.19622863633184529,,,2025-07-17 14:00:00+00:00,2025-07-17 14:00:00+00:00,-1.0,10.0,5.0,30.0,5.0
ASTS,2025-07-23,6,CALL,0.026434755475477342,-0.00016775167824561313,-0.013429856816824664,-0.02712868416818377,0.3354749878549566,0.5048963832879534,,,2025-07-23 14:00:00+00:00,2025-07-23 14:00:00+00:00,1.0,5.0,10.0,5.0,30.0
CIFR,2025-02-06,6,PUT,0.01700721553975611,0.0016850889989979167,0.008382111807882201,0.005021043470906772,0.30959529101441213,0.21173912131096811,,,2025-02-06 15:00:00+00:00,2025-02-06 15:00:00+00:00,-1.0,5.0,10.0,5.0,20.0
CIFR,2025-02-06,14,PUT,0.015505413610234805,-0.0018596598992931233,0.005063385702939836,0.005063385702939836,0.22575717997271738,0.22575717997271738,,,2025-02-06 15:40:00+00:00,2025-02-06 15:40:00+00:00,-1.0,10.0,5.0,10.0,30.0
CIFR,2025-02-07,14,PUT,0.017011348582659614,0.0024067404167249134,-0.0008014429929133614,-0.021871914562245087,0.03963706940490267,0.5297145235068577,,,2025-02-07 15:40:00+00:00,2025-02-07 15:40:00+00:00,-1.0,10.0,5.0,30.0,15.0
CIFR,2025-05-09,14,PUT,-0.004850131553052219,0.0,0.01288262583101361,0.01288262583101361,0.7264874577593661,0.7264874577593661,,,2025-05-09 14:40:00+00:00,2025-05-09 14:40:00+00:00,-1.0,5.0,10.0,20.0,10.0
CIFR,2025-05-12,6,PUT,0.02331107886844693,0.0,0.019772206063000047,-0.018730391286813336,0.4589298632743784,0.44552179592296615,,,2025-05-12 14:00:00+00:00,2025-05-12 14:00:00+00:00,-1.0,5.0,10.0,30.0,10.0
CIFR,2025-05-13,6,CALL,0.02070719542660675,0.0006022899552798001,-0.013646612636317373,-0.018237593093429576,0.39039290452872316,0.4611615774554075,,,2025-05-13 14:00:00+00:00,2025-05-13 14:00:00+00:00,1.0,5.0,10.0,5.0,30.0
HIMS,2025-01-22,6,CALL,-0.006763453256759826,-0.00032515038491626007,-0.006116227017436094,-0.01467352722516152,0.4631810263477711,0.6742688625001281,,,2025-01-22 15:00:00+00:00,2025-01-22 15:00:00+00:00,1.0,5.0,10.0,5.0,30.0
HIMS,2025-02-14,14,PUT,0.055364686779438,0.0009973791069868123,-0.002917669584165911,-0.00015747696577563298,0.04921866740807905,0.002786239198491713,,,2025-02-14 15:40:00+00:00,2025-02-14 15:40:00+00:00,-1.0,10.0,10.0,15.0,10.0
HIMS,2025-03-26,6,CALL,-0.0704497043693612,-0.00011355373790894184,0.016451973749904925,-0.0013160675539711031,0.18907004439072048,0.01830940318184917,,,2025-03-26 14:00:00+00:00,2025-03-26 14:00:00+00:00,1.0,10.0,5.0,10.0,25.0
HIMS,2025-04-15,6,CALL,0.02632646026808431,0.0,0.016912549225584175,-0.018634114375962896,0.39114099568031707,0.41445454208468524,,,2025-04-15 14:00:00+00:00,2025-04-15 14:00:00+00:00,1.0,10.0,5.0,10.0,30.0
HIMS,2025-06-11,6,CALL,0.005381051791373306,-0.0004549333654407424,0.014096176682529039,-0.0018854783155962047,0.7072076173245447,0.24418665222379835,,,2025-06-11 14:00:00+00:00,2025-06-11 14:00:00+00:00,1.0,10.0,5.0,10.0,30.0
HIMS,2025-07-21,6,CALL,-0.01155911185093421,-5.848524683102343e-05,0.00842621112390983,-0.006569269231640564,0.42038972987168455,0.36120951859743483,,,2025-07-21 14:00:00+00:00,2025-07-21 14:00:00+00:00,1.0,10.0,5.0,10.0,30.0
IONQ,2025-01-02,6,CALL,-0.010471300377291342,3.9215879234202375e-05,0.010684063419826561,-0.007903596931583901,0.5040941402460237,0.429214095234708,,,2025-01-02 15:00:00+00:00,2025-01-02 15:00:00+00:00,1.0,10.0,5.0,10.0,25.0
IONQ,2025-01-30,14,PUT,-0.0031445929476381453,-7.445159533698617e-05,0.00913471389994592,-0.024097526777473028,0.739427919215977,0.8821578116370162,,,2025-01-30 15:40:00+00:00,2025-01-30 15:40:00+00:00,-1.0,5.0,10.0,30.0,10.0
IONQ,2025-01-31,6,CALL,0.05347261973340419,0.0,0.00630615735978652,0.03842498859926721,0.10549157521164551,0.4181282766377106,,,2025-01-31 15:00:00+00:00,2025-01-31 15:00:00+00:00,1.0,5.0,5.0,30.0,5.0
IONQ,2025-02-03,6,CALL,0.028727762117974818,-0.0010397973247755887,-0.01322097944971052,0.0036344795978744773,0.3075466110347178,0.10881011166576027,,,2025-02-03 15:00:00+00:00,2025-02-03 15:00:00+00:00,1.0,5.0,10.0,30.0,20.0
IONQ,2025-02-03,26,CALL,0.08332812943561145,0.0009810192340981706,0.0009850172802300828,-0.00048920908532853,0.011548471917858986,0.005769086787526431,,,2025-02-03 16:40:00+00:00,2025-02-03 16:40:00+00:00,1.0,10.0,10.0,10.0,20.0
IONQ,2025-02-06,6,PUT,-0.020360481042372872,-0.0011870951058883898,0.007640705327911892,0.010945591925323572,0.2617730452595888,0.33685825588123364,,,2025-02-06 15:00:00+00:00,2025-02-06 15:00:00+00:00,-1.0,5.0,10.0,5.0,20.0
IONQ,2025-02-28,6,CALL,0.02870221687696249,-0.0008087344075543621,0.01206291290235025,0.03302468537435448,0.2901561627307389,0.5280938539812496,,,2025-02-28 15:00:00+00:00,2025-02-28 15:00:00+00:00,1.0,10.0,5.0,30.0,5.0
IONQ,2025-04-17,6,CALL,0.007990414226957489,-0.0003979701624261049,0.0067447190818756995,-0.01888748167925096,0.44569305263029707,0.692461300100396,,,2025-04-17 14:00:00+00:00,2025-04-17 14:00:00+00:00,1.0,10.0,5.0,15.0,30.0
IONQ,2025-05-13,6,CALL,0.011888571665252505,0.0,0.004233420356921209,-0.004205832125449424,0.2625866798035061,0.2613226423385264,,,2025-05-13 14:00:00+00:00,2025-05-13 14:00:00+00:00,1.0,10.0,5.0,20.0,30.0
