signature_id,direction,stage,condition_count,conditions,feature_support_rows,rejection_reasons,source,conditions_json,rows,sessions,stocks,months,long_count,short_count,neutral_count,long_rate,short_rate,neutral_rate,base_long_rate,base_short_rate,base_neutral_rate,long_lift,short_lift,directional_lift,opposite_direction_excess,mean_directional_net_bps,mean_opposite_net_bps,median_directional_net_bps,directional_economic_advantage_bps,total_net_bps,total_cost_bps,positive_payoff_rate,profit_factor,maximum_drawdown_bps,coverage,abstention,positive_month_fraction,top_stock_absolute_contribution_share,top_five_stock_absolute_contribution_share,stock_contribution_hhi,top_month_absolute_contribution_share,top_five_month_absolute_contribution_share,month_contribution_hhi,twice_cost_mean_net_bps,raw_p_value,neighbourhood_stability,discovery_score,fdr_q_value,discovery_supported_effect,discovery_eligible,rejection_reasons_json,tree_leaf_mean_directional_net_bps
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,pairwise,2,"[{'feature': 'cross_sectional_dispersion_bin', 'operator': '==', 'value': 'high', 'family': 'cross_sectional_environment'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '5>7', 'family': 'state_history'}]",183,['fdr_not_passed'],pairwise,"[{""family"":""cross_sectional_environment"",""feature"":""cross_sectional_dispersion_bin"",""operator"":""=="",""value"":""high""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""5>7""}]",183,106,17,12,91,84,8,0.497267759563,0.459016393443,0.0437158469945,0.441206543967,0.461247443763,0.0975460122699,0.0560612155956,-0.00223105032016,0.0560612155956,-0.00223105032016,47.7671182719,-67.7671182719,9.12860562474,115.534236544,8741.38264375,1830,0.508196721311,1.36524008173,2215.58756863,0.0187116564417,0.981288343558,0.666666666667,0.261671494682,0.789528861193,0.154795744699,0.265166969055,0.847405788952,0.169600737566,37.7671182719,0.0713032717543,1,2.79428722685,0.999955450325,True,False,"[""fdr_not_passed""]",
long__state_motif_2__5gt7__c18eb8666c,LONG,univariate,1,"[{'feature': 'state_motif_2', 'operator': '==', 'value': '5>7', 'family': 'state_history'}]",184,['fdr_not_passed'],univariate,"[{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""5>7""}]",184,107,17,12,92,84,8,0.5,0.45652173913,0.0434782608696,0.441206543967,0.461247443763,0.0975460122699,0.0587934560327,-0.00472570463235,0.0587934560327,-0.00472570463235,48.2828707515,-68.2828707515,10.6962317759,116.565741503,8884.04821828,1840,0.510869565217,1.37120105933,2215.58756863,0.0188139059305,0.98118609407,0.666666666667,0.264213720738,0.787484063713,0.15611525496,0.271524489352,0.848725981095,0.171302199108,38.2828707515,0.0659160787005,1,2.98418300895,0.999955450325,True,False,"[""fdr_not_passed""]",
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,pairwise,2,"[{'feature': 'current_state', 'operator': '==', 'value': 7.0, 'family': 'structural_state'}, {'feature': 'return_6_cross_sectional_rank_bin', 'operator': '==', 'value': 'bottom_20', 'family': 'cross_sectional'}]",169,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":7.0},{""family"":""cross_sectional"",""feature"":""return_6_cross_sectional_rank_bin"",""operator"":""=="",""value"":""bottom_20""}]",169,101,16,11,90,75,4,0.532544378698,0.443786982249,0.0236686390533,0.441206543967,0.461247443763,0.0975460122699,0.0913378347309,-0.0174604615143,0.0913378347309,-0.0174604615143,73.102509786,-93.102509786,27.9933333333,166.205019572,12354.3241538,1690,0.538461538462,1.54283003322,2564.00311662,0.0172801635992,0.982719836401,0.636363636364,0.326288823085,0.793695655153,0.192144604403,0.33650194924,0.788315997768,0.18405111987,63.102509786,0.070256069729,1,3.93056081914,0.999955450325,True,False,"[""fdr_not_passed""]",
long__current_state__7.0__return_6_bin__above_plus_one_scale__19cabb34b9,LONG,pairwise,2,"[{'feature': 'current_state', 'operator': '==', 'value': 7.0, 'family': 'structural_state'}, {'feature': 'return_6_bin', 'operator': '==', 'value': 'above_plus_one_scale', 'family': 'price_displacement'}]",97,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":7.0},{""family"":""price_displacement"",""feature"":""return_6_bin"",""operator"":""=="",""value"":""above_plus_one_scale""}]",97,56,14,11,53,38,6,0.546391752577,0.39175257732,0.0618556701031,0.441206543967,0.461247443763,0.0975460122699,0.10518520861,-0.0694948664432,0.10518520861,-0.0694948664432,94.0481103701,-114.04811037,30.3782019352,208.09622074,9122.6667059,970,0.567010309278,1.67298953406,1995.83429485,0.009918200409,0.990081799591,0.727272727273,0.192666948954,0.751381420948,0.127944574038,0.421335784897,0.902165587297,0.262678432359,84.0481103701,0.0890145636107,1,4.17396295232,0.999955450325,True,False,"[""fdr_not_passed""]",
long__compression_bin__normal__departure_probability_bin__low__7769238964,LONG,pairwise,2,"[{'feature': 'compression_bin', 'operator': '==', 'value': 'normal', 'family': 'range'}, {'feature': 'departure_probability_bin', 'operator': '==', 'value': 'low', 'family': 'structural_state'}]",184,['fdr_not_passed'],pairwise,"[{""family"":""range"",""feature"":""compression_bin"",""operator"":""=="",""value"":""normal""},{""family"":""structural_state"",""feature"":""departure_probability_bin"",""operator"":""=="",""value"":""low""}]",184,81,20,10,96,73,15,0.521739130435,0.396739130435,0.0815217391304,0.441206543967,0.461247443763,0.0975460122699,0.0805325864675,-0.064508313328,0.0805325864675,-0.064508313328,88.1843691229,-108.184369123,27.5745336976,196.368738246,16225.9239186,1840,0.527173913043,1.6713833072,2711.18525539,0.0188139059305,0.98118609407,0.9,0.187182690309,0.603311580873,0.0945983470156,0.407394527373,0.930463904345,0.294170921066,78.1843691229,0.0564730672389,0.666666666667,4.8103069723,0.999955450325,True,False,"[""fdr_not_passed""]",
long__current_state__7.0__d31a71e3d7,LONG,univariate,1,"[{'feature': 'current_state', 'operator': '==', 'value': 7.0, 'family': 'structural_state'}]",456,['fdr_not_passed'],univariate,"[{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":7.0}]",456,141,20,12,233,202,21,0.510964912281,0.44298245614,0.0460526315789,0.441206543967,0.461247443763,0.0975460122699,0.0697583683134,-0.0182649876224,0.0697583683134,-0.0182649876224,77.2328630612,-97.2328630612,15.6744444457,174.465726122,35218.1855559,4560,0.519736842105,1.55491270793,4224.93482751,0.0466257668712,0.953374233129,0.666666666667,0.257485579861,0.729240930235,0.133979266583,0.413948672052,0.861345117291,0.242412297973,67.2328630612,0.0143424152423,1,5.01294886339,0.999955450325,True,False,"[""fdr_not_passed""]",
long__current_state__7.0__session_return_bin__above_plus_one_scale__42b65019e5,LONG,pairwise,2,"[{'feature': 'current_state', 'operator': '==', 'value': 7.0, 'family': 'structural_state'}, {'feature': 'session_return_bin', 'operator': '==', 'value': 'above_plus_one_scale', 'family': 'price_location'}]",193,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":7.0},{""family"":""price_location"",""feature"":""session_return_bin"",""operator"":""=="",""value"":""above_plus_one_scale""}]",193,81,18,12,103,82,8,0.533678756477,0.424870466321,0.0414507772021,0.441206543967,0.461247443763,0.0975460122699,0.0924722125094,-0.0363769774415,0.0924722125094,-0.0363769774415,94.6897244056,-114.689724406,38.2586314344,209.379448811,18275.1168103,1930,0.533678756477,1.69127326862,2684.86789336,0.0197341513292,0.980265848671,0.666666666667,0.252233790657,0.753611848639,0.147850037454,0.477217858354,0.836691796007,0.270463933985,84.6897244056,0.0599137439122,1,5.8906269702,0.999955450325,True,False,"[""fdr_not_passed""]",
long__current_state__7.0__decision_clock__clock_12__a2df571b6b,LONG,pairwise,2,"[{'feature': 'current_state', 'operator': '==', 'value': 7.0, 'family': 'structural_state'}, {'feature': 'decision_clock', 'operator': '==', 'value': 'clock_12', 'family': 'clock'}]",278,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":7.0},{""family"":""clock"",""feature"":""decision_clock"",""operator"":""=="",""value"":""clock_12""}]",278,126,20,12,145,118,15,0.521582733813,0.424460431655,0.0539568345324,0.441206543967,0.461247443763,0.0975460122699,0.0803761898457,-0.0367870121081,0.0803761898457,-0.0367870121081,107.797601606,-127.797601606,33.4449149211,235.595203213,29967.7332466,2780,0.532374100719,1.77382629665,3761.56154845,0.0284253578732,0.971574642127,0.666666666667,0.211098823343,0.644372183143,0.10611363462,0.377335437655,0.874699806019,0.262586435741,97.7976016064,0.0849439840522,1,6.96633958923,0.999955450325,True,False,"[""fdr_not_passed""]",
short__movement_permission__True__return_12_bin__above_plus_one_scale__return_6_cross_sectional_rank_bin__top_20__7c235ae9a7,SHORT,three_condition,3,"[{'feature': 'movement_permission', 'operator': '==', 'value': True, 'family': 'movement_permission'}, {'feature': 'return_12_bin', 'operator': '==', 'value': 'above_plus_one_scale', 'family': 'price_displacement'}, {'feature': 'return_6_cross_sectional_rank_bin', 'operator': '==', 'value': 'top_20', 'family': 'cross_sectional'}]",164,['fdr_not_passed'],three_condition,"[{""family"":""movement_permission"",""feature"":""movement_permission"",""operator"":""=="",""value"":true},{""family"":""price_displacement"",""feature"":""return_12_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""cross_sectional"",""feature"":""return_6_cross_sectional_rank_bin"",""operator"":""=="",""value"":""top_20""}]",164,122,20,12,64,82,18,0.390243902439,0.5,0.109756097561,0.441206543967,0.461247443763,0.0975460122699,-0.0509626415283,0.0387525562372,0.0387525562372,-0.0509626415283,17.3739012311,-37.3739012311,8.97430262077,54.7478024622,2849.3198019,1640,0.536585365854,1.23776645746,2803.38077428,0.0167689161554,0.983231083845,0.583333333333,0.15188025524,0.551657609855,0.0869746848233,0.180195910597,0.66686779686,0.113049077644,7.37390123109,0.0963461675943,0,-0.45,0.999955450325,True,False,"[""fdr_not_passed""]",
short__return_1_bin__minus_one_to_zero__session_return_bin__below_minus_one_scale__state_motif_2__4gt6__6dca97ee4a,SHORT,three_condition,3,"[{'feature': 'return_1_bin', 'operator': '==', 'value': 'minus_one_to_zero', 'family': 'price_displacement'}, {'feature': 'session_return_bin', 'operator': '==', 'value': 'below_minus_one_scale', 'family': 'price_location'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '4>6', 'family': 'state_history'}]",185,['fdr_not_passed'],three_condition,"[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""price_location"",""feature"":""session_return_bin"",""operator"":""=="",""value"":""below_minus_one_scale""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""4>6""}]",185,100,19,12,69,104,12,0.372972972973,0.562162162162,0.0648648648649,0.441206543967,0.461247443763,0.0975460122699,-0.0682335709943,0.100914718399,0.100914718399,-0.0682335709943,19.6664203072,-39.6664203072,30,59.3328406145,3638.28775684,1850,0.567567567568,1.22298397221,2627.81143344,0.0189161554192,0.981083844581,0.666666666667,0.175849847029,0.704969667692,0.114800244315,0.206750237874,0.66343703314,0.118938727399,9.66642030724,0.652109270697,0,-0.45,0.999955450325,True,False,"[""fdr_not_passed""]",
short__prior_completed_dwell_bin__3_6__scheduled_bars_remaining_bin__41__stock_vs_universe_return_bin__minus_one_to_zero__796750e4f4,SHORT,three_condition,3,"[{'feature': 'prior_completed_dwell_bin', 'operator': '==', 'value': '3_6', 'family': 'structural_state'}, {'feature': 'scheduled_bars_remaining_bin', 'operator': '==', 'value': '41', 'family': 'clock'}, {'feature': 'stock_vs_universe_return_bin', 'operator': '==', 'value': 'minus_one_to_zero', 'family': 'cross_sectional'}]",379,['fdr_not_passed'],three_condition,"[{""family"":""structural_state"",""feature"":""prior_completed_dwell_bin"",""operator"":""=="",""value"":""3_6""},{""family"":""clock"",""feature"":""scheduled_bars_remaining_bin"",""operator"":""=="",""value"":""41""},{""family"":""cross_sectional"",""feature"":""stock_vs_universe_return_bin"",""operator"":""=="",""value"":""minus_one_to_zero""}]",379,204,20,12,153,185,41,0.403693931398,0.488126649077,0.108179419525,0.441206543967,0.461247443763,0.0975460122699,-0.0375126125689,0.0268792053137,0.0268792053137,-0.0375126125689,4.31697516028,-24.3169751603,5.98805339531,28.6339503206,1636.13358575,3790,0.517150395778,1.06332067412,2924.13535112,0.0387525562372,0.961247443763,0.583333333333,0.132110046476,0.511186621311,0.0782040742916,0.183447321124,0.708116180515,0.120143102619,-5.68302483972,0.287679883203,0.333333333333,-0.40280289602,0.999955450325,True,False,"[""fdr_not_passed""]",
short__departure_probability_bin__middle__top_parent_loop__cycle_07__3ce6ec2b97,SHORT,pairwise,2,"[{'feature': 'departure_probability_bin', 'operator': '==', 'value': 'middle', 'family': 'structural_state'}, {'feature': 'top_parent_loop', 'operator': '==', 'value': 'cycle_07', 'family': 'loop'}]",188,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""departure_probability_bin"",""operator"":""=="",""value"":""middle""},{""family"":""loop"",""feature"":""top_parent_loop"",""operator"":""=="",""value"":""cycle_07""}]",188,129,20,12,83,92,13,0.441489361702,0.489361702128,0.0691489361702,0.441206543967,0.461247443763,0.0975460122699,0.000282817734848,0.0281142583649,0.0281142583649,0.000282817734848,21.526499539,-41.526499539,5.39241810219,63.0529990781,4046.98191334,1880,0.510638297872,1.20140509188,2032.8884471,0.0192229038855,0.980777096115,0.666666666667,0.174318524847,0.501757031743,0.0813400631877,0.129925620915,0.575188501485,0.099382311305,11.526499539,0.194398546982,0,-0.300282817735,0.999955450325,True,False,"[""fdr_not_passed""]",
short__body_to_range_bin__bullish__top_loop_score_bin__high__ec19af108c,SHORT,pairwise,2,"[{'feature': 'body_to_range_bin', 'operator': '==', 'value': 'bullish', 'family': 'bar_shape'}, {'feature': 'top_loop_score_bin', 'operator': '==', 'value': 'high', 'family': 'loop'}]",209,['fdr_not_passed'],pairwise,"[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""bullish""},{""family"":""loop"",""feature"":""top_loop_score_bin"",""operator"":""=="",""value"":""high""}]",209,128,20,12,88,104,17,0.421052631579,0.497607655502,0.0813397129187,0.441206543967,0.461247443763,0.0975460122699,-0.0201539123883,0.0363602117396,0.0363602117396,-0.0201539123883,7.92082771694,-27.9208277169,9.59249605235,35.8416554339,1655.45299284,2090,0.531100478469,1.0975799275,2626.49264222,0.0213701431493,0.978629856851,0.583333333333,0.148345313294,0.523257517181,0.0856446090839,0.17426429368,0.702861686653,0.126388763417,-2.07917228306,0.321893449165,0,-0.3,0.999955450325,True,False,"[""fdr_not_passed""]",
short__close_location_bin__high__universe_breadth_bin__mixed__e16a27fa6c,SHORT,pairwise,2,"[{'feature': 'close_location_bin', 'operator': '==', 'value': 'high', 'family': 'bar_shape'}, {'feature': 'universe_breadth_bin', 'operator': '==', 'value': 'mixed', 'family': 'cross_sectional_environment'}]",808,['fdr_not_passed'],pairwise,"[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""cross_sectional_environment"",""feature"":""universe_breadth_bin"",""operator"":""=="",""value"":""mixed""}]",808,99,20,12,329,404,75,0.407178217822,0.5,0.0928217821782,0.441206543967,0.461247443763,0.0975460122699,-0.0340283261455,0.0387525562372,0.0387525562372,-0.0340283261455,11.2140224123,-31.2140224123,10.3654100753,42.4280448247,9060.93010918,8080,0.52599009901,1.14287487682,4995.89223783,0.0826175869121,0.917382413088,0.583333333333,0.21952994994,0.599103084498,0.0992322862157,0.226294427978,0.710275871957,0.133343826151,1.21402241235,0.303227552787,0,-0.3,0.999955450325,True,False,"[""fdr_not_passed""]",
short__compression_bin__compressed__state_motif_2__2gt4__85a3fbc43c,SHORT,pairwise,2,"[{'feature': 'compression_bin', 'operator': '==', 'value': 'compressed', 'family': 'range'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '2>4', 'family': 'state_history'}]",82,['fdr_not_passed'],pairwise,"[{""family"":""range"",""feature"":""compression_bin"",""operator"":""=="",""value"":""compressed""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""2>4""}]",82,70,20,12,31,46,5,0.378048780488,0.560975609756,0.0609756097561,0.441206543967,0.461247443763,0.0975460122699,-0.0631577634795,0.0997281659933,0.0997281659933,-0.0631577634795,2.31801262949,-22.3180126295,18.7623112066,24.636025259,190.077035618,820,0.573170731707,1.03435431331,1813.02730026,0.00838445807771,0.991615541922,0.666666666667,0.140521759216,0.492956855518,0.075116532223,0.199982130017,0.718533481315,0.12574257392,-7.68198737051,0.548649836733,0,-0.3,0.999955450325,True,False,"[""fdr_not_passed""]",
short__previous_state__4.0__same_orientation_repeat_bin__1__3138f4f8ec,SHORT,pairwise,2,"[{'feature': 'previous_state', 'operator': '==', 'value': 4.0, 'family': 'structural_state'}, {'feature': 'same_orientation_repeat_bin', 'operator': '==', 'value': '1', 'family': 'state_history'}]",422,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""previous_state"",""operator"":""=="",""value"":4.0},{""family"":""state_history"",""feature"":""same_orientation_repeat_bin"",""operator"":""=="",""value"":""1""}]",422,185,20,12,171,223,28,0.405213270142,0.528436018957,0.0663507109005,0.441206543967,0.461247443763,0.0975460122699,-0.0359932738251,0.0671885751946,0.0671885751946,-0.0359932738251,7.45337415814,-27.4533741581,18.5462322888,34.9067483163,3145.32389474,4220,0.54028436019,1.08635180812,3628.10083209,0.0431492842536,0.956850715746,0.583333333333,0.143799302342,0.576755267988,0.0852694548194,0.189369404664,0.708009766113,0.123491081647,-2.54662584186,0.339007467136,0,-0.3,0.999955450325,True,False,"[""fdr_not_passed""]",
short__prior_completed_dwell_bin__3_6__state_motif_2__5gt6__0d9604dc6a,SHORT,pairwise,2,"[{'feature': 'prior_completed_dwell_bin', 'operator': '==', 'value': '3_6', 'family': 'structural_state'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '5>6', 'family': 'state_history'}]",156,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""prior_completed_dwell_bin"",""operator"":""=="",""value"":""3_6""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""5>6""}]",156,97,20,12,65,77,14,0.416666666667,0.49358974359,0.0897435897436,0.441206543967,0.461247443763,0.0975460122699,-0.0245398773006,0.032342299827,0.032342299827,-0.0245398773006,25.8353891492,-45.8353891492,1.18151790476,71.6707782984,4030.32070727,1560,0.512820512821,1.2517696483,4606.10468676,0.0159509202454,0.984049079755,0.666666666667,0.186502594323,0.6383710996,0.103793911439,0.225449728776,0.727239444445,0.131987589164,15.8353891492,0.233028226612,0,-0.3,0.999955450325,True,False,"[""fdr_not_passed""]",
short__same_orientation_repeat_bin__2_plus__top_second_margin_bin__high__37a4c6ebb5,SHORT,pairwise,2,"[{'feature': 'same_orientation_repeat_bin', 'operator': '==', 'value': '2_plus', 'family': 'state_history'}, {'feature': 'top_second_margin_bin', 'operator': '==', 'value': 'high', 'family': 'loop'}]",122,['fdr_not_passed'],pairwise,"[{""family"":""state_history"",""feature"":""same_orientation_repeat_bin"",""operator"":""=="",""value"":""2_plus""},{""family"":""loop"",""feature"":""top_second_margin_bin"",""operator"":""=="",""value"":""high""}]",122,93,20,12,53,58,11,0.434426229508,0.475409836066,0.0901639344262,0.441206543967,0.461247443763,0.0975460122699,-0.00678031445908,0.0141623923028,0.0141623923028,-0.00678031445908,7.88461078495,-27.8846107849,-2.18913273056,35.7692215699,961.922515763,1220,0.483606557377,1.11310335205,3143.25994542,0.0124744376278,0.987525562372,0.583333333333,0.130124246712,0.505306320686,0.0791106876609,0.153000896704,0.691217194979,0.118152105633,-2.11538921505,0.547496499522,0,-0.3,0.999955450325,True,False,"[""fdr_not_passed""]",
short__state_age_bin__2_3__state_motif_2__3gt4__9fb85ae144,SHORT,pairwise,2,"[{'feature': 'state_age_bin', 'operator': '==', 'value': '2_3', 'family': 'structural_state'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '3>4', 'family': 'state_history'}]",132,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""state_age_bin"",""operator"":""=="",""value"":""2_3""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""3>4""}]",132,88,20,12,48,71,13,0.363636363636,0.537878787879,0.0984848484848,0.441206543967,0.461247443763,0.0975460122699,-0.0775701803309,0.076631344116,0.076631344116,-0.0775701803309,25.6623130429,-45.6623130429,17.8970027207,71.3246260858,3387.42532166,1320,0.560606060606,1.38240005455,1444.73963216,0.0134969325153,0.986503067485,0.666666666667,0.204642350202,0.583187919982,0.095885420248,0.177679654491,0.712723063841,0.121591039958,15.6623130429,0.42256994363,0,-0.3,0.999955450325,True,False,"[""fdr_not_passed""]",
short__current_state__3.0__stock_vs_universe_return_bin__below_minus_one_scale__fd88ff6c67,SHORT,pairwise,2,"[{'feature': 'current_state', 'operator': '==', 'value': 3.0, 'family': 'structural_state'}, {'feature': 'stock_vs_universe_return_bin', 'operator': '==', 'value': 'below_minus_one_scale', 'family': 'cross_sectional'}]",575,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":3.0},{""family"":""cross_sectional"",""feature"":""stock_vs_universe_return_bin"",""operator"":""=="",""value"":""below_minus_one_scale""}]",575,200,20,12,232,268,75,0.40347826087,0.466086956522,0.130434782609,0.441206543967,0.461247443763,0.0975460122699,-0.0377282830977,0.00483951275896,0.00483951275896,-0.0377282830977,0.186068659451,-20.1860686595,-0.149444556787,20.3721373189,106.989479185,5750,0.499130434783,1.00310801148,3024.0076834,0.0587934560327,0.941206543967,0.583333333333,0.147002777574,0.540691874661,0.0832174621595,0.144815882024,0.536916242557,0.0916600438662,-9.81393134055,0.514781794341,1,-0.291749948323,0.999955450325,True,False,"[""fdr_not_passed""]",
short__previous_state__4.0__return_1_bin__minus_one_to_zero__same_orientation_repeat_bin__1__260cbb0b98,SHORT,three_condition,3,"[{'feature': 'previous_state', 'operator': '==', 'value': 4.0, 'family': 'structural_state'}, {'feature': 'return_1_bin', 'operator': '==', 'value': 'minus_one_to_zero', 'family': 'price_displacement'}, {'feature': 'same_orientation_repeat_bin', 'operator': '==', 'value': '1', 'family': 'state_history'}]",211,['fdr_not_passed'],three_condition,"[{""family"":""structural_state"",""feature"":""previous_state"",""operator"":""=="",""value"":4.0},{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""state_history"",""feature"":""same_orientation_repeat_bin"",""operator"":""=="",""value"":""1""}]",211,128,20,12,81,113,17,0.383886255924,0.535545023697,0.0805687203791,0.441206543967,0.461247443763,0.0975460122699,-0.0573202880431,0.0742975799339,0.0742975799339,-0.0573202880431,10.2463985746,-30.2463985746,19.7442819478,40.4927971491,2161.99009923,2110,0.549763033175,1.12288813953,3446.30359765,0.0215746421268,0.978425357873,0.583333333333,0.199861871908,0.650543823965,0.109023594118,0.176843586816,0.654921518565,0.112521176279,0.246398574565,0.355333695876,0.25,-0.27890322664,0.999955450325,True,False,"[""fdr_not_passed""]",
short__historical_activity_bin__high__previous_state__1.0__cb71925b6c,SHORT,pairwise,2,"[{'feature': 'historical_activity_bin', 'operator': '==', 'value': 'high', 'family': 'liquidity_cost'}, {'feature': 'previous_state', 'operator': '==', 'value': 1.0, 'family': 'structural_state'}]",86,['fdr_not_passed'],pairwise,"[{""family"":""liquidity_cost"",""feature"":""historical_activity_bin"",""operator"":""=="",""value"":""high""},{""family"":""structural_state"",""feature"":""previous_state"",""operator"":""=="",""value"":1.0}]",86,67,17,12,39,42,5,0.453488372093,0.488372093023,0.0581395348837,0.441206543967,0.461247443763,0.0975460122699,0.0122818281257,0.0271246492605,0.0271246492605,0.0122818281257,1.95985336901,-21.959853369,4.68713759701,23.919706738,168.547389735,860,0.523255813953,1.03742042294,1502.46503927,0.00879345603272,0.991206543967,0.666666666667,0.180638847693,0.616977179424,0.102718796405,0.236328043759,0.750043042987,0.140736941935,-8.04014663099,0.696372593131,1,-0.257585220178,0.999955450325,True,False,"[""fdr_not_passed""]",
short__current_state__2.0__same_orientation_repeat_bin__1__ab02dd55b5,SHORT,pairwise,2,"[{'feature': 'current_state', 'operator': '==', 'value': 2.0, 'family': 'structural_state'}, {'feature': 'same_orientation_repeat_bin', 'operator': '==', 'value': '1', 'family': 'state_history'}]",135,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":2.0},{""family"":""state_history"",""feature"":""same_orientation_repeat_bin"",""operator"":""=="",""value"":""1""}]",135,95,19,12,54,71,10,0.4,0.525925925926,0.0740740740741,0.441206543967,0.461247443763,0.0975460122699,-0.0412065439673,0.0646784821631,0.0646784821631,-0.0412065439673,5.46851374499,-25.468513745,17.6478717535,30.93702749,738.249355573,1350,0.540740740741,1.09057947807,1896.35956408,0.0138036809816,0.986196319018,0.583333333333,0.127086281686,0.503743594788,0.07097469553,0.144378538846,0.655836001824,0.108881570215,-4.53148625501,0.508277761859,0.5,-0.218980564836,0.999955450325,True,False,"[""fdr_not_passed""]",
short__decision_clock__clock_36__state_motif_2__3gt6__c3ee019ded,SHORT,pairwise,2,"[{'feature': 'decision_clock', 'operator': '==', 'value': 'clock_36', 'family': 'clock'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '3>6', 'family': 'state_history'}]",105,['fdr_not_passed'],pairwise,"[{""family"":""clock"",""feature"":""decision_clock"",""operator"":""=="",""value"":""clock_36""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""3>6""}]",105,68,17,12,44,53,8,0.419047619048,0.504761904762,0.0761904761905,0.441206543967,0.461247443763,0.0975460122699,-0.0221589249197,0.0435144609991,0.0435144609991,-0.0221589249197,3.23083393483,-23.2308339348,18.1124520572,26.4616678697,339.237563157,1050,0.533333333333,1.04090178611,2057.41129397,0.010736196319,0.989263803681,0.583333333333,0.129796957983,0.545878533052,0.0833808267969,0.236636149858,0.772362041267,0.14296411462,-6.76916606517,0.222097347442,1,-0.213329907285,0.999955450325,True,False,"[""fdr_not_passed""]",
short__current_state__3.0__movement_permission__False__649bb10173,SHORT,pairwise,2,"[{'feature': 'current_state', 'operator': '==', 'value': 3.0, 'family': 'structural_state'}, {'feature': 'movement_permission', 'operator': '==', 'value': False, 'family': 'movement_permission'}]",1384,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":3.0},{""family"":""movement_permission"",""feature"":""movement_permission"",""operator"":""=="",""value"":false}]",1384,225,20,12,548,668,168,0.395953757225,0.482658959538,0.121387283237,0.441206543967,0.461247443763,0.0975460122699,-0.0452527867418,0.0214115157748,0.0214115157748,-0.0452527867418,4.7383755483,-24.7383755483,4.30329038341,29.4767510966,6557.91175885,13840,0.513005780347,1.0800600368,5327.6402564,0.141513292434,0.858486707566,0.666666666667,0.0985869694123,0.436359661957,0.0639318160843,0.189784448041,0.671161943858,0.117940240784,-5.2616244517,0.905667498412,1,-0.12777980454,0.999955450325,True,False,"[""fdr_not_passed""]",
