signature_id,rejection_reasons_json
short__realised_volatility_bin__low__wick_asymmetry_bin__balanced__638a6f18ff,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__realised_volatility_bin__middle__489bb70895,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__middle__return_6_cross_sectional_rank_bin__top_20__top_loop_orientation__bidirectional__761d7463e5,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__middle__rolling_high_low_location_bin__low__state_motif_2__4gt3__7ffc097037,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__middle__state_motif_2__0gt1__05bc2be1a8,"[""fdr_not_passed""]"
short__realised_volatility_bin__middle__state_motif_2__0gt1__top_loop_orientation__bidirectional__78fc5855c0,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows""]"
short__realised_volatility_bin__middle__state_motif_3__1gt2gt3__stock_vs_universe_return_bin__below_minus_one_scale__89c035567a,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__middle__state_motif_3__2gt1gt3__6ea06b21bb,"[""fdr_not_passed""]"
short__realised_volatility_bin__middle__stock_vs_universe_return_bin__below_minus_one_scale__c72cbd1ffb,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__middle__top_loop_orientation__bidirectional__bd06763041,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__middle__top_parent_loop__cycle_08__typical_price_distance_bin__minus_one_to_zero__6bfbd92570,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__realised_volatility_bin__middle__typical_price_distance_bin__minus_one_to_zero__d64d6e8c13,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__above_plus_one_scale__a7a516cb2c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__above_plus_one_scale__state_motif_2__2gt0__stock_vs_market_return_bin__above_plus_one_scale__5deac84a7d,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__return_12_bin__above_plus_one_scale__stock_vs_market_return_bin__above_plus_one_scale__88608d20d1,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__above_plus_one_scale__top_parent_loop__cycle_01__5c017104b2,"[""fdr_not_passed"",""insufficient_rows""]"
short__return_12_bin__below_minus_one_scale__132ef22bee,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__return_12_bin__below_minus_one_scale__state_age_bin__7_plus__115d5a70ee,"[""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__return_12_bin__below_minus_one_scale__state_motif_2__4gt1__f15873c530,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions""]"
short__return_12_bin__below_minus_one_scale__state_motif_2__5gt4__49e5d38af1,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__return_12_bin__below_minus_one_scale__state_motif_3__1gt3gt1__33d5dc7d77,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift""]"
short__return_12_bin__below_minus_one_scale__state_motif_3__4gt2gt4__d4304a8258,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__return_12_bin__below_minus_one_scale__stock_vs_market_return_bin__above_plus_one_scale__36fe2af0c6,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__below_minus_one_scale__stock_vs_universe_return_bin__below_minus_one_scale__6995dacb23,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__return_12_bin__below_minus_one_scale__top_loop_orientation__bidirectional__3c57c2adb0,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift""]"
short__return_12_bin__below_minus_one_scale__top_second_margin_bin__low__0c7f5328c8,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__minus_one_to_zero__b55b4546f2,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__minus_one_to_zero__state_age_bin__1__3ddd4429d3,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__minus_one_to_zero__state_age_bin__2_3__0e4239d4d3,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__return_12_bin__minus_one_to_zero__state_motif_2__0gt4__90f407db40,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__return_12_bin__minus_one_to_zero__state_motif_3__3gt1gt3__c10189c23e,"[""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__minus_one_to_zero__state_motif_3__6gt5gt6__d38992af22,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows""]"
short__return_12_bin__minus_one_to_zero__state_motif_3__7gt5gt7__universe_breadth_bin__strong__a932de3898,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__return_12_bin__minus_one_to_zero__state_motif_4__6gt4gt2gt4__a16b0a2851,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__minus_one_to_zero__top_parent_loop__cycle_02__universe_breadth_bin__strong__98eeb0d6b1,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__minus_one_to_zero__top_second_margin_bin__low__2ff356e3c9,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__minus_one_to_zero__universe_breadth_bin__strong__8e80eed369,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__zero_to_plus_one__351045d24f,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__return_12_bin__zero_to_plus_one__return_6_cross_sectional_rank_bin__middle_60__fc591aa974,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__return_12_bin__zero_to_plus_one__rolling_high_low_location_bin__middle__state_motif_2__2gt1__5426f6f0d9,"[""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions""]"
short__return_12_bin__zero_to_plus_one__state_motif_2__4gt2__5569a182e5,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_bin__zero_to_plus_one__state_motif_2__6gt5__f5b1ce5066,"[""fdr_not_passed""]"
short__return_12_bin__zero_to_plus_one__top_parent_loop__cycle_07__041f1f70c1,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_payoff""]"
short__return_12_bin__zero_to_plus_one__universe_breadth_bin__mixed__0f814001fa,"[""chronology_not_consistent"",""fdr_not_passed""]"
short__return_12_cross_sectional_rank_bin__bottom_20__020120bd14,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__bottom_20__same_orientation_repeat_bin__0__780779a621,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__bottom_20__state_motif_3__1gt2gt3__4bdce4b986,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__bottom_20__top_parent_loop__cycle_06__b90fac18b2,"[""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__middle_60__e831b56448,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__middle_60__return_1_bin__minus_one_to_zero__1d41f90ea8,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__middle_60__rolling_high_low_location_bin__low__3e478be1f8,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__middle_60__scheduled_bars_remaining_bin__65__ad01a17cda,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__middle_60__state_motif_2__2gt5__59cbcc6a96,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows""]"
short__return_12_cross_sectional_rank_bin__middle_60__state_motif_2__6gt5__259817ea02,"[""fdr_not_passed""]"
short__return_12_cross_sectional_rank_bin__middle_60__state_motif_3__1gt2gt1__a11d997c24,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__middle_60__state_motif_4__6gt4gt2gt4__c0937af4d3,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__top_20__c968ba5023,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__top_20__return_1_bin__below_minus_one_scale__rolling_high_low_location_bin__middle__b67c7501ee,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__top_20__session_return_bin__below_minus_one_scale__state_motif_2__1gt0__168b94434a,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""stock_concentration""]"
short__return_12_cross_sectional_rank_bin__top_20__state_motif_3__0gt1gt0__universe_breadth_bin__strong__3905160e79,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]"
short__return_12_cross_sectional_rank_bin__top_20__state_motif_3__1gt2gt1__universe_breadth_bin__strong__289171b65b,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks""]"
short__return_12_cross_sectional_rank_bin__top_20__state_motif_3__5gt6gt5__c0122367cb,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__top_20__top_second_margin_bin__high__e07a956e24,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_12_cross_sectional_rank_bin__top_20__universe_breadth_bin__strong__fb5594ed9c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_1_bin__above_plus_one_scale__d4f40fea3c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__return_1_bin__above_plus_one_scale__session_return_bin__zero_to_plus_one__268967cd8a,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions""]"
short__return_1_bin__above_plus_one_scale__state_motif_2__1gt4__f50d5326dd,"[""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions""]"
short__return_1_bin__above_plus_one_scale__state_motif_3__1gt2gt3__9d14f98e00,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__return_1_bin__above_plus_one_scale__state_motif_3__3gt1gt3__b9f19f0d4e,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]"
short__return_1_bin__above_plus_one_scale__state_motif_3__4gt6gt3__118373acdd,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__return_1_bin__above_plus_one_scale__state_motif_4__4gt6gt4gt6__8eb1e88982,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]"
short__return_1_bin__above_plus_one_scale__state_motif_4__6gt4gt6gt4__6d00b0e857,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
