signature_id,direction,period,stress,removed,rows,sessions,stocks,mean_directional_net_bps,median_directional_net_bps,directional_lift,positive_payoff_rate,profit_factor,maximum_drawdown_bps,positive_month_fraction,twice_cost_mean_net_bps,top_stock_absolute_contribution_share,top_month_absolute_contribution_share
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,AAOI,212,114,18,32.2701449227,13.9810215691,0.0603996275002,0.533018867925,1.2538414748,2953.85065639,0.416666666667,22.2701449227,0.175635221926,0.326306175634
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,APLD,201,115,18,46.1431260686,32.25,0.0786287353452,0.547263681592,1.38224069394,2953.85065639,0.5,36.1431260686,0.201817802811,0.340189030627
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,ASTS,214,118,18,34.1092362085,23.3148917632,0.0697163768524,0.542056074766,1.26977019267,2953.85065639,0.416666666667,24.1092362085,0.173584264498,0.324826760141
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,CIFR,192,105,18,34.5553828339,10.3893491426,0.0548061885612,0.53125,1.27974580683,2953.85065639,0.5,24.5553828339,0.175915828972,0.330861743019
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,HIMS,194,110,18,24.8790022885,20.1961542193,0.0600946860758,0.530927835052,1.18897579751,2953.85065639,0.583333333333,14.8790022885,0.206220816274,0.362991066535
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,IONQ,206,116,18,22.1035579953,13.9810215691,0.0596872878426,0.533980582524,1.17281159674,2953.85065639,0.416666666667,12.1035579953,0.194029225778,0.258899136519
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,IREN,215,117,18,34.8757449076,23.1736097742,0.0657590740561,0.539534883721,1.2803776965,2953.85065639,0.416666666667,24.8757449076,0.17522985662,0.32819876287
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,MARA,217,118,19,33.7578906453,23.1736097742,0.0643224492196,0.539170506912,1.27030374842,2953.85065639,0.416666666667,23.7578906453,0.173294954965,0.325114344852
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,MP,190,106,18,38.4554949645,13.9810215691,0.0599898351028,0.531578947368,1.29949681153,2953.85065639,0.5,28.4554949645,0.173504675593,0.358161261784
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,MRNA,206,115,18,32.4351367944,20.1961542193,0.0631198188897,0.533980582524,1.25262262138,2953.85065639,0.416666666667,22.4351367944,0.180729346698,0.313427553215
