subgroup,episodes,accuracy,balanced_accuracy,mean_aligned_return,median_aligned_return,positive_aligned_return_rate,mean_remaining_fraction
ten_minute_iv_excess,39,0.435897435897436,0.435526315789474,-0.00253847531144021,-0.0079050966227336,0.435897435897436,0.651360649376404
ten_minute_non_iv_excess,38,0.473684210526316,0.415384615384615,-0.000146613164586224,-0.000358901856817441,0.473684210526316,0.436581183921541
largest_absolute_movement_quartile,16,0.4375,0.420634920634921,-0.00316521026114168,-0.0164852542443272,0.4375,0.706643023801787
