row_type,draw,interval_level,bound,metric,value,q1_minus_q0_log_loss_improvement,q1_minus_q0_brier_improvement,q1_minus_q0_auc_improvement,q1_selective_action_coverage,q1_selective_accuracy,q1_selective_balanced_accuracy,mean_aligned_ten_minute_return,median_aligned_ten_minute_return,positive_aligned_return_rate,mean_remaining_fraction,quiet_absorption_score_monotonic_slope,iv_excess_subgroup_accuracy,largest_movement_quartile_accuracy
draw,88,,,,,0.0119516720889896,0.00533645941512367,0.0224157393968715,0.295154185022026,0.477611940298507,0.469086021505376,-0.000211861113569654,-0.00157036185361521,0.477611940298507,0.588655266973274,0.000287513724505854,0.5,0.583333333333333
draw,89,,,,,0.00178213101042146,0.00116306126737825,0.00720281306715065,0.278388278388278,0.276315789473684,0.272486772486772,-0.00513011869087764,-0.00473101786949751,0.276315789473684,0.517408880236911,0.000335997924271282,0.210526315789474,0.142857142857143
draw,90,,,,,-0.00991142091828623,-0.00418055938412815,-0.0155806278302248,0.346320346320346,0.5,0.494949494949495,-0.000984997707241365,-3.86607268013191e-05,0.5,0.500510105135626,-0.00133436457700677,0.41025641025641,0.4375
draw,91,,,,,-0.00949011016240175,-0.00458657052037481,-0.0171435124132789,0.231617647058824,0.571428571428571,0.557692307692308,-0.00150414690401507,0.00355438783890002,0.571428571428571,0.553586042144638,-0.0013810295622173,0.538461538461538,0.222222222222222
draw,92,,,,,-0.0121345294808248,-0.00610376026450327,-0.0328241988619347,0.262172284644195,0.314285714285714,0.317829457364341,-0.00530320646443953,-0.00489720178621867,0.314285714285714,0.487156945591976,-0.000347055794939572,0.206896551724138,0.1
draw,93,,,,,0.000126450421948587,0.000742860455466399,0.00983340105648123,0.361607142857143,0.493827160493827,0.501835985312117,0.000912273106594711,-0.000402495477359719,0.493827160493827,0.595550553268513,0.000757575936471602,0.511111111111111,0.631578947368421
draw,94,,,,,-0.0158403138940333,-0.00725393085218545,-0.0267052767052767,0.267716535433071,0.5,0.5,-0.00136234719431035,0.000128199006873453,0.5,0.572684807901014,-0.00120644254068967,0.419354838709677,0.25
draw,95,,,,,-0.00925531087035603,-0.00369408388427617,-0.00797560403471731,0.337121212121212,0.51685393258427,0.518434343434343,0.000809324832211208,0.00185214593123047,0.51685393258427,0.590711103441014,-1.61999322130741e-05,0.521739130434783,0.529411764705882
draw,96,,,,,0.00353020755871492,0.00193268598158314,0.00944899192440807,0.305755395683453,0.341176470588235,0.325431034482759,-0.00316546312394685,-0.00473101786949751,0.341176470588235,0.55545592993063,-0.00014374668366374,0.333333333333333,0.35
draw,97,,,,,0.0151988702679888,0.00720879720593687,0.0375018134339185,0.313807531380753,0.48,0.482905982905983,0.000448791347500272,-0.00078950414338748,0.48,0.565500377894894,0.000781258261592926,0.5,0.529411764705882
draw,98,,,,,0.00723035628565771,0.00368023448867061,0.0250966714686481,0.32618025751073,0.407894736842105,0.396864111498258,-0.000613444854081077,-0.00289845627547296,0.407894736842105,0.590509358576067,0.000519682552458413,0.425,0.526315789473684
draw,99,,,,,-0.0147225347828193,-0.00705940684175144,-0.0317460317460317,0.310043668122271,0.323943661971831,0.306089743589744,-0.00292326014576012,-0.003354668000645,0.323943661971831,0.561570586199604,-0.00132211264695293,0.344827586206897,0.333333333333333
draw,100,,,,,-0.0025691853137596,-0.000664751560681964,0.00734567901234567,0.316793893129771,0.457831325301205,0.430759803921569,-0.00176501180624113,-0.00078950414338748,0.457831325301205,0.541050692433699,0.000219831442271635,0.404761904761905,0.411764705882353
interval,,0.8,lower,q1_minus_q0_log_loss_improvement,-0.0128504608462532,,,,,,,,,,,,,
interval,,0.8,upper,q1_minus_q0_log_loss_improvement,0.00486131013679215,,,,,,,,,,,,,
interval,,0.8,lower,q1_minus_q0_brier_improvement,-0.00600004128972023,,,,,,,,,,,,,
interval,,0.8,upper,q1_minus_q0_brier_improvement,0.0024832082807071,,,,,,,,,,,,,
interval,,0.8,lower,q1_minus_q0_auc_improvement,-0.0262905533444686,,,,,,,,,,,,,
interval,,0.8,upper,q1_minus_q0_auc_improvement,0.0176461394594777,,,,,,,,,,,,,
interval,,0.8,lower,q1_selective_action_coverage,0.264972241498959,,,,,,,,,,,,,
interval,,0.8,upper,q1_selective_action_coverage,0.350074626865672,,,,,,,,,,,,,
interval,,0.8,lower,q1_selective_accuracy,0.382646691635456,,,,,,,,,,,,,
interval,,0.8,upper,q1_selective_accuracy,0.531298904538341,,,,,,,,,,,,,
interval,,0.8,lower,q1_selective_balanced_accuracy,0.373570795505484,,,,,,,,,,,,,
interval,,0.8,upper,q1_selective_balanced_accuracy,0.517485145573381,,,,,,,,,,,,,
interval,,0.8,lower,mean_aligned_ten_minute_return,-0.00303871276567198,,,,,,,,,,,,,
interval,,0.8,upper,mean_aligned_ten_minute_return,0.000536911286493794,,,,,,,,,,,,,
interval,,0.8,lower,median_aligned_ten_minute_return,-0.003354668000645,,,,,,,,,,,,,
interval,,0.8,upper,median_aligned_ten_minute_return,0.000584180614275263,,,,,,,,,,,,,
interval,,0.8,lower,positive_aligned_return_rate,0.382646691635456,,,,,,,,,,,,,
interval,,0.8,upper,positive_aligned_return_rate,0.531298904538341,,,,,,,,,,,,,
interval,,0.8,lower,mean_remaining_fraction,0.507413101740936,,,,,,,,,,,,,
interval,,0.8,upper,mean_remaining_fraction,0.588840676133553,,,,,,,,,,,,,
