baseline_id,log_loss,brier_score,auc,average_precision,accuracy,balanced_accuracy,matthews_correlation_coefficient,up_base_rate,predicted_up_rate,calibration_intercept,calibration_slope,expected_calibration_error,episodes,directional_accuracy,balanced_accuracy_direction,mean_aligned_return,median_aligned_return,positive_aligned_return_rate,development_up_prior
B0_development_prior,0.694080147472316,0.2504664755294,0.5,0.564,0.436,0.5,0,0.564,0,0.257327422555229,-0.00365009556236683,0.0675460992907801,250,0.436,0.5,-0.00264058581563619,-0.000968078499710624,0.430830039525692,0.49645390070922
B1_always_up,12.0471348517221,0.435999999999128,0.5,0.564,0.564,0.5,0,0.564,1,0.000336717556332601,0.00930385735798356,0.435999999999,250,0.564,0.5,0.00264058581563619,0.000968078499710624,0.557312252964427,0.49645390070922
B2_five_minute_momentum,13.9260404826272,0.503999999998992,0.48448174897521,0.556543638732089,0.496,0.48448174897521,-0.0312693097096388,0.564,0.588,0.268969501117781,-0.00232256613337874,0.503999999999,250,0.496,0.48448174897521,0.000698218223492398,0,0.490118577075099,0.49645390070922
B3_ten_minute_momentum,12.7102755535264,0.45999999999908,0.523488841173791,0.575926384774217,0.54,0.523488841173791,0.0483049831687938,0.564,0.632,0.231385106997653,0.00364602969396403,0.459999999999,250,0.54,0.523488841173791,0.00135159600106821,0.000571706250022069,0.533596837944664,0.49645390070922
B4_market_direction,14.5891853433609,0.527999999998944,0.459040926540438,0.545063163406159,0.472,0.459040926540439,-0.0827845140344271,0.564,0.596,0.292265087759198,-0.00619986843823854,0.527999999999,250,0.472,0.459040926540439,-0.00105930911777488,-0.000845461975504268,0.466403162055336,0.49645390070922
B5_relative_strength_direction,12.2681791271837,0.443999999999112,0.538714295009435,0.584044326241135,0.556,0.538714295009435,0.0799913285762442,0.564,0.64,0.211971159136376,0.00606262674361535,0.443999999999,250,0.556,0.538714295009435,0.00186699431159756,0.000768344256009292,0.549407114624506,0.49645390070922
