model,log_loss,brier_score,auc,average_precision,accuracy,balanced_accuracy,matthews_correlation_coefficient,up_base_rate,predicted_up_rate,calibration_intercept,calibration_slope,expected_calibration_error,episodes,selective_horizon_minutes,selective_total_episodes,selective_actions,selective_abstentions,selective_action_coverage,selective_call_count,selective_put_count,selective_call_put_balance,selective_directional_accuracy,selective_balanced_accuracy,selective_mean_aligned_return,selective_median_aligned_return,selective_positive_aligned_return_rate,selective_trimmed_mean_aligned_return,selective_mean_winning_aligned_return,selective_mean_losing_aligned_return,selective_payoff_ratio,selective_mean_maximum_favourable_excursion,selective_mean_maximum_adverse_excursion,selective_favourable_adverse_excursion_ratio,confidence_boundary
real_Q1,0.737651520469841,0.269437381045244,0.494176589238077,0.548939663664114,0.524,0.519715010735897,0.0392074344526707,0.564,0.536,0.263359231164948,-0.178737201056129,0.116408837161681,250,10,253,77,176,0.304347826086957,45,32,0.584415584415584,0.454545454545455,0.438541666666667,-0.00135807581039539,-0.00078950414338748,0.454545454545455,-0.00137934891604496,0.00937117330326748,-0.0102991167384478,0.909900678014827,0.0105611500088669,0.0114370093599386,0.923418848100307,0.13196538342779
temporally_misaligned_placebo_Q1,0.746929386998622,0.273530436429224,0.486759060446353,0.546167626265262,0.504,0.501984514281996,0.00393839697692759,0.564,0.516,0.261125148143298,-0.156694135970195,0.143473273454194,250,10,253,73,180,0.288537549407115,40,33,0.547945205479452,0.416666666666667,0.412587412587413,-0.00206513322092173,-0.00110603620230053,0.410958904109589,-0.00248284131056495,0.00960466794248177,-0.010449875319089,0.919117946310488,0.00918002631390488,0.012306053909998,0.745976442249017,0.149522197128815
