score_bin,bin_order,episodes,mean_future_signed_return_10m,median_future_signed_return_10m,up_rate,mean_absolute_movement_10m,iv_excess_rate,mean_remaining_fraction_10m
strong_distribution,0,58,0.00296671938419574,0.00284302195502563,0.631578947368421,0.00935562400669818,0.53448275862069,0.513153665093578
moderate_distribution,1,48,0.00169021829072973,0.000549472684956861,0.553191489361702,0.0109059108514341,0.479166666666667,0.505422743731313
neutral,2,46,0.00254279118356233,-0.000715286371778504,0.478260869565217,0.0115910490726097,0.565217391304348,0.598006763065178
moderate_accumulation,3,58,0.00437600698714442,0.00509568067531188,0.637931034482759,0.0110883366542732,0.551724137931034,0.557370945369985
strong_accumulation,4,43,0.00102537696324031,-0.00078950414338748,0.476190476190476,0.00706661938371712,0.348837209302326,0.456472958111835
