stock,session,checkpoint,signal_timestamp,partition_predecessor,partition_direct,_merge,episode_identity_match,episode_identity
RGTI,2025-08-05,6,2025-08-05 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-08-05|6|2025-08-05T14:00:00+00:00
RIOT,2024-02-12,6,2024-02-12 15:00:00+00:00,development,development,both,True,RIOT|2024-02-12|6|2024-02-12T15:00:00+00:00
RIOT,2024-02-28,6,2024-02-28 15:00:00+00:00,development,development,both,True,RIOT|2024-02-28|6|2024-02-28T15:00:00+00:00
RIOT,2024-06-13,6,2024-06-13 14:00:00+00:00,development,development,both,True,RIOT|2024-06-13|6|2024-06-13T14:00:00+00:00
RIOT,2024-07-17,6,2024-07-17 14:00:00+00:00,development,development,both,True,RIOT|2024-07-17|6|2024-07-17T14:00:00+00:00
RIOT,2024-08-05,6,2024-08-05 14:00:00+00:00,development,development,both,True,RIOT|2024-08-05|6|2024-08-05T14:00:00+00:00
RIOT,2024-10-15,6,2024-10-15 14:00:00+00:00,development,development,both,True,RIOT|2024-10-15|6|2024-10-15T14:00:00+00:00
RIOT,2024-11-27,6,2024-11-27 15:00:00+00:00,development,development,both,True,RIOT|2024-11-27|6|2024-11-27T15:00:00+00:00
RIOT,2024-11-27,14,2024-11-27 15:40:00+00:00,development,development,both,True,RIOT|2024-11-27|14|2024-11-27T15:40:00+00:00
RIOT,2025-01-02,6,2025-01-02 15:00:00+00:00,assessment,assessment,both,True,RIOT|2025-01-02|6|2025-01-02T15:00:00+00:00
RIOT,2025-01-03,6,2025-01-03 15:00:00+00:00,assessment,assessment,both,True,RIOT|2025-01-03|6|2025-01-03T15:00:00+00:00
RIOT,2025-01-06,6,2025-01-06 15:00:00+00:00,assessment,assessment,both,True,RIOT|2025-01-06|6|2025-01-06T15:00:00+00:00
RIOT,2025-05-16,6,2025-05-16 14:00:00+00:00,assessment,assessment,both,True,RIOT|2025-05-16|6|2025-05-16T14:00:00+00:00
RIOT,2025-06-03,6,2025-06-03 14:00:00+00:00,assessment,assessment,both,True,RIOT|2025-06-03|6|2025-06-03T14:00:00+00:00
RIOT,2025-07-01,6,2025-07-01 14:00:00+00:00,assessment,assessment,both,True,RIOT|2025-07-01|6|2025-07-01T14:00:00+00:00
RIOT,2025-07-02,6,2025-07-02 14:00:00+00:00,assessment,assessment,both,True,RIOT|2025-07-02|6|2025-07-02T14:00:00+00:00
RIOT,2025-07-03,6,2025-07-03 14:00:00+00:00,assessment,assessment,both,True,RIOT|2025-07-03|6|2025-07-03T14:00:00+00:00
RIOT,2025-07-07,6,2025-07-07 14:00:00+00:00,assessment,assessment,both,True,RIOT|2025-07-07|6|2025-07-07T14:00:00+00:00
RIOT,2025-07-14,6,2025-07-14 14:00:00+00:00,assessment,assessment,both,True,RIOT|2025-07-14|6|2025-07-14T14:00:00+00:00
RIOT,2025-08-14,6,2025-08-14 14:00:00+00:00,assessment,assessment,both,True,RIOT|2025-08-14|6|2025-08-14T14:00:00+00:00
RIOT,2025-08-20,6,2025-08-20 14:00:00+00:00,assessment,assessment,both,True,RIOT|2025-08-20|6|2025-08-20T14:00:00+00:00
RIOT,2025-08-22,6,2025-08-22 14:00:00+00:00,assessment,assessment,both,True,RIOT|2025-08-22|6|2025-08-22T14:00:00+00:00
RIVN,2024-01-29,10,2024-01-29 15:20:00+00:00,development,development,both,True,RIVN|2024-01-29|10|2024-01-29T15:20:00+00:00
RIVN,2024-03-04,6,2024-03-04 15:00:00+00:00,development,development,both,True,RIVN|2024-03-04|6|2024-03-04T15:00:00+00:00
RIVN,2024-04-11,6,2024-04-11 14:00:00+00:00,development,development,both,True,RIVN|2024-04-11|6|2024-04-11T14:00:00+00:00
RIVN,2024-06-24,6,2024-06-24 14:00:00+00:00,development,development,both,True,RIVN|2024-06-24|6|2024-06-24T14:00:00+00:00
RIVN,2024-06-26,6,2024-06-26 14:00:00+00:00,development,development,both,True,RIVN|2024-06-26|6|2024-06-26T14:00:00+00:00
RIVN,2024-07-17,6,2024-07-17 14:00:00+00:00,development,development,both,True,RIVN|2024-07-17|6|2024-07-17T14:00:00+00:00
RIVN,2024-08-28,6,2024-08-28 14:00:00+00:00,development,development,both,True,RIVN|2024-08-28|6|2024-08-28T14:00:00+00:00
RIVN,2024-11-18,6,2024-11-18 15:00:00+00:00,development,development,both,True,RIVN|2024-11-18|6|2024-11-18T15:00:00+00:00
RIVN,2024-11-19,6,2024-11-19 15:00:00+00:00,development,development,both,True,RIVN|2024-11-19|6|2024-11-19T15:00:00+00:00
RIVN,2024-11-20,6,2024-11-20 15:00:00+00:00,development,development,both,True,RIVN|2024-11-20|6|2024-11-20T15:00:00+00:00
RIVN,2024-11-21,6,2024-11-21 15:00:00+00:00,development,development,both,True,RIVN|2024-11-21|6|2024-11-21T15:00:00+00:00
RIVN,2024-11-27,6,2024-11-27 15:00:00+00:00,development,development,both,True,RIVN|2024-11-27|6|2024-11-27T15:00:00+00:00
RIVN,2024-11-27,14,2024-11-27 15:40:00+00:00,development,development,both,True,RIVN|2024-11-27|14|2024-11-27T15:40:00+00:00
RIVN,2024-11-27,22,2024-11-27 16:20:00+00:00,development,development,both,True,RIVN|2024-11-27|22|2024-11-27T16:20:00+00:00
RIVN,2025-01-02,6,2025-01-02 15:00:00+00:00,assessment,assessment,both,True,RIVN|2025-01-02|6|2025-01-02T15:00:00+00:00
RIVN,2025-01-03,6,2025-01-03 15:00:00+00:00,assessment,assessment,both,True,RIVN|2025-01-03|6|2025-01-03T15:00:00+00:00
RIVN,2025-01-06,6,2025-01-06 15:00:00+00:00,assessment,assessment,both,True,RIVN|2025-01-06|6|2025-01-06T15:00:00+00:00
RIVN,2025-01-06,14,2025-01-06 15:40:00+00:00,assessment,assessment,both,True,RIVN|2025-01-06|14|2025-01-06T15:40:00+00:00
RIVN,2025-01-07,6,2025-01-07 15:00:00+00:00,assessment,assessment,both,True,RIVN|2025-01-07|6|2025-01-07T15:00:00+00:00
RIVN,2025-01-21,6,2025-01-21 15:00:00+00:00,assessment,assessment,both,True,RIVN|2025-01-21|6|2025-01-21T15:00:00+00:00
RIVN,2025-04-01,14,2025-04-01 14:40:00+00:00,assessment,assessment,both,True,RIVN|2025-04-01|14|2025-04-01T14:40:00+00:00
RIVN,2025-04-03,6,2025-04-03 14:00:00+00:00,assessment,assessment,both,True,RIVN|2025-04-03|6|2025-04-03T14:00:00+00:00
SMCI,2024-02-01,6,2024-02-01 15:00:00+00:00,development,development,both,True,SMCI|2024-02-01|6|2024-02-01T15:00:00+00:00
SMCI,2024-02-01,14,2024-02-01 15:40:00+00:00,development,development,both,True,SMCI|2024-02-01|14|2024-02-01T15:40:00+00:00
SMCI,2024-02-05,6,2024-02-05 15:00:00+00:00,development,development,both,True,SMCI|2024-02-05|6|2024-02-05T15:00:00+00:00
SMCI,2024-02-07,6,2024-02-07 15:00:00+00:00,development,development,both,True,SMCI|2024-02-07|6|2024-02-07T15:00:00+00:00
SMCI,2024-02-09,6,2024-02-09 15:00:00+00:00,development,development,both,True,SMCI|2024-02-09|6|2024-02-09T15:00:00+00:00
SMCI,2024-02-12,6,2024-02-12 15:00:00+00:00,development,development,both,True,SMCI|2024-02-12|6|2024-02-12T15:00:00+00:00
SMCI,2024-03-18,6,2024-03-18 14:00:00+00:00,development,development,both,True,SMCI|2024-03-18|6|2024-03-18T14:00:00+00:00
SMCI,2024-03-21,6,2024-03-21 14:00:00+00:00,development,development,both,True,SMCI|2024-03-21|6|2024-03-21T14:00:00+00:00
SMCI,2024-03-22,6,2024-03-22 14:00:00+00:00,development,development,both,True,SMCI|2024-03-22|6|2024-03-22T14:00:00+00:00
SMCI,2024-05-03,6,2024-05-03 14:00:00+00:00,development,development,both,True,SMCI|2024-05-03|6|2024-05-03T14:00:00+00:00
SMCI,2024-05-08,6,2024-05-08 14:00:00+00:00,development,development,both,True,SMCI|2024-05-08|6|2024-05-08T14:00:00+00:00
SMCI,2024-05-10,6,2024-05-10 14:00:00+00:00,development,development,both,True,SMCI|2024-05-10|6|2024-05-10T14:00:00+00:00
SMCI,2024-05-13,6,2024-05-13 14:00:00+00:00,development,development,both,True,SMCI|2024-05-13|6|2024-05-13T14:00:00+00:00
SMCI,2024-05-16,6,2024-05-16 14:00:00+00:00,development,development,both,True,SMCI|2024-05-16|6|2024-05-16T14:00:00+00:00
SMCI,2024-05-23,6,2024-05-23 14:00:00+00:00,development,development,both,True,SMCI|2024-05-23|6|2024-05-23T14:00:00+00:00
SMCI,2024-06-20,6,2024-06-20 14:00:00+00:00,development,development,both,True,SMCI|2024-06-20|6|2024-06-20T14:00:00+00:00
SMCI,2024-07-15,6,2024-07-15 14:00:00+00:00,development,development,both,True,SMCI|2024-07-15|6|2024-07-15T14:00:00+00:00
SMCI,2024-08-13,10,2024-08-13 14:20:00+00:00,development,development,both,True,SMCI|2024-08-13|10|2024-08-13T14:20:00+00:00
SMCI,2024-08-14,6,2024-08-14 14:00:00+00:00,development,development,both,True,SMCI|2024-08-14|6|2024-08-14T14:00:00+00:00
SMCI,2024-08-15,6,2024-08-15 14:00:00+00:00,development,development,both,True,SMCI|2024-08-15|6|2024-08-15T14:00:00+00:00
SMCI,2024-08-16,6,2024-08-16 14:00:00+00:00,development,development,both,True,SMCI|2024-08-16|6|2024-08-16T14:00:00+00:00
SMCI,2024-08-27,6,2024-08-27 14:00:00+00:00,development,development,both,True,SMCI|2024-08-27|6|2024-08-27T14:00:00+00:00
SMCI,2024-08-27,14,2024-08-27 14:40:00+00:00,development,development,both,True,SMCI|2024-08-27|14|2024-08-27T14:40:00+00:00
SMCI,2024-09-18,6,2024-09-18 14:00:00+00:00,development,development,both,True,SMCI|2024-09-18|6|2024-09-18T14:00:00+00:00
SMCI,2024-09-25,6,2024-09-25 14:00:00+00:00,development,development,both,True,SMCI|2024-09-25|6|2024-09-25T14:00:00+00:00
SMCI,2024-09-26,6,2024-09-26 14:00:00+00:00,development,development,both,True,SMCI|2024-09-26|6|2024-09-26T14:00:00+00:00
SMCI,2024-09-26,16,2024-09-26 14:50:00+00:00,development,development,both,True,SMCI|2024-09-26|16|2024-09-26T14:50:00+00:00
SMCI,2024-10-03,6,2024-10-03 14:00:00+00:00,development,development,both,True,SMCI|2024-10-03|6|2024-10-03T14:00:00+00:00
SMCI,2024-10-03,14,2024-10-03 14:40:00+00:00,development,development,both,True,SMCI|2024-10-03|14|2024-10-03T14:40:00+00:00
SMCI,2024-10-04,6,2024-10-04 14:00:00+00:00,development,development,both,True,SMCI|2024-10-04|6|2024-10-04T14:00:00+00:00
SMCI,2024-10-30,6,2024-10-30 14:00:00+00:00,development,development,both,True,SMCI|2024-10-30|6|2024-10-30T14:00:00+00:00
SMCI,2025-01-06,6,2025-01-06 15:00:00+00:00,assessment,assessment,both,True,SMCI|2025-01-06|6|2025-01-06T15:00:00+00:00
SMCI,2025-01-10,6,2025-01-10 15:00:00+00:00,assessment,assessment,both,True,SMCI|2025-01-10|6|2025-01-10T15:00:00+00:00
SMCI,2025-01-13,6,2025-01-13 15:00:00+00:00,assessment,assessment,both,True,SMCI|2025-01-13|6|2025-01-13T15:00:00+00:00
SMCI,2025-03-21,6,2025-03-21 14:00:00+00:00,assessment,assessment,both,True,SMCI|2025-03-21|6|2025-03-21T14:00:00+00:00
SMCI,2025-03-24,6,2025-03-24 14:00:00+00:00,assessment,assessment,both,True,SMCI|2025-03-24|6|2025-03-24T14:00:00+00:00
SMCI,2025-03-31,6,2025-03-31 14:00:00+00:00,assessment,assessment,both,True,SMCI|2025-03-31|6|2025-03-31T14:00:00+00:00
SMCI,2025-04-15,6,2025-04-15 14:00:00+00:00,assessment,assessment,both,True,SMCI|2025-04-15|6|2025-04-15T14:00:00+00:00
SMCI,2025-04-23,6,2025-04-23 14:00:00+00:00,assessment,assessment,both,True,SMCI|2025-04-23|6|2025-04-23T14:00:00+00:00
SMCI,2025-06-25,6,2025-06-25 14:00:00+00:00,assessment,assessment,both,True,SMCI|2025-06-25|6|2025-06-25T14:00:00+00:00
SMCI,2025-06-25,14,2025-06-25 14:40:00+00:00,assessment,assessment,both,True,SMCI|2025-06-25|14|2025-06-25T14:40:00+00:00
SMCI,2025-06-30,10,2025-06-30 14:20:00+00:00,assessment,assessment,both,True,SMCI|2025-06-30|10|2025-06-30T14:20:00+00:00
SMCI,2025-08-07,6,2025-08-07 14:00:00+00:00,assessment,assessment,both,True,SMCI|2025-08-07|6|2025-08-07T14:00:00+00:00
SOFI,2024-02-12,6,2024-02-12 15:00:00+00:00,development,development,both,True,SOFI|2024-02-12|6|2024-02-12T15:00:00+00:00
SOFI,2024-02-16,6,2024-02-16 15:00:00+00:00,development,development,both,True,SOFI|2024-02-16|6|2024-02-16T15:00:00+00:00
SOFI,2024-02-27,14,2024-02-27 15:40:00+00:00,development,development,both,True,SOFI|2024-02-27|14|2024-02-27T15:40:00+00:00
SOFI,2024-03-08,6,2024-03-08 15:00:00+00:00,development,development,both,True,SOFI|2024-03-08|6|2024-03-08T15:00:00+00:00
SOFI,2024-05-14,6,2024-05-14 14:00:00+00:00,development,development,both,True,SOFI|2024-05-14|6|2024-05-14T14:00:00+00:00
SOFI,2024-07-17,6,2024-07-17 14:00:00+00:00,development,development,both,True,SOFI|2024-07-17|6|2024-07-17T14:00:00+00:00
SOFI,2024-07-18,6,2024-07-18 14:00:00+00:00,development,development,both,True,SOFI|2024-07-18|6|2024-07-18T14:00:00+00:00
SOFI,2024-07-30,6,2024-07-30 14:00:00+00:00,development,development,both,True,SOFI|2024-07-30|6|2024-07-30T14:00:00+00:00
SOFI,2024-08-05,6,2024-08-05 14:00:00+00:00,development,development,both,True,SOFI|2024-08-05|6|2024-08-05T14:00:00+00:00
SOFI,2024-08-05,14,2024-08-05 14:40:00+00:00,development,development,both,True,SOFI|2024-08-05|14|2024-08-05T14:40:00+00:00
SOFI,2024-08-29,6,2024-08-29 14:00:00+00:00,development,development,both,True,SOFI|2024-08-29|6|2024-08-29T14:00:00+00:00
SOFI,2024-08-29,14,2024-08-29 14:40:00+00:00,development,development,both,True,SOFI|2024-08-29|14|2024-08-29T14:40:00+00:00
SOFI,2024-12-06,6,2024-12-06 15:00:00+00:00,development,development,both,True,SOFI|2024-12-06|6|2024-12-06T15:00:00+00:00
SOFI,2025-01-02,6,2025-01-02 15:00:00+00:00,assessment,assessment,both,True,SOFI|2025-01-02|6|2025-01-02T15:00:00+00:00
SOFI,2025-01-27,6,2025-01-27 15:00:00+00:00,assessment,assessment,both,True,SOFI|2025-01-27|6|2025-01-27T15:00:00+00:00
SOFI,2025-02-18,6,2025-02-18 15:00:00+00:00,assessment,assessment,both,True,SOFI|2025-02-18|6|2025-02-18T15:00:00+00:00
SOFI,2025-03-27,6,2025-03-27 14:00:00+00:00,assessment,assessment,both,True,SOFI|2025-03-27|6|2025-03-27T14:00:00+00:00
SOFI,2025-03-31,6,2025-03-31 14:00:00+00:00,assessment,assessment,both,True,SOFI|2025-03-31|6|2025-03-31T14:00:00+00:00
SOFI,2025-04-02,6,2025-04-02 14:00:00+00:00,assessment,assessment,both,True,SOFI|2025-04-02|6|2025-04-02T14:00:00+00:00
SOFI,2025-04-04,6,2025-04-04 14:00:00+00:00,assessment,assessment,both,True,SOFI|2025-04-04|6|2025-04-04T14:00:00+00:00
SOFI,2025-05-14,6,2025-05-14 14:00:00+00:00,assessment,assessment,both,True,SOFI|2025-05-14|6|2025-05-14T14:00:00+00:00
SOFI,2025-06-11,6,2025-06-11 14:00:00+00:00,assessment,assessment,both,True,SOFI|2025-06-11|6|2025-06-11T14:00:00+00:00
SOFI,2025-07-14,6,2025-07-14 14:00:00+00:00,assessment,assessment,both,True,SOFI|2025-07-14|6|2025-07-14T14:00:00+00:00
SOFI,2025-07-29,6,2025-07-29 14:00:00+00:00,assessment,assessment,both,True,SOFI|2025-07-29|6|2025-07-29T14:00:00+00:00
SOFI,2025-07-30,6,2025-07-30 14:00:00+00:00,assessment,assessment,both,True,SOFI|2025-07-30|6|2025-07-30T14:00:00+00:00
WULF,2024-02-01,6,2024-02-01 15:00:00+00:00,development,development,both,True,WULF|2024-02-01|6|2024-02-01T15:00:00+00:00
WULF,2024-02-02,6,2024-02-02 15:00:00+00:00,development,development,both,True,WULF|2024-02-02|6|2024-02-02T15:00:00+00:00
WULF,2024-02-08,6,2024-02-08 15:00:00+00:00,development,development,both,True,WULF|2024-02-08|6|2024-02-08T15:00:00+00:00
WULF,2024-04-18,6,2024-04-18 14:00:00+00:00,development,development,both,True,WULF|2024-04-18|6|2024-04-18T14:00:00+00:00
WULF,2024-04-29,10,2024-04-29 14:20:00+00:00,development,development,both,True,WULF|2024-04-29|10|2024-04-29T14:20:00+00:00
WULF,2024-06-12,6,2024-06-12 14:00:00+00:00,development,development,both,True,WULF|2024-06-12|6|2024-06-12T14:00:00+00:00
WULF,2024-06-24,6,2024-06-24 14:00:00+00:00,development,development,both,True,WULF|2024-06-24|6|2024-06-24T14:00:00+00:00
WULF,2024-06-25,6,2024-06-25 14:00:00+00:00,development,development,both,True,WULF|2024-06-25|6|2024-06-25T14:00:00+00:00
WULF,2024-07-02,6,2024-07-02 14:00:00+00:00,development,development,both,True,WULF|2024-07-02|6|2024-07-02T14:00:00+00:00
WULF,2024-07-03,10,2024-07-03 14:20:00+00:00,development,development,both,True,WULF|2024-07-03|10|2024-07-03T14:20:00+00:00
WULF,2024-07-05,6,2024-07-05 14:00:00+00:00,development,development,both,True,WULF|2024-07-05|6|2024-07-05T14:00:00+00:00
WULF,2024-07-11,6,2024-07-11 14:00:00+00:00,development,development,both,True,WULF|2024-07-11|6|2024-07-11T14:00:00+00:00
WULF,2024-07-19,6,2024-07-19 14:00:00+00:00,development,development,both,True,WULF|2024-07-19|6|2024-07-19T14:00:00+00:00
WULF,2024-08-15,6,2024-08-15 14:00:00+00:00,development,development,both,True,WULF|2024-08-15|6|2024-08-15T14:00:00+00:00
WULF,2024-08-16,6,2024-08-16 14:00:00+00:00,development,development,both,True,WULF|2024-08-16|6|2024-08-16T14:00:00+00:00
WULF,2024-08-16,14,2024-08-16 14:40:00+00:00,development,development,both,True,WULF|2024-08-16|14|2024-08-16T14:40:00+00:00
WULF,2024-08-20,6,2024-08-20 14:00:00+00:00,development,development,both,True,WULF|2024-08-20|6|2024-08-20T14:00:00+00:00
WULF,2024-08-28,6,2024-08-28 14:00:00+00:00,development,development,both,True,WULF|2024-08-28|6|2024-08-28T14:00:00+00:00
WULF,2024-09-20,6,2024-09-20 14:00:00+00:00,development,development,both,True,WULF|2024-09-20|6|2024-09-20T14:00:00+00:00
WULF,2024-09-23,6,2024-09-23 14:00:00+00:00,development,development,both,True,WULF|2024-09-23|6|2024-09-23T14:00:00+00:00
WULF,2024-10-11,6,2024-10-11 14:00:00+00:00,development,development,both,True,WULF|2024-10-11|6|2024-10-11T14:00:00+00:00
WULF,2024-10-24,6,2024-10-24 14:00:00+00:00,development,development,both,True,WULF|2024-10-24|6|2024-10-24T14:00:00+00:00
WULF,2025-01-13,6,2025-01-13 15:00:00+00:00,assessment,assessment,both,True,WULF|2025-01-13|6|2025-01-13T15:00:00+00:00
WULF,2025-02-12,6,2025-02-12 15:00:00+00:00,assessment,assessment,both,True,WULF|2025-02-12|6|2025-02-12T15:00:00+00:00
WULF,2025-02-13,6,2025-02-13 15:00:00+00:00,assessment,assessment,both,True,WULF|2025-02-13|6|2025-02-13T15:00:00+00:00
WULF,2025-03-24,6,2025-03-24 14:00:00+00:00,assessment,assessment,both,True,WULF|2025-03-24|6|2025-03-24T14:00:00+00:00
WULF,2025-03-25,6,2025-03-25 14:00:00+00:00,assessment,assessment,both,True,WULF|2025-03-25|6|2025-03-25T14:00:00+00:00
WULF,2025-04-15,6,2025-04-15 14:00:00+00:00,assessment,assessment,both,True,WULF|2025-04-15|6|2025-04-15T14:00:00+00:00
WULF,2025-05-12,6,2025-05-12 14:00:00+00:00,assessment,assessment,both,True,WULF|2025-05-12|6|2025-05-12T14:00:00+00:00
WULF,2025-05-16,6,2025-05-16 14:00:00+00:00,assessment,assessment,both,True,WULF|2025-05-16|6|2025-05-16T14:00:00+00:00
WULF,2025-05-19,6,2025-05-19 14:00:00+00:00,assessment,assessment,both,True,WULF|2025-05-19|6|2025-05-19T14:00:00+00:00
WULF,2025-06-12,10,2025-06-12 14:20:00+00:00,assessment,assessment,both,True,WULF|2025-06-12|10|2025-06-12T14:20:00+00:00
WULF,2025-08-11,8,2025-08-11 14:10:00+00:00,assessment,assessment,both,True,WULF|2025-08-11|8|2025-08-11T14:10:00+00:00
WULF,2025-08-14,6,2025-08-14 14:00:00+00:00,assessment,assessment,both,True,WULF|2025-08-14|6|2025-08-14T14:00:00+00:00
WULF,2025-08-15,6,2025-08-15 14:00:00+00:00,assessment,assessment,both,True,WULF|2025-08-15|6|2025-08-15T14:00:00+00:00
WULF,2025-08-15,14,2025-08-15 14:40:00+00:00,assessment,assessment,both,True,WULF|2025-08-15|14|2025-08-15T14:40:00+00:00
