scope,target,model,brier_score,log_loss,auc,calibration_intercept,calibration_slope,expected_calibration_error,base_rate,row_count,session_count,stock_count
2025-03,large_remaining_move,M2,0.159860594405,0.501313452828,0.639434668631,-0.598310185408,0.750332768256,0.0710797824051,0.204057279236,838,21,20
2025-04,large_remaining_move,M2,0.167537633148,0.515357417404,0.62306501548,-0.75255914653,0.618845363036,0.0728593514534,0.206388206388,814,21,20
2025-05,large_remaining_move,M2,0.142911965213,0.454831496815,0.717263203841,-0.174562356631,1.26362097571,0.0759159628475,0.198492462312,796,20,20
2025-06,large_remaining_move,M2,0.146738363685,0.464239726023,0.704907527899,-0.312479110005,1.06680583275,0.0601007944265,0.1975,800,20,20
2025-07,large_remaining_move,M2,0.159728504759,0.50426537421,0.611425144843,-0.776193560671,0.490097757635,0.0595143537823,0.20119047619,840,21,20
2025-08,large_remaining_move,M2,0.138359161593,0.447062315165,0.655218479437,-0.373609035962,1.00157746487,0.0642172894035,0.175,640,16,20
2025-01,large_remaining_move,M3,0.174276828132,0.531612343565,0.693866943867,-0.297617905402,1.00528374516,0.0634011007499,0.26,800,20,20
2025-02,large_remaining_move,M3,0.178744663909,0.543060248947,0.604423746243,-0.742501743076,0.530605492865,0.0678175593904,0.226315789474,760,19,20
2025-03,large_remaining_move,M3,0.16052806488,0.503687190069,0.631614017553,-0.646827738972,0.698179839727,0.068861706734,0.204057279236,838,21,20
2025-04,large_remaining_move,M3,0.168790599475,0.519060795249,0.611786819991,-0.803919184872,0.562438677925,0.0736893484611,0.206388206388,814,21,20
2025-05,large_remaining_move,M3,0.143541261424,0.456013955035,0.716519185747,-0.214019104521,1.2233633169,0.0746560916919,0.198492462312,796,20,20
2025-06,large_remaining_move,M3,0.149790374993,0.472820467719,0.677520801293,-0.455502783043,0.902925144825,0.0653454886599,0.1975,800,20,20
2025-07,large_remaining_move,M3,0.159801736633,0.505100037035,0.616284094216,-0.790129539143,0.477051551927,0.0593021680291,0.20119047619,840,21,20
2025-08,large_remaining_move,M3,0.138299359393,0.447052262502,0.658329951299,-0.392692635421,0.981046525836,0.0672523909391,0.175,640,16,20
2025-01,up_given_large_move,M0,0.255605349528,0.704407082557,0.490909090909,1.36952093845,-7.22061025561,0.0800831543066,0.471153846154,208,20,20
2025-02,up_given_large_move,M0,0.245988352996,0.685103694731,0.53470790378,-5.4169692521,27.599789121,0.0127259638194,0.563953488372,172,19,20
2025-03,up_given_large_move,M0,0.248556935239,0.690257717193,0.571064942212,-11.575443856,56.9731102428,0.0132815113231,0.538011695906,171,21,20
2025-04,up_given_large_move,M0,0.258096601004,0.709406567419,0.506021505376,-1.19795518595,4.78081405653,0.104784460559,0.446428571429,168,21,20
2025-05,up_given_large_move,M0,0.243463253504,0.68003569266,0.537303556658,-5.75698231758,29.7936766991,0.0374576698134,0.588607594937,158,20,19
2025-06,up_given_large_move,M0,0.24750491975,0.688149676613,0.473045167557,4.73659398186,-21.967307955,0.000769441189195,0.550632911392,158,20,19
2025-07,up_given_large_move,M0,0.243309437352,0.67972930582,0.462898550725,6.53569811604,-29.9033617729,0.0403775707945,0.591715976331,169,21,20
2025-08,up_given_large_move,M0,0.237095211938,0.667256166645,0.496136283808,1.25768996109,-3.07094971304,0.100617195176,0.651785714286,112,16,17
2025-01,up_given_large_move,M1,0.256934652863,0.707525196365,0.516141001855,-0.192802567813,0.373979762263,0.0965940683592,0.471153846154,208,20,20
2025-02,up_given_large_move,M1,0.243238726647,0.679104668505,0.552714776632,0.0694099795994,0.810493497664,0.0703453317917,0.563953488372,172,19,20
2025-03,up_given_large_move,M1,0.246410369054,0.68603060952,0.55668684645,-0.0404859359519,0.832538058444,0.0265306703616,0.538011695906,171,21,20
2025-04,up_given_large_move,M1,0.259057439555,0.711456057371,0.527025089606,-0.304462677934,0.426407951139,0.135034910766,0.446428571429,168,21,20
2025-05,up_given_large_move,M1,0.232733885782,0.656660153066,0.622332506203,0.000389578245201,1.41691260062,0.0673091682256,0.588607594937,158,20,19
2025-06,up_given_large_move,M1,0.252777445589,0.699646793276,0.488424801684,0.254614485519,-0.222820229769,0.0667549779974,0.550632911392,158,20,19
2025-07,up_given_large_move,M1,0.246461362294,0.686487629412,0.495507246377,0.400846540908,-0.102044863471,0.0946471214766,0.591715976331,169,21,20
2025-08,up_given_large_move,M1,0.250779643108,0.694833609794,0.356515630488,1.20072589782,-1.85714181074,0.177150409973,0.651785714286,112,16,17
2025-01,up_given_large_move,M2,0.252583159538,0.698367658374,0.56159554731,-0.225719176706,0.579304168709,0.0922589712737,0.471153846154,208,20,20
2025-02,up_given_large_move,M2,0.237121617153,0.666428259367,0.605223367698,0.0246130542995,1.03280439033,0.0275663083738,0.563953488372,172,19,20
2025-03,up_given_large_move,M2,0.242543926497,0.677411988278,0.584067143643,-0.0259492090838,0.882839842193,0.0569913079025,0.538011695906,171,21,20
2025-04,up_given_large_move,M2,0.261415972846,0.718764213917,0.575913978495,-0.293375343566,0.345759952023,0.142001776453,0.446428571429,168,21,20
2025-05,up_given_large_move,M2,0.232666648783,0.656240288558,0.623655913978,0.0250701096983,1.01999692851,0.0502824395479,0.588607594937,158,20,19
2025-06,up_given_large_move,M2,0.247060579907,0.685896547358,0.553019265015,0.0155962289035,0.56813633213,0.0697360844606,0.550632911392,158,20,19
2025-07,up_given_large_move,M2,0.257811276282,0.720347960222,0.49768115942,0.480286597193,-0.247521971114,0.106495395775,0.591715976331,169,21,20
2025-08,up_given_large_move,M2,0.260560132625,0.715496125755,0.341060765718,1.03051392502,-1.04516636943,0.180988366797,0.651785714286,112,16,17
2025-01,up_given_large_move,M3,0.257251187081,0.708251006665,0.548515769944,-0.167403507735,0.364025374841,0.115004201173,0.471153846154,208,20,20
2025-02,up_given_large_move,M3,0.24073123086,0.673614470137,0.578419243986,0.102291766814,0.772554387766,0.0597398653879,0.563953488372,172,19,20
2025-03,up_given_large_move,M3,0.241306224355,0.675470863007,0.599614749587,0.00960490955989,0.829445703167,0.0384674397653,0.538011695906,171,21,20
2025-04,up_given_large_move,M3,0.269226934677,0.737615920988,0.53935483871,-0.233654714429,0.0871183709163,0.150899045219,0.446428571429,168,21,20
2025-05,up_given_large_move,M3,0.235884802631,0.663162309217,0.603473945409,0.128082789324,0.761996522761,0.0710580471555,0.588607594937,158,20,19
2025-06,up_given_large_move,M3,0.240428746835,0.673544021552,0.596729804112,-0.00561537732345,0.725376997507,0.045739819286,0.550632911392,158,20,19
2025-07,up_given_large_move,M3,0.255642399319,0.713881531926,0.51115942029,0.366557428468,0.0124713000779,0.120734103549,0.591715976331,169,21,20
2025-08,up_given_large_move,M3,0.272427569802,0.743903089064,0.325957147875,0.860133711112,-0.619916079116,0.187289865258,0.651785714286,112,16,17
2025-01,remaining_direction_up,M0,0.25000064717,0.693148474904,0.5,9.92500724876e-12,8.92989855346e-09,0.000636977721813,0.5,800,20,20
2025-02,remaining_direction_up,M0,0.25000064717,0.693148474904,0.5,1.13324614715e-11,1.15751355474e-08,0.000636977721813,0.5,760,19,20
2025-03,remaining_direction_up,M0,0.250002167404,0.693151515375,0.498806682578,-0.00368203645221,-1.87340599007,0.00183029514425,0.5,838,21,20
2025-04,remaining_direction_up,M0,0.250001854431,0.693150889429,0.5,0.00491401481882,1.1958554685e-08,0.00171985617874,0.501228501229,814,21,20
2025-05,remaining_direction_up,M0,0.25000064717,0.693148474904,0.5,-5.67397051091e-10,1.31397409733e-07,0.000636977721813,0.5,796,20,20
2025-06,remaining_direction_up,M0,0.25000064717,0.693148474904,0.5,9.92473584067e-12,8.92987093367e-09,0.000636977721813,0.5,800,20,20
2025-07,remaining_direction_up,M0,0.25000064717,0.693148474904,0.5,3.12989412265e-12,1.89219590535e-09,0.000636977721813,0.5,840,21,20
2025-08,remaining_direction_up,M0,0.25000064717,0.693148474904,0.5,4.54108524251e-12,6.40533457944e-09,0.000636977721813,0.5,640,16,20
2025-01,remaining_direction_up,M1,0.250983060065,0.695126595829,0.50540625,0.000697672146725,0.0640582817379,0.00898415246167,0.5,800,20,20
2025-02,remaining_direction_up,M1,0.251653116725,0.69648630627,0.487700831025,-0.000807854770911,-0.646461423195,0.0305595961318,0.5,760,19,20
2025-03,remaining_direction_up,M1,0.248719007924,0.690555895864,0.532065777707,-0.0112597038445,1.5652931207,0.00528587499132,0.5,838,21,20
2025-04,remaining_direction_up,M1,0.250340786594,0.693839910142,0.51553897421,0.00208422243685,0.30293187927,0.00637926069263,0.501228501229,814,21,20
2025-05,remaining_direction_up,M1,0.24691522275,0.686671139023,0.575465266029,-0.0279017670009,2.54831742712,0.0287056139853,0.5,796,20,20
2025-06,remaining_direction_up,M1,0.250115618296,0.693365721336,0.52064375,-0.000486178587687,0.419413720074,0.00905930528821,0.5,800,20,20
2025-07,remaining_direction_up,M1,0.25341465717,0.700090895558,0.442811791383,0.0231749603507,-2.22521943567,0.0602580247886,0.5,840,21,20
2025-08,remaining_direction_up,M1,0.25113308083,0.695417894251,0.484287109375,0.0107153556116,-0.693410087784,0.0274511675993,0.5,640,16,20
2025-01,remaining_direction_up,M2,0.252503215666,0.698217169263,0.49580625,-0.00237442175908,-0.087309701808,0.025411346141,0.5,800,20,20
2025-02,remaining_direction_up,M2,0.252105215872,0.697472821307,0.503400277008,-3.83186943275e-05,-0.00281527723461,0.0298181953101,0.5,760,19,20
2025-03,remaining_direction_up,M2,0.248441658032,0.690004491175,0.545559663023,0.0128451174235,0.943190417188,0.00576725231518,0.5,838,21,20
2025-04,remaining_direction_up,M2,0.250720091876,0.694597442106,0.518780788177,0.00409384472791,0.348912553516,0.0182638101203,0.501228501229,814,21,20
2025-05,remaining_direction_up,M2,0.245923911988,0.684684265314,0.574126915987,-0.0183753931351,1.42675829214,0.0270507049896,0.5,796,20,20
2025-06,remaining_direction_up,M2,0.252072733882,0.697315529972,0.494125,0.000630426044196,-0.0318153967402,0.0281045234454,0.5,800,20,20
2025-07,remaining_direction_up,M2,0.254327999143,0.701947148628,0.475901360544,0.0125479905709,-0.656546876557,0.0395947305719,0.5,840,21,20
2025-08,remaining_direction_up,M2,0.250719266145,0.694594547515,0.509814453125,-0.00726525854807,0.301781464977,0.0109913756672,0.5,640,16,20
2025-01,remaining_direction_up,M3,0.253176841158,0.699597583802,0.4894875,-0.000169110804405,-0.00568925127517,0.0424432034987,0.5,800,20,20
2025-02,remaining_direction_up,M3,0.25190595309,0.697160052871,0.514314404432,0.00202090743127,0.199294166776,0.0263833490028,0.5,760,19,20
2025-03,remaining_direction_up,M3,0.250863594331,0.6950320331,0.523145801175,0.00551582346442,0.338245982551,0.0143026770768,0.5,838,21,20
2025-04,remaining_direction_up,M3,0.253079757598,0.699550193403,0.508711243118,0.00515185242367,0.0972728692161,0.0194860620908,0.501228501229,814,21,20
2025-05,remaining_direction_up,M3,0.246413528404,0.685919307048,0.577296027878,-0.0130383451844,0.989402343941,0.0299804639076,0.5,796,20,20
2025-06,remaining_direction_up,M3,0.250412944032,0.6940652169,0.52226875,-0.00286436770709,0.435603012751,0.0339125431504,0.5,800,20,20
2025-07,remaining_direction_up,M3,0.257186690912,0.707961508975,0.471865079365,0.00708234318272,-0.612791519011,0.0459656311261,0.5,840,21,20
2025-08,remaining_direction_up,M3,0.251907159261,0.697021737215,0.505966796875,-0.00451483965015,0.217802271123,0.0317528186508,0.5,640,16,20
