model,target,brier_score,log_loss,auc,calibration_intercept,calibration_slope,expected_calibration_error,outcome_rate,mean_prediction,row_count,session_count,stock_count,comparison_baseline,brier_improvement,log_loss_improvement
C0,joint_large_move_and_closure,0.05232114794962121,0.2102426071428604,0.7128817488423439,-0.27410690884679645,1.144952149084299,0.037477841933334456,0.05591982961057225,0.0931742671687576,4449,157,20,,,
C1,joint_large_move_and_closure,0.052571363233148434,0.21224029874383646,0.712297855784976,-0.10957779839760165,1.233361476769372,0.03957543083111513,0.05591982961057225,0.0952103548564214,4449,157,20,C0,-0.0002502152835272139,-0.001997691600976056
