model,target,brier_score,log_loss,auc,calibration_intercept,calibration_slope,expected_calibration_error,outcome_rate,mean_prediction,row_count,session_count,stock_count,comparison_baseline,brier_improvement,log_loss_improvement
B0,large_move,0.14676662400075544,0.4681922338202162,0.65605347815224,-0.3653511380512444,1.0861775466336068,0.07326158319300476,0.18178892682846462,0.2548801689515885,4449,157,20,,,
B1,large_move,0.1467638418380836,0.46819126137204925,0.6563389333703277,-0.3650032843261389,1.08732317946027,0.07339160346122468,0.18178892682846462,0.2550106581673701,4449,157,20,B0,2.7821626718337553e-06,9.724481669858579e-07
