period,analysis_level,subgroup_type,subgroup,quantity,estimate_type,n,sessions,estimate,lower_95,upper_95,status
stress,high_tail_checkpoint,phase,PERSISTENT,post_share_of_local_range_v1,median,594,57,0.4028189016993129,0.3943053988624714,0.4095121293825455,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,future_absolute_10m,mean,97,43,0.00804184390522181,0.00629555790559213,0.00973200239444696,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,future_absolute_10m,median,97,43,0.0046356852968385265,0.0041723821110300095,0.006982919179928065,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,future_absolute_15m,mean,97,43,0.009279115796481994,0.00770005145823324,0.010942253322978207,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,future_absolute_15m,median,97,43,0.006751846584729133,0.005826923084868009,0.008678862247418762,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,post_share_of_local_range_v1,mean,97,43,0.4033711576744279,0.3776623437383322,0.4276066313319715,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,post_share_of_local_range_v1,median,97,43,0.4087694151396106,0.3706890364153815,0.43175247752794166,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,mean,35,22,0.006567753541739836,0.004543413342417493,0.009037012654754118,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,median,35,22,0.005687219839357399,0.00241412322521006,0.009347890117427054,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,mean,35,22,0.007189836959134404,0.004991229846960572,0.010169350018328593,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,median,35,22,0.005709640307220173,0.0035504933188274484,0.01031249785947795,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,mean,35,22,0.5107986701942753,0.4745666056248972,0.5588405605112694,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,median,35,22,0.5148233676270675,0.4793754169429806,0.5510807044856544,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,future_absolute_10m,mean,1111,67,0.010609835215228725,0.009596796506921334,0.011604587241553447,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,future_absolute_10m,median,1111,67,0.008358518440372586,0.007475769963067026,0.009377925313057514,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,future_absolute_15m,mean,1111,67,0.012771748256063859,0.011531969137881331,0.014028821796240374,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,future_absolute_15m,median,1111,67,0.00956466077555431,0.008711584752322577,0.010612680246853452,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,mean,1111,67,0.40538870168990426,0.3994974526622764,0.41150726274358773,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,median,1111,67,0.4009681960437848,0.3932890561896094,0.4068052643024088,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_absolute_10m,mean,5,4,0.0037261559912054364,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_absolute_10m,median,5,4,0.0012194363991241556,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_absolute_15m,mean,5,4,0.004835412871154252,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_absolute_15m,median,5,4,0.004589759486729629,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,mean,5,4,0.492256646623262,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,median,5,4,0.5127060102042033,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_absolute_10m,mean,450,67,0.010872727802944028,0.009640113613618884,0.012386189432756997,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_absolute_10m,median,450,67,0.008922307339902163,0.007698439050214474,0.010096042548951408,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_absolute_15m,mean,450,67,0.012765990143597826,0.011153976945678499,0.014615632228412919,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_absolute_15m,median,450,67,0.009383536930502184,0.00843180158646425,0.011491186720433677,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,post_share_of_local_range_v1,mean,450,67,0.40693959065880775,0.3944269650551986,0.4196810561583379,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,post_share_of_local_range_v1,median,450,67,0.40441606495731225,0.39132580457422833,0.4201553015735114,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_absolute_10m,mean,25,16,0.006870602914301524,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_absolute_10m,median,25,16,0.005687219839357399,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_absolute_15m,mean,25,16,0.007327190696608505,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_absolute_15m,median,25,16,0.005709640307220173,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,post_share_of_local_range_v1,mean,25,16,0.515242902647181,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,post_share_of_local_range_v1,median,25,16,0.5367260759750985,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_absolute_10m,mean,569,57,0.010815845474754154,0.009304910276213243,0.012373552589678562,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_absolute_10m,median,569,57,0.008586415017719225,0.007305081857788666,0.010041925389201537,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_absolute_15m,mean,569,57,0.013337311032351303,0.011723682010042653,0.014971075341458162,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_absolute_15m,median,569,57,0.010130284657510601,0.009076759480213966,0.011313143460148589,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,post_share_of_local_range_v1,mean,569,57,0.4054000477049289,0.3979518364843784,0.4118514389387316,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,post_share_of_local_range_v1,median,569,57,0.40001084437419887,0.3871638893083397,0.40569787376034233,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_absolute_10m,mean,5,4,0.007895104229465792,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_absolute_10m,median,5,4,0.007172223629382634,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_absolute_15m,mean,5,4,0.008857492359744045,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_absolute_15m,median,5,4,0.008473859612191515,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,mean,5,4,0.5071195315007602,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,median,5,4,0.5080088114953397,,,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_absolute_10m,mean,92,43,0.008049818887599855,0.0062329689110480506,0.009591808404463666,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_absolute_10m,median,92,43,0.004605285193517598,0.0041723821110300095,0.006761520232299446,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_absolute_15m,mean,92,43,0.009302030113696014,0.0075419307018937095,0.01106376800129356,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_absolute_15m,median,92,43,0.006677902236866949,0.005608733151754195,0.008714852288174655,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,post_share_of_local_range_v1,mean,92,43,0.39773265909690975,0.3729667202618962,0.421031020047702,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,post_share_of_local_range_v1,median,92,43,0.3992803886997075,0.36458415195321336,0.4250114228701057,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,future_absolute_10m,mean,525,67,0.0104578754150967,0.009291084581678766,0.01164556974010242,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,future_absolute_10m,median,525,67,0.008326876111916447,0.007157769098671799,0.00971214726951765,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,future_absolute_15m,mean,525,67,0.01224790012169047,0.010992054260233213,0.013915762631861835,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,future_absolute_15m,median,525,67,0.009080097882968251,0.00830800396872654,0.010481653760841978,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,post_share_of_local_range_v1,mean,525,67,0.4066354136132834,0.3961431723680175,0.4181020985850202,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,post_share_of_local_range_v1,median,525,67,0.4049408515468046,0.39063326259930375,0.4186528375105215,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,future_absolute_10m,mean,455,67,0.010794194046771075,0.009510376670764065,0.012316441577832366,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,future_absolute_10m,median,455,67,0.00877264049438756,0.007655363961137722,0.0100168155290797,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,future_absolute_15m,mean,455,67,0.012678840942801743,0.011137432419707573,0.014577013656796109,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,future_absolute_15m,median,455,67,0.00931029261779832,0.008315215695635429,0.011377940313039323,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,post_share_of_local_range_v1,mean,455,67,0.40787714072435116,0.3952013727387094,0.4191734899594723,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,post_share_of_local_range_v1,median,455,67,0.4063702482497562,0.39131993990945485,0.4221177332761025,descriptive_support_available
stress,fresh_high_tail_episode,phase,PERSISTENT,future_absolute_10m,mean,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,future_absolute_10m,median,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,future_absolute_15m,mean,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,future_absolute_15m,median,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,post_share_of_local_range_v1,mean,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,post_share_of_local_range_v1,median,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,RE_ENTRY,future_absolute_10m,mean,70,35,0.008271804309213258,0.006594623492278767,0.009862929638279078,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,future_absolute_10m,median,70,35,0.00542688248600864,0.004179425454841676,0.00747563020719195,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,future_absolute_15m,mean,70,35,0.009446784784467189,0.00772174607641484,0.011166399195676925,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,future_absolute_15m,median,70,35,0.00822279195435053,0.005917247045722177,0.009776512915398045,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,post_share_of_local_range_v1,mean,70,35,0.398564187391343,0.37179625818074424,0.4285877486137061,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,post_share_of_local_range_v1,median,70,35,0.3948939887179132,0.36525821031695127,0.4273076149068003,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,mean,9,8,0.006291001884584542,,,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,median,9,8,0.006079168027609069,,,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,mean,9,8,0.00667441530162334,,,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,median,9,8,0.005319085691314345,,,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,mean,9,8,0.5054566071119659,,,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,median,9,8,0.5127060102042033,,,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_absolute_10m,mean,516,67,0.010530553441791681,0.00934746917756199,0.01176725542614303,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_absolute_10m,median,516,67,0.008394765418136899,0.007246036580672144,0.00966324330669244,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_absolute_15m,mean,516,67,0.012345112066226524,0.011008767045062477,0.014016329078938204,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_absolute_15m,median,516,67,0.009124435003101353,0.008297742587986809,0.010591109988902636,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,mean,516,67,0.40491178814528317,0.39310781304140524,0.4170402987865673,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,median,516,67,0.4026175241457586,0.3887889605267151,0.4159956717484389,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_absolute_10m,mean,5,4,0.0037261559912054364,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_absolute_10m,median,5,4,0.0012194363991241556,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_absolute_15m,mean,5,4,0.004835412871154252,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_absolute_15m,median,5,4,0.004589759486729629,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,mean,5,4,0.492256646623262,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,median,5,4,0.5127060102042033,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_absolute_10m,mean,450,67,0.010872727802944028,0.009508538869958475,0.01226993780737673,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_absolute_10m,median,450,67,0.008922307339902163,0.007710138425967322,0.010035530142065936,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_absolute_15m,mean,450,67,0.012765990143597826,0.011329095197151924,0.014666541806344534,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_absolute_15m,median,450,67,0.009383536930502184,0.008297742587986809,0.01151378557514028,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,post_share_of_local_range_v1,mean,450,67,0.40693959065880775,0.39547948938786964,0.41929802136026734,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,post_share_of_local_range_v1,median,450,67,0.40441606495731225,0.39037063269904243,0.4201553015735114,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_absolute_10m,mean,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_absolute_10m,median,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_absolute_15m,mean,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_absolute_15m,median,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,post_share_of_local_range_v1,mean,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,post_share_of_local_range_v1,median,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_absolute_10m,mean,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_absolute_10m,median,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_absolute_15m,mean,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_absolute_15m,median,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,post_share_of_local_range_v1,mean,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,post_share_of_local_range_v1,median,0,0,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_absolute_10m,mean,4,4,0.009497059251308422,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_absolute_10m,median,4,4,0.010516753209707493,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_absolute_15m,mean,4,4,0.0089731683397097,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_absolute_15m,median,4,4,0.009060546444982762,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,mean,4,4,0.5219565577228459,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,median,4,4,0.5261968534349939,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_absolute_10m,mean,66,35,0.008197546433934761,0.0065672388857737456,0.009904383716703281,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_absolute_10m,median,66,35,0.00486722695203781,0.0041723821110300095,0.007345863387770671,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_absolute_15m,mean,66,35,0.009475488811422187,0.0076580788446212345,0.011146970235307627,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_absolute_15m,median,66,35,0.00785096777734994,0.005610703707101821,0.009962962191173453,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,post_share_of_local_range_v1,mean,66,35,0.39108586191670647,0.3635421496178681,0.417605859194571,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,post_share_of_local_range_v1,median,66,35,0.3818257369691357,0.36265658528774575,0.41789487439804274,descriptive_support_available
