period,analysis_level,subgroup_type,subgroup,concentration_dimension,value,count,share_within_subgroup
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,AAL,7,0.07216494845360824
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,AAOI,1,0.010309278350515464
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,APLD,1,0.010309278350515464
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,ASTS,1,0.010309278350515464
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,CIFR,15,0.15463917525773196
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,HIMS,1,0.010309278350515464
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,IREN,9,0.09278350515463918
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,MARA,3,0.030927835051546393
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,MP,14,0.14432989690721648
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,MRNA,1,0.010309278350515464
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,MSTR,1,0.010309278350515464
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,NVTS,17,0.17525773195876287
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,QBTS,1,0.010309278350515464
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,RGTI,1,0.010309278350515464
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,RIOT,2,0.020618556701030927
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,RIVN,6,0.061855670103092786
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,SOFI,5,0.05154639175257732
stress,high_tail_checkpoint,phase,RE_ENTRY,stock,WULF,11,0.1134020618556701
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,stock,AAL,2,0.05714285714285714
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,stock,CIFR,2,0.05714285714285714
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,stock,IREN,1,0.02857142857142857
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,stock,MP,19,0.5428571428571428
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,stock,MRNA,2,0.05714285714285714
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,stock,NVTS,7,0.2
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,stock,RIOT,1,0.02857142857142857
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,stock,SOFI,1,0.02857142857142857
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,AAL,45,0.0405040504050405
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,AAOI,27,0.024302430243024302
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,APLD,13,0.011701170117011701
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,ASTS,36,0.032403240324032405
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,CIFR,119,0.10711071107110712
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,HIMS,24,0.021602160216021602
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,IONQ,38,0.034203420342034205
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,IREN,108,0.09720972097209721
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,MARA,25,0.022502250225022502
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,MP,182,0.1638163816381638
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,MRNA,15,0.013501350135013501
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,MSTR,12,0.010801080108010801
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,NVTS,165,0.1485148514851485
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,QBTS,52,0.046804680468046804
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,RGTI,21,0.018901890189018902
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,RIOT,32,0.0288028802880288
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,RIVN,51,0.04590459045904591
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,SMCI,3,0.0027002700270027003
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,SOFI,54,0.048604860486048604
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,stock,WULF,89,0.08010801080108011
stress,high_tail_checkpoint,phase,FIRST_ENTRY,checkpoint,6,442,0.9714285714285714
stress,high_tail_checkpoint,phase,FIRST_ENTRY,checkpoint,8,4,0.008791208791208791
stress,high_tail_checkpoint,phase,FIRST_ENTRY,checkpoint,10,4,0.008791208791208791
stress,high_tail_checkpoint,phase,FIRST_ENTRY,checkpoint,14,2,0.004395604395604396
stress,high_tail_checkpoint,phase,FIRST_ENTRY,checkpoint,16,2,0.004395604395604396
stress,high_tail_checkpoint,phase,FIRST_ENTRY,checkpoint,20,1,0.002197802197802198
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,8,154,0.25925925925925924
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,10,126,0.21212121212121213
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,12,55,0.09259259259259259
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,14,54,0.09090909090909091
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,16,47,0.07912457912457913
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,18,35,0.058922558922558925
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,20,31,0.05218855218855219
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,22,29,0.04882154882154882
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,24,19,0.03198653198653199
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,26,14,0.02356902356902357
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,28,11,0.018518518518518517
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,30,12,0.020202020202020204
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,32,3,0.005050505050505051
stress,high_tail_checkpoint,phase,PERSISTENT,checkpoint,34,4,0.006734006734006734
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,10,25,0.25773195876288657
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,12,1,0.010309278350515464
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,14,32,0.32989690721649484
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,16,4,0.041237113402061855
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,18,6,0.061855670103092786
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,20,13,0.13402061855670103
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,22,5,0.05154639175257732
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,24,1,0.010309278350515464
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,28,3,0.030927835051546393
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,30,4,0.041237113402061855
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,32,2,0.020618556701030927
stress,high_tail_checkpoint,phase,RE_ENTRY,checkpoint,34,1,0.010309278350515464
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,6,4,0.11428571428571428
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,10,4,0.11428571428571428
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,12,1,0.02857142857142857
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,14,5,0.14285714285714285
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,16,4,0.11428571428571428
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,18,4,0.11428571428571428
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,20,2,0.05714285714285714
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,22,2,0.05714285714285714
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,24,2,0.05714285714285714
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,26,2,0.05714285714285714
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,28,1,0.02857142857142857
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,30,4,0.11428571428571428
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,6,438,0.39423942394239425
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,8,158,0.1422142214221422
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,10,151,0.13591359135913592
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,12,55,0.04950495049504951
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,14,83,0.0747074707470747
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,16,49,0.04410441044104411
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,18,37,0.0333033303330333
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,20,43,0.0387038703870387
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,22,32,0.0288028802880288
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,24,18,0.016201620162016202
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,26,12,0.010801080108010801
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,28,13,0.011701170117011701
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,30,12,0.010801080108010801
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,32,5,0.004500450045004501
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,checkpoint,34,5,0.004500450045004501
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,month,2025-09,104,0.22857142857142856
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,month,2025-10,112,0.24615384615384617
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,month,2025-11,139,0.3054945054945055
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,month,2025-12,100,0.21978021978021978
stress,fresh_high_tail_episode,phase,RE_ENTRY,month,2025-09,12,0.17142857142857143
stress,fresh_high_tail_episode,phase,RE_ENTRY,month,2025-10,19,0.2714285714285714
stress,fresh_high_tail_episode,phase,RE_ENTRY,month,2025-11,32,0.45714285714285713
stress,fresh_high_tail_episode,phase,RE_ENTRY,month,2025-12,7,0.1
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,month,2025-09,2,0.2222222222222222
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,month,2025-10,1,0.1111111111111111
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,month,2025-11,4,0.4444444444444444
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,month,2025-12,2,0.2222222222222222
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,month,2025-09,114,0.22093023255813954
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,month,2025-10,130,0.25193798449612403
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,month,2025-11,167,0.3236434108527132
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,month,2025-12,105,0.20348837209302326
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,AAL,27,0.05934065934065934
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,AAOI,14,0.03076923076923077
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,APLD,12,0.026373626373626374
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,ASTS,19,0.041758241758241756
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,CIFR,35,0.07692307692307693
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,HIMS,15,0.03296703296703297
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,IONQ,23,0.05054945054945055
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,IREN,44,0.0967032967032967
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,MARA,21,0.046153846153846156
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,MP,46,0.1010989010989011
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,MRNA,11,0.024175824175824177
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,MSTR,8,0.017582417582417582
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,NVTS,40,0.08791208791208792
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,QBTS,30,0.06593406593406594
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,RGTI,11,0.024175824175824177
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,RIOT,16,0.035164835164835165
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,RIVN,25,0.054945054945054944
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,SMCI,3,0.006593406593406593
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,SOFI,23,0.05054945054945055
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,stock,WULF,32,0.07032967032967033
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,AAL,4,0.05714285714285714
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,AAOI,1,0.014285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,ASTS,1,0.014285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,CIFR,12,0.17142857142857143
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,HIMS,1,0.014285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,IREN,7,0.1
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,MARA,1,0.014285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,MP,10,0.14285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,MRNA,1,0.014285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,MSTR,1,0.014285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,NVTS,13,0.18571428571428572
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,QBTS,1,0.014285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,RGTI,1,0.014285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,RIOT,1,0.014285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,RIVN,3,0.04285714285714286
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,SOFI,4,0.05714285714285714
stress,fresh_high_tail_episode,phase,RE_ENTRY,stock,WULF,8,0.11428571428571428
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,stock,AAL,2,0.2222222222222222
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,stock,CIFR,2,0.2222222222222222
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,stock,MP,3,0.3333333333333333
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,stock,MRNA,1,0.1111111111111111
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,stock,NVTS,1,0.1111111111111111
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,AAL,29,0.0562015503875969
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,AAOI,15,0.029069767441860465
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,APLD,12,0.023255813953488372
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,ASTS,20,0.03875968992248062
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,CIFR,45,0.0872093023255814
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,HIMS,16,0.031007751937984496
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,IONQ,23,0.044573643410852716
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,IREN,51,0.09883720930232558
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,MARA,22,0.04263565891472868
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,MP,53,0.10271317829457365
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,MRNA,11,0.02131782945736434
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,MSTR,9,0.01744186046511628
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,NVTS,52,0.10077519379844961
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,QBTS,31,0.060077519379844964
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,RGTI,12,0.023255813953488372
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,RIOT,17,0.03294573643410853
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,RIVN,28,0.05426356589147287
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,SMCI,3,0.005813953488372093
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,SOFI,27,0.05232558139534884
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,stock,WULF,40,0.07751937984496124
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,checkpoint,6,442,0.9714285714285714
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,checkpoint,8,4,0.008791208791208791
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,checkpoint,10,4,0.008791208791208791
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,checkpoint,14,2,0.004395604395604396
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,checkpoint,16,2,0.004395604395604396
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,checkpoint,20,1,0.002197802197802198
stress,fresh_high_tail_episode,phase,RE_ENTRY,checkpoint,12,1,0.014285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,checkpoint,14,32,0.45714285714285713
stress,fresh_high_tail_episode,phase,RE_ENTRY,checkpoint,16,4,0.05714285714285714
stress,fresh_high_tail_episode,phase,RE_ENTRY,checkpoint,18,4,0.05714285714285714
stress,fresh_high_tail_episode,phase,RE_ENTRY,checkpoint,20,13,0.18571428571428572
stress,fresh_high_tail_episode,phase,RE_ENTRY,checkpoint,22,5,0.07142857142857142
stress,fresh_high_tail_episode,phase,RE_ENTRY,checkpoint,24,1,0.014285714285714285
stress,fresh_high_tail_episode,phase,RE_ENTRY,checkpoint,28,3,0.04285714285714286
stress,fresh_high_tail_episode,phase,RE_ENTRY,checkpoint,30,4,0.05714285714285714
stress,fresh_high_tail_episode,phase,RE_ENTRY,checkpoint,32,2,0.02857142857142857
stress,fresh_high_tail_episode,phase,RE_ENTRY,checkpoint,34,1,0.014285714285714285
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,6,4,0.4444444444444444
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,14,2,0.2222222222222222
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,16,2,0.2222222222222222
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,checkpoint,22,1,0.1111111111111111
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,6,438,0.8488372093023255
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,8,4,0.007751937984496124
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,10,4,0.007751937984496124
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,12,1,0.001937984496124031
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,14,32,0.06201550387596899
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,16,4,0.007751937984496124
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,18,4,0.007751937984496124
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,20,14,0.027131782945736434
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,22,4,0.007751937984496124
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,24,1,0.001937984496124031
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,28,3,0.005813953488372093
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,30,4,0.007751937984496124
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,32,2,0.003875968992248062
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,checkpoint,34,1,0.001937984496124031
