period,analysis_level,exclusion_dimension,excluded,subgroup_type,subgroup,quantity,n,sessions,mean,median,status
assessment,high_tail_checkpoint,stock,MP,movement_consumed_bucket,HIGH,future_absolute_15m,799,122,0.012116428411243954,0.009147293892207744,descriptive_support_available
assessment,high_tail_checkpoint,stock,MP,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,799,122,0.4124183887488355,0.4066787507249667,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,phase,FIRST_ENTRY,future_absolute_10m,365,122,0.010002483208088013,0.0074716349686373505,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,phase,FIRST_ENTRY,future_absolute_15m,365,122,0.011535447877712239,0.00898750951635541,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,phase,FIRST_ENTRY,post_share_of_local_range_v1,365,122,0.42126853828510386,0.42003100692290546,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,phase,PERSISTENT,future_absolute_10m,452,77,0.009870573138633364,0.007810599672350215,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,phase,PERSISTENT,future_absolute_15m,452,77,0.012504507357870362,0.009712356816876645,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,phase,PERSISTENT,post_share_of_local_range_v1,452,77,0.4116598427389184,0.4038960938409756,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,phase,RE_ENTRY,future_absolute_10m,63,41,0.008296826830577194,0.005512126740500805,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,phase,RE_ENTRY,future_absolute_15m,63,41,0.008323121611368748,0.006145642124133318,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,phase,RE_ENTRY,post_share_of_local_range_v1,63,41,0.4079299108336938,0.41597748535101964,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,HIGH,future_absolute_10m,860,122,0.009902988499563298,0.007635275910274104,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,HIGH,future_absolute_15m,860,122,0.011902676569281817,0.009088581314286245,descriptive_support_available
assessment,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,860,122,0.41256498728413865,0.40797519999031895,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,phase,FIRST_ENTRY,future_absolute_10m,358,126,0.009881221262349743,0.007281484290675199,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,phase,FIRST_ENTRY,future_absolute_15m,358,126,0.011463793013703231,0.008970105358265526,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,phase,FIRST_ENTRY,post_share_of_local_range_v1,358,126,0.42123724903431653,0.4174388931466101,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,phase,PERSISTENT,future_absolute_10m,447,76,0.009816389642843192,0.00791165810667917,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,phase,PERSISTENT,future_absolute_15m,447,76,0.012507422141324078,0.009816174106191256,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,phase,PERSISTENT,post_share_of_local_range_v1,447,76,0.4123884976165343,0.4045691077779062,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,phase,RE_ENTRY,future_absolute_10m,63,43,0.007866077627689634,0.005063385702939836,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,phase,RE_ENTRY,future_absolute_15m,63,43,0.008158572122979853,0.006096103429693022,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,phase,RE_ENTRY,post_share_of_local_range_v1,63,43,0.39926938827718206,0.4117187671173877,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,HIGH,future_absolute_10m,848,126,0.009790602432193669,0.007554879140371789,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,HIGH,future_absolute_15m,848,126,0.011861220550435276,0.009055413673542359,descriptive_support_available
assessment,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,848,126,0.4122259485142938,0.40670629577046313,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,phase,FIRST_ENTRY,future_absolute_10m,359,126,0.010064007894483754,0.007511063222783207,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,phase,FIRST_ENTRY,future_absolute_15m,359,126,0.011556435526206296,0.00898750951635541,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,phase,FIRST_ENTRY,post_share_of_local_range_v1,359,126,0.42335068093928324,0.4229567664210402,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,phase,PERSISTENT,future_absolute_10m,445,75,0.009879774578233644,0.007936550495581481,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,phase,PERSISTENT,future_absolute_15m,445,75,0.012724641494338473,0.009919936704903385,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,phase,PERSISTENT,post_share_of_local_range_v1,445,75,0.41214629862404556,0.4045691077779062,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,phase,RE_ENTRY,future_absolute_10m,62,40,0.00791526033478917,0.00528775622172032,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,phase,RE_ENTRY,future_absolute_15m,62,40,0.007953044051077702,0.00612087277691317,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,phase,RE_ENTRY,post_share_of_local_range_v1,62,40,0.40245157720681723,0.41367893474668943,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,19,16,0.006218061920264808,0.004174340438528232,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,19,16,0.007517897413042681,0.004390878826520883,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,19,16,0.5345603485180835,0.5291233580830964,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,HIGH,future_absolute_10m,847,126,0.009896200101187176,0.0076684328250280955,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,HIGH,future_absolute_15m,847,126,0.011997018298946501,0.009104769756165065,descriptive_support_available
assessment,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,847,126,0.41343960863032125,0.4082736541119463,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,phase,FIRST_ENTRY,future_absolute_10m,353,126,0.009888469309493737,0.007283406554320553,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,phase,FIRST_ENTRY,future_absolute_15m,353,126,0.011433937542379504,0.008566737107539437,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,phase,FIRST_ENTRY,post_share_of_local_range_v1,353,126,0.422209686290628,0.4221203680366587,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,phase,PERSISTENT,future_absolute_10m,449,77,0.00988461387567987,0.007826927617881521,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,phase,PERSISTENT,future_absolute_15m,449,77,0.012541538097339693,0.009816174106191256,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,phase,PERSISTENT,post_share_of_local_range_v1,449,77,0.4115918797407339,0.40374251700170444,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,phase,RE_ENTRY,future_absolute_10m,63,41,0.00818064448313167,0.005063385702939836,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,phase,RE_ENTRY,future_absolute_15m,63,41,0.008414157818283472,0.006612967567782377,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,phase,RE_ENTRY,post_share_of_local_range_v1,63,41,0.4038046730662414,0.4117187671173877,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,HIGH,future_absolute_10m,845,126,0.009852859749766288,0.007561474129980321,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,HIGH,future_absolute_15m,845,126,0.011889812884806044,0.009057429552369434,descriptive_support_available
assessment,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,845,126,0.4124940910735349,0.40784288384935485,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,phase,FIRST_ENTRY,future_absolute_10m,355,124,0.009803541081053704,0.007239648175586859,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,phase,FIRST_ENTRY,future_absolute_15m,355,124,0.01133592220920403,0.008447352538457685,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,phase,FIRST_ENTRY,post_share_of_local_range_v1,355,124,0.4219224116570286,0.4180060563258951,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,phase,PERSISTENT,future_absolute_10m,453,75,0.009726806495989924,0.00778835689264815,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,phase,PERSISTENT,future_absolute_15m,453,75,0.012485470049314659,0.009689220679751354,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,phase,PERSISTENT,post_share_of_local_range_v1,453,75,0.41078637995859363,0.4031755507708175,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,phase,RE_ENTRY,future_absolute_10m,63,41,0.008102546634893452,0.005512126740500805,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,phase,RE_ENTRY,future_absolute_15m,63,41,0.008311421751692909,0.006145642124133318,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,phase,RE_ENTRY,post_share_of_local_range_v1,63,41,0.4070814187950371,0.41597748535101964,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,RGTI,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,RGTI,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,RGTI,movement_consumed_bucket,HIGH,future_absolute_10m,851,124,0.009727879499576328,0.007511063222783207,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,movement_consumed_bucket,HIGH,future_absolute_15m,851,124,0.011813465656765436,0.008978400805527535,descriptive_support_available
assessment,high_tail_checkpoint,stock,RGTI,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,851,124,0.412206645045074,0.4066787507249667,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,phase,FIRST_ENTRY,future_absolute_10m,346,124,0.009969198323777502,0.007491349095710279,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,phase,FIRST_ENTRY,future_absolute_15m,346,124,0.011368180528685632,0.008538236582790836,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,phase,FIRST_ENTRY,post_share_of_local_range_v1,346,124,0.4239793316157795,0.4225385672288494,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,phase,PERSISTENT,future_absolute_10m,448,78,0.00990602770338773,0.00794649007420506,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,phase,PERSISTENT,future_absolute_15m,448,78,0.012550763358139287,0.009667798865778347,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,phase,PERSISTENT,post_share_of_local_range_v1,448,78,0.4133253487723013,0.404870270761049,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,phase,RE_ENTRY,future_absolute_10m,64,42,0.008168494234488559,0.00528775622172032,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,phase,RE_ENTRY,future_absolute_15m,64,42,0.008224476736437891,0.00612087277691317,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,phase,RE_ENTRY,post_share_of_local_range_v1,64,42,0.40213358691283985,0.4103964945452278,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,RIOT,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,RIOT,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,RIOT,movement_consumed_bucket,HIGH,future_absolute_10m,838,124,0.009894380968777627,0.007693567072626398,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,movement_consumed_bucket,HIGH,future_absolute_15m,838,124,0.011851990865689041,0.008999508544673263,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIOT,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,838,124,0.4139334055384905,0.40881195465095,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,phase,FIRST_ENTRY,future_absolute_10m,364,125,0.009927479800868168,0.007281484290675199,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,phase,FIRST_ENTRY,future_absolute_15m,364,125,0.011425740687687976,0.00847854429824996,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,phase,FIRST_ENTRY,post_share_of_local_range_v1,364,125,0.42208427590304115,0.4190185316244003,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,phase,PERSISTENT,future_absolute_10m,449,78,0.009813791084783799,0.007826927617881521,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,phase,PERSISTENT,future_absolute_15m,449,78,0.012421952751470969,0.009646377051805337,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,phase,PERSISTENT,post_share_of_local_range_v1,449,78,0.4113473858961366,0.4039587941182495,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,phase,RE_ENTRY,future_absolute_10m,62,42,0.008500190682484582,0.005651610230268545,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,phase,RE_ENTRY,future_absolute_15m,62,42,0.008371677110742073,0.00612087277691317,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,phase,RE_ENTRY,post_share_of_local_range_v1,62,42,0.40198664076994456,0.4103964945452278,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,RIVN,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,RIVN,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,RIVN,movement_consumed_bucket,HIGH,future_absolute_10m,855,125,0.00985786111880895,0.0076298464926363154,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,movement_consumed_bucket,HIGH,future_absolute_15m,855,125,0.011818642998290831,0.009049835519918038,descriptive_support_available
assessment,high_tail_checkpoint,stock,RIVN,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,855,125,0.4123156300743759,0.40684030431242474,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,phase,FIRST_ENTRY,future_absolute_10m,358,125,0.009931428923908648,0.00723531397226848,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,phase,FIRST_ENTRY,future_absolute_15m,358,125,0.01148528663455916,0.008970105358265526,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,phase,FIRST_ENTRY,post_share_of_local_range_v1,358,125,0.4215906638546755,0.4190185316244003,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,phase,PERSISTENT,future_absolute_10m,452,78,0.009920608377770831,0.007933534020227678,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,phase,PERSISTENT,future_absolute_15m,452,78,0.012658505895595982,0.009775833530096596,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,phase,PERSISTENT,post_share_of_local_range_v1,452,78,0.41234592965413586,0.40463229094769193,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,phase,RE_ENTRY,future_absolute_10m,62,40,0.008090129492771091,0.00528775622172032,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,phase,RE_ENTRY,future_absolute_15m,62,40,0.008128413000596864,0.00612087277691317,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,phase,RE_ENTRY,post_share_of_local_range_v1,62,40,0.39883776693119677,0.4067468576870581,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,SMCI,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,SMCI,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,SMCI,movement_consumed_bucket,HIGH,future_absolute_10m,852,125,0.009885703239139891,0.007554879140371789,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,movement_consumed_bucket,HIGH,future_absolute_15m,852,125,0.011956347738218699,0.009064911212388428,descriptive_support_available
assessment,high_tail_checkpoint,stock,SMCI,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,852,125,0.4123366181961971,0.40734159408088977,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,phase,FIRST_ENTRY,future_absolute_10m,353,125,0.01000609675027629,0.007511063222783207,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,phase,FIRST_ENTRY,future_absolute_15m,353,125,0.011386637227613402,0.008447352538457685,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,phase,FIRST_ENTRY,post_share_of_local_range_v1,353,125,0.4205292314967835,0.4176608152682232,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,phase,PERSISTENT,future_absolute_10m,439,78,0.009842052095774306,0.007930517544873875,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,phase,PERSISTENT,future_absolute_15m,439,78,0.01250242199556589,0.009921458931385766,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,phase,PERSISTENT,post_share_of_local_range_v1,439,78,0.4123994415486826,0.4039587941182495,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,phase,RE_ENTRY,future_absolute_10m,61,43,0.008071386934315366,0.005512126740500805,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,phase,RE_ENTRY,future_absolute_15m,61,43,0.008494657658465571,0.006612967567782377,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,phase,RE_ENTRY,post_share_of_local_range_v1,61,43,0.4020706723741381,0.41597748535101964,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,SOFI,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,SOFI,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,SOFI,movement_consumed_bucket,HIGH,future_absolute_10m,833,125,0.00987590902229214,0.007690441515195481,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,movement_consumed_bucket,HIGH,future_absolute_15m,833,125,0.011855569869761245,0.009072392872407424,descriptive_support_available
assessment,high_tail_checkpoint,stock,SOFI,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,833,125,0.4121122735448273,0.4066787507249667,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,phase,FIRST_ENTRY,future_absolute_10m,346,124,0.009742957357844891,0.007259605101308352,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,phase,FIRST_ENTRY,future_absolute_15m,346,124,0.01117436334218316,0.008356917431528998,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,phase,FIRST_ENTRY,post_share_of_local_range_v1,346,124,0.4202420652086327,0.4174388931466101,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,phase,PERSISTENT,future_absolute_10m,436,75,0.009805258544870745,0.007869292862280344,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,phase,PERSISTENT,future_absolute_15m,436,75,0.012577902499702876,0.00986805540554732,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,phase,PERSISTENT,post_share_of_local_range_v1,436,75,0.4111789636380717,0.4038960938409756,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,phase,RE_ENTRY,future_absolute_10m,61,41,0.008016737523960349,0.005063385702939836,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,phase,RE_ENTRY,future_absolute_15m,61,41,0.00803761340699281,0.005831010279308274,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,phase,RE_ENTRY,post_share_of_local_range_v1,61,41,0.3984627767281285,0.4117187671173877,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,18,15,0.00483945358536562,0.003976465485192641,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,18,15,0.006671390654156296,0.004362874790658334,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,18,15,0.5242380759804737,0.5253699378478669,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,HIGH,future_absolute_10m,825,124,0.009755232479761185,0.007548284150763258,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,HIGH,future_absolute_15m,825,124,0.01178242980886979,0.008978400805527535,descriptive_support_available
assessment,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,825,124,0.41157300208624664,0.4066787507249667,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-01,phase,FIRST_ENTRY,future_absolute_10m,330,109,0.009830600238848207,0.007208934878642921,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-01,phase,FIRST_ENTRY,future_absolute_15m,330,109,0.011427860270486092,0.008538236582790836,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-01,phase,FIRST_ENTRY,post_share_of_local_range_v1,330,109,0.42052986744794907,0.4218487055640322,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-01,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-01,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-01,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-01,phase,RE_ENTRY,future_absolute_10m,36,26,0.009205191934683412,0.006022329266543128,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-01,phase,RE_ENTRY,future_absolute_15m,36,26,0.007412953041857826,0.00460612908219323,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-01,phase,RE_ENTRY,post_share_of_local_range_v1,36,26,0.41389901511718713,0.4255476374908601,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-01,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,8,8,0.006557238740566365,0.004172831496079089,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-01,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,8,8,0.008455881334414366,0.006040720517473963,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-01,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,8,8,0.548855426502512,0.5527587149623727,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-01,movement_consumed_bucket,HIGH,future_absolute_10m,358,109,0.009840857761296033,0.007135721486828797,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-01,movement_consumed_bucket,HIGH,future_absolute_15m,358,109,0.01109053951980999,0.00838239470699572,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-01,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,358,109,0.4169954675698935,0.4179722313942671,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-02,phase,FIRST_ENTRY,future_absolute_10m,339,113,0.009768970341603931,0.007230979768950102,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-02,phase,FIRST_ENTRY,future_absolute_15m,339,113,0.010922794881782313,0.008173354098570796,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-02,phase,FIRST_ENTRY,post_share_of_local_range_v1,339,113,0.41692865856427164,0.4174707168380464,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-02,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-02,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-02,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-02,phase,RE_ENTRY,future_absolute_10m,41,31,0.008110072537590359,0.005582871844667468,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-02,phase,RE_ENTRY,future_absolute_15m,41,31,0.006954092193483578,0.00510339397844464,descriptive_support_available
