period,analysis_level,exclusion_dimension,excluded,subgroup_type,subgroup,quantity,n,sessions,mean,median,status
stress,high_tail_checkpoint,stock,SOFI,movement_consumed_bucket,HIGH,future_absolute_15m,1057,67,0.012960599906616703,0.009681275361111056,descriptive_support_available
stress,high_tail_checkpoint,stock,SOFI,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1057,67,0.4052582051952968,0.400551223961195,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,phase,FIRST_ENTRY,future_absolute_10m,423,67,0.010739180412097942,0.0087051692273309,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,phase,FIRST_ENTRY,future_absolute_15m,423,67,0.012576147778753835,0.009156245077644435,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,phase,FIRST_ENTRY,post_share_of_local_range_v1,423,67,0.41028509909424216,0.40804326229068505,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,phase,PERSISTENT,future_absolute_10m,548,57,0.010653655732108087,0.008533935348220924,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,phase,PERSISTENT,future_absolute_15m,548,57,0.013091635853312848,0.009862721021016853,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,phase,PERSISTENT,post_share_of_local_range_v1,548,57,0.40994551399071266,0.4028189016993129,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,phase,RE_ENTRY,future_absolute_10m,86,41,0.0076507165730241135,0.004715928780165791,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,phase,RE_ENTRY,future_absolute_15m,86,41,0.008975888053801862,0.006751754004716568,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,phase,RE_ENTRY,post_share_of_local_range_v1,86,41,0.40194527944699304,0.40603830643381983,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,35,22,0.006567753541739836,0.005687219839357399,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,35,22,0.007189836959134404,0.005709640307220173,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,35,22,0.5107986701942753,0.5148233676270675,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,HIGH,future_absolute_10m,1022,67,0.010576288558543876,0.008386972538177485,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,HIGH,future_absolute_15m,1022,67,0.012734059723175706,0.009466777603486453,descriptive_support_available
stress,high_tail_checkpoint,stock,WULF,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1022,67,0.405958981564987,0.4025171024856255,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-09,phase,FIRST_ENTRY,future_absolute_10m,351,51,0.010840699451888038,0.00908436479951725,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-09,phase,FIRST_ENTRY,future_absolute_15m,351,51,0.012903186320671466,0.009513354204658788,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-09,phase,FIRST_ENTRY,post_share_of_local_range_v1,351,51,0.4098427446382736,0.40720148025583525,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-09,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-09,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-09,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-09,phase,RE_ENTRY,future_absolute_10m,58,27,0.00813935781659914,0.00486722695203781,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-09,phase,RE_ENTRY,future_absolute_15m,58,27,0.009957795076437723,0.00822279195435053,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-09,phase,RE_ENTRY,post_share_of_local_range_v1,58,27,0.40637913238035284,0.4108857321514159,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-09,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,7,6,0.0057677625473694,0.006079168027609069,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-09,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,7,6,0.0064433455350745295,0.004589759486729629,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-09,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,7,6,0.5037538978407553,0.5127060102042033,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-09,movement_consumed_bucket,HIGH,future_absolute_10m,402,51,0.010539288366029515,0.008533335966070543,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-09,movement_consumed_bucket,HIGH,future_absolute_15m,402,51,0.01259071416478495,0.009225926396553265,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-09,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,402,51,0.40770775064977416,0.40662976995558237,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-10,phase,FIRST_ENTRY,future_absolute_10m,343,48,0.01065952221891985,0.008414621225182817,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-10,phase,FIRST_ENTRY,future_absolute_15m,343,48,0.012546226394315425,0.008970820143920167,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-10,phase,FIRST_ENTRY,post_share_of_local_range_v1,343,48,0.4109701643861536,0.40668416203747293,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-10,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-10,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-10,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-10,phase,RE_ENTRY,future_absolute_10m,51,25,0.00723148520356966,0.00443385340729326,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-10,phase,RE_ENTRY,future_absolute_15m,51,25,0.007973479125011824,0.006751846584729133,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-10,phase,RE_ENTRY,post_share_of_local_range_v1,51,25,0.3988564980389311,0.39915471483652265,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-10,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,8,7,0.005344716771403565,0.0036493022133666122,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-10,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,8,7,0.005339647615838188,0.004954422589021987,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-10,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,8,7,0.5005905710791307,0.5103574108497715,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-10,movement_consumed_bucket,HIGH,future_absolute_10m,386,48,0.010316746456736614,0.007842832642414763,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-10,movement_consumed_bucket,HIGH,future_absolute_15m,386,48,0.012091414268650489,0.008723454382338347,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-10,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,386,48,0.40751223631037076,0.40359923804792447,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-11,phase,FIRST_ENTRY,future_absolute_10m,316,52,0.010469271967807715,0.008630553253653347,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-11,phase,FIRST_ENTRY,future_absolute_15m,316,52,0.011981663762116493,0.009128895684716032,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-11,phase,FIRST_ENTRY,post_share_of_local_range_v1,316,52,0.4047528331077058,0.40158853761597657,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-11,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-11,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-11,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-11,phase,RE_ENTRY,future_absolute_10m,38,24,0.008879930051477731,0.006870818446951551,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-11,phase,RE_ENTRY,future_absolute_15m,38,24,0.01036168271739686,0.009325981218963188,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-11,phase,RE_ENTRY,post_share_of_local_range_v1,38,24,0.3813651952686983,0.3775920380600449,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-11,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,5,5,0.0074809132692881305,0.006079168027609069,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-11,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,5,5,0.009240893248376908,0.009647233277774009,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-11,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,5,5,0.5070540993326362,0.5148233676270675,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-11,movement_consumed_bucket,HIGH,future_absolute_10m,349,52,0.01033903357431791,0.008374909611090981,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-11,movement_consumed_bucket,HIGH,future_absolute_15m,349,52,0.0118445421944069,0.009092624928558272,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-11,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,349,52,0.4007406939414968,0.3983159568590758,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-12,phase,FIRST_ENTRY,future_absolute_10m,355,50,0.011167558600881892,0.009030449292583443,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-12,phase,FIRST_ENTRY,future_absolute_15m,355,50,0.013205741088139978,0.010010120965696524,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-12,phase,FIRST_ENTRY,post_share_of_local_range_v1,355,50,0.4057262875330131,0.4032664445601065,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-12,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-12,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-12,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-12,phase,RE_ENTRY,future_absolute_10m,63,29,0.008869096257679805,0.00632636878412044,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-12,phase,RE_ENTRY,future_absolute_15m,63,29,0.009617163677270434,0.008249597878541121,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-12,phase,RE_ENTRY,post_share_of_local_range_v1,63,29,0.4015068389511992,0.39915471483652265,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-12,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,7,6,0.007045773219218236,0.007172223629382634,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-12,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,7,6,0.006597735318531204,0.005319085691314345,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-12,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,7,6,0.5115794345487955,0.5127060102042033,blocked_insufficient_support
stress,fresh_high_tail_episode,month,2025-12,movement_consumed_bucket,HIGH,future_absolute_10m,411,50,0.010885440279835455,0.0087051692273309,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-12,movement_consumed_bucket,HIGH,future_absolute_15m,411,50,0.012768212288875942,0.009513354204658788,descriptive_support_available
stress,fresh_high_tail_episode,month,2025-12,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,411,50,0.4032766590907631,0.40059178823512903,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAL,phase,FIRST_ENTRY,future_absolute_10m,428,67,0.011177623512000313,0.009303322692335227,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAL,phase,FIRST_ENTRY,future_absolute_15m,428,67,0.01315798066211722,0.010010262790162422,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAL,phase,FIRST_ENTRY,post_share_of_local_range_v1,428,67,0.408482655030023,0.406472813061724,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAL,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAL,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAL,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAL,phase,RE_ENTRY,future_absolute_10m,66,34,0.008392756180211007,0.00542688248600864,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAL,phase,RE_ENTRY,future_absolute_15m,66,34,0.009563299046485028,0.00822279195435053,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAL,phase,RE_ENTRY,post_share_of_local_range_v1,66,34,0.39993127776357645,0.3948939887179132,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAL,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,7,7,0.007879006008343344,0.007172223629382634,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAL,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,7,7,0.007766860475780007,0.008473859612191515,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAL,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,7,7,0.5097979518945304,0.5127060102042033,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAL,movement_consumed_bucket,HIGH,future_absolute_10m,487,67,0.010847621620065006,0.00891786386317755,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAL,movement_consumed_bucket,HIGH,future_absolute_15m,487,67,0.012748306852410109,0.009513354204658788,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAL,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,487,67,0.40586746411085045,0.40275077218741867,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAOI,phase,FIRST_ENTRY,future_absolute_10m,441,67,0.010824313074286551,0.008752791109594744,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAOI,phase,FIRST_ENTRY,future_absolute_15m,441,67,0.012690056961693051,0.00931029261779832,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAOI,phase,FIRST_ENTRY,post_share_of_local_range_v1,441,67,0.4083095300065598,0.4063702482497562,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAOI,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAOI,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAOI,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAOI,phase,RE_ENTRY,future_absolute_10m,69,34,0.00835056407913211,0.005915483331434713,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAOI,phase,RE_ENTRY,future_absolute_15m,69,34,0.009528839953876907,0.008249597878541121,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAOI,phase,RE_ENTRY,post_share_of_local_range_v1,69,34,0.4009734461931997,0.39915471483652265,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAOI,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,9,8,0.006291001884584542,0.006079168027609069,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAOI,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,9,8,0.00667441530162334,0.005319085691314345,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAOI,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,9,8,0.5054566071119659,0.5127060102042033,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,AAOI,movement_consumed_bucket,HIGH,future_absolute_10m,501,67,0.010565053832852743,0.008374909611090981,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAOI,movement_consumed_bucket,HIGH,future_absolute_15m,501,67,0.012362745188042978,0.009156245077644435,descriptive_support_available
stress,fresh_high_tail_episode,stock,AAOI,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,501,67,0.40555401408426334,0.40275077218741867,descriptive_support_available
stress,fresh_high_tail_episode,stock,APLD,phase,FIRST_ENTRY,future_absolute_10m,443,67,0.010724856446953758,0.008752791109594744,descriptive_support_available
stress,fresh_high_tail_episode,stock,APLD,phase,FIRST_ENTRY,future_absolute_15m,443,67,0.012460549567309336,0.009175079440679,descriptive_support_available
stress,fresh_high_tail_episode,stock,APLD,phase,FIRST_ENTRY,post_share_of_local_range_v1,443,67,0.4084087327412202,0.4065753778736918,descriptive_support_available
stress,fresh_high_tail_episode,stock,APLD,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,APLD,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,APLD,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,APLD,phase,RE_ENTRY,future_absolute_10m,70,35,0.008271804309213258,0.00542688248600864,descriptive_support_available
stress,fresh_high_tail_episode,stock,APLD,phase,RE_ENTRY,future_absolute_15m,70,35,0.009446784784467189,0.00822279195435053,descriptive_support_available
stress,fresh_high_tail_episode,stock,APLD,phase,RE_ENTRY,post_share_of_local_range_v1,70,35,0.398564187391343,0.3948939887179132,descriptive_support_available
stress,fresh_high_tail_episode,stock,APLD,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,9,8,0.006291001884584542,0.006079168027609069,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,APLD,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,9,8,0.00667441530162334,0.005319085691314345,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,APLD,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,9,8,0.5054566071119659,0.5127060102042033,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,APLD,movement_consumed_bucket,HIGH,future_absolute_10m,504,67,0.010463330735484487,0.008239612335662075,descriptive_support_available
stress,fresh_high_tail_episode,stock,APLD,movement_consumed_bucket,HIGH,future_absolute_15m,504,67,0.012145294951420891,0.008972204312825643,descriptive_support_available
stress,fresh_high_tail_episode,stock,APLD,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,504,67,0.40530843701933894,0.4030086083737626,descriptive_support_available
stress,fresh_high_tail_episode,stock,ASTS,phase,FIRST_ENTRY,future_absolute_10m,436,67,0.010725818231316516,0.008499336057747185,descriptive_support_available
stress,fresh_high_tail_episode,stock,ASTS,phase,FIRST_ENTRY,future_absolute_15m,436,67,0.012618609321194003,0.009305439054763465,descriptive_support_available
stress,fresh_high_tail_episode,stock,ASTS,phase,FIRST_ENTRY,post_share_of_local_range_v1,436,67,0.4085783815083982,0.406472813061724,descriptive_support_available
stress,fresh_high_tail_episode,stock,ASTS,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,ASTS,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,ASTS,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,ASTS,phase,RE_ENTRY,future_absolute_10m,69,34,0.008293733100448593,0.004938281640582566,descriptive_support_available
stress,fresh_high_tail_episode,stock,ASTS,phase,RE_ENTRY,future_absolute_15m,69,34,0.00937810571924199,0.008195986030159936,descriptive_support_available
stress,fresh_high_tail_episode,stock,ASTS,phase,RE_ENTRY,post_share_of_local_range_v1,69,34,0.39670754297155714,0.39063326259930375,descriptive_support_available
stress,fresh_high_tail_episode,stock,ASTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,9,8,0.006291001884584542,0.006079168027609069,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,ASTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,9,8,0.00667441530162334,0.005319085691314345,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,ASTS,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,9,8,0.5054566071119659,0.5127060102042033,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,ASTS,movement_consumed_bucket,HIGH,future_absolute_10m,496,67,0.010467954265773573,0.007995786977890138,descriptive_support_available
stress,fresh_high_tail_episode,stock,ASTS,movement_consumed_bucket,HIGH,future_absolute_15m,496,67,0.012275671816438858,0.009042413521560311,descriptive_support_available
stress,fresh_high_tail_episode,stock,ASTS,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,496,67,0.40516912366671654,0.4026175241457586,descriptive_support_available
stress,fresh_high_tail_episode,stock,CIFR,phase,FIRST_ENTRY,future_absolute_10m,420,67,0.010461934065630651,0.008533335966070543,descriptive_support_available
stress,fresh_high_tail_episode,stock,CIFR,phase,FIRST_ENTRY,future_absolute_15m,420,67,0.01222547196553019,0.009305439054763465,descriptive_support_available
stress,fresh_high_tail_episode,stock,CIFR,phase,FIRST_ENTRY,post_share_of_local_range_v1,420,67,0.40575655568229396,0.4026175241457586,descriptive_support_available
stress,fresh_high_tail_episode,stock,CIFR,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,CIFR,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,CIFR,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,CIFR,phase,RE_ENTRY,future_absolute_10m,58,31,0.007795040926789807,0.005355827797463884,descriptive_support_available
stress,fresh_high_tail_episode,stock,CIFR,phase,RE_ENTRY,future_absolute_15m,58,31,0.009044676937319,0.007128898054634538,descriptive_support_available
stress,fresh_high_tail_episode,stock,CIFR,phase,RE_ENTRY,post_share_of_local_range_v1,58,31,0.392200945557969,0.3858523493029119,descriptive_support_available
stress,fresh_high_tail_episode,stock,CIFR,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,7,6,0.00384172261376374,0.0012194363991241556,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,CIFR,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,7,6,0.004724278235561642,0.004589759486729629,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,CIFR,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,7,6,0.49953082244824376,0.5127060102042033,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,CIFR,movement_consumed_bucket,HIGH,future_absolute_10m,471,67,0.010231916397075025,0.008076654362784501,descriptive_support_available
stress,fresh_high_tail_episode,stock,CIFR,movement_consumed_bucket,HIGH,future_absolute_15m,471,67,0.011945264416641718,0.00897358848173112,descriptive_support_available
stress,fresh_high_tail_episode,stock,CIFR,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,471,67,0.40269361458978337,0.400539857243507,descriptive_support_available
stress,fresh_high_tail_episode,stock,HIMS,phase,FIRST_ENTRY,future_absolute_10m,440,67,0.010840456599805922,0.008975733512496333,descriptive_support_available
stress,fresh_high_tail_episode,stock,HIMS,phase,FIRST_ENTRY,future_absolute_15m,440,67,0.01277675102303887,0.009383536930502184,descriptive_support_available
stress,fresh_high_tail_episode,stock,HIMS,phase,FIRST_ENTRY,post_share_of_local_range_v1,440,67,0.40903751128027865,0.40706179098178596,descriptive_support_available
stress,fresh_high_tail_episode,stock,HIMS,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,HIMS,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,HIMS,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,HIMS,phase,RE_ENTRY,future_absolute_10m,69,34,0.008264039778283416,0.004938281640582566,descriptive_support_available
stress,fresh_high_tail_episode,stock,HIMS,phase,RE_ENTRY,future_absolute_15m,69,34,0.009520945797998259,0.008249597878541121,descriptive_support_available
stress,fresh_high_tail_episode,stock,HIMS,phase,RE_ENTRY,post_share_of_local_range_v1,69,34,0.400185198159652,0.39915471483652265,descriptive_support_available
stress,fresh_high_tail_episode,stock,HIMS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,9,8,0.006291001884584542,0.006079168027609069,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,HIMS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,9,8,0.00667441530162334,0.005319085691314345,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,HIMS,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,9,8,0.5054566071119659,0.5127060102042033,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,HIMS,movement_consumed_bucket,HIGH,future_absolute_10m,500,67,0.010566801263309802,0.008436261913924785,descriptive_support_available
stress,fresh_high_tail_episode,stock,HIMS,movement_consumed_bucket,HIGH,future_absolute_15m,500,67,0.012437291944968747,0.009170122940776394,descriptive_support_available
stress,fresh_high_tail_episode,stock,HIMS,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,500,67,0.4060803483446618,0.40441606495731225,descriptive_support_available
stress,fresh_high_tail_episode,stock,IONQ,phase,FIRST_ENTRY,future_absolute_10m,432,67,0.010824691049757784,0.008821305557262241,descriptive_support_available
stress,fresh_high_tail_episode,stock,IONQ,phase,FIRST_ENTRY,future_absolute_15m,432,67,0.012698526439731357,0.009310237261446176,descriptive_support_available
stress,fresh_high_tail_episode,stock,IONQ,phase,FIRST_ENTRY,post_share_of_local_range_v1,432,67,0.4071730640460459,0.40662976995558237,descriptive_support_available
stress,fresh_high_tail_episode,stock,IONQ,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,IONQ,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,IONQ,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,IONQ,phase,RE_ENTRY,future_absolute_10m,70,35,0.008271804309213258,0.00542688248600864,descriptive_support_available
stress,fresh_high_tail_episode,stock,IONQ,phase,RE_ENTRY,future_absolute_15m,70,35,0.009446784784467189,0.00822279195435053,descriptive_support_available
stress,fresh_high_tail_episode,stock,IONQ,phase,RE_ENTRY,post_share_of_local_range_v1,70,35,0.398564187391343,0.3948939887179132,descriptive_support_available
stress,fresh_high_tail_episode,stock,IONQ,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,9,8,0.006291001884584542,0.006079168027609069,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,IONQ,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,9,8,0.00667441530162334,0.005319085691314345,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,IONQ,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,9,8,0.5054566071119659,0.5127060102042033,blocked_insufficient_support
stress,fresh_high_tail_episode,stock,IONQ,movement_consumed_bucket,HIGH,future_absolute_10m,493,67,0.010544977318821562,0.008326876111916447,descriptive_support_available
stress,fresh_high_tail_episode,stock,IONQ,movement_consumed_bucket,HIGH,future_absolute_15m,493,67,0.012346792330957482,0.009092624928558272,descriptive_support_available
