period,analysis_level,subgroup_type,subgroup,metric,n,sessions,mean,median,q05,q10,q90,q95,status
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_15m_exceed_iv_rate,5,4,0.2,0.0,0.0,0.0,0.6000000000000001,0.7999999999999998,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,5,4,0.492256646623262,0.5127060102042033,0.43045070290715787,0.43926313546009693,0.533778438137971,0.5400967949749389,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,maximum_up_excursion_10m,5,4,0.004127063889645779,0.0028118493137448994,0.0002931898291314738,0.0004110969847028334,0.009298089753058316,0.011010900249667976,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,maximum_down_excursion_10m,5,4,-0.004516680484458806,-0.0028198534113324574,-0.010875272262584394,-0.00904746251323329,-0.001642624804364837,-0.0014314406792484181,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_10m_absolute_underlying_return,450,67,0.010872727802944028,0.008922307339902163,0.0008652187758275703,0.001356242895882473,0.02281898231832853,0.02971104361900766,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_10m_signed_underlying_return,450,67,-0.0024006280024078436,-0.0013768802925982488,-0.025729083712142005,-0.02071666709204139,0.013977356259798492,0.019067880578840547,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_15m_absolute_movement,450,67,0.012765990143597826,0.009383536930502184,0.0009775118126310438,0.001708621295522469,0.027648358612675703,0.033182522016632174,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_15m_iv_residual,450,67,0.0033142890293795684,0.0006782504202668808,-0.008531711201683443,-0.006995911208535646,0.0172601761226992,0.022690458695640205,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_15m_exceed_iv_rate,450,67,0.5333333333333333,1.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,post_share_of_local_range_v1,450,67,0.40693959065880775,0.40441606495731225,0.2578257549719758,0.2835480924650152,0.5372253837069113,0.563222911895199,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,maximum_up_excursion_10m,450,67,0.008630984032873695,0.0060207015864093966,0.0001218423341838949,0.0006166768690138929,0.018590019663047273,0.02591308146486784,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,maximum_down_excursion_10m,450,67,-0.012401199761989301,-0.009758525138955648,-0.03366321216856242,-0.02664309392129894,-0.0016683573685424848,-0.0010800271733321211,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_10m_absolute_underlying_return,25,16,0.006870602914301524,0.005687219839357399,0.0010902416730420325,0.0015478287695828749,0.014669024303502797,0.015859605837722533,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_10m_signed_underlying_return,25,16,-0.002292118150477031,-0.00195684149878551,-0.014988199014050308,-0.013392991237097697,0.007269018182231203,0.008551950556013951,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_15m_absolute_movement,25,16,0.007327190696608505,0.005709640307220173,0.00038343285511972347,0.0006769758552271146,0.014702227260467575,0.020686821371001186,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_15m_iv_residual,25,16,-0.003759308910295619,-0.004984536064578539,-0.014653372528797785,-0.011980681103405888,0.004819039071212033,0.011878656303803557,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_15m_exceed_iv_rate,25,16,0.32,0.0,0.0,0.0,1.0,1.0,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,post_share_of_local_range_v1,25,16,0.515242902647181,0.5367260759750985,0.36694461419029667,0.37470230698275453,0.6425142352779144,0.6719522892531395,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,maximum_up_excursion_10m,25,16,0.00653411260366733,0.004512857425981496,0.0002489071785837429,0.0005795345655097338,0.015314339715487953,0.022197325420634493,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,maximum_down_excursion_10m,25,16,-0.008352676700690603,-0.009808006699502318,-0.016038964737582703,-0.015049648215259028,-0.0025240312997008548,-0.001128205796757916,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_10m_absolute_underlying_return,569,57,0.010815845474754154,0.008586415017719225,0.0009042155251116382,0.0015613539822513856,0.02297863961909714,0.02890486847065173,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_10m_signed_underlying_return,569,57,-0.0005780513634310449,-0.0014346875330870027,-0.02329037489941304,-0.01749462531456598,0.01598158521678134,0.021800569550599322,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_15m_absolute_movement,569,57,0.013337311032351303,0.010130284657510601,0.0010865670013625718,0.0023839594546102186,0.02842192205321694,0.03628508803920403,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_15m_iv_residual,569,57,0.0031879785965312694,0.0003819820739472384,-0.009401723100861263,-0.007551173312634043,0.017939830159624335,0.023774496986127245,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_15m_exceed_iv_rate,569,57,0.5149384885764499,1.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,post_share_of_local_range_v1,569,57,0.4054000477049289,0.40001084437419887,0.2607317566541261,0.28833655632267874,0.5230160918320322,0.5684759991912411,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,maximum_up_excursion_10m,569,57,0.009746956864924937,0.006835591902904779,0.0003351480916647591,0.0010757920864415782,0.021476980985148053,0.028282267873835594,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,maximum_down_excursion_10m,569,57,-0.010962322624818017,-0.008477557430385299,-0.02965085353243778,-0.02423556730617859,-0.0013857766727108816,-0.0007759530241760572,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_10m_absolute_underlying_return,5,4,0.007895104229465792,0.007172223629382634,0.001168700597168145,0.001248346483399926,0.015063918640942347,0.015464797257912345,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_10m_signed_underlying_return,5,4,-0.0019149692290783061,-0.0014872841420952685,-0.0141269854257824,-0.01238829497668246,0.008752391558393958,0.011306837174213151,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_15m_absolute_movement,5,4,0.008857492359744045,0.008473859612191515,0.0020141766327512606,0.0036093295845338012,0.014270427383852341,0.01581149208587845,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_15m_iv_residual,5,4,-0.0023147450836736496,-0.0008029553231461237,-0.008610278999991883,-0.008136757894920221,0.002963393494582268,0.003860955894200148,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_15m_exceed_iv_rate,5,4,0.4,0.0,0.0,0.0,1.0,1.0,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,5,4,0.5071195315007602,0.5080088114953397,0.45415439466233243,0.46053736271224777,0.5512017124455004,0.5534739848024512,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,maximum_up_excursion_10m,5,4,0.007132461417265217,0.007034423675598225,0.0027588528350453727,0.002842872196895883,0.012294945177329823,0.014026715876903885,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,maximum_down_excursion_10m,5,4,-0.007806568346865915,-0.0031631247882449613,-0.018764993860654135,-0.016583276678949033,-0.00234330999095424,-0.0021450492029710722,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_10m_absolute_underlying_return,92,43,0.008049818887599855,0.004605285193517598,0.00083785646387814,0.0015442596880750731,0.019652044675601995,0.022711830685573704,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_10m_signed_underlying_return,92,43,-0.0006475221250945408,0.00027497657639631644,-0.0224107520328281,-0.015316197971404589,0.011342778517102258,0.01615652514412417,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_15m_absolute_movement,92,43,0.009302030113696014,0.006677902236866949,0.0012231822942025132,0.001847900041742062,0.01898368201524001,0.025832138267361953,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_15m_iv_residual,92,43,-0.0004014839129382531,-0.0015000103682095024,-0.009365136497724939,-0.00818795157357689,0.00820150565217221,0.013087497445662916,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_15m_exceed_iv_rate,92,43,0.40217391304347827,0.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,post_share_of_local_range_v1,92,43,0.39773265909690975,0.3992803886997075,0.23385270292763863,0.257588619479205,0.5262953963451257,0.5678301106775291,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,maximum_up_excursion_10m,92,43,0.008793049433642699,0.006562595555269441,0.0005628880059945305,0.0010694022796240083,0.020091775578339834,0.024497555124354406,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,maximum_down_excursion_10m,92,43,-0.00864756802111832,-0.006579257903215766,-0.0278142406811423,-0.02267665422326536,-0.001245259387694263,-0.0008047268272712507,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,future_10m_absolute_underlying_return,525,67,0.0104578754150967,0.008326876111916447,0.0008496316418135711,0.0013228296362953016,0.0225095980399896,0.02878734676886517,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,future_10m_signed_underlying_return,525,67,-0.0021231869593544743,-0.0012254904996338838,-0.02498850311572859,-0.020504027780147243,0.013864385413106521,0.018480420489711623,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,future_15m_absolute_movement,525,67,0.01224790012169047,0.009080097882968251,0.000939524264586062,0.0015064800996963904,0.026121959473666093,0.032148321088357926,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,future_15m_iv_residual,525,67,0.0027270705357005766,0.0002707062957286229,-0.008886479514048466,-0.007373348873526733,0.01667569743207429,0.02174600061716475,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,future_15m_exceed_iv_rate,525,67,0.5142857142857142,1.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,post_share_of_local_range_v1,525,67,0.4066354136132834,0.4049408515468046,0.25155701257140767,0.2792646435463121,0.5359987680573693,0.5631193320827266,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,maximum_up_excursion_10m,525,67,0.008662905984646342,0.006145377378200175,0.00018730086168016323,0.000701202927612152,0.01880207656335734,0.025760714099213034,descriptive_support_available
stress,fresh_high_tail_episode,overall,ALL,maximum_down_excursion_10m,525,67,-0.011812181892642265,-0.008761473947715872,-0.032794707683304614,-0.02550909265738126,-0.0015043620811483927,-0.001015293381443359,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,future_10m_absolute_underlying_return,455,67,0.010794194046771075,0.00877264049438756,0.0008586512195946281,0.0013179001913214588,0.02277500933561024,0.029591402258446448,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,future_10m_signed_underlying_return,455,67,-0.0023831124663430555,-0.0013676926162039596,-0.0256616008999495,-0.020674634366281912,0.013920581563054684,0.018982254652012535,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,future_15m_absolute_movement,455,67,0.012678840942801743,0.00931029261779832,0.0009553125137748268,0.0016682490861007794,0.027629668561053023,0.03310356520403183,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,future_15m_iv_residual,455,67,0.0032526985106317067,0.0005805055859885548,-0.00851319781364031,-0.006975530485560952,0.017249582676214056,0.022685910925195212,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,future_15m_exceed_iv_rate,455,67,0.5296703296703297,1.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,post_share_of_local_range_v1,455,67,0.40787714072435116,0.4063702482497562,0.25791362667560325,0.2836349197663588,0.5372820651731043,0.563185291495321,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,maximum_up_excursion_10m,455,67,0.008581490404926135,0.0060060512785019915,0.00014525941560477855,0.000615554042296905,0.01858132924997476,0.02588754940640767,descriptive_support_available
stress,fresh_high_tail_episode,phase,FIRST_ENTRY,maximum_down_excursion_10m,455,67,-0.012314556693005452,-0.00966194898521941,-0.03362158354139816,-0.026276586118323488,-0.001656340749455541,-0.0010834456156979338,descriptive_support_available
stress,fresh_high_tail_episode,phase,PERSISTENT,future_10m_absolute_underlying_return,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,future_10m_signed_underlying_return,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,future_15m_absolute_movement,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,future_15m_iv_residual,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,future_15m_exceed_iv_rate,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,maximum_up_excursion_10m,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,PERSISTENT,maximum_down_excursion_10m,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase,RE_ENTRY,future_10m_absolute_underlying_return,70,35,0.008271804309213258,0.00542688248600864,0.0007620886882747202,0.0015054145955062574,0.019434482501466822,0.022772284577203657,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,future_10m_signed_underlying_return,70,35,-0.00043367116392869733,0.00044691041786168207,-0.022001343022335994,-0.015566609939206427,0.011665262515410424,0.01631999963668377,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,future_15m_absolute_movement,70,35,0.009446784784467189,0.00822279195435053,0.0009728521976525684,0.0014117591187278193,0.018329161305505208,0.0239863210161845,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,future_15m_iv_residual,70,35,-0.0006895113013517731,-0.001520486316119988,-0.009710791218323297,-0.009097174628218997,0.007899930150308071,0.011863477269278597,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,future_15m_exceed_iv_rate,70,35,0.4142857142857143,0.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,post_share_of_local_range_v1,70,35,0.398564187391343,0.3948939887179132,0.23224885521498384,0.24639840722649242,0.5273143832898859,0.5547954514934795,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,maximum_up_excursion_10m,70,35,0.00919210725282768,0.007249032161218211,0.0008224616306936833,0.0014285489245609454,0.020141864022769792,0.022617231167680923,descriptive_support_available
stress,fresh_high_tail_episode,phase,RE_ENTRY,maximum_down_excursion_10m,70,35,-0.008546745690281568,-0.006592081630875463,-0.026394333281547878,-0.021057757329604503,-0.0012313413581649818,-0.0008890736752629291,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_10m_absolute_underlying_return,9,8,0.006291001884584542,0.006079168027609069,0.0006621906121015305,0.0009453779694103286,0.014262161407002349,0.015063918640942345,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_10m_signed_underlying_return,9,8,-0.0013467925673174438,-0.0003790032547927324,-0.013465885775504005,-0.011066095676125666,0.007635590980093727,0.010748436885063035,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_15m_absolute_movement,9,8,0.00667441530162334,0.005319085691314345,0.0003971866880888855,0.0004117446833421084,0.011720509645163274,0.014536533216533915,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_15m_iv_residual,9,8,-0.002469223442066805,-0.002241663612727952,-0.008136757894920221,-0.007189715684776894,0.0015876142898107637,0.003173066291814395,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_15m_exceed_iv_rate,9,8,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,9,8,0.5054566071119659,0.5127060102042033,0.43926313546009693,0.456888000565975,0.5482813728814058,0.5520138150204039,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,maximum_up_excursion_10m,9,8,0.00547368920655075,0.0030949302824474136,0.0004110969847028334,0.0006469112958455527,0.013330665912317704,0.014544576244397827,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,maximum_down_excursion_10m,9,8,-0.006494791040930961,-0.002938092354903744,-0.01764925943018974,-0.014351807818020245,-0.001801482042816723,-0.001510869298474361,blocked_insufficient_support
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_10m_absolute_underlying_return,516,67,0.010530553441791681,0.008394765418136899,0.0008595531773727338,0.0013682749120452436,0.02261089555308618,0.02900175224038839,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_10m_signed_underlying_return,516,67,-0.0021367287220062834,-0.0013185218556733425,-0.02524535397019966,-0.0206658252039848,0.013911560273960451,0.01866224097308348,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_15m_absolute_movement,516,67,0.012345112066226524,0.009124435003101353,0.0009859960455263492,0.0015757379461678522,0.026698471110609072,0.03219973839785832,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_15m_iv_residual,516,67,0.002817703570196519,0.00043475668241172924,-0.008843894821673632,-0.007369810853370077,0.016759197596432893,0.021848980459131723,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_15m_exceed_iv_rate,516,67,0.5174418604651163,1.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,516,67,0.40491178814528317,0.4026175241457586,0.2508676148607122,0.2780346931065725,0.5334215909060551,0.5631777674153454,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,maximum_up_excursion_10m,516,67,0.008718531858682894,0.006179756161959213,0.00018811253821998043,0.0007056802842320687,0.018912272864363797,0.025882442994715642,descriptive_support_available
stress,fresh_high_tail_episode,movement_consumed_bucket,HIGH,maximum_down_excursion_10m,516,67,-0.011904927081916301,-0.008846048411370978,-0.032960679274888875,-0.025668251971489368,-0.0015143703676025965,-0.001012426210313974,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_10m_absolute_underlying_return,5,4,0.0037261559912054364,0.0012194363991241556,0.0005205969334471315,0.0006621906121015305,0.008351387586905526,0.00910879410667101,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_10m_signed_underlying_return,5,4,-0.0008067142205121465,-0.0003790032547927324,-0.008110354830762143,-0.006354509035087789,0.004135275376215104,0.005107221701912085,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_15m_absolute_movement,5,4,0.004835412871154252,0.004589759486729629,0.0010207214793512649,0.001658814265866867,0.008315132992212508,0.009313815425845227,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_15m_iv_residual,5,4,-0.002290448176675824,-0.002241663612727952,-0.004751373579579735,-0.004725137013773161,0.00024436173419722105,0.0005196250115030833,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_15m_exceed_iv_rate,5,4,0.2,0.0,0.0,0.0,0.6000000000000001,0.7999999999999998,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,5,4,0.492256646623262,0.5127060102042033,0.43045070290715787,0.43926313546009693,0.533778438137971,0.5400967949749389,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,maximum_up_excursion_10m,5,4,0.004127063889645779,0.0028118493137448994,0.0002931898291314738,0.0004110969847028334,0.009298089753058316,0.011010900249667976,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,maximum_down_excursion_10m,5,4,-0.004516680484458806,-0.0028198534113324574,-0.010875272262584394,-0.00904746251323329,-0.001642624804364837,-0.0014314406792484181,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_10m_absolute_underlying_return,450,67,0.010872727802944028,0.008922307339902163,0.0008652187758275703,0.001356242895882473,0.02281898231832853,0.02971104361900766,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_10m_signed_underlying_return,450,67,-0.0024006280024078436,-0.0013768802925982488,-0.025729083712142005,-0.02071666709204139,0.013977356259798492,0.019067880578840547,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_15m_absolute_movement,450,67,0.012765990143597826,0.009383536930502184,0.0009775118126310438,0.001708621295522469,0.027648358612675703,0.033182522016632174,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_15m_iv_residual,450,67,0.0033142890293795684,0.0006782504202668808,-0.008531711201683443,-0.006995911208535646,0.0172601761226992,0.022690458695640205,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_15m_exceed_iv_rate,450,67,0.5333333333333333,1.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,post_share_of_local_range_v1,450,67,0.40693959065880775,0.40441606495731225,0.2578257549719758,0.2835480924650152,0.5372253837069113,0.563222911895199,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,maximum_up_excursion_10m,450,67,0.008630984032873695,0.0060207015864093966,0.0001218423341838949,0.0006166768690138929,0.018590019663047273,0.02591308146486784,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,maximum_down_excursion_10m,450,67,-0.012401199761989301,-0.009758525138955648,-0.03366321216856242,-0.02664309392129894,-0.0016683573685424848,-0.0010800271733321211,descriptive_support_available
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_10m_absolute_underlying_return,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_10m_signed_underlying_return,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_15m_absolute_movement,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_15m_iv_residual,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_15m_exceed_iv_rate,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,post_share_of_local_range_v1,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,maximum_up_excursion_10m,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,maximum_down_excursion_10m,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_10m_absolute_underlying_return,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_10m_signed_underlying_return,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_15m_absolute_movement,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_15m_iv_residual,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_15m_exceed_iv_rate,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,post_share_of_local_range_v1,0,0,,,,,,,blocked_insufficient_support
stress,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,maximum_up_excursion_10m,0,0,,,,,,,blocked_insufficient_support
