slice_type,slice_value,source_opportunities,paired_opportunities,availability_rate,t2_minus_t0_bps,t2_mean_minus_t0_bps,t2_minus_t1_bps,mean_exposure_bars_remaining,minimum_exposure_bars_remaining,common_T1_T2_opportunities,primary_endpoint_changed,run_id,contract_hash,data_snapshot_hash,model_version
all,all,1663,807,0.485267588695,-5990.59537485,-7.42329042732,2170.07301279,21.2874845105,2,807,False,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
