model_name,target_lead_sessions,eligible_forecasts,observable_targets,coverage,brier_score,log_loss,ece,calibration_slope,calibration_intercept,auc,active_count,precision_active,recall_active,mean_target_payoff_when_active_bps,median_target_payoff_when_active_bps,positive_payoff_rate,abstention_rate,onset_operational_predictions,onset_precision,onset_recall,false_onset_rate,onset_probability_brier_score,onset_probability_log_loss,onset_probability_ece,onset_probability_calibration_slope,onset_probability_calibration_intercept,survival_observations,survival_brier_score,survival_log_loss,survival_ece,survival_calibration_slope,survival_calibration_intercept,survival_auc
hierarchical_change_point,0,8360,2801,0.33504784689,0.324973510402,0.971991520617,0.238519992229,-0.000864892403117,-0.125245827156,0.487872515539,90,0.344444444444,0.023610053313,-53.6176396446,-47.8905183002,0.46876115673,0.685112459836,62,0.0483870967742,0.0139534883721,0.951612903226,0.0728176193986,0.302512268321,0.0432770754282,-0.000970255341427,-2.490851869,2801,0.553618967613,2.65333270718,0.556101586691,0.0398896973075,-0.497398094552,0.516325017323
hierarchical_change_point,1,8360,2787,0.333373205742,0.328631670408,1.01422312049,0.239684969444,-0.0361387961931,-0.132901726688,0.477356890606,88,0.522727272727,0.0352490421456,-21.0616820111,3.39408820232,0.468245425188,0.682095443129,63,0.0634920634921,0.0193236714976,0.936507936508,0.0705468422444,0.287453592379,0.0408828122452,0.0622880005814,-2.3080110521,2787,0.626026282507,3.00273206401,0.631277161837,0.0152766716258,-0.702320939773,0.511764321511
hierarchical_change_point,2,8360,2769,0.331220095694,0.325247418044,1.00672902698,0.232806180951,-0.0270598493612,-0.138790058472,0.487384295775,81,0.41975308642,0.0263361735089,-25.284757232,-18.8444833315,0.466233297219,0.681834597328,58,0.051724137931,0.00840336134454,0.948275862069,0.121571122109,0.472771497247,0.0955024541297,0.0785400897444,-1.64039479951,2769,0.680811821074,3.28753211128,0.688156125871,-0.0214084220744,-0.795499778145,0.49635695568
hierarchical_change_point,3,8360,2752,0.329186602871,0.317005248922,0.955981607436,0.218996762514,0.0128259375042,-0.12906512999,0.505826202636,86,0.46511627907,0.0311041990669,-9.24874876093,-13.2457400579,0.467296511628,0.687863372093,61,0.114754098361,0.0139442231076,0.885245901639,0.171417985333,0.652512973317,0.148921385195,0.11092812395,-1.11919456539,2752,0.724995695981,3.49928876345,0.734182649524,-0.0503393552429,-0.900212629601,0.482549579327
hierarchical_change_point,5,8360,2722,0.325598086124,0.317544630157,1.00105076996,0.226392794708,-0.0197157765598,-0.14262696007,0.503559384928,80,0.4375,0.0276461295419,-45.9014532543,-49.2879097971,0.465099191771,0.683321087436,60,0.15,0.0118577075099,0.85,0.261396857447,1.00665911669,0.245404584067,0.00916667049944,-0.91780303977,2722,0.79217331718,3.83800607279,0.804006891766,-0.0946604306158,-1.12316513941,0.462802801396
hierarchical_payoff_history_change_point,0,8360,2801,0.33504784689,0.275706488329,0.75795382295,0.112270977286,-0.035931026313,-0.127310198069,0.500481639355,120,0.366666666667,0.033511043412,-48.0645006172,-46.0376582321,0.46876115673,0.646911817208,84,0.0595238095238,0.0232558139535,0.940476190476,0.0735453855766,0.30652657411,0.0517583006069,,,2801,0.569097583222,2.81170890028,0.570248023724,,,0.5
hierarchical_payoff_history_change_point,1,8360,2787,0.333373205742,0.27389445965,0.753902625971,0.111326907409,-0.000316320666543,-0.127353607756,0.50625849918,122,0.524590163934,0.0490421455939,-11.8831920475,3.81680657537,0.468245425188,0.644779332616,88,0.0568181818182,0.024154589372,0.943181818182,0.0711847416577,0.297423032508,0.0492734122713,,,2787,0.642957314564,3.17565106161,0.645272103365,,,0.5
hierarchical_payoff_history_change_point,2,8360,2769,0.331220095694,0.272958346606,0.75184260225,0.1061297057,0.0122281804307,-0.134623478837,0.510194444939,112,0.464285714286,0.0402788536019,-16.0600381667,-5.21793407141,0.466233297219,0.644275911882,80,0.05,0.0112044817927,0.95,0.123106040087,0.497651324658,0.103927410618,,,2769,0.698689274446,3.45026903769,0.701882639592,,,0.5
hierarchical_payoff_history_change_point,3,8360,2752,0.329186602871,0.269736584256,0.743712549241,0.105511457844,0.0695762819306,-0.127534219591,0.518120423747,115,0.486956521739,0.0435458786936,-0.973542931078,-0.283546701741,0.467296511628,0.649345930233,79,0.113924050633,0.0179282868526,0.886075949367,0.173917151163,0.693598311748,0.157412790698,,,2752,0.74414419195,3.6742471191,0.748054122874,,,0.5
hierarchical_payoff_history_change_point,5,8360,2722,0.325598086124,0.273885910723,0.753417487891,0.122243839382,0.00375826818413,-0.139800195038,0.501803834002,118,0.483050847458,0.0450236966825,-20.7584120892,-1.56642528956,0.465099191771,0.646216017634,83,0.156626506024,0.0171277997365,0.843373493976,0.26552213446,1.04686199954,0.253839088905,,,2722,0.812744756198,4.01227485312,0.81773612824,,,0.5
payoff_only_change_point,0,8360,2801,0.33504784689,0.296145402188,0.852386383889,0.148512748934,-0.0477731069203,-0.126976050724,0.48783310403,103,0.417475728155,0.032749428789,-16.3681343022,-41.6957210777,0.46876115673,0.757586576223,49,0.0408163265306,0.0093023255814,0.959183673469,0.0735453855766,0.30652657411,0.0517583006069,,,2801,0.569097583222,2.81170890028,0.570248023724,,,0.5
payoff_only_change_point,1,8360,2787,0.333373205742,0.296937988347,0.854785236925,0.155150745216,-0.0505608881264,-0.129380569125,0.484062905569,101,0.435643564356,0.0337164750958,-16.3566291973,-10.6970254431,0.468245425188,0.75421600287,50,0.02,0.0048309178744,0.98,0.0711847416577,0.297423032508,0.0492734122713,,,2787,0.642957314564,3.17565106161,0.645272103365,,,0.5
payoff_only_change_point,2,8360,2769,0.331220095694,0.292111147926,0.841878456812,0.144185950381,-0.0126093439526,-0.135664807677,0.498997168909,97,0.432989690722,0.0325329202169,-24.3670756119,-10.6970254431,0.466233297219,0.759479956663,47,0.0212765957447,0.00280112044818,0.978723404255,0.123106040087,0.497651324658,0.103927410618,,,2769,0.698689274446,3.45026903769,0.701882639592,,,0.5
payoff_only_change_point,3,8360,2752,0.329186602871,0.290559129352,0.841745664841,0.137158871253,-0.00975751830053,-0.131272450211,0.507358339044,93,0.483870967742,0.0349922239502,-13.570020114,-0.283546701741,0.467296511628,0.761264534884,47,0.0212765957447,0.00199203187251,0.978723404255,0.173917151163,0.693598311748,0.157412790698,,,2752,0.74414419195,3.6742471191,0.748054122874,,,0.5
payoff_only_change_point,5,8360,2722,0.325598086124,0.291267495706,0.837800351573,0.150154728765,0.00434921681734,-0.139733963454,0.497804747583,90,0.488888888889,0.0347551342812,-7.53653095682,-0.0170964554383,0.465099191771,0.767450404115,47,0.106382978723,0.00658761528327,0.893617021277,0.26552213446,1.04686199954,0.253839088905,,,2722,0.812744756198,4.01227485312,0.81773612824,,,0.5
v1_60_session_selector,0,8360,2801,0.33504784689,0.25794150012,0.710436202733,0.0632940377918,0.0626311126314,-0.126684314993,0.507182363708,1307,0.479724560061,0.477532368621,-1.71708586062,-8.28285403059,0.46876115673,0,77,0.0909090909091,0.0325581395349,0.909090909091,0.115091005323,0.394390988955,0.144599282524,0.0509561321456,-2.37981970833,2801,0.499519322021,1.92549695055,0.502223339041,0.0435693752019,-0.455509038835,0.517236622218
