status,result_imputed,blocker,exact_command_after_restore,run_id,contract_hash,data_snapshot_hash,model_version
blocked_missing_hash_pinned_V1_V2_rebuild_inputs,False,2023 provider tape and ephemeral V1/V2 rebuild surfaces are unavailable,PYTHONPATH=packages/stocker_research/src .venv/bin/python research/slrno-v2/20260714-regime-loop-handoff/work/run_clean_anchor_price_acceptance_v1.py,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
