slice_type,slice_value,variant,eligible_source_opportunities,available_delayed_entries,admitted_opportunities,rejected_opportunities,coverage,gross_payoff_bps,net_payoff_bps,net_per_admitted_opportunity_bps,median_net_payoff_bps,positive_payoff_rate,profit_factor,total_cost_bps,maximum_drawdown_bps,average_remaining_mfe_bps,average_remaining_mae_bps,mean_fraction_original_payoff_remaining,run_id,contract_hash,data_snapshot_hash,model_version
symbol,ASTS,A_same_clock_base,47,35,35,0,1,918.495888099,568.495888099,16.24273966,63.3112369598,0.6,1.15898743699,350,-1418.7110324,260.223841985,-189.344966097,0.693484276373,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,ASTS,B_anchor_veto_only,47,35,35,0,1,918.495888099,568.495888099,16.24273966,63.3112369598,0.6,1.15898743699,350,-1418.7110324,260.223841985,-189.344966097,0.693484276373,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,ASTS,C_price_acceptance_only,47,35,20,15,0.571428571429,123.664397364,-76.3356026364,-3.81678013182,31.5688769695,0.6,0.966581166594,200,-1124.58810336,246.834626568,-198.791039221,0.849241927767,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,ASTS,D_anchor_veto_plus_price_acceptance,47,35,20,15,0.571428571429,123.664397364,-76.3356026364,-3.81678013182,31.5688769695,0.6,0.966581166594,200,-1124.58810336,246.834626568,-198.791039221,0.849241927767,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,ASTS,E_anchor_veto_plus_price_acceptance_plus_range,47,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,CIFR,A_same_clock_base,132,70,70,0,1,3534.25086834,2834.25086834,40.4892981192,2.78600190663,0.5,1.45494295693,700,-1167.33513302,272.96258705,-215.777032869,0.972116644919,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,CIFR,B_anchor_veto_only,132,70,69,1,0.985714285714,3562.61966267,2872.61966267,41.6321690242,9.48927875244,0.507246376812,1.46395920359,690,-1167.33513302,274.65732698,-218.065506673,0.975611493983,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,CIFR,C_price_acceptance_only,132,70,42,28,0.6,216.279467651,-203.720532349,-4.85048886545,-26.4734202244,0.452380952381,0.956917878214,420,-1463.68825351,226.62509439,-241.048271034,0.933770838553,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,CIFR,D_anchor_veto_plus_price_acceptance,132,70,42,28,0.6,216.279467651,-203.720532349,-4.85048886545,-26.4734202244,0.452380952381,0.956917878214,420,-1463.68825351,226.62509439,-241.048271034,0.933770838553,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,CIFR,E_anchor_veto_plus_price_acceptance_plus_range,132,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,HIMS,A_same_clock_base,82,60,60,0,1,3949.7381103,3349.7381103,55.8289685049,30.4008518538,0.533333333333,1.69745229672,600,-1245.87596239,298.588441092,-171.738329394,0.96588335143,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,HIMS,B_anchor_veto_only,82,60,60,0,1,3949.7381103,3349.7381103,55.8289685049,30.4008518538,0.533333333333,1.69745229672,600,-1245.87596239,298.588441092,-171.738329394,0.96588335143,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,HIMS,C_price_acceptance_only,82,60,32,28,0.533333333333,2671.32564328,2351.32564328,73.4789263524,70.9482902501,0.65625,1.8137033125,320,-1020.73576995,306.154687939,-186.967164426,1.16886408155,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,HIMS,D_anchor_veto_plus_price_acceptance,82,60,32,28,0.533333333333,2671.32564328,2351.32564328,73.4789263524,70.9482902501,0.65625,1.8137033125,320,-1020.73576995,306.154687939,-186.967164426,1.16886408155,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,HIMS,E_anchor_veto_plus_price_acceptance_plus_range,82,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,IONQ,A_same_clock_base,116,48,48,0,1,1040.43882579,560.438825787,11.6758088706,12.8928389654,0.520833333333,1.08085779585,480,-1929.09464616,280.707157742,-271.32801945,0.509350094075,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,IONQ,B_anchor_veto_only,116,48,48,0,1,1040.43882579,560.438825787,11.6758088706,12.8928389654,0.520833333333,1.08085779585,480,-1929.09464616,280.707157742,-271.32801945,0.509350094075,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,IONQ,C_price_acceptance_only,116,48,35,13,0.729166666667,82.3712194907,-267.628780509,-7.64653658598,24.6976644621,0.571428571429,0.948044737398,350,-2577.63612333,261.348887131,-292.07685261,0.421258954288,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,IONQ,D_anchor_veto_plus_price_acceptance,116,48,35,13,0.729166666667,82.3712194907,-267.628780509,-7.64653658598,24.6976644621,0.571428571429,0.948044737398,350,-2577.63612333,261.348887131,-292.07685261,0.421258954288,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,IONQ,E_anchor_veto_plus_price_acceptance_plus_range,116,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,IREN,A_same_clock_base,100,53,53,0,1,2944.00467428,2414.00467428,45.5472580053,34.0129506813,0.547169811321,1.50774123098,530,-1969.13951628,284.107748512,-223.297318904,0.77743895346,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,IREN,B_anchor_veto_only,100,53,53,0,1,2944.00467428,2414.00467428,45.5472580053,34.0129506813,0.547169811321,1.50774123098,530,-1969.13951628,284.107748512,-223.297318904,0.77743895346,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,IREN,C_price_acceptance_only,100,53,34,19,0.641509433962,1397.66462828,1057.66462828,31.1077831847,27.4469104464,0.558823529412,1.37453316638,340,-1470.44163026,250.984841809,-211.85688715,1.9180998181,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,IREN,D_anchor_veto_plus_price_acceptance,100,53,34,19,0.641509433962,1397.66462828,1057.66462828,31.1077831847,27.4469104464,0.558823529412,1.37453316638,340,-1470.44163026,250.984841809,-211.85688715,1.9180998181,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,IREN,E_anchor_veto_plus_price_acceptance_plus_range,100,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MARA,A_same_clock_base,97,23,23,0,1,35.2921187063,-194.707881294,-8.46556005625,4.3219908583,0.521739130435,0.931412647447,230,-2102.79648709,221.51629635,-235.53478829,0.877682572415,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MARA,B_anchor_veto_only,97,23,23,0,1,35.2921187063,-194.707881294,-8.46556005625,4.3219908583,0.521739130435,0.931412647447,230,-2102.79648709,221.51629635,-235.53478829,0.877682572415,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MARA,C_price_acceptance_only,97,23,16,7,0.695652173913,-473.494520029,-633.494520029,-39.5934075018,48.615668198,0.5625,0.748868656416,160,-1996.68844067,236.610864796,-259.915382851,0.932506019389,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MARA,D_anchor_veto_plus_price_acceptance,97,23,16,7,0.695652173913,-473.494520029,-633.494520029,-39.5934075018,48.615668198,0.5625,0.748868656416,160,-1996.68844067,236.610864796,-259.915382851,0.932506019389,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MARA,E_anchor_veto_plus_price_acceptance_plus_range,97,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MP,A_same_clock_base,74,49,49,0,1,-375.43221637,-865.43221637,-17.6618819667,-10,0.469387755102,0.846261571279,490,-1385.77833209,230.25169689,-194.487398839,1.06926031247,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MP,B_anchor_veto_only,74,49,49,0,1,-375.43221637,-865.43221637,-17.6618819667,-10,0.469387755102,0.846261571279,490,-1385.77833209,230.25169689,-194.487398839,1.06926031247,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MP,C_price_acceptance_only,74,49,29,20,0.591836734694,225.695514644,-64.3044853564,-2.21739604677,11.5509388858,0.51724137931,0.976832723089,290,-996.678914988,205.749656589,-189.441612315,1.01068667663,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MP,D_anchor_veto_plus_price_acceptance,74,49,29,20,0.591836734694,225.695514644,-64.3044853564,-2.21739604677,11.5509388858,0.51724137931,0.976832723089,290,-996.678914988,205.749656589,-189.441612315,1.01068667663,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MP,E_anchor_veto_plus_price_acceptance_plus_range,74,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MRNA,A_same_clock_base,39,23,23,0,1,1069.76278046,839.762780461,36.5114252374,2.77368533106,0.521739130435,1.56326256405,230,-620.415500771,205.202877218,-130.808270116,-1.15810937717,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MRNA,B_anchor_veto_only,39,23,23,0,1,1069.76278046,839.762780461,36.5114252374,2.77368533106,0.521739130435,1.56326256405,230,-620.415500771,205.202877218,-130.808270116,-1.15810937717,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MRNA,C_price_acceptance_only,39,23,14,9,0.608695652174,525.389511131,385.389511131,27.5278222237,-3.90585867132,0.5,1.41939988138,140,-601.58341391,208.680994695,-128.065753755,-2.48841482837,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MRNA,D_anchor_veto_plus_price_acceptance,39,23,14,9,0.608695652174,525.389511131,385.389511131,27.5278222237,-3.90585867132,0.5,1.41939988138,140,-601.58341391,208.680994695,-128.065753755,-2.48841482837,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MRNA,E_anchor_veto_plus_price_acceptance_plus_range,39,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MSTR,A_same_clock_base,56,26,26,0,1,-330.62816243,-590.62816243,-22.7164677858,-13.8753600839,0.423076923077,0.765398641325,260,-1330.62605801,186.202762278,-244.956199357,1.00148357629,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MSTR,B_anchor_veto_only,56,26,26,0,1,-330.62816243,-590.62816243,-22.7164677858,-13.8753600839,0.423076923077,0.765398641325,260,-1330.62605801,186.202762278,-244.956199357,1.00148357629,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MSTR,C_price_acceptance_only,56,26,20,6,0.769230769231,-470.050460383,-670.050460383,-33.5025230192,-35.0575384583,0.45,0.693523706061,200,-1113.78308854,179.602368132,-278.856554172,1.06985355305,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MSTR,D_anchor_veto_plus_price_acceptance,56,26,20,6,0.769230769231,-470.050460383,-670.050460383,-33.5025230192,-35.0575384583,0.45,0.693523706061,200,-1113.78308854,179.602368132,-278.856554172,1.06985355305,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,MSTR,E_anchor_veto_plus_price_acceptance_plus_range,56,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,NVTS,A_same_clock_base,59,41,41,0,1,1661.13988147,1251.13988147,30.5156068651,19.9401376887,0.512195121951,1.27892089197,410,-1757.09869826,242.546217095,-185.640354007,3.34770199135,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,NVTS,B_anchor_veto_only,59,41,41,0,1,1661.13988147,1251.13988147,30.5156068651,19.9401376887,0.512195121951,1.27892089197,410,-1757.09869826,242.546217095,-185.640354007,3.34770199135,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,NVTS,C_price_acceptance_only,59,41,23,18,0.560975609756,696.912984134,466.912984134,20.3005645276,19.9401376887,0.521739130435,1.16468840895,230,-2663.39405468,249.656939026,-200.73386306,3.05101609305,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,NVTS,D_anchor_veto_plus_price_acceptance,59,41,23,18,0.560975609756,696.912984134,466.912984134,20.3005645276,19.9401376887,0.521739130435,1.16468840895,230,-2663.39405468,249.656939026,-200.73386306,3.05101609305,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,NVTS,E_anchor_veto_plus_price_acceptance_plus_range,59,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,QBTS,A_same_clock_base,117,64,64,0,1,-739.789215182,-1379.78921518,-21.5592064872,35.1100301267,0.546875,0.867112319155,640,-4212.97712929,282.79712554,-301.146646575,0.926202118226,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,QBTS,B_anchor_veto_only,117,64,64,0,1,-739.789215182,-1379.78921518,-21.5592064872,35.1100301267,0.546875,0.867112319155,640,-4212.97712929,282.79712554,-301.146646575,0.926202118226,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,QBTS,C_price_acceptance_only,117,64,43,21,0.671875,-1299.78556457,-1729.78556457,-40.2275712691,31.8593222989,0.558139534884,0.769242770966,430,-3168.09607925,290.611871909,-322.867738445,0.869818648877,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,QBTS,D_anchor_veto_plus_price_acceptance,117,64,43,21,0.671875,-1299.78556457,-1729.78556457,-40.2275712691,31.8593222989,0.558139534884,0.769242770966,430,-3168.09607925,290.611871909,-322.867738445,0.869818648877,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,QBTS,E_anchor_veto_plus_price_acceptance_plus_range,117,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,RGTI,A_same_clock_base,87,33,33,0,1,5232.45359258,4902.45359258,148.559199775,141.293328579,0.727272727273,2.89105126853,330,-905.77137084,387.264572691,-193.847656677,0.938111964589,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,RGTI,B_anchor_veto_only,87,33,33,0,1,5232.45359258,4902.45359258,148.559199775,141.293328579,0.727272727273,2.89105126853,330,-905.77137084,387.264572691,-193.847656677,0.938111964589,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,RGTI,C_price_acceptance_only,87,33,20,13,0.606060606061,3042.81034217,2842.81034217,142.140517109,133.361375614,0.75,2.55964911615,200,-1116.54378775,382.801239616,-230.839348594,0.897774899074,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
