slice_type,slice_value,variant,eligible_source_opportunities,available_delayed_entries,admitted_opportunities,rejected_opportunities,coverage,gross_payoff_bps,net_payoff_bps,net_per_admitted_opportunity_bps,median_net_payoff_bps,positive_payoff_rate,profit_factor,total_cost_bps,maximum_drawdown_bps,average_remaining_mfe_bps,average_remaining_mae_bps,mean_fraction_original_payoff_remaining,run_id,contract_hash,data_snapshot_hash,model_version
all,all,A_same_clock_base,1663,809,809,0,1,36026.1985229,27936.1985229,34.5317657885,19.9401376887,0.530284301607,1.33955737089,8090,-3995.98847222,276.975313209,-211.632727309,0.814314262761,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
all,all,B_anchor_veto_only,1663,809,808,1,0.998763906057,36054.5673172,27974.5673172,34.621989254,19.9915287165,0.530940594059,1.34018238225,8080,-3957.6196779,277.125003532,-211.823024817,0.814417409052,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
all,all,C_price_acceptance_only,1663,809,513,296,0.634116192831,17380.8103543,12250.8103543,23.8807219382,20.5378982908,0.534113060429,1.21837330521,5130,-6122.25493487,269.430978097,-227.299042894,0.693091346617,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
all,all,D_anchor_veto_plus_price_acceptance,1663,809,513,296,0.634116192831,17380.8103543,12250.8103543,23.8807219382,20.5378982908,0.534113060429,1.21837330521,5130,-6122.25493487,269.430978097,-227.299042894,0.693091346617,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
all,all,E_anchor_veto_plus_price_acceptance_plus_range,1663,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2023,A_same_clock_base,854,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2023,B_anchor_veto_only,854,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2023,C_price_acceptance_only,854,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2023,D_anchor_veto_plus_price_acceptance,854,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2023,E_anchor_veto_plus_price_acceptance_plus_range,854,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2025,A_same_clock_base,809,809,809,0,1,36026.1985229,27936.1985229,34.5317657885,19.9401376887,0.530284301607,1.33955737089,8090,-3995.98847222,276.975313209,-211.632727309,0.814314262761,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2025,B_anchor_veto_only,809,809,808,1,0.998763906057,36054.5673172,27974.5673172,34.621989254,19.9915287165,0.530940594059,1.34018238225,8080,-3957.6196779,277.125003532,-211.823024817,0.814417409052,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2025,C_price_acceptance_only,809,809,513,296,0.634116192831,17380.8103543,12250.8103543,23.8807219382,20.5378982908,0.534113060429,1.21837330521,5130,-6122.25493487,269.430978097,-227.299042894,0.693091346617,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2025,D_anchor_veto_plus_price_acceptance,809,809,513,296,0.634116192831,17380.8103543,12250.8103543,23.8807219382,20.5378982908,0.534113060429,1.21837330521,5130,-6122.25493487,269.430978097,-227.299042894,0.693091346617,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2025,E_anchor_veto_plus_price_acceptance_plus_range,809,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_04,A_same_clock_base,228,96,96,0,1,5154.29904248,4194.29904248,43.6906150258,32.8331489483,0.552083333333,1.61646649429,960,-1612.24551088,211.020410929,-159.878479238,1.72636063271,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_04,B_anchor_veto_only,228,96,96,0,1,5154.29904248,4194.29904248,43.6906150258,32.8331489483,0.552083333333,1.61646649429,960,-1612.24551088,211.020410929,-159.878479238,1.72636063271,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_04,C_price_acceptance_only,228,96,59,37,0.614583333333,3240.06139856,2650.06139856,44.9162948909,31.8593222989,0.525423728814,1.64466141753,590,-700.985947512,213.131270511,-161.185398038,1.9297524071,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_04,D_anchor_veto_plus_price_acceptance,228,96,59,37,0.614583333333,3240.06139856,2650.06139856,44.9162948909,31.8593222989,0.525423728814,1.64466141753,590,-700.985947512,213.131270511,-161.185398038,1.9297524071,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_04,E_anchor_veto_plus_price_acceptance_plus_range,228,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_07,A_same_clock_base,1435,713,713,0,1,30871.8994804,23741.8994804,33.2985967468,17.4348431905,0.527349228612,1.31459299224,7130,-4123.78525901,285.855636658,-218.601041214,0.691514190511,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_07,B_anchor_veto_only,1435,713,712,1,0.998597475456,30900.2682748,23780.2682748,33.3992531949,17.4480933316,0.52808988764,1.31526168081,7120,-4123.78525901,286.037982311,-218.826783772,0.691458772155,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_07,C_price_acceptance_only,1435,713,454,259,0.636746143058,14140.7489558,9600.74895576,21.1470241316,20.2904090175,0.535242290749,1.1846669665,4540,-6094.64528273,276.747459919,-235.89090423,0.532379887215,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_07,D_anchor_veto_plus_price_acceptance,1435,713,454,259,0.636746143058,14140.7489558,9600.74895576,21.1470241316,20.2904090175,0.535242290749,1.1846669665,4540,-6094.64528273,276.747459919,-235.89090423,0.532379887215,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_07,E_anchor_veto_plus_price_acceptance_plus_range,1435,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_4,A_same_clock_base,228,96,96,0,1,5154.29904248,4194.29904248,43.6906150258,32.8331489483,0.552083333333,1.61646649429,960,-1612.24551088,211.020410929,-159.878479238,1.72636063271,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_4,B_anchor_veto_only,228,96,96,0,1,5154.29904248,4194.29904248,43.6906150258,32.8331489483,0.552083333333,1.61646649429,960,-1612.24551088,211.020410929,-159.878479238,1.72636063271,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_4,C_price_acceptance_only,228,96,59,37,0.614583333333,3240.06139856,2650.06139856,44.9162948909,31.8593222989,0.525423728814,1.64466141753,590,-700.985947512,213.131270511,-161.185398038,1.9297524071,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_4,D_anchor_veto_plus_price_acceptance,228,96,59,37,0.614583333333,3240.06139856,2650.06139856,44.9162948909,31.8593222989,0.525423728814,1.64466141753,590,-700.985947512,213.131270511,-161.185398038,1.9297524071,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_4,E_anchor_veto_plus_price_acceptance_plus_range,228,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_5,A_same_clock_base,1435,713,713,0,1,30871.8994804,23741.8994804,33.2985967468,17.4348431905,0.527349228612,1.31459299224,7130,-4123.78525901,285.855636658,-218.601041214,0.691514190511,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_5,B_anchor_veto_only,1435,713,712,1,0.998597475456,30900.2682748,23780.2682748,33.3992531949,17.4480933316,0.52808988764,1.31526168081,7120,-4123.78525901,286.037982311,-218.826783772,0.691458772155,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_5,C_price_acceptance_only,1435,713,454,259,0.636746143058,14140.7489558,9600.74895576,21.1470241316,20.2904090175,0.535242290749,1.1846669665,4540,-6094.64528273,276.747459919,-235.89090423,0.532379887215,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_5,D_anchor_veto_plus_price_acceptance,1435,713,454,259,0.636746143058,14140.7489558,9600.74895576,21.1470241316,20.2904090175,0.535242290749,1.1846669665,4540,-6094.64528273,276.747459919,-235.89090423,0.532379887215,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_5,E_anchor_veto_plus_price_acceptance_plus_range,1435,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,long,A_same_clock_base,1196,551,551,0,1,20345.22995,14835.22995,26.9241922867,-2.36700818996,0.491833030853,1.2647698751,5510,-4373.49229346,273.113260902,-204.222326054,1.24401552347,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,long,B_anchor_veto_only,1196,551,550,1,0.998185117967,20373.5987443,14873.5987443,27.0429068078,-2.13237779371,0.492727272727,1.26563656044,5500,-4373.49229346,273.326147682,-204.488416937,1.24494832977,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,long,C_price_acceptance_only,1196,551,312,239,0.566243194192,6617.33771113,3497.33771113,11.2094157408,-27.9709792595,0.467948717949,1.09718071806,3120,-4504.136326,262.283139678,-224.367603485,1.26904012137,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,long,D_anchor_veto_plus_price_acceptance,1196,551,312,239,0.566243194192,6617.33771113,3497.33771113,11.2094157408,-27.9709792595,0.467948717949,1.09718071806,3120,-4504.136326,262.283139678,-224.367603485,1.26904012137,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,long,E_anchor_veto_plus_price_acceptance_plus_range,1196,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,short,A_same_clock_base,467,258,258,0,1,15680.9685729,13100.9685729,50.7789479571,60.6060526936,0.612403100775,1.49924162095,2580,-4025.22153857,285.223339647,-227.458816809,-0.103381065351,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,short,B_anchor_veto_only,467,258,258,0,1,15680.9685729,13100.9685729,50.7789479571,60.6060526936,0.612403100775,1.49924162095,2580,-4025.22153857,285.223339647,-227.458816809,-0.103381065351,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,short,C_price_acceptance_only,467,258,201,57,0.779069767442,10763.4726432,8753.47264319,43.5496151402,64.8251632047,0.636815920398,1.43522913817,2010,-4239.99219108,280.526130269,-231.849336901,-0.200918691808,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,short,D_anchor_veto_plus_price_acceptance,467,258,201,57,0.779069767442,10763.4726432,8753.47264319,43.5496151402,64.8251632047,0.636815920398,1.43522913817,2010,-4239.99219108,280.526130269,-231.849336901,-0.200918691808,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,short,E_anchor_veto_plus_price_acceptance_plus_range,467,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAL,A_same_clock_base,43,28,28,0,1,917.960396961,637.960396961,22.7842998915,-0.121868085881,0.5,1.36104301368,280,-894.198379826,202.935277669,-117.548097734,1.14611019903,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAL,B_anchor_veto_only,43,28,28,0,1,917.960396961,637.960396961,22.7842998915,-0.121868085881,0.5,1.36104301368,280,-894.198379826,202.935277669,-117.548097734,1.14611019903,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAL,C_price_acceptance_only,43,28,18,10,0.642857142857,-657.635908898,-837.635908898,-46.5353282721,-59.5638522598,0.333333333333,0.467933756129,180,-1127.92536623,146.908127757,-129.882543309,1.10762498741,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAL,D_anchor_veto_plus_price_acceptance,43,28,18,10,0.642857142857,-657.635908898,-837.635908898,-46.5353282721,-59.5638522598,0.333333333333,0.467933756129,180,-1127.92536623,146.908127757,-129.882543309,1.10762498741,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAL,E_anchor_veto_plus_price_acceptance_plus_range,43,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAOI,A_same_clock_base,99,58,58,0,1,9808.67101594,9228.67101594,159.115017516,161.629367395,0.706896551724,3.48381141522,580,-712.571506614,405.334475182,-180.780605549,1.64352515872,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAOI,B_anchor_veto_only,99,58,58,0,1,9808.67101594,9228.67101594,159.115017516,161.629367395,0.706896551724,3.48381141522,580,-712.571506614,405.334475182,-180.780605549,1.64352515872,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAOI,C_price_acceptance_only,99,58,39,19,0.672413793103,7971.17228088,7581.17228088,194.389032843,205.80102414,0.717948717949,4.29927149698,390,-504.213086697,467.117647459,-181.077162005,1.5879881044,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAOI,D_anchor_veto_plus_price_acceptance,99,58,39,19,0.672413793103,7971.17228088,7581.17228088,194.389032843,205.80102414,0.717948717949,4.29927149698,390,-504.213086697,467.117647459,-181.077162005,1.5879881044,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAOI,E_anchor_veto_plus_price_acceptance_plus_range,99,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,APLD,A_same_clock_base,104,51,51,0,1,4624.83005195,4114.83005195,80.6829421951,20.5378982908,0.529411764706,1.8966539957,510,-1273.36779474,337.140638558,-213.166941084,2.79520510719,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,APLD,B_anchor_veto_only,104,51,51,0,1,4624.83005195,4114.83005195,80.6829421951,20.5378982908,0.529411764706,1.8966539957,510,-1273.36779474,337.140638558,-213.166941084,2.79520510719,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,APLD,C_price_acceptance_only,104,51,31,20,0.607843137255,2863.30190754,2553.30190754,82.3645776626,54.7348978518,0.548387096774,1.93256169245,310,-1193.22710031,342.995206895,-219.355060767,4.12577430479,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,APLD,D_anchor_veto_plus_price_acceptance,104,51,31,20,0.607843137255,2863.30190754,2553.30190754,82.3645776626,54.7348978518,0.548387096774,1.93256169245,310,-1193.22710031,342.995206895,-219.355060767,4.12577430479,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,APLD,E_anchor_veto_plus_price_acceptance_plus_range,104,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
