symbol,signal_date,required_options_date,previous_close_underlying_price,price_source,source_available,inferred_split_on_signal_date,split_boundary_ambiguous,provider_moneyness_check
APLD,2024-10-21,2024-10-18,8.18,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-10-22,2024-10-21,8.71,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-10-23,2024-10-22,9.13,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-10-24,2024-10-23,8.609999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-10-25,2024-10-24,8.229999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-10-28,2024-10-25,8.039999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-10-29,2024-10-28,8.27,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-10-30,2024-10-29,7.869999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-10-31,2024-10-30,7.36,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-01,2024-10-31,6.76,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-04,2024-11-01,6.46,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-05,2024-11-04,5.969999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-06,2024-11-05,6.369999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-07,2024-11-06,7.07,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-08,2024-11-07,7.789999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-11,2024-11-08,7.559999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-12,2024-11-11,7.579999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-13,2024-11-12,7.59,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-14,2024-11-13,7.17,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-15,2024-11-14,6.86,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-18,2024-11-15,7.23,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-19,2024-11-18,7.75,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-20,2024-11-19,9.159999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-21,2024-11-20,8.76,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-22,2024-11-21,9.149999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-25,2024-11-22,9.85,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-26,2024-11-25,10.68,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-27,2024-11-26,9.739999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-11-29,2024-11-27,9.659999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-02,2024-11-29,10.31,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-03,2024-12-02,9.619999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-04,2024-12-03,9.569999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-05,2024-12-04,9.619999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-06,2024-12-05,10.039999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-09,2024-12-06,10.67,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-10,2024-12-09,9.52,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-11,2024-12-10,8.939999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-12,2024-12-11,8.76,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-13,2024-12-12,9.034999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-16,2024-12-13,8.899999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-17,2024-12-16,10.01,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-18,2024-12-17,9.689999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-19,2024-12-18,8.755,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-20,2024-12-19,8.045,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-23,2024-12-20,8.01,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-24,2024-12-23,7.92,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-26,2024-12-24,8.7599,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-27,2024-12-26,9.199999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-30,2024-12-27,8.39,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2024-12-31,2024-12-30,7.969999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2025-01-02,2024-12-31,7.639999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2025-01-03,2025-01-02,7.8,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2025-01-06,2025-01-03,9.109999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2025-01-07,2025-01-06,9.789999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2025-01-08,2025-01-07,9.42,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2025-01-10,2025-01-08,8.704999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2025-01-13,2025-01-10,8.289999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
APLD,2025-01-14,2025-01-13,7.764999,repository_unadjusted_eodhd_5m_close,True,False,False,pending_options_download
