# schema_version=1
# source=NASDAQ_TRADER_SYMBOL_DIRECTORY
# source_urls=https://www.nasdaqtrader.com/dynamic/SymDir/nasdaqlisted.txt,https://www.nasdaqtrader.com/dynamic/SymDir/otherlisted.txt
# retrieved_at=2026-09-02T11:33:17.375137+00:00
# nasdaq_source_updated_at=0902202607:00
# other_source_updated_at=0902202607:00
# universes=US_ALL,NASDAQ,NYSE
symbol,primary_exchange
ORGO,NASDAQ
ORI,NYSE
ORIC,NASDAQ
ORIO,NASDAQ
ORIQ,NASDAQ
ORIQU,NASDAQ
ORIQW,NASDAQ
ORKA,NASDAQ
ORKT,NASDAQ
ORLY,NASDAQ
ORMP,NASDAQ
ORN,NYSE
ORRF,NASDAQ
OSBC,NASDAQ
OSCR,NYSE
OSG,NYSE
OSIS,NASDAQ
OSK,NYSE
OSPN,NASDAQ
OSPR,NASDAQ
OSPRU,NASDAQ
OSPRW,NASDAQ
OSS,NASDAQ
OST,NASDAQ
OSTX,AMEX
OSUR,NASDAQ
OSW,NASDAQ
OTAI,NYSE
OTAI.R,NYSE
OTAI.U,NYSE
OTEX,NASDAQ
OTF,NYSE
OTGA,NASDAQ
OTGAU,NASDAQ
OTGAW,NASDAQ
OTIS,NYSE
OTLK,NASDAQ
OTLY,NASDAQ
OTTR,NASDAQ
OUST,NASDAQ
OUT,NYSE
OVBC,NASDAQ
OVID,NASDAQ
OVLY,NASDAQ
OVV,NYSE
OWL,NYSE
OWLS,NASDAQ
OWLT,NYSE
OXBR,NASDAQ
OXBRW,NASDAQ
OXLC,NASDAQ
OXLCG,NASDAQ
OXLCI,NASDAQ
OXLCL,NASDAQ
OXLCM,NASDAQ
OXLCN,NASDAQ
OXLCO,NASDAQ
OXLCZ,NASDAQ
OXM,NYSE
OXSQ,NASDAQ
OXSQG,NASDAQ
OXSQH,NASDAQ
OXY,NYSE
OXY.W,NYSE
OYSE,NASDAQ
OYSER,NASDAQ
OYSEU,NASDAQ
OZ,AMEX
OZK,NASDAQ
OZKAP,NASDAQ
P,NYSE
PAA,NASDAQ
PAAC,NASDAQ
PAACU,NASDAQ
PAACW,NASDAQ
PAAI,AMEX
PAAS,NYSE
PAC,NYSE
PACB,NASDAQ
PACH,NASDAQ
PACHU,NASDAQ
PACHW,NASDAQ
PACK,NYSE
PACS,NYSE
PAG,NYSE
PAGP,NASDAQ
PAGS,NYSE
PAHC,NASDAQ
PAI,NYSE
PAII,NYSE
PAII.U,NYSE
PAII.W,NYSE
PAL,NASDAQ
PALI,NASDAQ
PALO,NASDAQ
PALOU,NASDAQ
PALOW,NASDAQ
PAM,NYSE
PAMT,NASDAQ
PANL,NASDAQ
PANW,NASDAQ
PAPL,AMEX
PAR,NYSE
PARA,NASDAQ
PARAW,NASDAQ
PARK,NASDAQ
PARR,NYSE
PASG,NASDAQ
PASW,NASDAQ
PATH,NYSE
PATK,NASDAQ
PAVM,NASDAQ
PAVS,NASDAQ
PAX,NASDAQ
PAXS,NYSE
PAY,NYSE
PAYC,NYSE
PAYO,NASDAQ
PAYP,NASDAQ
PAYS,NASDAQ
PAYX,NASDAQ
PB,NYSE
PBA,NYSE
PBAM,NASDAQ
PBF,NYSE
PBFS,NASDAQ
PBH,NYSE
PBHC,NASDAQ
PBI,NYSE
PBI$B,NYSE
PBK,NASDAQ
PBLS,NASDAQ
PBM,NASDAQ
PBMWW,NASDAQ
PBR,NYSE
PBR.A,NYSE
PBT,NYSE
PBYI,NASDAQ
PC,NASDAQ
PCAP,NASDAQ
PCAPU,NASDAQ
PCAPW,NASDAQ
PCAR,NASDAQ
PCB,NASDAQ
PCF,NYSE
PCG,NYSE
PCG$A,AMEX
PCG$B,AMEX
PCG$C,AMEX
PCG$D,AMEX
PCG$E,AMEX
PCG$G,AMEX
PCG$H,AMEX
PCG$I,AMEX
PCG$X,NYSE
PCLA,NASDAQ
PCM,NYSE
PCN,NYSE
PCOR,NYSE
PCQ,NYSE
PCRX,NASDAQ
PCSA,NASDAQ
PCT,NASDAQ
PCTTU,NASDAQ
PCTTW,NASDAQ
PCTY,NASDAQ
PCVX,NASDAQ
PCYO,NASDAQ
PD,NYSE
PDC,NASDAQ
PDCC,NYSE
PDD,NASDAQ
PDEX,NASDAQ
PDFS,NASDAQ
PDI,NYSE
PDLB,NASDAQ
PDM,NYSE
PDO,NYSE
PDPA,NYSE
PDS,NYSE
PDSB,NASDAQ
PDT,NYSE
PDX,NYSE
PDYN,NASDAQ
PDYNW,NASDAQ
PEB,NYSE
PEB$E,NYSE
PEB$F,NYSE
PEB$G,NYSE
PEB$H,NYSE
PEBK,NASDAQ
PEBO,NASDAQ
PECE,NASDAQ
PECER,NASDAQ
PECEU,NASDAQ
PECEW,NASDAQ
PECO,NASDAQ
PED,AMEX
PEG,NYSE
PEGA,NASDAQ
PEN,NYSE
PENG,NASDAQ
PENN,NASDAQ
PEO,NYSE
PEP,NASDAQ
PEPG,NASDAQ
PERF,NYSE
PERI,NASDAQ
PESI,NASDAQ
PETS,NASDAQ
PETZ,NASDAQ
PEW,NYSE
PEW.W,NYSE
PFAI,NASDAQ
PFBC,NASDAQ
PFD,NYSE
PFE,NYSE
PFFL,ARCA
PFG,NASDAQ
PFGC,NYSE
PFH,NYSE
PFIS,NASDAQ
PFL,NYSE
PFLA,NYSE
PFLT,NYSE
PFN,NYSE
PFO,NYSE
PFS,NYSE
PFSA,NASDAQ
PFSI,NYSE
PFX,NASDAQ
PFXNZ,NASDAQ
PG,NYSE
PGAC,NASDAQ
PGACR,NASDAQ
PGACU,NASDAQ
PGC,NASDAQ
PGEN,NASDAQ
PGNY,NASDAQ
PGP,NYSE
PGR,NYSE
PGY,NASDAQ
PGYWW,NASDAQ
PGZ,NYSE
PH,NYSE
PHAR,NASDAQ
PHAT,NASDAQ
PHG,NYSE
PHGE,AMEX
PHI,NYSE
PHIN,NYSE
PHIO,NASDAQ
PHK,NYSE
PHM,NYSE
PHOE,NASDAQ
PHOS,NASDAQ
PHR,NYSE
PHUN,NASDAQ
PHVS,NASDAQ
PHXE$,AMEX
PI,NASDAQ
PICS,NASDAQ
PII,NYSE
PIII,NASDAQ
PIIIW,NASDAQ
PIM,NYSE
PINE,NYSE
PINE$A,NYSE
PINS,NYSE
PIPR,NYSE
PJT,NYSE
PK,NYSE
PKBK,NASDAQ
PKE,NYSE
PKG,NYSE
PKOH,NASDAQ
PKX,NYSE
PL,NYSE
PLAB,NASDAQ
PLAG,AMEX
PLAY,NASDAQ
PLBC,NASDAQ
PLBL,NASDAQ
PLBY,NASDAQ
PLCE,NASDAQ
PLCI,NASDAQ
PLCIR,NASDAQ
PLCIU,NASDAQ
PLD,NYSE
PLG,AMEX
PLGO,NYSE
PLMK,NASDAQ
PLMKU,NASDAQ
PLMKW,NASDAQ
PLMR,NASDAQ
PLNT,NYSE
PLOW,NYSE
PLPC,NASDAQ
PLRX,NASDAQ
PLRZ,NASDAQ
PLSE,NASDAQ
PLSM,NASDAQ
PLTK,NASDAQ
PLTR,NASDAQ
PLTS,NASDAQ
PLUG,NASDAQ
PLUN,NYSE
PLUN.R,NYSE
PLUN.U,NYSE
PLUR,NASDAQ
PLUS,NASDAQ
PLUT,NASDAQ
PLX,AMEX
PLXS,NASDAQ
PLYX,NASDAQ
PM,NYSE
PMA,NASDAQ
PMAX,NASDAQ
PMCB,NASDAQ
PMEC,NASDAQ
PMI,AMEX
PML,NYSE
PMM,NYSE
PMN,NASDAQ
PMO,NYSE
PMT,NYSE
PMT$A,NYSE
PMT$B,NYSE
PMT$C,NYSE
PMTR,NASDAQ
PMTRU,NASDAQ
PMTRW,NASDAQ
PMTS,NASDAQ
PMTU,NYSE
PMTV,NYSE
PMTW,NYSE
PMVP,NASDAQ
PN,NASDAQ
PNAQ.U,NYSE
PNBK,NASDAQ
PNC,NYSE
PNFP,NYSE
PNFP$A,NYSE
PNFP$B,NYSE
PNFP$C,NYSE
PNI,NYSE
PNNT,NYSE
PNR,NYSE
PNRG,NASDAQ
PNTG,NASDAQ
PNW,NYSE
POAS,AMEX
POCI,NASDAQ
PODC,NASDAQ
PODD,NASDAQ
POET,NASDAQ
POLA,NASDAQ
POLE,NASDAQ
POLEU,NASDAQ
POLEW,NASDAQ
POM,NASDAQ
PONO,NASDAQ
PONOR,NASDAQ
PONOU,NASDAQ
PONY,NASDAQ
POOL,NASDAQ
POR,NYSE
POST,NYSE
POWI,NASDAQ
POWL,NASDAQ
POWW,NASDAQ
POWWP,NASDAQ
PPBT,NASDAQ
PPC,NASDAQ
PPCB,NASDAQ
PPG,NYSE
PPHC,NASDAQ
PPIH,NASDAQ
PPL,NYSE
PPLC,NYSE
PPLI,NASDAQ
PPSI,NASDAQ
PPT,NYSE
PPTA,NASDAQ
PR,NYSE
PRAA,NASDAQ
PRAX,NASDAQ
PRCH,NASDAQ
PRCT,NASDAQ
PRDO,NASDAQ
PRE,NASDAQ
PRENW,NASDAQ
PRFX,NASDAQ
PRG,NYSE
PRGO,NYSE
PRGS,NASDAQ
PRH,NYSE
PRHI,NASDAQ
PRHIZ,NASDAQ
PRI,NYSE
PRIF$D,NYSE
PRIF$K,NYSE
PRIF$L,NYSE
PRIM,NYSE
PRK,AMEX
PRKS,NYSE
PRLB,NYSE
PRLD,NASDAQ
PRM,NYSE
PRMB,NYSE
PRME,NASDAQ
PROF,NASDAQ
PROK,NASDAQ
PROP,NASDAQ
PROV,NASDAQ
PRPL,NASDAQ
PRPO,NASDAQ
PRQR,NASDAQ
PRS,NYSE
PRSO,NASDAQ
PRSU,NYSE
PRT,NYSE
PRTA,NASDAQ
PRTH,NASDAQ
PRTS,NASDAQ
PRU,NYSE
PRVA,NASDAQ
PRZO,NASDAQ
PS,NYSE
PSA,NYSE
PSA$F,NYSE
PSA$G,NYSE
PSA$H,NYSE
PSA$I,NYSE
PSA$J,NYSE
PSA$K,NYSE
PSA$L,NYSE
PSA$M,NYSE
PSA$N,NYSE
PSA$O,NYSE
PSA$P,NYSE
PSA$Q,NYSE
PSA$R,NYSE
PSA$S,NYSE
PSA$T,NYSE
PSA$U,NYSE
PSBD,NYSE
PSEC,NASDAQ
PSEC$A,NYSE
PSF,NYSE
PSFE,NYSE
PSHG,NASDAQ
PSIG,NASDAQ
PSIX,NASDAQ
PSKY,NASDAQ
PSMT,NASDAQ
PSN,NYSE
PSNL,NASDAQ
PSNY,NASDAQ
PSNYW,NASDAQ
PSO,NYSE
PSQH,NYSE
PSQH.W,NYSE
PSQL,NASDAQ
PSQLW,NASDAQ
PSTL,NYSE
PSUS,NYSE
PSX,NYSE
PTA,NYSE
PTAC,NASDAQ
PTACU,NASDAQ
PTACW,NASDAQ
PTC,NASDAQ
PTCT,NASDAQ
PTEN,NASDAQ
PTGX,NASDAQ
PTHS,AMEX
PTLE,NASDAQ
PTLO,NASDAQ
PTN,NASDAQ
PTON,NASDAQ
PTOR,NASDAQ
PTORU,NASDAQ
PTORW,NASDAQ
PTRN,NASDAQ
PTY,NYSE
PUBM,NASDAQ
PUK,NYSE
PULM,NASDAQ
PUMP,NYSE
PURR,NASDAQ
PUSA,NASDAQ
PVH,NYSE
PVL,NYSE
PVLA,NASDAQ
PW,AMEX
PW$A,AMEX
PWCM,NASDAQ
PWP,NASDAQ
PWR,NYSE
PWRL,NASDAQ
PXED,NYSE
PXLW,NASDAQ
PXS,NASDAQ
PYPD,NASDAQ
PYPL,NASDAQ
PYT,NYSE
PYXS,NASDAQ
PZG,AMEX
PZZA,NASDAQ
Q,NYSE
QADR,NASDAQ
QADRU,NASDAQ
QADRW,NASDAQ
QBTS,NASDAQ
QCLS,NASDAQ
QCOM,NASDAQ
QCRH,NASDAQ
QDEL,NASDAQ
QETA,NASDAQ
QETAR,NASDAQ
QETAU,NASDAQ
QFIN,NASDAQ
QGEN,NYSE
QH,NASDAQ
QLEP,NYSE
QLEP.W,NYSE
QLYS,NASDAQ
QMCO,NASDAQ
QMLS,NASDAQ
QNBC,NASDAQ
QNC,AMEX
QNCX,NASDAQ
QNME,NASDAQ
QNRX,NASDAQ
QNST,NASDAQ
QNT,NASDAQ
QNTM,NASDAQ
QQQX,NASDAQ
QRED,NYSE
QRED.R,NYSE
QRED.U,NYSE
QRHC,NASDAQ
QRVO,NASDAQ
QS,NASDAQ
QSEA,NASDAQ
QSEAR,NASDAQ
QSEAU,NASDAQ
QSI,NASDAQ
QSR,NYSE
QTEX,NASDAQ
QTI,NASDAQ
QTRX,NASDAQ
QTTB,NASDAQ
QTWO,NYSE
QUAD,NYSE
QUBT,NASDAQ
QUCY,NASDAQ
QUIK,NASDAQ
QUMS,NASDAQ
QUMSR,NASDAQ
QUMSU,NASDAQ
QURE,NASDAQ
QVCG,NASDAQ
QXL,NASDAQ
QXO,NYSE
QXO$B,NYSE
R,NYSE
RA,NYSE
RAC,NYSE
RAC.U,NYSE
RAC.W,NYSE
RACC,NASDAQ
RACD,NASDAQ
RACE,NYSE
RADX,NASDAQ
RAIL,NASDAQ
RAIN,NASDAQ
RAINW,NASDAQ
RAL,NYSE
RAMP,NYSE
RAND,NASDAQ
RANG,NASDAQ
RANGR,NASDAQ
RANGU,NASDAQ
RANI,NASDAQ
RAPP,NASDAQ
RARE,NASDAQ
RAVE,NASDAQ
RAY,NASDAQ
RAYA,NASDAQ
RBA,NYSE
RBB,NASDAQ
RBBN,NASDAQ
RBC,NYSE
RBCAA,NASDAQ
RBKB,NASDAQ
RBLX,NYSE
RBNE,NASDAQ
RBRK,NYSE
RC,NYSE
RC$C,NYSE
RC$E,NYSE
RCAT,NASDAQ
RCBC,NASDAQ
RCD,NYSE
RCEL,NASDAQ
RCG,AMEX
RCI,NYSE
RCKT,NASDAQ
RCKTW,NASDAQ
RCKY,NASDAQ
RCL,NYSE
RCMT,NASDAQ
RCON,NASDAQ
RCS,NYSE
RCT,NASDAQ
RCUS,NYSE
RDAC,NASDAQ
RDACR,NASDAQ
RDACU,NASDAQ
RDAG,NASDAQ
RDAGU,NASDAQ
RDAGW,NASDAQ
RDCM,NASDAQ
RDDT,NYSE
RDGT,NASDAQ
RDHL,NASDAQ
RDI,NASDAQ
RDIB,NASDAQ
RDN,NYSE
RDNT,NASDAQ
RDNW,NASDAQ
RDVT,NASDAQ
RDW,NYSE
RDWR,NASDAQ
RDY,NYSE
RDZN,NASDAQ
RDZNW,NASDAQ
REA,AMEX
REAL,NASDAQ
REAX,NASDAQ
REBN,NASDAQ
RECT,NASDAQ
REED,AMEX
REF,NYSE
REFI,NASDAQ
REFR,NASDAQ
REG,NASDAQ
REGCO,NASDAQ
REGCP,NASDAQ
REGN,NASDAQ
REI,AMEX
REKR,NASDAQ
RELL,NASDAQ
RELX,NYSE
RELY,NASDAQ
RENT,NASDAQ
RENX,NASDAQ
REPL,NASDAQ
REPX,AMEX
RERE,NYSE
RES,NYSE
RETO,NASDAQ
REVB,NASDAQ
REVBW,NASDAQ
REX,NYSE
REXR,NYSE
REXR$B,NYSE
REXR$C,NYSE
REYN,NASDAQ
REZI,NYSE
RF,NYSE
RF$C,NYSE
RF$E,NYSE
RF$F,NYSE
RFAI,NASDAQ
RFAIR,NASDAQ
RFAIU,NASDAQ
RFAM,NASDAQ
RFAMR,NASDAQ
RFAMU,NASDAQ
RFI,NYSE
RFIL,NASDAQ
RFL,NYSE
RFM,NYSE
RFMZ,NYSE
RGA,NYSE
RGC,NASDAQ
RGCO,NASDAQ
RGEN,NASDAQ
RGLD,NASDAQ
RGNT,AMEX
RGNX,NASDAQ
RGP,NASDAQ
RGR,NYSE
RGS,NASDAQ
RGT,NYSE
RGTI,NASDAQ
RGTIW,NASDAQ
RH,NYSE
RHI,NYSE
RHLD,NYSE
RHP,NYSE
RIBB,NASDAQ
RIBBR,NASDAQ
RIBBU,NASDAQ
RICK,NASDAQ
RIG,NYSE
RIGL,NASDAQ
RILY,NASDAQ
RILYG,NASDAQ
RILYL,NASDAQ
RILYN,NASDAQ
RILYP,NASDAQ
RILYT,NASDAQ
RILYZ,NASDAQ
RIME,NASDAQ
RIO,NYSE
RIOT,NASDAQ
RITM,NYSE
RITM$A,NYSE
RITM$B,NYSE
RITM$C,NYSE
RITM$D,NYSE
RITM$E,NYSE
RITM$F,NYSE
RITR,NASDAQ
RIV,NYSE
RIV$A,NYSE
RIV.V,NYSE
RIVN,NASDAQ
RJET,NASDAQ
RJF,NYSE
RKDA,NASDAQ
RKLB,NASDAQ
RKT,NYSE
RKTO,NASDAQ
RL,NYSE
RLAY,NASDAQ
RLGT,AMEX
RLI,NYSE
RLJ,NYSE
RLJ$A,NYSE
RLMD,NASDAQ
RLTY,NYSE
RLX,NYSE
RLYB,NASDAQ
RM,NYSE
RMBI,NASDAQ
RMBS,NASDAQ
RMCF,NASDAQ
RMCO,NASDAQ
RMCOW,NASDAQ
RMD,NYSE
RMI,NYSE
RMIX,NASDAQ
RMM,NYSE
RMMZ,NYSE
RMNI,NASDAQ
RMR,NASDAQ
RMSG,NASDAQ
RMSGW,NASDAQ
RMT,NYSE
RMTI,NASDAQ
RNA,NASDAQ
RNAC,NASDAQ
RNAQU,NASDAQ
RNAZ,NASDAQ
RNG,NYSE
RNGR,NYSE
RNGT,NASDAQ
RNGTU,NASDAQ
RNGTW,NASDAQ
RNP,NYSE
RNR,NYSE
RNR$F,NYSE
RNR$G,NYSE
RNST,NYSE
RNTX,NASDAQ
RNW,NASDAQ
RNXT,NASDAQ
ROAD,NASDAQ
ROC,NASDAQ
ROCK,NASDAQ
ROG,NYSE
ROIV,NASDAQ
ROK,NYSE
ROKU,NASDAQ
ROL,NYSE
ROLR,AMEX
ROMA,NASDAQ
ROOT,NASDAQ
ROP,NASDAQ
ROST,NASDAQ
RPAY,NASDAQ
RPC,NYSE
RPD,NASDAQ
RPGL,NASDAQ
RPID,NASDAQ
RPM,NYSE
RPRX,NASDAQ
RPT,NYSE
RPT$C,NYSE
RQI,NYSE
RR,NASDAQ
RRBI,NASDAQ
RRC,NYSE
RREV,NASDAQ
RREVU,NASDAQ
RREVW,NASDAQ
RRGB,NASDAQ
RRR,NASDAQ
RRX,NYSE
RS,NYSE
RSF,NYSE
RSG,NYSE
RSI,NYSE
RSKD,NYSE
RSSS,NASDAQ
RSVR,NASDAQ
RTAC,NASDAQ
RTACU,NASDAQ
RTACW,NASDAQ
RTB,NASDAQ
RTO,NYSE
RTX,NYSE
RUBI,NASDAQ
RUM,NASDAQ
RUMBW,NASDAQ
RUN,NASDAQ
RUSHA,NASDAQ
RUSHB,NASDAQ
RVI,NYSE
RVII,NYSE
RVLV,NYSE
RVMD,NASDAQ
RVMDW,NASDAQ
RVP,AMEX
RVSB,NASDAQ
RVSN,NASDAQ
RVSNW,NASDAQ
RVT,NYSE
RVTY,NYSE
RWAY,NASDAQ
RWAYI,NASDAQ
RWAYL,NASDAQ
RWT,NYSE
RWT$A,NYSE
RWTN,NYSE
RWTO,NYSE
RWTP,NYSE
RWTQ,NYSE
RWTS,NYSE
RXO,NYSE
RXRX,NASDAQ
RXST,NASDAQ
RXT,NASDAQ
RY,NYSE
RYAAY,NASDAQ
RYAM,NYSE
RYAN,NYSE
RYDE,AMEX
RYET,NASDAQ
RYM,NASDAQ
RYN,NYSE
RYOJ,NASDAQ
RYTM,NASDAQ
RYZ,NYSE
RZC,NYSE
RZLT,NASDAQ
RZLV,NASDAQ
RZLVW,NASDAQ
S,NYSE
SA,NYSE
SAAQ,NASDAQ
SAAQU,NASDAQ
SAAQW,NASDAQ
SABA,NYSE
SABR,NASDAQ
SABS,NASDAQ
SABSW,NASDAQ
SAC,NYSE
SAC.U,NYSE
SAC.W,NYSE
SACH,AMEX
SACH$A,AMEX
SAFE,NYSE
SAFT,NASDAQ
SAFX,NASDAQ
SAGT,NASDAQ
SAGU,NYSE
SAGU.R,NYSE
SAGU.U,NYSE
SAGU.W,NYSE
SAH,NYSE
SAIA,NASDAQ
SAIC,NASDAQ
SAIH,NASDAQ
SAIHW,NASDAQ
SAIL,NASDAQ
SAJ,NYSE
SAM,NYSE
SAMG,NASDAQ
SAMO,NYSE
SAMO.U,NYSE
SAMO.W,NYSE
SAN,NYSE
SANA,NASDAQ
SANG,NASDAQ
SANM,NASDAQ
SAP,NYSE
SAR,NYSE
SARO,NYSE
SAT,NYSE
SATA,NASDAQ
SATL,NASDAQ
SATLW,NASDAQ
SAV,NYSE
SAX,NYSE
SAY,NYSE
SAZ,NYSE
SB,NYSE
SB$C,NYSE
SB$D,NYSE
SBAC,NASDAQ
SBC,NASDAQ
SBCF,NASDAQ
SBCWW,NASDAQ
SBET,NASDAQ
SBFG,NASDAQ
SBFM,NASDAQ
SBFMW,NASDAQ
SBGI,NASDAQ
SBH,NYSE
SBI,NYSE
SBLK,NASDAQ
SBMT,AMEX
SBR,NYSE
SBRA,NASDAQ
SBS,NYSE
SBSI,NYSE
SBSW,NYSE
SBUX,NASDAQ
SBXD,NYSE
SBXD.U,NYSE
SBXD.W,NYSE
SBXE,NYSE
SBXE.U,NYSE
SBXE.W,NYSE
SCAG,NASDAQ
SCAGW,NASDAQ
SCATU,NASDAQ
SCCD,AMEX
SCCE,AMEX
SCCF,AMEX
SCCG,AMEX
SCCO,NYSE
SCD,NYSE
SCE$G,NYSE
SCE$L,NYSE
SCE$M,NYSE
SCE$N,NYSE
SCHL,NASDAQ
SCHW,NYSE
SCHW$D,NYSE
SCHW$J,NYSE
SCI,NYSE
SCII,NASDAQ
SCIIR,NASDAQ
SCIIU,NASDAQ
SCKT,NASDAQ
SCL,NYSE
SCLX,NASDAQ
SCLXW,NASDAQ
SCM,NYSE
SCNI,NASDAQ
SCNX,NASDAQ
SCOR,NASDAQ
SCPQ,NASDAQ
SCPQU,NASDAQ
SCPQW,NASDAQ
SCSC,NASDAQ
SCTX,NASDAQ
SCWO,NASDAQ
SCYX,NASDAQ
SCZM,NASDAQ
SD,NYSE
SDA,NASDAQ
SDAWW,NASDAQ
SDEV,AMEX
SDGR,NASDAQ
SDHC,NYSE
SDHI,NASDAQ
SDHIR,NASDAQ
SDHIU,NASDAQ
SDHY,NYSE
SDOT,NASDAQ
SDRL,NYSE
SDST,NASDAQ
SDSTW,NASDAQ
SE,NYSE
SEAL$A,NYSE
SEAL$B,NYSE
SEAT,NASDAQ
SEATW,NASDAQ
SEB,AMEX
SECZ,NYSE
SEDG,NASDAQ
SEED,NASDAQ
SEER,NASDAQ
SEG,NYSE
SEGG,NASDAQ
SEI,NYSE
SEIC,NASDAQ
SELF,NASDAQ
SENEA,NASDAQ
SENEB,NASDAQ
SENS,NASDAQ
SEPN,NASDAQ
SER,AMEX
SERA,NASDAQ
SERV,NASDAQ
SES,NYSE
SEV,NASDAQ
SEVN,NASDAQ
SEZL,NASDAQ
SF,NYSE
SF$B,NYSE
SF$C,NYSE
SF$D,NYSE
SFB,NYSE
SFBC,NASDAQ
SFBS,NYSE
SFD,NASDAQ
SFHG,NASDAQ
SFIX,NASDAQ
SFL,NYSE
SFM,NASDAQ
SFNC,NASDAQ
SFST,NASDAQ
SFWL,NASDAQ
SG,NYSE
SGA,NASDAQ
SGC,NASDAQ
SGHC,NYSE
SGHT,NASDAQ
SGI,NYSE
SGLD,NASDAQ
SGLY,NASDAQ
SGML,NASDAQ
SGMT,NASDAQ
SGP,NASDAQ
SGRY,NASDAQ
SGU,NYSE
SHAK,NYSE
SHAZ,NASDAQ
SHBI,NASDAQ
SHC,NASDAQ
SHEL,NYSE
SHEN,NASDAQ
SHFS,NASDAQ
SHFSW,NASDAQ
SHG,NYSE
SHIM,NASDAQ
SHIP,NASDAQ
SHLS,NASDAQ
SHMD,NASDAQ
SHMDW,NASDAQ
SHO,NYSE
SHO$H,NYSE
SHO$I,NYSE
SHOE,NASDAQ
SHOO,NASDAQ
SHOP,NASDAQ
SHOT,NASDAQ
SHOTR,NASDAQ
SHOTU,NASDAQ
SHPH,NASDAQ
SHW,NYSE
SI,NYSE
SIBN,NASDAQ
SID,NYSE
SIDU,NASDAQ
SIEB,NASDAQ
SIF,AMEX
SIFY,NASDAQ
SIG,NYSE
SIGA,NASDAQ
SIGI,NASDAQ
SIGIP,NASDAQ
SII,NYSE
SILC,NASDAQ
SILO,NASDAQ
SIM,AMEX
SIMA,NASDAQ
SIMAU,NASDAQ
SIMAW,NASDAQ
SIMO,NASDAQ
SIND,NYSE
SINT,NASDAQ
SION,NASDAQ
SIRI,NASDAQ
SITC,NYSE
SITE,NYSE
SITM,NASDAQ
SJ,NASDAQ
SJM,NYSE
SJT,NYSE
SKE,NYSE
SKHY,NASDAQ
SKIL,NYSE
SKIN,NASDAQ
SKK,NASDAQ
SKM,NYSE
SKT,NYSE
SKWD,NASDAQ
SKY,NYSE
SKYA,NASDAQ
SKYAW,NASDAQ
SKYE,NASDAQ
SKYH,NYSE
SKYH.W,NYSE
SKYQ,NASDAQ
SKYW,NASDAQ
SKYX,NASDAQ
SLAB,NASDAQ
SLB,NYSE
SLBT,NASDAQ
SLDB,NASDAQ
SLDE,NASDAQ
SLDP,NASDAQ
SLDPW,NASDAQ
SLE,NASDAQ
SLF,NYSE
SLG,NYSE
SLG$I,NYSE
SLGB,NASDAQ
SLGL,NASDAQ
SLGN,NYSE
SLI,AMEX
SLM,NASDAQ
SLMBP,NASDAQ
SLMT,NASDAQ
SLN,NASDAQ
SLND,AMEX
SLND.W,AMEX
SLNG,NASDAQ
SLNH,NASDAQ
SLNHP,NASDAQ
SLP,NASDAQ
SLQT,NYSE
SLRC,NASDAQ
SLS,NASDAQ
SLSN,NASDAQ
SLSR,AMEX
SLVM,NYSE
SLXN,NASDAQ
SLXNW,NASDAQ
SM,NYSE
SMA,NYSE
SMBC,NASDAQ
SMBK,NYSE
SMC,NYSE
SMCI,NASDAQ
SMCIP,NASDAQ
SMFG,NYSE
SMG,NYSE
SMHB,ARCA
SMHI,NYSE
SMID,NASDAQ
SMJF,AMEX
SMMT,NASDAQ
SMP,NYSE
SMPL,NASDAQ
SMR,NYSE
SMRT,NYSE
SMSI,NASDAQ
SMTC,NASDAQ
SMTI,NASDAQ
SMTK,NASDAQ
SMWB,NYSE
SMX,NASDAQ
SMXT,NASDAQ
SMXWW,NASDAQ
SN,NYSE
SNA,NYSE
SNAL,NASDAQ
SNAP,NYSE
SND,NASDAQ
SNDA,NYSE
SNDK,NASDAQ
SNDL,NASDAQ
SNDR,NYSE
SNDX,NASDAQ
SNES,NASDAQ
SNEX,NASDAQ
SNFCA,NASDAQ
SNGX,NASDAQ
SNN,NYSE
SNOA,NASDAQ
SNOW,NYSE
SNPS,NASDAQ
SNSC,AMEX
SNT,NASDAQ
SNTG,NASDAQ
SNTI,NASDAQ
SNUS$H,NYSE
SNUS$I,NYSE
SNWV,NASDAQ
SNX,NYSE
SNY,NASDAQ
SNYR,NASDAQ
SO,NYSE
SOAR,AMEX
SOBO,NYSE
SOBR,NASDAQ
SOC,NYSE
SOCA,NASDAQ
SOCAU,NASDAQ
SOCAW,NASDAQ
SOFI,NASDAQ
SOGP,NASDAQ
SOHU,NASDAQ
SOJC,NYSE
SOJD,NYSE
SOJE,NYSE
SOJF,NYSE
SOLS,NASDAQ
SOLV,NYSE
SOMN,NYSE
SON,NYSE
SONM,NASDAQ
SONO,NASDAQ
SONY,NYSE
SOPH,NASDAQ
SOR,NYSE
SORA,NASDAQ
SORN,NASDAQ
SORNU,NASDAQ
SORNW,NASDAQ
SOS,NYSE
SOTK,NASDAQ
SOUL,NYSE
SOUL.R,NYSE
SOUL.U,NYSE
SOUN,NASDAQ
SOUNW,NASDAQ
SOWG,NASDAQ
SPAI,NASDAQ
SPB,NYSE
SPCB,NASDAQ
SPCE,NYSE
SPCX,NASDAQ
SPE,NYSE
SPE$C,NYSE
SPEG,NASDAQ
SPEGR,NASDAQ
SPEGU,NASDAQ
