scope,check,passed,rows,detail,selection_id,strategy,symbol,signal_session,contract_id,quote_role,quote_date,rejection_reason,bid,ask,midpoint,relative_spread
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|NVTS|2024-05-08,S1,NVTS,2024-05-08,NVTS240517C00005000,call_exit,2024-05-09,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|NVTS|2024-05-08,S1,NVTS,2024-05-08,NVTS240517P00005000,put_exit,2024-05-09,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|NVTS|2024-05-08,S1,NVTS,2024-05-08,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SMCI|2024-05-08,S1,SMCI,2024-05-08,SMCI240517C00820000,call_entry,2024-05-08,,32.4,35,33.7,0.0771513353115727
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SMCI|2024-05-08,S1,SMCI,2024-05-08,SMCI240517P00820000,put_entry,2024-05-08,,28.5,29.9,29.2,0.047945205479452
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SMCI|2024-05-08,S1,SMCI,2024-05-08,SMCI240517C00820000,call_exit,2024-05-09,,19.3,20.2,19.75,0.0455696202531645
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SMCI|2024-05-08,S1,SMCI,2024-05-08,SMCI240517P00820000,put_exit,2024-05-09,,37,40.1,38.55,0.0804150453955902
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|SMCI|2024-05-08,S1,SMCI,2024-05-08,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|WULF|2024-05-08,S1,WULF,2024-05-08,WULF240517C00002500,call_entry,2024-05-08,,0.1,0.15,0.125,0.4
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|WULF|2024-05-08,S1,WULF,2024-05-08,WULF240517P00002500,put_entry,2024-05-08,,0.25,0.35,0.3,0.333333333333333
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|WULF|2024-05-08,S1,WULF,2024-05-08,WULF240517C00002500,call_exit,2024-05-09,,0.1,0.15,0.125,0.4
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|WULF|2024-05-08,S1,WULF,2024-05-08,WULF240517P00002500,put_exit,2024-05-09,,0.2,0.3,0.25,0.4
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|WULF|2024-05-08,S1,WULF,2024-05-08,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-05-09,S1,MARA,2024-05-09,MARA240517C00020000,call_entry,2024-05-09,,1.27,1.29,1.28,0.015625
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-05-09,S1,MARA,2024-05-09,MARA240517P00020000,put_entry,2024-05-09,,1.6,1.62,1.61,0.0124223602484472
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-05-09,S1,MARA,2024-05-09,MARA240517C00020000,call_exit,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-05-09,S1,MARA,2024-05-09,MARA240517P00020000,put_exit,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|MARA|2024-05-09,S1,MARA,2024-05-09,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MRNA|2024-05-09,S1,MRNA,2024-05-09,MRNA240517C00122000,call_entry,2024-05-09,,4.4,4.95,4.675,0.117647058823529
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MRNA|2024-05-09,S1,MRNA,2024-05-09,MRNA240517P00122000,put_entry,2024-05-09,,3.8,4.35,4.075,0.134969325153374
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MRNA|2024-05-09,S1,MRNA,2024-05-09,MRNA240517C00122000,call_exit,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MRNA|2024-05-09,S1,MRNA,2024-05-09,MRNA240517P00122000,put_exit,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|MRNA|2024-05-09,S1,MRNA,2024-05-09,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|NVTS|2024-05-09,S1,NVTS,2024-05-09,NVTS240517C00005000,call_entry,2024-05-09,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|NVTS|2024-05-09,S1,NVTS,2024-05-09,NVTS240517P00005000,put_entry,2024-05-09,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|NVTS|2024-05-09,S1,NVTS,2024-05-09,NVTS240517C00005000,call_exit,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|NVTS|2024-05-09,S1,NVTS,2024-05-09,NVTS240517P00005000,put_exit,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,0,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,S1|NVTS|2024-05-09,S1,NVTS,2024-05-09,,selection_summary,,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SMCI|2024-05-09,S1,SMCI,2024-05-09,SMCI240517C00825000,call_entry,2024-05-09,,17.6,18.4,18,0.0444444444444443
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SMCI|2024-05-09,S1,SMCI,2024-05-09,SMCI240517P00825000,put_entry,2024-05-09,,41,43.4,42.2,0.0568720379146919
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SMCI|2024-05-09,S1,SMCI,2024-05-09,SMCI240517C00825000,call_exit,2024-05-10,,15.2,16.2,15.7,0.0636942675159236
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SMCI|2024-05-09,S1,SMCI,2024-05-09,SMCI240517P00825000,put_exit,2024-05-10,,40.4,43.9,42.15,0.0830367734282325
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|SMCI|2024-05-09,S1,SMCI,2024-05-09,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|SMCI|2024-05-09,S3,SMCI,2024-05-09,SMCI240510C00825000,call_entry,2024-05-09,,2.8,3.3,3.05,0.163934426229508
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|SMCI|2024-05-09,S3,SMCI,2024-05-09,SMCI240510P00825000,put_entry,2024-05-09,,26.9,28.9,27.9,0.0716845878136201
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S3|SMCI|2024-05-09,S3,SMCI,2024-05-09,SMCI240510C00825000,call_exit,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|SMCI|2024-05-09,S3,SMCI,2024-05-09,SMCI240510P00825000,put_exit,2024-05-10,,24.5,28.3,26.4,0.143939393939394
selected_contract,entry_exit_quote_set,False,3,call_exit:missing_quote,S3|SMCI|2024-05-09,S3,SMCI,2024-05-09,,selection_summary,,call_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|WULF|2024-05-09,S1,WULF,2024-05-09,WULF240517C00002500,call_entry,2024-05-09,,0.1,0.15,0.125,0.4
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|WULF|2024-05-09,S1,WULF,2024-05-09,WULF240517P00002500,put_entry,2024-05-09,,0.2,0.3,0.25,0.4
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|WULF|2024-05-09,S1,WULF,2024-05-09,WULF240517C00002500,call_exit,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|WULF|2024-05-09,S1,WULF,2024-05-09,WULF240517P00002500,put_exit,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|WULF|2024-05-09,S1,WULF,2024-05-09,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,1,relative_spread_above_0_75,S1|CIFR|2024-05-10,S1,CIFR,2024-05-10,CIFR240517C00004000,call_entry,2024-05-10,relative_spread_above_0_75,0.05,0.15,0.1,1
selected_contract,entry_exit_leg_quote,False,1,relative_spread_above_0_75,S1|CIFR|2024-05-10,S1,CIFR,2024-05-10,CIFR240517P00004000,put_entry,2024-05-10,relative_spread_above_0_75,0.25,0.65,0.45,0.888888888888889
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|CIFR|2024-05-10,S1,CIFR,2024-05-10,CIFR240517C00004000,call_exit,2024-05-13,,0.05,0.1,0.075,0.666666666666667
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|CIFR|2024-05-10,S1,CIFR,2024-05-10,CIFR240517P00004000,put_exit,2024-05-13,,0.3,0.6,0.45,0.666666666666667
selected_contract,entry_exit_quote_set,False,4,call_entry:relative_spread_above_0_75;put_entry:relative_spread_above_0_75,S1|CIFR|2024-05-10,S1,CIFR,2024-05-10,,selection_summary,,call_entry:relative_spread_above_0_75;put_entry:relative_spread_above_0_75,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IREN|2024-05-10,S1,IREN,2024-05-10,IREN240517C00005000,call_entry,2024-05-10,,0.25,0.3,0.275,0.181818181818182
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IREN|2024-05-10,S1,IREN,2024-05-10,IREN240517P00005000,put_entry,2024-05-10,,0.45,0.55,0.5,0.2
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IREN|2024-05-10,S1,IREN,2024-05-10,IREN240517C00005000,call_exit,2024-05-13,,0.2,0.3,0.25,0.4
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IREN|2024-05-10,S1,IREN,2024-05-10,IREN240517P00005000,put_exit,2024-05-13,,0.35,0.45,0.4,0.25
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|IREN|2024-05-10,S1,IREN,2024-05-10,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-05-10,S1,MARA,2024-05-10,MARA240517C00019500,call_entry,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-05-10,S1,MARA,2024-05-10,MARA240517P00019500,put_entry,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-05-10,S1,MARA,2024-05-10,MARA240517C00019500,call_exit,2024-05-13,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-05-10,S1,MARA,2024-05-10,MARA240517P00019500,put_exit,2024-05-13,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,0,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,S1|MARA|2024-05-10,S1,MARA,2024-05-10,,selection_summary,,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MRNA|2024-05-10,S1,MRNA,2024-05-10,MRNA240517C00123000,call_entry,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MRNA|2024-05-10,S1,MRNA,2024-05-10,MRNA240517P00123000,put_entry,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MRNA|2024-05-10,S1,MRNA,2024-05-10,MRNA240517C00123000,call_exit,2024-05-13,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MRNA|2024-05-10,S1,MRNA,2024-05-10,MRNA240517P00123000,put_exit,2024-05-13,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,0,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,S1|MRNA|2024-05-10,S1,MRNA,2024-05-10,,selection_summary,,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|RGTI|2024-05-10,S1,RGTI,2024-05-10,RGTI240517C00001500,call_entry,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RGTI|2024-05-10,S1,RGTI,2024-05-10,RGTI240517P00001500,put_entry,2024-05-10,,0.3,0.35,0.325,0.153846153846154
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|RGTI|2024-05-10,S1,RGTI,2024-05-10,RGTI240517C00001500,call_exit,2024-05-13,missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RGTI|2024-05-10,S1,RGTI,2024-05-10,RGTI240517P00001500,put_exit,2024-05-13,,0.2,0.3,0.25,0.4
selected_contract,entry_exit_quote_set,False,2,call_entry:missing_quote;call_exit:missing_quote,S1|RGTI|2024-05-10,S1,RGTI,2024-05-10,,selection_summary,,call_entry:missing_quote;call_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SMCI|2024-05-10,S1,SMCI,2024-05-10,SMCI240517C00800000,call_entry,2024-05-10,,25,26,25.5,0.0392156862745098
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SMCI|2024-05-10,S1,SMCI,2024-05-10,SMCI240517P00800000,put_entry,2024-05-10,,26.1,26.8,26.45,0.0264650283553875
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|SMCI|2024-05-10,S1,SMCI,2024-05-10,SMCI240517C00800000,call_exit,2024-05-13,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|SMCI|2024-05-10,S1,SMCI,2024-05-10,SMCI240517P00800000,put_exit,2024-05-13,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|SMCI|2024-05-10,S1,SMCI,2024-05-10,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|WULF|2024-05-10,S1,WULF,2024-05-10,WULF240517C00002500,call_entry,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|WULF|2024-05-10,S1,WULF,2024-05-10,WULF240517P00002500,put_entry,2024-05-10,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|WULF|2024-05-10,S1,WULF,2024-05-10,WULF240517C00002500,call_exit,2024-05-13,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|WULF|2024-05-10,S1,WULF,2024-05-10,WULF240517P00002500,put_exit,2024-05-13,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,0,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,S1|WULF|2024-05-10,S1,WULF,2024-05-10,,selection_summary,,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|AAL|2024-05-13,S1,AAL,2024-05-13,AAL240524C00014500,call_entry,2024-05-13,,0.64,0.67,0.655,0.0458015267175573
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|AAL|2024-05-13,S1,AAL,2024-05-13,AAL240524P00014500,put_entry,2024-05-13,,0.19,0.21,0.2,0.1
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|AAL|2024-05-13,S1,AAL,2024-05-13,AAL240524C00014500,call_exit,2024-05-14,,0.83,0.86,0.845,0.0355029585798817
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|AAL|2024-05-13,S1,AAL,2024-05-13,AAL240524P00014500,put_exit,2024-05-14,,0.12,0.14,0.13,0.153846153846154
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|AAL|2024-05-13,S1,AAL,2024-05-13,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|HIMS|2024-05-13,S1,HIMS,2024-05-13,HIMS240524C00012500,call_entry,2024-05-13,,0.65,0.75,0.7,0.142857142857143
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|HIMS|2024-05-13,S1,HIMS,2024-05-13,HIMS240524P00012500,put_entry,2024-05-13,,0.25,0.35,0.3,0.333333333333333
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|HIMS|2024-05-13,S1,HIMS,2024-05-13,HIMS240524C00012500,call_exit,2024-05-14,,1.2,1.7,1.45,0.344827586206897
selected_contract,entry_exit_leg_quote,False,1,relative_spread_above_0_75,S1|HIMS|2024-05-13,S1,HIMS,2024-05-13,HIMS240524P00012500,put_exit,2024-05-14,relative_spread_above_0_75,0.05,0.15,0.1,1
selected_contract,entry_exit_quote_set,False,4,put_exit:relative_spread_above_0_75,S1|HIMS|2024-05-13,S1,HIMS,2024-05-13,,selection_summary,,put_exit:relative_spread_above_0_75,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IREN|2024-05-13,S1,IREN,2024-05-13,IREN240524C00005000,call_entry,2024-05-13,,0.3,0.4,0.35,0.285714285714286
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IREN|2024-05-13,S1,IREN,2024-05-13,IREN240524P00005000,put_entry,2024-05-13,,0.45,0.6,0.525,0.285714285714286
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IREN|2024-05-13,S1,IREN,2024-05-13,IREN240524C00005000,call_exit,2024-05-14,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IREN|2024-05-13,S1,IREN,2024-05-13,IREN240524P00005000,put_exit,2024-05-14,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|IREN|2024-05-13,S1,IREN,2024-05-13,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|AAL|2024-05-14,S1,AAL,2024-05-14,AAL240524C00015000,call_entry,2024-05-14,,0.48,0.5,0.49,0.0408163265306123
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|AAL|2024-05-14,S1,AAL,2024-05-14,AAL240524P00015000,put_entry,2024-05-14,,0.27,0.29,0.28,0.0714285714285713
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|AAL|2024-05-14,S1,AAL,2024-05-14,AAL240524C00015000,call_exit,2024-05-15,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|AAL|2024-05-14,S1,AAL,2024-05-14,AAL240524P00015000,put_exit,2024-05-15,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|AAL|2024-05-14,S1,AAL,2024-05-14,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IONQ|2024-05-14,S1,IONQ,2024-05-14,IONQ240524C00009000,call_entry,2024-05-14,,0.55,0.61,0.58,0.103448275862069
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IONQ|2024-05-14,S1,IONQ,2024-05-14,IONQ240524P00009000,put_entry,2024-05-14,,0.32,0.36,0.34,0.117647058823529
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IONQ|2024-05-14,S1,IONQ,2024-05-14,IONQ240524C00009000,call_exit,2024-05-15,,0.35,0.39,0.37,0.108108108108108
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IONQ|2024-05-14,S1,IONQ,2024-05-14,IONQ240524P00009000,put_exit,2024-05-15,,0.35,0.39,0.37,0.108108108108108
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|IONQ|2024-05-14,S1,IONQ,2024-05-14,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IREN|2024-05-14,S1,IREN,2024-05-14,IREN240524C00005000,call_entry,2024-05-14,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IREN|2024-05-14,S1,IREN,2024-05-14,IREN240524P00005000,put_entry,2024-05-14,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IREN|2024-05-14,S1,IREN,2024-05-14,IREN240524C00005000,call_exit,2024-05-15,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IREN|2024-05-14,S1,IREN,2024-05-14,IREN240524P00005000,put_exit,2024-05-15,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,0,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,S1|IREN|2024-05-14,S1,IREN,2024-05-14,,selection_summary,,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SOFI|2024-05-14,S1,SOFI,2024-05-14,SOFI240524C00007000,call_entry,2024-05-14,,0.48,0.56,0.52,0.153846153846154
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SOFI|2024-05-14,S1,SOFI,2024-05-14,SOFI240524P00007000,put_entry,2024-05-14,,0.07,0.08,0.075,0.133333333333333
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SOFI|2024-05-14,S1,SOFI,2024-05-14,SOFI240524C00007000,call_exit,2024-05-15,,0.38,0.39,0.385,0.025974025974026
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|SOFI|2024-05-14,S1,SOFI,2024-05-14,SOFI240524P00007000,put_exit,2024-05-15,,0.08,0.09,0.085,0.117647058823529
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|SOFI|2024-05-14,S1,SOFI,2024-05-14,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|WULF|2024-05-14,S1,WULF,2024-05-14,WULF240524C00002500,call_entry,2024-05-14,,0.05,0.1,0.075,0.666666666666667
selected_contract,entry_exit_leg_quote,False,1,relative_spread_above_0_75,S1|WULF|2024-05-14,S1,WULF,2024-05-14,WULF240524P00002500,put_entry,2024-05-14,relative_spread_above_0_75,0.45,1,0.725,0.758620689655172
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|WULF|2024-05-14,S1,WULF,2024-05-14,WULF240524C00002500,call_exit,2024-05-15,,0.05,0.1,0.075,0.666666666666667
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|WULF|2024-05-14,S1,WULF,2024-05-14,WULF240524P00002500,put_exit,2024-05-15,,0.4,0.5,0.45,0.222222222222222
selected_contract,entry_exit_quote_set,False,4,put_entry:relative_spread_above_0_75,S1|WULF|2024-05-14,S1,WULF,2024-05-14,,selection_summary,,put_entry:relative_spread_above_0_75,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|AAL|2024-05-15,S1,AAL,2024-05-15,AAL240524C00015000,call_entry,2024-05-15,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|AAL|2024-05-15,S1,AAL,2024-05-15,AAL240524P00015000,put_entry,2024-05-15,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|AAL|2024-05-15,S1,AAL,2024-05-15,AAL240524C00015000,call_exit,2024-05-16,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|AAL|2024-05-15,S1,AAL,2024-05-15,AAL240524P00015000,put_exit,2024-05-16,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,0,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,S1|AAL|2024-05-15,S1,AAL,2024-05-15,,selection_summary,,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|AAOI|2024-05-15,S1,AAOI,2024-05-15,AAOI240524C00011000,call_entry,2024-05-15,,0.5,0.6,0.55,0.181818181818182
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|AAOI|2024-05-15,S1,AAOI,2024-05-15,AAOI240524P00011000,put_entry,2024-05-15,,0.45,0.55,0.5,0.2
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|AAOI|2024-05-15,S1,AAOI,2024-05-15,AAOI240524C00011000,call_exit,2024-05-16,,0.6,0.7,0.65,0.153846153846154
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|AAOI|2024-05-15,S1,AAOI,2024-05-15,AAOI240524P00011000,put_exit,2024-05-16,,0.35,0.45,0.4,0.25
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|AAOI|2024-05-15,S1,AAOI,2024-05-15,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|CIFR|2024-05-15,S1,CIFR,2024-05-15,CIFR240524C00003500,call_entry,2024-05-15,,0.65,0.85,0.75,0.266666666666667
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|CIFR|2024-05-15,S1,CIFR,2024-05-15,CIFR240524P00003500,put_entry,2024-05-15,missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|CIFR|2024-05-15,S1,CIFR,2024-05-15,CIFR240524C00003500,call_exit,2024-05-16,,0.5,0.7,0.6,0.333333333333333
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|CIFR|2024-05-15,S1,CIFR,2024-05-15,CIFR240524P00003500,put_exit,2024-05-16,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,put_entry:missing_quote;put_exit:missing_quote,S1|CIFR|2024-05-15,S1,CIFR,2024-05-15,,selection_summary,,put_entry:missing_quote;put_exit:missing_quote,,,,
