scope,check,passed,rows,detail,selection_id,strategy,symbol,signal_session,contract_id,quote_role,quote_date,rejection_reason,bid,ask,midpoint,relative_spread
exact_date_cache,extra_dates_discarded_before_materialisation,True,144283,8594 other-date records discarded before canonicalisation,,,,,,,,,,,,
exact_date_cache,protected_observation_boundary,True,0,expiration metadata was not treated as an observation date,,,,,,,,,,,,
exact_date_cache,provider_dte_disagreement_audit,True,13665,DTE was derived from observation and expiration dates,,,,,,,,,,,,
exact_date_cache,unquotable_rows_discarded_before_materialisation,True,6852,rows without bid/ask timestamps cannot pass frozen quote gates,,,,,,,,,,,,
strategy_specific_coverage,unresolved_requests_after_repair,True,0,failed exact-date outcomes are per-stock-date exclusions,,,,,,,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-18,S1,MARA,2024-01-18,MARA240126C00017500,call_entry,2024-01-18,,0.66,0.71,0.685,0.0729927007299269
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-18,S1,MARA,2024-01-18,MARA240126P00017500,put_entry,2024-01-18,,2.04,2.13,2.085,0.0431654676258992
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-18,S1,MARA,2024-01-18,MARA240126C00017500,call_exit,2024-01-19,,0.59,0.62,0.605,0.0495867768595042
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-18,S1,MARA,2024-01-18,MARA240126P00017500,put_exit,2024-01-19,,1.9,2,1.95,0.0512820512820513
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|MARA|2024-01-18,S1,MARA,2024-01-18,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|MARA|2024-01-18,S3,MARA,2024-01-18,MARA240119C00017500,call_entry,2024-01-18,,0.07,0.1,0.085,0.352941176470588
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|MARA|2024-01-18,S3,MARA,2024-01-18,MARA240119P00017500,put_entry,2024-01-18,,1.48,1.56,1.52,0.0526315789473685
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S3|MARA|2024-01-18,S3,MARA,2024-01-18,MARA240119C00017500,call_exit,2024-01-19,missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|MARA|2024-01-18,S3,MARA,2024-01-18,MARA240119P00017500,put_exit,2024-01-19,,1.34,1.43,1.385,0.0649819494584837
selected_contract,entry_exit_quote_set,False,3,call_exit:missing_quote,S3|MARA|2024-01-18,S3,MARA,2024-01-18,,selection_summary,,call_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-18,S1,RIOT,2024-01-18,RIOT240126C00011000,call_entry,2024-01-18,,0.35,0.36,0.355,0.0281690140845071
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-18,S1,RIOT,2024-01-18,RIOT240126P00011000,put_entry,2024-01-18,,0.99,1.05,1.02,0.0588235294117648
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-18,S1,RIOT,2024-01-18,RIOT240126C00011000,call_exit,2024-01-19,,0.29,0.3,0.295,0.0338983050847458
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-18,S1,RIOT,2024-01-18,RIOT240126P00011000,put_exit,2024-01-19,,0.99,1.24,1.115,0.224215246636771
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|RIOT|2024-01-18,S1,RIOT,2024-01-18,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|RIOT|2024-01-18,S3,RIOT,2024-01-18,RIOT240119C00011000,call_entry,2024-01-18,,0.05,0.06,0.055,0.181818181818182
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|RIOT|2024-01-18,S3,RIOT,2024-01-18,RIOT240119P00011000,put_entry,2024-01-18,,0.7,0.78,0.74,0.108108108108108
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S3|RIOT|2024-01-18,S3,RIOT,2024-01-18,RIOT240119C00011000,call_exit,2024-01-19,missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|RIOT|2024-01-18,S3,RIOT,2024-01-18,RIOT240119P00011000,put_exit,2024-01-19,,0.69,0.74,0.715,0.06993006993007
selected_contract,entry_exit_quote_set,False,3,call_exit:missing_quote,S3|RIOT|2024-01-18,S3,RIOT,2024-01-18,,selection_summary,,call_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|APLD|2024-01-19,S1,APLD,2024-01-19,APLD240126C00005000,call_entry,2024-01-19,,0.15,0.3,0.225,0.666666666666667
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|APLD|2024-01-19,S1,APLD,2024-01-19,APLD240126P00005000,put_entry,2024-01-19,,0.35,0.4,0.375,0.133333333333333
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|APLD|2024-01-19,S1,APLD,2024-01-19,APLD240126C00005000,call_exit,2024-01-22,,0.15,0.2,0.175,0.285714285714286
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|APLD|2024-01-19,S1,APLD,2024-01-19,APLD240126P00005000,put_exit,2024-01-22,,0.3,0.5,0.4,0.5
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|APLD|2024-01-19,S1,APLD,2024-01-19,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-19,S1,MARA,2024-01-19,MARA240126C00016000,call_entry,2024-01-19,,1.13,1.16,1.145,0.0262008733624454
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-19,S1,MARA,2024-01-19,MARA240126P00016000,put_entry,2024-01-19,,0.99,1.01,1,0.02
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-01-19,S1,MARA,2024-01-19,MARA240126C00016000,call_exit,2024-01-22,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-01-19,S1,MARA,2024-01-19,MARA240126P00016000,put_exit,2024-01-22,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|MARA|2024-01-19,S1,MARA,2024-01-19,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-19,S1,RIOT,2024-01-19,RIOT240126C00010500,call_entry,2024-01-19,,0.45,0.48,0.465,0.064516129032258
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-19,S1,RIOT,2024-01-19,RIOT240126P00010500,put_entry,2024-01-19,,0.65,0.69,0.67,0.0597014925373133
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|RIOT|2024-01-19,S1,RIOT,2024-01-19,RIOT240126C00010500,call_exit,2024-01-22,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|RIOT|2024-01-19,S1,RIOT,2024-01-19,RIOT240126P00010500,put_exit,2024-01-22,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|RIOT|2024-01-19,S1,RIOT,2024-01-19,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-19,S1,RIVN,2024-01-19,RIVN240126C00015500,call_entry,2024-01-19,,0.56,0.59,0.575,0.0521739130434781
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-19,S1,RIVN,2024-01-19,RIVN240126P00015500,put_entry,2024-01-19,,0.56,0.58,0.57,0.0350877192982454
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-19,S1,RIVN,2024-01-19,RIVN240126C00015500,call_exit,2024-01-22,,0.84,0.86,0.85,0.0235294117647059
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-19,S1,RIVN,2024-01-19,RIVN240126P00015500,put_exit,2024-01-22,,0.3,0.31,0.305,0.0327868852459017
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|RIVN|2024-01-19,S1,RIVN,2024-01-19,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-22,S1,RIOT,2024-01-22,RIOT240202C00010500,call_entry,2024-01-22,,0.76,0.82,0.79,0.0759493670886075
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-22,S1,RIOT,2024-01-22,RIOT240202P00010500,put_entry,2024-01-22,,0.63,0.67,0.65,0.0615384615384616
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-22,S1,RIOT,2024-01-22,RIOT240202C00010500,call_exit,2024-01-23,,0.57,0.6,0.585,0.0512820512820513
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-22,S1,RIOT,2024-01-22,RIOT240202P00010500,put_exit,2024-01-23,,0.67,0.7,0.685,0.0437956204379561
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|RIOT|2024-01-22,S1,RIOT,2024-01-22,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-22,S1,RIVN,2024-01-22,RIVN240202C00015500,call_entry,2024-01-22,,1.1,1.12,1.11,0.018018018018018
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-22,S1,RIVN,2024-01-22,RIVN240202P00015500,put_entry,2024-01-22,,0.54,0.57,0.555,0.0540540540540539
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-22,S1,RIVN,2024-01-22,RIVN240202C00015500,call_exit,2024-01-23,,1.07,1.1,1.085,0.0276497695852535
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-22,S1,RIVN,2024-01-22,RIVN240202P00015500,put_exit,2024-01-23,,0.5,0.52,0.51,0.0392156862745098
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|RIVN|2024-01-22,S1,RIVN,2024-01-22,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|APLD|2024-01-23,S1,APLD,2024-01-23,APLD240202C00005000,call_entry,2024-01-23,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|APLD|2024-01-23,S1,APLD,2024-01-23,APLD240202P00005000,put_entry,2024-01-23,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|APLD|2024-01-23,S1,APLD,2024-01-23,APLD240202C00005000,call_exit,2024-01-24,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|APLD|2024-01-23,S1,APLD,2024-01-23,APLD240202P00005000,put_exit,2024-01-24,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,0,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,S1|APLD|2024-01-23,S1,APLD,2024-01-23,,selection_summary,,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|CIFR|2024-01-23,S1,CIFR,2024-01-23,CIFR240202C00003000,call_entry,2024-01-23,,0.1,0.2,0.15,0.666666666666667
selected_contract,entry_exit_leg_quote,False,1,relative_spread_above_0_75,S1|CIFR|2024-01-23,S1,CIFR,2024-01-23,CIFR240202P00003000,put_entry,2024-01-23,relative_spread_above_0_75,0.3,0.75,0.525,0.857142857142857
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|CIFR|2024-01-23,S1,CIFR,2024-01-23,CIFR240202C00003000,call_exit,2024-01-24,missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|CIFR|2024-01-23,S1,CIFR,2024-01-23,CIFR240202P00003000,put_exit,2024-01-24,,0.6,1.1,0.85,0.588235294117647
selected_contract,entry_exit_quote_set,False,3,put_entry:relative_spread_above_0_75;call_exit:missing_quote,S1|CIFR|2024-01-23,S1,CIFR,2024-01-23,,selection_summary,,put_entry:relative_spread_above_0_75;call_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IONQ|2024-01-23,S1,IONQ,2024-01-23,IONQ240202C00011500,call_entry,2024-01-23,,0.62,0.87,0.745,0.335570469798658
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IONQ|2024-01-23,S1,IONQ,2024-01-23,IONQ240202P00011500,put_entry,2024-01-23,,0.44,0.56,0.5,0.24
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IONQ|2024-01-23,S1,IONQ,2024-01-23,IONQ240202C00011500,call_exit,2024-01-24,,0.36,0.38,0.37,0.0540540540540541
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IONQ|2024-01-23,S1,IONQ,2024-01-23,IONQ240202P00011500,put_exit,2024-01-24,,0.77,0.95,0.86,0.209302325581395
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|IONQ|2024-01-23,S1,IONQ,2024-01-23,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-23,S1,MARA,2024-01-23,MARA240202C00016500,call_entry,2024-01-23,,1.02,1.05,1.035,0.0289855072463768
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-23,S1,MARA,2024-01-23,MARA240202P00016500,put_entry,2024-01-23,,1.37,1.41,1.39,0.028776978417266
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-23,S1,MARA,2024-01-23,MARA240202C00016500,call_exit,2024-01-24,,0.75,0.77,0.76,0.0263157894736842
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-23,S1,MARA,2024-01-23,MARA240202P00016500,put_exit,2024-01-24,,1.56,1.6,1.58,0.0253164556962026
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|MARA|2024-01-23,S1,MARA,2024-01-23,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-23,S1,RIOT,2024-01-23,RIOT240202C00010500,call_entry,2024-01-23,,0.57,0.6,0.585,0.0512820512820513
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIOT|2024-01-23,S1,RIOT,2024-01-23,RIOT240202P00010500,put_entry,2024-01-23,,0.67,0.7,0.685,0.0437956204379561
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|RIOT|2024-01-23,S1,RIOT,2024-01-23,RIOT240202C00010500,call_exit,2024-01-24,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|RIOT|2024-01-23,S1,RIOT,2024-01-23,RIOT240202P00010500,put_exit,2024-01-24,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|RIOT|2024-01-23,S1,RIOT,2024-01-23,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-23,S1,RIVN,2024-01-23,RIVN240202C00016000,call_entry,2024-01-23,,0.8,0.82,0.81,0.0246913580246912
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-23,S1,RIVN,2024-01-23,RIVN240202P00016000,put_entry,2024-01-23,,0.73,0.74,0.735,0.0136054421768708
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-23,S1,RIVN,2024-01-23,RIVN240202C00016000,call_exit,2024-01-24,,0.47,0.48,0.475,0.0210526315789474
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-23,S1,RIVN,2024-01-23,RIVN240202P00016000,put_exit,2024-01-24,,1.1,1.12,1.11,0.018018018018018
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|RIVN|2024-01-23,S1,RIVN,2024-01-23,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,False,1,relative_spread_above_0_75,S1|WULF|2024-01-23,S1,WULF,2024-01-23,WULF240202C00001500,call_entry,2024-01-23,relative_spread_above_0_75,0.05,0.15,0.1,1
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|WULF|2024-01-23,S1,WULF,2024-01-23,WULF240202P00001500,put_entry,2024-01-23,,0.15,0.2,0.175,0.285714285714286
selected_contract,entry_exit_leg_quote,False,1,relative_spread_above_0_75,S1|WULF|2024-01-23,S1,WULF,2024-01-23,WULF240202C00001500,call_exit,2024-01-24,relative_spread_above_0_75,0.05,0.15,0.1,1
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|WULF|2024-01-23,S1,WULF,2024-01-23,WULF240202P00001500,put_exit,2024-01-24,,0.15,0.2,0.175,0.285714285714286
selected_contract,entry_exit_quote_set,False,4,call_entry:relative_spread_above_0_75;call_exit:relative_spread_above_0_75,S1|WULF|2024-01-23,S1,WULF,2024-01-23,,selection_summary,,call_entry:relative_spread_above_0_75;call_exit:relative_spread_above_0_75,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IONQ|2024-01-24,S1,IONQ,2024-01-24,IONQ240202C00012000,call_entry,2024-01-24,,0.21,0.24,0.225,0.133333333333333
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|IONQ|2024-01-24,S1,IONQ,2024-01-24,IONQ240202P00012000,put_entry,2024-01-24,,1.12,1.19,1.155,0.0606060606060605
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IONQ|2024-01-24,S1,IONQ,2024-01-24,IONQ240202C00012000,call_exit,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IONQ|2024-01-24,S1,IONQ,2024-01-24,IONQ240202P00012000,put_exit,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|IONQ|2024-01-24,S1,IONQ,2024-01-24,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-24,S1,MARA,2024-01-24,MARA240202C00016000,call_entry,2024-01-24,,0.91,0.94,0.925,0.0324324324324323
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MARA|2024-01-24,S1,MARA,2024-01-24,MARA240202P00016000,put_entry,2024-01-24,,1.24,1.27,1.255,0.0239043824701195
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-01-24,S1,MARA,2024-01-24,MARA240202C00016000,call_exit,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-01-24,S1,MARA,2024-01-24,MARA240202P00016000,put_exit,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|MARA|2024-01-24,S1,MARA,2024-01-24,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MSTR|2024-01-24,S1,MSTR,2024-01-24,MSTR240202C00450000,call_entry,2024-01-24,,18.65,20.35,19.5,0.0871794871794873
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|MSTR|2024-01-24,S1,MSTR,2024-01-24,MSTR240202P00450000,put_entry,2024-01-24,,17.25,18.85,18.05,0.0886426592797785
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MSTR|2024-01-24,S1,MSTR,2024-01-24,MSTR240202C00450000,call_exit,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MSTR|2024-01-24,S1,MSTR,2024-01-24,MSTR240202P00450000,put_exit,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,2,call_exit:missing_quote;put_exit:missing_quote,S1|MSTR|2024-01-24,S1,MSTR,2024-01-24,,selection_summary,,call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|RIOT|2024-01-24,S1,RIOT,2024-01-24,RIOT240202C00010500,call_entry,2024-01-24,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|RIOT|2024-01-24,S1,RIOT,2024-01-24,RIOT240202P00010500,put_entry,2024-01-24,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|RIOT|2024-01-24,S1,RIOT,2024-01-24,RIOT240202C00010500,call_exit,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|RIOT|2024-01-24,S1,RIOT,2024-01-24,RIOT240202P00010500,put_exit,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,0,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,S1|RIOT|2024-01-24,S1,RIOT,2024-01-24,,selection_summary,,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-24,S1,RIVN,2024-01-24,RIVN240202C00016000,call_entry,2024-01-24,,0.47,0.48,0.475,0.0210526315789474
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-24,S1,RIVN,2024-01-24,RIVN240202P00016000,put_entry,2024-01-24,,1.1,1.12,1.11,0.018018018018018
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-24,S1,RIVN,2024-01-24,RIVN240202C00016000,call_exit,2024-01-25,,0.28,0.29,0.285,0.0350877192982454
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S1|RIVN|2024-01-24,S1,RIVN,2024-01-24,RIVN240202P00016000,put_exit,2024-01-25,,1.26,1.28,1.27,0.015748031496063
selected_contract,entry_exit_quote_set,True,4,all four frozen EOD quotes and contract checks passed,S1|RIVN|2024-01-24,S1,RIVN,2024-01-24,,selection_summary,,,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|AAOI|2024-01-25,S3,AAOI,2024-01-25,AAOI240126C00016500,call_entry,2024-01-25,,0.3,0.4,0.35,0.285714285714286
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|AAOI|2024-01-25,S3,AAOI,2024-01-25,AAOI240126P00016500,put_entry,2024-01-25,,0.45,0.6,0.525,0.285714285714286
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S3|AAOI|2024-01-25,S3,AAOI,2024-01-25,AAOI240126C00016500,call_exit,2024-01-26,missing_quote,,,,
selected_contract,entry_exit_leg_quote,True,1,valid_frozen_eod_bid_ask_quote,S3|AAOI|2024-01-25,S3,AAOI,2024-01-25,AAOI240126P00016500,put_exit,2024-01-26,,1.45,2.35,1.9,0.473684210526316
selected_contract,entry_exit_quote_set,False,3,call_exit:missing_quote,S3|AAOI|2024-01-25,S3,AAOI,2024-01-25,,selection_summary,,call_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IONQ|2024-01-25,S1,IONQ,2024-01-25,IONQ240202C00011000,call_entry,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IONQ|2024-01-25,S1,IONQ,2024-01-25,IONQ240202P00011000,put_entry,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IONQ|2024-01-25,S1,IONQ,2024-01-25,IONQ240202C00011000,call_exit,2024-01-26,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|IONQ|2024-01-25,S1,IONQ,2024-01-25,IONQ240202P00011000,put_exit,2024-01-26,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,0,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,S1|IONQ|2024-01-25,S1,IONQ,2024-01-25,,selection_summary,,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-01-25,S1,MARA,2024-01-25,MARA240202C00015500,call_entry,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-01-25,S1,MARA,2024-01-25,MARA240202P00015500,put_entry,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-01-25,S1,MARA,2024-01-25,MARA240202C00015500,call_exit,2024-01-26,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MARA|2024-01-25,S1,MARA,2024-01-25,MARA240202P00015500,put_exit,2024-01-26,missing_quote,,,,
selected_contract,entry_exit_quote_set,False,0,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,S1|MARA|2024-01-25,S1,MARA,2024-01-25,,selection_summary,,call_entry:missing_quote;put_entry:missing_quote;call_exit:missing_quote;put_exit:missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MSTR|2024-01-25,S1,MSTR,2024-01-25,MSTR240202C00450000,call_entry,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MSTR|2024-01-25,S1,MSTR,2024-01-25,MSTR240202P00450000,put_entry,2024-01-25,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MSTR|2024-01-25,S1,MSTR,2024-01-25,MSTR240202C00450000,call_exit,2024-01-26,missing_quote,,,,
selected_contract,entry_exit_leg_quote,False,0,missing_quote,S1|MSTR|2024-01-25,S1,MSTR,2024-01-25,MSTR240202P00450000,put_exit,2024-01-26,missing_quote,,,,
