scope,period,horizon_bars,direction,events,sessions,stocks,mean_bps,median_bps,trimmed_mean_10pct_bps,positive_rate,standard_error_bps,raw_opening_pressure_return_after_20bps,cohort_relative_return_after_20bps,excess_vs_matched_control_bps,matched_control_coverage,maximum_stock_share,maximum_month_share,source_checkpoint
FOUR_FROZEN_FAMILIES_POOLED,development,12,opening_pressure_direction,787,216,20,-35.0931481167105,-34.26452527161,-37.1743044226235,0.410419313850064,7.91804153639757,-35.0931481167105,-24.8974177806544,-19.8733134408753,1,0.0800508259212198,0.126790413782899,6
FOUR_FROZEN_FAMILIES_POOLED,development,12,opening_pressure_direction,851,216,20,-10.8889052806999,-19.5217388993907,-14.6896064471076,0.45475910693302,7.2622836188734,-10.8889052806999,-12.5412423318948,6.12704367979624,0.992949471210341,0.0752056404230317,0.159536860871982,12
FOUR_FROZEN_FAMILIES_POOLED,assessment,12,opening_pressure_direction,493,144,20,-3.38763065236618,-10.2082239039292,-6.13762215565567,0.472616632860041,8.42639856939863,-3.38763065236618,-17.1685020140367,18.6642563858797,1,0.0669371196754564,0.224900992473104,6
FOUR_FROZEN_FAMILIES_POOLED,assessment,12,opening_pressure_direction,464,135,20,-24.6424906681617,-24.1284874275838,-24.0604913502555,0.422413793103448,9.22814480467042,-24.6424906681617,-19.4804627361025,-1.12717087033454,0.978448275862069,0.084051724137931,0.254891117010127,12
