row_type,scope,metric,draw,value,draws,p_value_one_sided,interval_80_lower,interval_80_upper,interval_90_lower,interval_90_upper,interval_95_lower,interval_95_upper
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,15,-15.6525083129787,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,16,-10.5647907864304,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,17,-4.77594825128243,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,18,-16.3453611963545,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,19,-11.4819779094272,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,20,2.69849635071959,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,21,-25.4981460868594,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,22,4.55765880466946,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,23,-4.16703676632335,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,24,-3.82665058168804,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,25,-16.948569619308,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,26,0.413801629074321,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,27,-42.5758320755918,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,28,21.8327618491763,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,29,-34.3697729462395,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,30,-24.1006170721065,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,31,-2.58021759236526,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,32,-10.7227102427163,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,33,-10.5555598456322,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,34,11.4142398423474,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,35,-16.8552106549514,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,36,-11.4998391916564,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,37,-23.3244702135207,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,38,-5.81805168982797,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,39,-4.51146962660776,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,40,-15.7619779021129,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,41,-4.532133074425,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,42,15.4729594586358,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,43,13.3697938967403,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,44,-3.4547154610403,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,45,-9.04691038558651,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,46,-17.3056786904242,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,47,-14.8375544658807,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,48,0.612388557090658,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,49,-5.27021965709373,,,,,,,,
draw,unregistered_primitive_like__5-6-5,primary_net_return_20bps,50,-10.4238732510461,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,1,-12.67509911735,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,2,-31.1157767633404,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,3,-11.4580769677338,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,4,-34.5301736702358,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,5,-6.3575108030645,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,6,-23.6218162858722,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,7,-13.6780787597053,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,8,-27.4428397021612,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,9,-28.761028900942,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,10,-10.1425492806791,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,11,-14.0600108213798,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,12,-14.6647314670308,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,13,-27.0967226894863,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,14,-21.9338141965231,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,15,-11.5344249040891,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,16,-8.71842636671532,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,17,-10.4045748111698,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,18,-30.0898092779609,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,19,-28.119164595887,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,20,-2.91916691578215,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,21,-30.3958573929045,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,22,-22.7114027261062,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,23,-14.711012568642,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,24,-9.32354727538264,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,25,-22.0517984852368,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,26,-13.228186754755,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,27,-30.8794579404118,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,28,-9.81371679700121,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,29,-27.7051198181658,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,30,-26.1130491408133,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,31,-15.1550735804172,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,32,-19.5248197867292,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,33,-17.0567956395967,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,34,-9.35906669647411,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,35,-26.1343075797179,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,36,-11.3502347048379,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,37,-28.983642140685,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,38,-23.25098970166,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,39,-8.00267357072438,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,40,-20.3825815898284,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,41,-14.2080225612554,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,42,-16.0538770395854,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,43,-15.1090221210553,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,44,-22.3560792896701,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,45,-16.0227361731066,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,46,-15.0035190500448,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,47,-21.5874382718182,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,48,-14.3284173887087,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,49,-20.5938197360693,,,,,,,,
draw,unregistered_primitive_like__5-6-5,cohort_relative_net_return_20bps,50,-21.8517227995995,,,,,,,,
draw,unregistered_primitive_like__5-6-5,matched_control_excess,1,15.0199087126614,,,,,,,,
draw,unregistered_primitive_like__5-6-5,matched_control_excess,2,6.6435055019449,,,,,,,,
