record_type,draw,seed,route_bundle_hash,log_loss_improvement,brier_improvement,auc_improvement,average_precision_improvement,top_decile_precision_improvement,statistic,real_increment,real_exceeds_null_count,null_draws
draw,0,20260811,b42417e39a58461823960493076a11f99a6bc18fb06d267d5093bc4a14e60bdf,9.23124589506386e-05,5.31769382188657e-06,0.00108657767378983,-0.000645999244604498,0.00490495316532029,,,,
draw,1,20260812,760e41f2f733c0036b3d4229cc9b75944e92f3977ba7e137ef8a5a1a9ef42ba3,-1.25748071552745e-06,-2.11602474680869e-06,0.00288134350174996,0.000538805370404509,0.00892503778867514,,,,
draw,2,20260813,817350dfb46e7303d8afc5fbd70de1b19077d7667d08cbdd706320e75e8931c6,-7.09924159180142e-05,-1.09373246459724e-05,0.00325813294652355,-0.000300412733451341,0.00987761663820135,,,,
comparison,,,,,,,,,log_loss_improvement,0.00115219615419193,3,3
comparison,,,,,,,,,brier_improvement,9.52697949101015e-05,3,3
comparison,,,,,,,,,auc_improvement,0.046491150518817,3,3
comparison,,,,,,,,,average_precision_improvement,0.0138055017414699,3,3
