checkpoint_group,log_loss,brier_score,auc,average_precision,expected_calibration_error,calibration_intercept,calibration_slope,base_rate,mean_probability_realised_class,rows,positive_outcomes,model,unique_stock_sessions,sessions,stocks,top_decile_probability_boundary,top_decile_precision,top_decile_lift,top_decile_rows,top_quintile_probability_boundary,top_quintile_precision,top_quintile_lift,top_quintile_rows
early_6_14,0.106333896651633,0.0179937602565945,0.712268435382359,0.0375650619447322,0.0457976076390288,5.4664099975077,3.59703653381336,0.0163132166253122,0.923900411470502,13342,126,A0,3084,160,20,0.0839237492254204,0.0442369521560741,2.71172468141166,645,0.0764193507417965,0.0399267731794746,2.44751075747519,1534
early_6_14,0.105554140995669,0.0179069816326573,0.762691555743743,0.0525683764158591,0.0461034721410892,5.99985208928562,3.84126280689241,0.0163132166253122,0.923764883555246,13342,126,A1,3084,160,20,0.0902583421816768,0.0824139204605759,5.05197241926521,565,0.0792588938970522,0.0553828155501242,3.3949659850768,1407
later_26_34,0.11969076515364,0.0215713330970116,0.707178054035642,0.0471236343767198,0.0476732383551169,5.23548016929033,3.55590378654556,0.0199117245227013,0.915593863081294,10245,167,A0,2562,160,20,0.0839237492254204,0.0527305838115849,2.64821782520479,1221,0.0764193507417965,0.0416054412095618,2.08949461721046,2419
later_26_34,0.118221177392337,0.0214737923398328,0.755650376949129,0.0651586312637548,0.0482915320210163,4.34584072470216,3.27921675054716,0.0199117245227013,0.915360871292649,10245,167,A1,2562,160,20,0.0902583421816768,0.0674199376960309,3.38594166563351,1430,0.0792588938970522,0.0494521381444964,2.4835688183671,2877
middle_16_24,0.12158525990949,0.0218660330791306,0.718782286188719,0.0432998636588582,0.0497618553464584,5.44800260418704,3.68694213150872,0.0200107758437526,0.91341572784956,10990,158,A0,2717,160,20,0.0839237492254204,0.0444890706266305,2.22325565855159,1607,0.0764193507417965,0.0415592868019443,2.07684535204661,3046
middle_16_24,0.120168551040933,0.0217600741854581,0.763644342928303,0.0562187290967605,0.0501793370471331,4.72059583424209,3.46136275530348,0.0200107758437526,0.913326448778404,10990,158,A1,2717,160,20,0.0902583421816768,0.0608662779647551,3.04167506747408,1551,0.0792588938970522,0.0473238582930538,2.3649187149247,3012
