period,session,symbol,eligible_advance_rows,eligible_stocks_in_session,total_weight,expected_total_weight,absolute_weight_difference,record_type,minimum_stock_session_weight,maximum_stock_session_weight
assessment,2025-03-27,WULF,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-28,AAL,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-28,AAOI,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-28,APLD,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-28,ASTS,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-28,CIFR,13,20,0.05,0.05,0,stock_session,,
assessment,2025-03-28,HIMS,12,20,0.05,0.05,0,stock_session,,
assessment,2025-03-28,IONQ,15,20,0.05,0.05,0,stock_session,,
assessment,2025-03-28,IREN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-03-28,MARA,13,20,0.05,0.05,0,stock_session,,
assessment,2025-03-28,MP,12,20,0.05,0.05,0,stock_session,,
assessment,2025-03-28,MRNA,13,20,0.05,0.05,0,stock_session,,
assessment,2025-03-28,MSTR,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-28,NVTS,9,20,0.05,0.05,0,stock_session,,
assessment,2025-03-28,QBTS,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-28,RGTI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-28,RIOT,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-28,RIVN,10,20,0.05,0.05,0,stock_session,,
assessment,2025-03-28,SMCI,12,20,0.05,0.05,0,stock_session,,
assessment,2025-03-28,SOFI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-03-28,WULF,13,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,AAL,2,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,AAOI,13,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,APLD,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-31,ASTS,8,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,CIFR,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-31,HIMS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,IONQ,15,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,IREN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,MARA,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-31,MP,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-31,MRNA,15,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,MSTR,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-31,NVTS,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-31,QBTS,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-31,RGTI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,RIOT,9,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,RIVN,9,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,SMCI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-03-31,SOFI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-03-31,WULF,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,AAL,4,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,AAOI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-01,APLD,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,ASTS,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,CIFR,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,HIMS,4,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,IONQ,8,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,IREN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,MARA,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,MP,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,MRNA,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-01,MSTR,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,NVTS,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-01,QBTS,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-01,RGTI,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,RIOT,5,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,RIVN,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,SMCI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,SOFI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-01,WULF,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,AAL,8,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,AAOI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-02,APLD,5,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,ASTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,CIFR,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,HIMS,5,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,IONQ,5,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,IREN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,MARA,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,MP,3,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,MRNA,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,MSTR,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-02,NVTS,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,QBTS,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,RGTI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,RIOT,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-02,RIVN,5,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,SMCI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-02,SOFI,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-02,WULF,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,AAL,5,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,AAOI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-03,APLD,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,ASTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,CIFR,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,HIMS,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,IONQ,3,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,IREN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,MARA,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,MP,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,MRNA,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-03,MSTR,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,NVTS,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,QBTS,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,RGTI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,RIOT,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,RIVN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,SMCI,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,SOFI,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-03,WULF,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,AAL,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,AAOI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-04,APLD,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,ASTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,CIFR,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,HIMS,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-04,IONQ,8,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,IREN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,MARA,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,MP,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,MRNA,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,MSTR,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,NVTS,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,QBTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,RGTI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,RIOT,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,RIVN,4,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,SMCI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,SOFI,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-04,WULF,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,AAL,8,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,AAOI,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-07,APLD,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,ASTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,CIFR,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,HIMS,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,IONQ,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,IREN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,MARA,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-07,MP,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,MRNA,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,MSTR,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,NVTS,8,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,QBTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,RGTI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,RIOT,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-07,RIVN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,SMCI,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-07,SOFI,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-07,WULF,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,AAL,5,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,AAOI,5,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,APLD,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,ASTS,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-08,CIFR,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,HIMS,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,IONQ,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-08,IREN,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,MARA,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-08,MP,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,MRNA,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-08,MSTR,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,NVTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,QBTS,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,RGTI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,RIOT,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-08,RIVN,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-08,SMCI,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-08,SOFI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-08,WULF,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,AAL,3,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,AAOI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-09,APLD,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,ASTS,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,CIFR,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,HIMS,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,IONQ,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,IREN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,MARA,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,MP,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,MRNA,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,MSTR,1,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,NVTS,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-09,QBTS,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,RGTI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,RIOT,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,RIVN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,SMCI,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,SOFI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-09,WULF,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-10,AAL,4,18,0.0555555555555556,0.0555555555555556,0,stock_session,,
assessment,2025-04-10,AAOI,12,18,0.0555555555555556,0.0555555555555556,0,stock_session,,
assessment,2025-04-10,APLD,15,18,0.0555555555555556,0.0555555555555556,6.93889390390723e-18,stock_session,,
assessment,2025-04-10,ASTS,15,18,0.0555555555555556,0.0555555555555556,6.93889390390723e-18,stock_session,,
assessment,2025-04-10,CIFR,8,18,0.0555555555555556,0.0555555555555556,0,stock_session,,
assessment,2025-04-10,HIMS,15,18,0.0555555555555556,0.0555555555555556,6.93889390390723e-18,stock_session,,
assessment,2025-04-10,IREN,15,18,0.0555555555555556,0.0555555555555556,6.93889390390723e-18,stock_session,,
assessment,2025-04-10,MARA,15,18,0.0555555555555556,0.0555555555555556,6.93889390390723e-18,stock_session,,
assessment,2025-04-10,MP,8,18,0.0555555555555556,0.0555555555555556,0,stock_session,,
assessment,2025-04-10,MRNA,4,18,0.0555555555555556,0.0555555555555556,0,stock_session,,
assessment,2025-04-10,MSTR,15,18,0.0555555555555556,0.0555555555555556,6.93889390390723e-18,stock_session,,
assessment,2025-04-10,NVTS,9,18,0.0555555555555556,0.0555555555555556,0,stock_session,,
assessment,2025-04-10,QBTS,3,18,0.0555555555555556,0.0555555555555556,0,stock_session,,
assessment,2025-04-10,RGTI,11,18,0.0555555555555556,0.0555555555555556,6.93889390390723e-18,stock_session,,
assessment,2025-04-10,RIVN,12,18,0.0555555555555556,0.0555555555555556,0,stock_session,,
assessment,2025-04-10,SMCI,15,18,0.0555555555555556,0.0555555555555556,6.93889390390723e-18,stock_session,,
assessment,2025-04-10,SOFI,10,18,0.0555555555555556,0.0555555555555556,6.93889390390723e-18,stock_session,,
assessment,2025-04-10,WULF,15,18,0.0555555555555556,0.0555555555555556,6.93889390390723e-18,stock_session,,
assessment,2025-04-11,AAL,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,AAOI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,APLD,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,ASTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,CIFR,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-11,HIMS,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,IONQ,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,IREN,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,MARA,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,MP,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,MRNA,2,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,MSTR,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-11,NVTS,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,QBTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,RGTI,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,RIOT,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-11,RIVN,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-11,SMCI,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-11,SOFI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-11,WULF,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,AAL,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,AAOI,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-14,APLD,8,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,ASTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,CIFR,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,HIMS,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-14,IONQ,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,IREN,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,MARA,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-14,MP,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,MRNA,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,MSTR,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,NVTS,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,QBTS,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,RGTI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-14,RIOT,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,RIVN,4,20,0.05,0.05,0,stock_session,,
assessment,2025-04-14,SMCI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-14,SOFI,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-14,WULF,3,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,AAL,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,AAOI,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,APLD,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,ASTS,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,CIFR,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,HIMS,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,IONQ,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,IREN,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,MARA,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-15,MP,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,MRNA,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,MSTR,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,NVTS,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-15,QBTS,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,RGTI,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,RIOT,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,RIVN,3,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,SMCI,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,SOFI,8,20,0.05,0.05,0,stock_session,,
assessment,2025-04-15,WULF,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,AAL,3,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,AAOI,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,APLD,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,ASTS,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-16,CIFR,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,HIMS,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,IONQ,8,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,IREN,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,MARA,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,MP,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,MRNA,8,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,MSTR,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-16,NVTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,QBTS,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-16,RGTI,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-16,RIOT,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,RIVN,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,SMCI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-16,SOFI,5,20,0.05,0.05,0,stock_session,,
assessment,2025-04-16,WULF,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-17,AAL,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-17,AAOI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-17,APLD,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-17,ASTS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-17,CIFR,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-17,HIMS,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-17,IONQ,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-17,IREN,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-17,MARA,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-17,MP,2,20,0.05,0.05,0,stock_session,,
assessment,2025-04-17,MRNA,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-17,MSTR,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-17,NVTS,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-17,QBTS,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-17,RGTI,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-17,RIOT,11,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-17,RIVN,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-17,SMCI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-17,SOFI,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-17,WULF,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,AAL,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,AAOI,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,APLD,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,ASTS,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-21,CIFR,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,HIMS,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,IONQ,12,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,IREN,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,MARA,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,MP,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,MRNA,2,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,MSTR,7,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-21,NVTS,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,QBTS,9,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,RGTI,10,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,RIOT,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,RIVN,13,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,SMCI,8,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,SOFI,15,20,0.05,0.05,0,stock_session,,
assessment,2025-04-21,WULF,14,20,0.05,0.05,6.93889390390723e-18,stock_session,,
assessment,2025-04-22,AAL,11,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-22,AAOI,15,19,0.0526315789473684,0.0526315789473684,6.93889390390723e-18,stock_session,,
assessment,2025-04-22,APLD,3,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-22,ASTS,15,19,0.0526315789473684,0.0526315789473684,6.93889390390723e-18,stock_session,,
assessment,2025-04-22,CIFR,15,19,0.0526315789473684,0.0526315789473684,6.93889390390723e-18,stock_session,,
assessment,2025-04-22,HIMS,13,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-22,IONQ,6,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-22,IREN,15,19,0.0526315789473684,0.0526315789473684,6.93889390390723e-18,stock_session,,
assessment,2025-04-22,MARA,15,19,0.0526315789473684,0.0526315789473684,6.93889390390723e-18,stock_session,,
assessment,2025-04-22,MRNA,4,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-22,MSTR,1,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-22,NVTS,13,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-22,QBTS,10,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-22,RGTI,15,19,0.0526315789473684,0.0526315789473684,6.93889390390723e-18,stock_session,,
assessment,2025-04-22,RIOT,15,19,0.0526315789473684,0.0526315789473684,6.93889390390723e-18,stock_session,,
assessment,2025-04-22,RIVN,7,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-22,SMCI,12,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-22,SOFI,15,19,0.0526315789473684,0.0526315789473684,6.93889390390723e-18,stock_session,,
assessment,2025-04-22,WULF,15,19,0.0526315789473684,0.0526315789473684,6.93889390390723e-18,stock_session,,
assessment,2025-04-23,AAL,10,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-23,AAOI,4,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-23,APLD,7,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-23,ASTS,14,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-23,CIFR,13,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
assessment,2025-04-23,HIMS,3,19,0.0526315789473684,0.0526315789473684,0,stock_session,,
