period,candidate,deleted_symbol,rows,negative_hazard_auc,orientation_survival_mean_net_difference_bps
2023,cycle_04|state4,AAL,174,0.5421024758374156,-56.84247152553195
2023,cycle_04|state4,AAOI,161,0.5511732016054338,-67.79264044611917
2023,cycle_04|state4,APLD,159,0.5528481012658227,-50.319542027745086
2023,cycle_04|state4,ASTS,165,0.53,-79.00898797537661
2023,cycle_04|state4,CIFR,154,0.5128378378378379,13.794600425784793
2023,cycle_04|state4,HIMS,174,0.5421024758374156,-56.84247152553195
2023,cycle_04|state4,IONQ,170,0.5552928084573654,-66.03658537656159
2023,cycle_04|state4,IREN,160,0.5460526315789473,-63.44541105808846
2023,cycle_04|state4,MARA,156,0.5357969576719577,-30.548374433266545
2023,cycle_04|state4,MP,174,0.5421024758374156,-56.84247152553195
2023,cycle_04|state4,MRNA,174,0.5421024758374156,-56.84247152553195
2023,cycle_04|state4,MSTR,169,0.5508130081300813,-56.85146995084965
2023,cycle_04|state4,NVTS,172,0.5402930402930403,-55.69211169973333
2023,cycle_04|state4,QBTS,140,0.5532483552631579,-101.87552939964297
2023,cycle_04|state4,RGTI,152,0.5537075537075538,-67.38556054482197
2023,cycle_04|state4,RIOT,163,0.5342383107088989,-48.119677448963444
2023,cycle_04|state4,RIVN,173,0.5373224336638971,-59.43126671396226
2023,cycle_04|state4,SMCI,174,0.5421024758374156,-56.84247152553195
2023,cycle_04|state4,SOFI,174,0.5421024758374156,-56.84247152553195
2023,cycle_04|state4,WULF,168,0.536267956193998,-61.13015160839102
2023,cycle_07|state5,AAL,884,0.49575702638479185,-38.53215189906388
2023,cycle_07|state5,AAOI,870,0.49212866993823506,-43.24448295443658
2023,cycle_07|state5,APLD,846,0.49389640382711975,-40.78126176317626
2023,cycle_07|state5,ASTS,885,0.4927139324327086,-35.787026038266326
2023,cycle_07|state5,CIFR,844,0.4990590046235176,-25.676254618584284
2023,cycle_07|state5,HIMS,871,0.4986177789501451,-37.49222308119762
2023,cycle_07|state5,IONQ,828,0.4986987296567097,-41.53142928818343
2023,cycle_07|state5,IREN,856,0.48723619188030687,-44.653683612940384
2023,cycle_07|state5,MARA,818,0.4957765675719299,-50.66195200337372
2023,cycle_07|state5,MP,871,0.4854127772679809,-44.79146536586902
2023,cycle_07|state5,MRNA,880,0.4989950968995252,-37.14821333500929
2023,cycle_07|state5,MSTR,864,0.48994530244530243,-41.98499235495178
2023,cycle_07|state5,NVTS,870,0.49719659783344616,-35.919271121469386
2023,cycle_07|state5,QBTS,872,0.4942047971547474,-40.56286981115373
2023,cycle_07|state5,RGTI,860,0.49236141541024936,-32.35388677348522
2023,cycle_07|state5,RIOT,824,0.4914998467378746,-41.75282351707827
2023,cycle_07|state5,RIVN,860,0.49529761904761904,-45.63329476097658
2023,cycle_07|state5,SMCI,815,0.4965237613263929,-40.683314284614696
2023,cycle_07|state5,SOFI,879,0.4983403929203906,-36.99563991335219
2023,cycle_07|state5,WULF,822,0.47365974956336404,-30.042601824902647
2025,cycle_04|state4,AAL,158,0.47440629011553276,-11.745210154708193
2025,cycle_04|state4,AAOI,147,0.48054114158636024,-21.950873621320248
2025,cycle_04|state4,APLD,153,0.4830814153211955,-7.585150876702279
2025,cycle_04|state4,ASTS,146,0.492112676056338,-6.775424152840969
2025,cycle_04|state4,CIFR,154,0.4864704887535938,-10.305995981289563
2025,cycle_04|state4,HIMS,153,0.4770233196159122,-5.998287778128539
2025,cycle_04|state4,IONQ,154,0.47860646034162013,-13.402865177438606
2025,cycle_04|state4,IREN,150,0.4741809116809117,-18.844095416189763
2025,cycle_04|state4,MARA,141,0.47383252818035426,-10.370695297784767
2025,cycle_04|state4,MP,157,0.4851219512195122,-20.56142657823939
2025,cycle_04|state4,MRNA,159,0.47986683576410905,-11.338000107102172
2025,cycle_04|state4,MSTR,158,0.4786345381526104,-7.300093485082666
2025,cycle_04|state4,NVTS,145,0.48163030998851897,6.751329274731816
2025,cycle_04|state4,QBTS,148,0.49333333333333335,-15.645361201771038
2025,cycle_04|state4,RGTI,147,0.49453298739807267,-17.482956106427306
2025,cycle_04|state4,RIOT,143,0.4620228256591893,-14.50095072180623
2025,cycle_04|state4,RIVN,155,0.4816788807461692,-14.106408018710834
2025,cycle_04|state4,SMCI,156,0.4845267489711934,-11.851328859459255
2025,cycle_04|state4,SOFI,156,0.48304526748971194,-13.589989506552506
2025,cycle_04|state4,WULF,141,0.450282371924163,0.24202500322503795
2025,cycle_07|state5,AAL,969,0.4957072946151485,-5.463322121402065
2025,cycle_07|state5,AAOI,937,0.48681261105289536,-0.32696570993902085
2025,cycle_07|state5,APLD,928,0.4874358199939595,-17.953262589977108
2025,cycle_07|state5,ASTS,956,0.4979992995359426,-13.10572784011569
2025,cycle_07|state5,CIFR,924,0.48197140178152836,-14.360380872716835
2025,cycle_07|state5,HIMS,923,0.49135145543522163,-8.873827472879139
2025,cycle_07|state5,IONQ,930,0.4959791787160208,-14.718108623157494
2025,cycle_07|state5,IREN,940,0.48916440217391305,-5.815334281031522
2025,cycle_07|state5,MARA,986,0.4916497892379635,-3.981640548545002
2025,cycle_07|state5,MP,948,0.49125089094796864,-4.144165014902619
2025,cycle_07|state5,MRNA,962,0.48441074834462866,-10.46202058286347
2025,cycle_07|state5,MSTR,950,0.4911376523423819,-13.220584596719352
2025,cycle_07|state5,NVTS,953,0.4910840932117528,-3.2101625413708526
2025,cycle_07|state5,QBTS,931,0.49098524942965077,-6.319499209857348
2025,cycle_07|state5,RGTI,958,0.49298000139484605,-17.0162845980538
2025,cycle_07|state5,RIOT,964,0.4904470669308295,-11.013089201878891
2025,cycle_07|state5,RIVN,984,0.48879901464394504,-10.52843187098528
2025,cycle_07|state5,SMCI,965,0.4904362776703202,-4.979583789362664
2025,cycle_07|state5,SOFI,965,0.4939099340708459,-9.26210111922865
2025,cycle_07|state5,WULF,946,0.4930712113079263,-13.896008030405039
