period,horizon,selector,quarter,sessions,cumulative_return,annualized_return,annualized_volatility,descriptive_sharpe_zero_rate,maximum_drawdown,mean_daily_return
2023,12,loop_volume,2023_q3,63,-0.0010501536936359246,-0.0041940024691795585,0.12493290327492533,0.027436716497154505,-0.06549692371398641,1.3602177175875204e-05
2023,12,loop_volume,2023_q4,63,-0.006675631651951175,-0.026436330247077477,0.06450299379580975,-0.38358983083968284,-0.03381619153536897,-9.818528761423716e-05
2023,12,loop_joint_all,2023_q1,2,0.004024012345678951,0.658656845243428,0.04516942655303823,11.224972160321824,0.0,0.002012006172839506
2023,12,loop_joint_all,2023_q2,62,0.0025876525163046615,0.010559331296459806,0.11406695001916012,0.14806244626239676,-0.059579549464267245,6.701996689494997e-05
2023,12,loop_joint_all,2023_q3,63,-0.03225022624984919,-0.12289353156632588,0.11314450610937085,-1.1029825061986593,-0.07420226208353842,-0.0004952238528219182
2023,12,loop_joint_all,2023_q4,63,-0.05711041069096423,-0.2096064957157352,0.08389646690329049,-2.761052428739344,-0.08202219077415474,-0.0009192164432776992
2023,24,unfiltered,2023_q1,2,0.028338400706001243,32.81759909256751,0.28998050661776426,12.298839813636723,0.0,0.0141524753967028
2023,24,unfiltered,2023_q2,62,0.005816030699633545,0.02385086091975186,0.19273488860734014,0.2169359014591341,-0.07866511634209972,0.00016591713016928224
2023,24,unfiltered,2023_q3,63,-0.054985859833737494,-0.20245861627058626,0.23214936594527974,-0.8610714116631902,-0.11421579157742623,-0.0007932427867111768
2023,24,unfiltered,2023_q4,63,-0.002351770330619618,-0.009373948378668784,0.17254118933018397,0.0303916037002559,-0.10907904300656346,2.0808743841641956e-05
2023,24,loop_only,2023_q1,2,0.01575491200941803,6.1681210033463785,0.14678768798390088,13.50730263238009,0.0,0.007867879858356871
2023,24,loop_only,2023_q2,62,0.01919256064760666,0.08033299639347091,0.14930613269712562,0.5908511872073928,-0.05861172014047178,0.0003500702609581
2023,24,loop_only,2023_q3,63,-0.07420845293583866,-0.26539675141516217,0.11762343845512192,-2.562780430969903,-0.10245873481765999,-0.0011962025646673777
2023,24,loop_only,2023_q4,63,-0.05453788146551719,-0.20094526148192782,0.12105833335524886,-1.7926110739198053,-0.08799946159766325,-0.0008611528133448192
2023,24,loop_current_regime,2023_q1,2,0.030842774925328165,44.94585626611467,0.35220812869873325,11.036716184962557,-0.000263116209514469,0.015425480771764621
2023,24,loop_current_regime,2023_q2,62,0.05143346036180185,0.22611851859830878,0.16238502734941693,1.3352185770470408,-0.05245368677310791,0.0008603948617112432
2023,24,loop_current_regime,2023_q3,63,-0.03430091487330722,-0.13030438599437,0.11401802703924484,-1.168546187211529,-0.05523414481750866,-0.0005287116300400419
2023,24,loop_current_regime,2023_q4,63,-0.039889456594323525,-0.15026216550170202,0.12496201236531113,-1.241019416893431,-0.06390650001111353,-0.0006153979512675719
2023,24,loop_previous_regime,2023_q1,2,0.01575491200941803,6.1681210033463785,0.14678768798390088,13.50730263238009,0.0,0.007867879858356871
2023,24,loop_previous_regime,2023_q2,62,-0.00788102862538298,-0.03164784355734873,0.1576461377611203,-0.12647583096325368,-0.09320006096770617,-7.912073917256052e-05
2023,24,loop_previous_regime,2023_q3,63,-0.08194924403163295,-0.289659183340223,0.15206213778749766,-2.1731879548424082,-0.12390051335227226,-0.0013113476437594306
2023,24,loop_previous_regime,2023_q4,63,-0.021501510233079668,-0.0832716994212448,0.12336338244310575,-0.6439030014229328,-0.07150284830427422,-0.00031521449293968616
2023,24,loop_regime_path,2023_q1,2,0.030514659461029936,43.13935112472413,0.30886132500025415,12.430974327186966,0.0,0.015235901594202813
2023,24,loop_regime_path,2023_q2,62,0.019834605289090534,0.08310181596458488,0.16740363084538193,0.5589200183244583,-0.0773581848251712,0.0003712906365860385
2023,24,loop_regime_path,2023_q3,63,0.000670342944810054,0.002684069142324441,0.13462007362918646,0.08543337217130105,-0.04130580487756508,4.563907480988189e-05
2023,24,loop_regime_path,2023_q4,63,-0.04875232066781543,-0.181206396796613,0.12053857533695406,-1.5984794099644413,-0.07677176843336597,-0.0007645969475498757
2023,24,loop_direction,2023_q1,2,0.026284603369251647,25.28721066976765,0.2771097259437043,11.942301899877032,0.0,0.01313225399449168
2023,24,loop_direction,2023_q2,62,0.06343468691929854,0.2840045616013078,0.14707521955089556,1.7725057947340137,-0.048164787587462676,0.0010344907893481733
2023,24,loop_direction,2023_q3,63,-0.07299036594070007,-0.26152297139161873,0.08778518386919994,-3.4081910051685966,-0.08478498143352997,-0.0011872566430558675
2023,24,loop_direction,2023_q4,63,-0.050915492572530474,-0.1886288962367143,0.11610547764279638,-1.7420492959892364,-0.07833603256668575,-0.0008026248634449502
2023,24,loop_volatility,2023_q1,2,0.01575491200941803,6.1681210033463785,0.14678768798390088,13.50730263238009,0.0,0.007867879858356871
2023,24,loop_volatility,2023_q2,62,-0.017230482230002675,-0.06820640238941,0.13739791998246184,-0.44651601405701696,-0.06115057757003284,-0.0002434538554376739
2023,24,loop_volatility,2023_q3,63,-0.03354275842783394,-0.12757002602921752,0.13984314452510058,-0.9076504809755631,-0.064267488251192,-0.0005036853071005664
2023,24,loop_volatility,2023_q4,63,-0.002568200616378191,-0.010233296251429214,0.1250465655006095,-0.020714968541325828,-0.0532996684806345,-1.027910980375383e-05
2023,24,loop_range,2023_q1,2,0.01575491200941803,6.1681210033463785,0.14678768798390088,13.50730263238009,0.0,0.007867879858356871
2023,24,loop_range,2023_q2,62,0.030226458038092874,0.12866527676762574,0.1441595143171749,0.9104499584901067,-0.050964667285515186,0.0005208334278810549
2023,24,loop_range,2023_q3,63,-0.08436238838994625,-0.2970984589587221,0.12104219419074752,-2.851038380155895,-0.11249275219341248,-0.0013694283383178733
2023,24,loop_range,2023_q4,63,-0.03912973675652376,-0.14756943669713674,0.12163012861717151,-1.2523863925149918,-0.08081811340817913,-0.0006044758650793408
2023,24,loop_session,2023_q1,2,0.014298451146576463,4.982546061102841,0.14490887320570853,12.424517957691267,0.0,0.00714453530703624
2023,24,loop_session,2023_q2,62,0.04048359100580834,0.17504065474456731,0.15209674216418426,1.1356250732452997,-0.07406507627704961,0.0006854161665102111
2023,24,loop_session,2023_q3,63,-0.07667084316071404,-0.27318112081319257,0.15867718222825483,-1.932079791994962,-0.11975822688323834,-0.0012165753064837827
2023,24,loop_session,2023_q4,63,-0.01936705017054907,-0.07524662117799596,0.13270887690355668,-0.5239416597702594,-0.07197187180115805,-0.00027591948107577986
2023,24,loop_volume,2023_q1,2,0.025239225315179192,22.119420178704285,0.29252510555496236,10.875827217950048,-0.00040529230603680855,0.012624811527493533
2023,24,loop_volume,2023_q2,62,-0.021362081405295497,-0.08402604194000785,0.16070032725520855,-0.4668934547358043,-0.06724134567540863,-0.00029773782130697877
2023,24,loop_volume,2023_q3,63,-0.004180885171115922,-0.01661895389819601,0.14887463935241843,-0.04030760234906632,-0.06263525217782884,-2.3812618106658503e-05
2023,24,loop_volume,2023_q4,63,-0.035620135585393675,-0.13504694661414274,0.09709662067838586,-1.4460198851364887,-0.08466309953374618,-0.0005571573185734156
2023,24,loop_joint_all,2023_q1,2,0.03546240236285758,79.70977188078342,0.42263987143592013,10.58399215722091,-0.0010750147067601912,0.017750861446851715
2023,24,loop_joint_all,2023_q2,62,-0.004746915002393548,-0.01915403619040179,0.17696431584856911,-0.022861705787018825,-0.07379734307754982,-1.6054389379885156e-05
2023,24,loop_joint_all,2023_q3,63,-0.06423601173195581,-0.23322964892394293,0.12433556962241882,-2.0739796252047644,-0.08679011392178393,-0.0010232914209727184
2023,24,loop_joint_all,2023_q4,63,-0.03505201398268176,-0.13300695000237062,0.11148844516684936,-1.2248397165744733,-0.08185608675520062,-0.0005418868078551288
