slice_type,slice_value,variant,eligible_source_opportunities,available_delayed_entries,admitted_opportunities,rejected_opportunities,coverage,gross_payoff_bps,net_payoff_bps,net_per_admitted_opportunity_bps,median_net_payoff_bps,positive_payoff_rate,profit_factor,total_cost_bps,maximum_drawdown_bps,average_remaining_mfe_bps,average_remaining_mae_bps,mean_fraction_original_payoff_remaining,run_id,contract_hash,data_snapshot_hash,model_version
period,2025,A_same_clock_base,302,302,302,0,1,-6276.72840205,-9296.72840205,-30.783868881,-10.0790297463,0.473509933775,0.72503111949,3020,-11650.6016223,183.196696588,-206.205889327,0.317144744475,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2025,B_anchor_veto_only,302,302,285,17,0.943708609272,-5672.60061526,-8522.60061526,-29.9038618079,-10,0.477192982456,0.726835625505,2850,-11488.1994343,182.384625758,-203.140804548,0.274606353467,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2025,C_price_acceptance_only,302,302,178,124,0.58940397351,-2834.27993664,-4614.27993664,-25.9229209924,9.27482042976,0.511235955056,0.770355178257,1780,-8215.0313597,180.6164909,-208.905721738,0.983647499597,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2025,D_anchor_veto_plus_price_acceptance,302,302,166,136,0.549668874172,-2900.96517989,-4560.96517989,-27.4756938548,9.27482042976,0.512048192771,0.751483729,1660,-8038.39121057,176.207870775,-205.673477346,0.974716953425,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
period,2025,E_anchor_veto_plus_price_acceptance_plus_range,302,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_04,A_same_clock_base,14,6,6,0,1,-205.536381679,-265.536381679,-44.2560636132,-44.991883162,0.5,0.703388858114,60,-396.222810475,292.417621882,-227.43831761,1.0107701384,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_04,B_anchor_veto_only,14,6,6,0,1,-205.536381679,-265.536381679,-44.2560636132,-44.991883162,0.5,0.703388858114,60,-396.222810475,292.417621882,-227.43831761,1.0107701384,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_04,C_price_acceptance_only,14,6,3,3,0.5,84.6093799931,54.6093799931,18.2031266644,87.7944236371,0.666666666667,1.30717705026,30,-177.778189961,201.070931704,-116.069542352,1.04940146638,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_04,D_anchor_veto_plus_price_acceptance,14,6,3,3,0.5,84.6093799931,54.6093799931,18.2031266644,87.7944236371,0.666666666667,1.30717705026,30,-177.778189961,201.070931704,-116.069542352,1.04940146638,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_04,E_anchor_veto_plus_price_acceptance_plus_range,14,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_07,A_same_clock_base,627,296,296,0,1,-6071.19202037,-9031.19202037,-30.5107838526,-10.0790297463,0.472972972973,0.725619755697,2960,-10988.4453762,180.982758913,-205.775502267,0.303084770274,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_07,B_anchor_veto_only,627,296,279,17,0.942567567568,-5467.06423358,-8257.06423358,-29.5952123067,-10,0.476702508961,0.727528277869,2790,-10826.0431882,180.018324767,-202.618277386,0.258774874222,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_07,C_price_acceptance_only,627,296,175,121,0.591216216216,-2918.88931664,-4668.88931664,-26.6793675236,4.53343023256,0.508571428571,0.765563131853,1750,-8215.0313597,180.265843343,-210.497199099,0.982520288738,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_07,D_anchor_veto_plus_price_acceptance,627,296,163,133,0.550675675676,-2985.57455988,-4615.57455988,-28.3164083428,4.53343023256,0.509202453988,0.746048233705,1630,-8038.39121057,175.750268426,-207.322629524,0.973342391837,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
loop_id,cycle_07,E_anchor_veto_plus_price_acceptance_plus_range,627,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_2,A_same_clock_base,14,6,6,0,1,-205.536381679,-265.536381679,-44.2560636132,-44.991883162,0.5,0.703388858114,60,-396.222810475,292.417621882,-227.43831761,1.0107701384,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_2,B_anchor_veto_only,14,6,6,0,1,-205.536381679,-265.536381679,-44.2560636132,-44.991883162,0.5,0.703388858114,60,-396.222810475,292.417621882,-227.43831761,1.0107701384,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_2,C_price_acceptance_only,14,6,3,3,0.5,84.6093799931,54.6093799931,18.2031266644,87.7944236371,0.666666666667,1.30717705026,30,-177.778189961,201.070931704,-116.069542352,1.04940146638,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_2,D_anchor_veto_plus_price_acceptance,14,6,3,3,0.5,84.6093799931,54.6093799931,18.2031266644,87.7944236371,0.666666666667,1.30717705026,30,-177.778189961,201.070931704,-116.069542352,1.04940146638,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_2,E_anchor_veto_plus_price_acceptance_plus_range,14,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_6,A_same_clock_base,627,296,296,0,1,-6071.19202037,-9031.19202037,-30.5107838526,-10.0790297463,0.472972972973,0.725619755697,2960,-10988.4453762,180.982758913,-205.775502267,0.303084770274,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_6,B_anchor_veto_only,627,296,279,17,0.942567567568,-5467.06423358,-8257.06423358,-29.5952123067,-10,0.476702508961,0.727528277869,2790,-10826.0431882,180.018324767,-202.618277386,0.258774874222,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_6,C_price_acceptance_only,627,296,175,121,0.591216216216,-2918.88931664,-4668.88931664,-26.6793675236,4.53343023256,0.508571428571,0.765563131853,1750,-8215.0313597,180.265843343,-210.497199099,0.982520288738,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_6,D_anchor_veto_plus_price_acceptance,627,296,163,133,0.550675675676,-2985.57455988,-4615.57455988,-28.3164083428,4.53343023256,0.509202453988,0.746048233705,1630,-8038.39121057,175.750268426,-207.322629524,0.973342391837,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
orientation,state_6,E_anchor_veto_plus_price_acceptance_plus_range,627,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,long,A_same_clock_base,163,75,75,0,1,2512.88086362,1762.88086362,23.5050781816,33.4708147307,0.573333333333,1.27295248578,750,-1474.57265384,205.451239821,-177.026607362,-1.43612994701,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,long,B_anchor_veto_only,163,75,70,5,0.933333333333,2289.8033356,1589.8033356,22.7114762228,34.9170951765,0.585714285714,1.28460261874,700,-1161.16899686,196.467336167,-172.487912844,-1.61138122482,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,long,C_price_acceptance_only,163,75,59,16,0.786666666667,2116.74363776,1526.74363776,25.8770108095,33.4708147307,0.593220338983,1.31797221878,590,-1118.0887857,206.96577387,-168.255473501,1.06701117627,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,long,D_anchor_veto_plus_price_acceptance,163,75,55,20,0.733333333333,1813.70122681,1263.70122681,22.9763859419,33.4708147307,0.6,1.31443583282,550,-894.650011651,194.44746858,-160.763967104,1.06097289455,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,long,E_anchor_veto_plus_price_acceptance_plus_range,163,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,short,A_same_clock_base,478,227,227,0,1,-8789.60926567,-11059.6092657,-48.7207456637,-25.2572474825,0.440528634361,0.595649603545,2270,-11946.9585943,175.843873934,-215.846621253,0.896420523599,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,short,B_anchor_veto_only,478,227,215,12,0.947136563877,-7962.40395086,-10112.4039509,-47.0344369807,-21.3962969457,0.441860465116,0.605192201754,2150,-11214.0661272,177.799557253,-213.120815801,0.888648820817,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,short,C_price_acceptance_only,478,227,119,108,0.52422907489,-4951.02357441,-6141.02357441,-51.6052401211,-10,0.470588235294,0.598405832598,1190,-7972.22463582,167.552560688,-229.060046494,0.94231592881,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,short,D_anchor_veto_plus_price_acceptance,478,227,111,116,0.488986784141,-4714.6664067,-5824.6664067,-52.4744721324,-10,0.468468468468,0.593642149193,1110,-7896.77794487,167.170232222,-227.925937376,0.931977523137,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
direction_label,short,E_anchor_veto_plus_price_acceptance_plus_range,478,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAL,A_same_clock_base,3,3,3,0,1,-1190.59788188,-1220.59788188,-406.865960627,-66.9948245591,0,0,30,-72.7038370663,76.6727344926,-441.720154573,0.967681768543,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAL,B_anchor_veto_only,3,3,3,0,1,-1190.59788188,-1220.59788188,-406.865960627,-66.9948245591,0,0,30,-72.7038370663,76.6727344926,-441.720154573,0.967681768543,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAL,C_price_acceptance_only,3,3,2,1,0.666666666667,-1194.88886937,-1214.88886937,-607.444434687,-607.444434687,0,0,20,-66.9948245591,24.8803386377,-649.70426509,1.3472579918,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAL,D_anchor_veto_plus_price_acceptance,3,3,2,1,0.666666666667,-1194.88886937,-1214.88886937,-607.444434687,-607.444434687,0,0,20,-66.9948245591,24.8803386377,-649.70426509,1.3472579918,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAL,E_anchor_veto_plus_price_acceptance_plus_range,3,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAOI,A_same_clock_base,39,18,18,0,1,-632.514182337,-812.514182337,-45.1396767965,26.5487640821,0.5,0.642310443182,180,-2077.74839191,185.03477975,-228.086211078,0.839692745607,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAOI,B_anchor_veto_only,39,18,17,1,0.944444444444,-802.699023793,-972.699023793,-57.2175896349,-1.82924858853,0.470588235294,0.571792972601,170,-2077.74839191,180.459335533,-239.222082838,0.837142429775,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAOI,C_price_acceptance_only,39,18,14,4,0.777777777778,-790.748605921,-930.748605921,-66.4820432801,43.2411782276,0.5,0.573609724588,140,-2077.74839191,170.399883426,-270.101367679,0.839350273021,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAOI,D_anchor_veto_plus_price_acceptance,39,18,13,5,0.722222222222,-960.933447377,-1090.93344738,-83.9179574905,-1.82924858853,0.461538461538,0.500226580923,130,-2077.74839191,163.290848963,-287.895596642,0.835988900581,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,AAOI,E_anchor_veto_plus_price_acceptance_plus_range,39,0,0,0,,,,,,,,,0,,,,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,APLD,A_same_clock_base,61,37,37,0,1,-545.959815684,-915.959815684,-24.7556706942,50.4108931353,0.567567567568,0.798908022303,370,-2174.26639477,227.131831469,-228.706383281,-4.07257093141,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,APLD,B_anchor_veto_only,61,37,34,3,0.918918918919,-245.458390387,-585.458390387,-17.2193644231,54.3175323376,0.588235294118,0.856329041006,340,-2007.78699765,236.564735122,-225.073328654,-4.53249287171,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,APLD,C_price_acceptance_only,61,37,22,15,0.594594594595,199.103766145,-20.8962338551,-0.949828811596,65.6038959839,0.681818181818,0.991334646054,220,-1504.62150538,232.648774653,-222.345156791,1.07005098742,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
symbol,APLD,D_anchor_veto_plus_price_acceptance,61,37,20,17,0.540540540541,659.038778687,459.038778687,22.9519389343,68.5084080789,0.75,1.23765501523,200,-1504.62150538,248.132619681,-208.561744316,1.07500616197,clean-anchor-ee4b0f206c7412cba0fd4a4b,807e9d6b72e3ea59d9ca960f8d03f1e2b482ceb50086844bef298b1e8e06e42d,ecff4d50651fb210e93f2ddb1d2bd736f864ed83d6812e7a830abb51f58cfe05,clean_anchor_price_acceptance_v1.0.0
