feature,stock,checkpoint,checkpoint_group,fallback_level,source_checkpoint_group,support,median,iqr,clip_lower,clip_upper,missing_value,zero_scale,fold
a_attempt_directional_efficiency,QBTS,6,early,stock_adjacent_checkpoint_group,middle,50,0.6533487258718675,0.6410820117031244,6.360595854978734e-15,0.9999999999664452,0.6533487258718675,False,full
a_attempt_directional_efficiency,QBTS,8,early,stock_adjacent_checkpoint_group,middle,50,0.6533487258718675,0.6410820117031244,6.360595854978734e-15,0.9999999999664452,0.6533487258718675,False,full
a_attempt_directional_efficiency,QBTS,10,early,stock_adjacent_checkpoint_group,middle,50,0.6533487258718675,0.6410820117031244,6.360595854978734e-15,0.9999999999664452,0.6533487258718675,False,full
a_attempt_directional_efficiency,QBTS,12,early,stock_adjacent_checkpoint_group,middle,50,0.6533487258718675,0.6410820117031244,6.360595854978734e-15,0.9999999999664452,0.6533487258718675,False,full
a_attempt_directional_efficiency,QBTS,14,early,stock_adjacent_checkpoint_group,middle,50,0.6533487258718675,0.6410820117031244,6.360595854978734e-15,0.9999999999664452,0.6533487258718675,False,full
a_attempt_directional_efficiency,QBTS,16,middle,stock_adjacent_checkpoint_group,early,50,0.6952236711310928,0.6008385984729097,5.671539031819935e-15,0.9999999999797071,0.6952236711310928,False,full
a_attempt_directional_efficiency,QBTS,18,middle,stock_adjacent_checkpoint_group,early,50,0.6952236711310928,0.6008385984729097,5.671539031819935e-15,0.9999999999797071,0.6952236711310928,False,full
a_attempt_directional_efficiency,QBTS,20,middle,stock_adjacent_checkpoint_group,early,50,0.6952236711310928,0.6008385984729097,5.671539031819935e-15,0.9999999999797071,0.6952236711310928,False,full
a_attempt_directional_efficiency,QBTS,22,middle,stock_adjacent_checkpoint_group,early,50,0.6952236711310928,0.6008385984729097,5.671539031819935e-15,0.9999999999797071,0.6952236711310928,False,full
a_attempt_directional_efficiency,QBTS,24,middle,stock_adjacent_checkpoint_group,early,50,0.6952236711310928,0.6008385984729097,5.671539031819935e-15,0.9999999999797071,0.6952236711310928,False,full
a_attempt_directional_efficiency,QBTS,26,late,stock_adjacent_checkpoint_group,middle,50,0.6533487258718675,0.6410820117031244,6.360595854978734e-15,0.9999999999664452,0.6533487258718675,False,full
a_attempt_directional_efficiency,QBTS,28,late,stock_adjacent_checkpoint_group,middle,50,0.6533487258718675,0.6410820117031244,6.360595854978734e-15,0.9999999999664452,0.6533487258718675,False,full
a_attempt_directional_efficiency,QBTS,30,late,stock_adjacent_checkpoint_group,middle,50,0.6533487258718675,0.6410820117031244,6.360595854978734e-15,0.9999999999664452,0.6533487258718675,False,full
a_attempt_directional_efficiency,QBTS,32,late,stock_adjacent_checkpoint_group,middle,50,0.6533487258718675,0.6410820117031244,6.360595854978734e-15,0.9999999999664452,0.6533487258718675,False,full
a_attempt_directional_efficiency,QBTS,34,late,stock_adjacent_checkpoint_group,middle,50,0.6533487258718675,0.6410820117031244,6.360595854978734e-15,0.9999999999664452,0.6533487258718675,False,full
a_attempt_directional_efficiency,RGTI,6,early,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,8,early,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,10,early,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,12,early,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,14,early,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,16,middle,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,18,middle,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,20,middle,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,22,middle,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,24,middle,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,26,late,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,28,late,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,30,late,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,32,late,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,RGTI,34,late,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_directional_efficiency,__POOLED__,-1,pooled,development_pooled,pooled,18596,0.5798199981498282,0.7249262975522734,7.945145168746612e-15,0.9999999999726523,0.5798199981498282,False,full
a_attempt_path_length,QBTS,6,early,stock_adjacent_checkpoint_group,middle,50,0.01462165981688315,0.013214546973029142,0.004147003194414882,0.04274125798189049,0.01462165981688315,False,full
a_attempt_path_length,QBTS,8,early,stock_adjacent_checkpoint_group,middle,50,0.01462165981688315,0.013214546973029142,0.004147003194414882,0.04274125798189049,0.01462165981688315,False,full
a_attempt_path_length,QBTS,10,early,stock_adjacent_checkpoint_group,middle,50,0.01462165981688315,0.013214546973029142,0.004147003194414882,0.04274125798189049,0.01462165981688315,False,full
a_attempt_path_length,QBTS,12,early,stock_adjacent_checkpoint_group,middle,50,0.01462165981688315,0.013214546973029142,0.004147003194414882,0.04274125798189049,0.01462165981688315,False,full
a_attempt_path_length,QBTS,14,early,stock_adjacent_checkpoint_group,middle,50,0.01462165981688315,0.013214546973029142,0.004147003194414882,0.04274125798189049,0.01462165981688315,False,full
a_attempt_path_length,QBTS,16,middle,stock_adjacent_checkpoint_group,early,50,0.025123584892917092,0.01897983164726993,0.005219102849595241,0.06501541447806714,0.025123584892917092,False,full
